Arabic Word,anger,anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust
المقدمة,0,0,0,0,0,0,0,0,0,0
استهلالي,0,0,0,0,0,0,0,0,0,0
استبطان - سبر غور,0,0,0,0,0,0,0,0,0,0
الاستبطان,0,0,0,0,0,0,0,0,0,0
دخيل,1,0,0,1,0,1,0,0,1,0
التدخل,0,0,0,1,0,1,0,0,0,0
تطفلي,1,0,1,1,0,1,0,0,1,0
البديهة,0,0,0,0,0,0,1,0,0,1
حدسي,0,0,0,0,0,0,1,0,0,0
حدسي,0,1,0,0,0,0,0,0,0,0
غمر,0,0,0,0,0,0,0,0,0,0
غزو,1,0,0,1,0,1,0,1,1,0
الغازي,1,0,0,1,0,1,0,1,0,0
غير صالحة,0,0,0,0,0,0,0,1,0,0
يبطل,0,0,0,0,0,1,0,0,0,0
إبطال,0,0,0,0,0,1,0,0,0,0
بطلان,0,0,0,0,0,1,0,0,0,0
لا يقدر بثمن,0,0,0,0,0,0,0,0,0,0
بثبات,0,0,0,0,0,0,1,0,0,0
غزو,1,0,0,0,0,1,0,0,0,0
يخترع,0,0,0,0,0,0,0,0,0,0
اختراع,0,0,0,0,0,0,0,0,0,0
إبداعي,0,0,0,0,0,0,1,0,0,0
مخترع,0,0,0,0,0,0,1,0,0,0
المخزون,0,0,0,0,0,0,0,0,0,0
معكوس,0,0,0,0,0,0,0,0,0,0
عكسيا,0,0,0,0,0,0,0,0,0,0
انعكاس,0,0,0,0,0,0,0,0,0,0
عكس,0,0,0,0,0,0,0,0,0,0
معكوسة,0,0,0,0,0,0,0,0,0,0
التحقيق,0,0,0,0,0,0,1,0,0,0
تحقيق,0,1,0,0,0,0,0,0,0,0
محقق,0,0,0,0,0,0,0,0,0,0
المستثمر,0,0,0,0,0,0,0,0,0,0
تنشيط,0,0,0,0,0,0,1,0,0,0
لا يقهر,0,0,0,0,0,0,0,0,0,0
الخفاء,0,0,0,0,0,0,0,0,0,0
غير مرئى,0,0,0,0,0,0,0,0,0,0
دعوة,0,1,0,0,0,0,1,0,0,0
يدعو,0,1,0,0,1,0,1,0,1,1
دعوة,0,1,0,0,1,0,1,0,1,1
استدعاء,0,1,0,0,0,0,0,0,0,1
فاتورة,0,0,0,0,0,0,0,0,0,0
يستحضر,0,1,0,0,0,0,0,0,0,0
غير طوعي,0,0,0,0,0,1,0,0,0,0
الالتفاف,1,0,0,0,0,1,0,0,0,0
تورط,1,0,0,0,0,0,0,0,0,0
إلى الداخل,0,0,0,0,0,0,0,0,0,0
ذرة,0,0,0,0,0,0,0,0,0,0
غاضب,1,0,0,0,0,1,0,0,0,0
غضب,1,0,0,0,0,1,0,0,0,0
قزحي الألوان,0,0,0,0,0,0,0,0,0,0
قزحية,0,0,0,1,0,0,0,0,0,0
حديد,0,0,0,0,0,0,1,0,0,1
ساخر,0,0,0,0,0,0,0,0,0,0
مكاوي,0,0,0,0,0,1,0,0,0,0
سخرية,0,0,0,0,0,0,0,0,0,0
تشعيع,0,0,0,0,0,0,0,0,0,0
غير منطقي,0,0,1,1,0,1,0,0,0,0
اللاعقلانية,0,0,0,0,0,1,0,0,0,0
لا يمكن التوفيق بينها,1,0,0,1,0,1,0,1,0,0
غير القابل للاختزال,0,0,0,0,0,0,1,0,0,0
لا يقبل الجدل,0,0,0,0,0,0,1,0,0,1
غير عادي,0,0,0,0,0,1,0,0,0,0
مخالفة,0,0,0,0,0,1,0,0,0,0
بشكل غير منتظم,0,0,0,0,0,0,0,0,0,0
عَرَضِيّ,0,0,0,0,0,1,0,0,0,0
لا يمكن إصلاحه,0,0,0,1,0,1,0,1,0,0
متعذر كبته,0,0,0,0,0,0,0,0,0,0
لا يقاوم,0,0,0,0,0,0,0,0,0,0
بغض النظر,0,0,0,0,0,0,0,0,0,0
غير مسؤول,0,0,0,0,0,1,0,0,0,0
غير موقر,0,0,0,0,0,1,0,0,0,0
لا رجعة فيه,0,0,0,0,0,0,0,0,0,0
غير قابل للإلغاء,0,0,0,0,0,1,0,0,0,0
ري,0,0,0,0,0,0,0,0,0,0
الري,0,0,0,0,0,0,0,0,0,0
التهيج,1,0,0,0,0,1,0,0,0,0
سريع الانفعال,1,0,0,0,0,1,0,0,0,0
مزعج,1,0,1,0,0,1,0,0,0,0
تهيج,1,0,1,0,0,1,0,1,0,0
جزيرة,0,0,0,0,0,0,0,0,0,0
جزيرة,0,0,0,0,0,0,0,0,0,0
جزيرة,0,0,0,0,0,0,0,0,0,0
عزل,0,0,0,0,0,0,0,1,0,0
معزول,0,0,0,1,0,1,0,1,0,0
عزل,0,0,0,0,0,1,0,1,0,0
تماثل,0,0,0,0,0,0,0,0,0,0
متحاور,0,0,0,0,0,0,0,0,0,0
القضية,0,0,0,0,0,0,0,0,0,0
حكة,0,0,0,0,0,0,0,0,0,0
"متلهف، متشوق",0,0,0,0,0,0,0,0,0,0
العنصر,0,0,0,0,0,0,0,0,0,0
فصل,0,0,0,0,0,0,0,0,0,0
العناصر,0,0,0,0,0,0,0,0,0,0
أعاد,0,0,0,0,0,0,0,0,0,0
تكرار,0,0,0,0,0,0,0,0,0,0
ترابطي,0,0,0,0,0,0,0,0,0,0
متجول,0,0,0,0,0,0,0,0,0,0
مسار الرحلة,0,0,0,0,0,0,0,0,0,0
عاج,0,0,0,0,0,0,0,0,0,0
ضربة بالكوع,1,0,0,0,0,0,0,0,0,0
جابر,0,0,0,0,0,1,0,0,0,0
جاك,0,0,0,0,0,0,0,0,0,0
حمار,0,0,0,0,0,0,0,0,0,0
الفوز بالجائزة الكبرى,0,1,0,0,1,0,1,0,1,0
الرافعات,0,0,0,0,0,0,0,0,0,0
يشم,0,0,0,0,0,0,0,0,0,0
جاج,0,0,0,0,0,0,0,0,0,0
مسنن,0,0,0,0,0,0,0,0,0,0
جاكوار,0,0,0,0,0,0,0,0,0,0
سجن,0,0,0,1,0,1,0,1,0,0
مربى,0,0,0,0,0,0,1,0,0,0
تشويش,0,0,0,0,0,0,0,0,0,0
بواب,0,0,1,0,0,0,0,0,0,0
اليابان,0,0,0,0,0,0,0,0,0,0
إناء,0,0,0,0,0,0,0,0,0,0
المصطلحات,0,0,0,0,0,1,0,0,0,0
التنافر,0,0,0,1,0,1,0,1,0,0
يشب,0,0,0,0,0,0,0,0,0,0
اليرقان,0,0,0,1,0,1,0,0,0,0
رحلة قصيرة,0,0,0,0,0,0,0,0,0,0
الرمح,0,0,0,0,0,0,0,0,0,0
فك,0,0,0,0,0,0,0,0,0,0
فكي,0,0,0,1,0,0,0,0,0,0
جاي,0,0,0,0,0,0,0,0,0,0
غيور,1,0,1,0,0,1,0,0,0,0
الغيرة,1,0,1,1,0,1,0,1,0,0
جينز,0,0,0,0,0,0,0,0,0,0
جيب,0,0,0,0,0,0,0,0,0,0
هلام,0,0,0,0,0,0,0,0,0,0
جيني,0,0,0,0,0,0,0,0,0,0
يعرض للخطر,1,0,0,1,0,1,0,0,0,0
خطر,0,1,0,1,0,1,0,0,0,0
أحمق,1,0,0,0,0,0,0,0,1,0
جيرسي,0,0,0,0,0,0,0,0,0,0
دعابة,0,0,0,0,1,0,1,0,1,0
مهرج,0,0,0,0,0,0,0,0,0,0
طائرة نفاثة,0,0,0,0,0,0,0,0,0,0
رصيف,0,0,0,0,0,0,0,0,0,0
جوهرة,0,0,0,0,0,0,0,0,0,0
الجواهري,0,0,0,0,0,0,0,0,0,0
مجوهرات,0,0,0,0,0,0,0,0,0,0
ذراع,0,0,0,0,0,0,0,0,0,0
لمح البصر,0,0,0,0,0,0,0,0,0,0
جيمي,0,0,0,0,0,0,0,0,0,0
نغمة,0,0,0,0,0,0,0,0,0,0
مهنة,0,0,0,0,0,0,1,0,0,0
جوك,0,0,0,0,0,0,0,0,0,0
فارس السباق,0,0,0,0,0,0,0,0,0,0
يجرى,0,0,0,0,0,0,0,0,0,0
يوحنا,0,0,1,0,0,1,0,0,0,0
انضم,0,0,0,0,0,0,1,0,0,0
انضم,0,0,0,0,0,0,1,0,0,0
انضمام,0,0,0,0,0,0,0,0,0,0
مشترك,0,0,0,0,0,0,0,0,0,0
معا,0,0,0,0,0,0,0,0,0,0
نكتة,0,0,0,0,0,1,0,0,0,0
مهرج,0,0,0,0,1,0,1,0,1,0
يمزح,0,0,0,0,0,0,1,0,0,0
هزة,0,0,0,0,0,0,0,0,1,0
جرناطة,0,0,0,0,0,1,0,0,0,0
مثقال ذرة,0,0,0,0,0,0,0,0,0,0
مجلة,0,0,0,0,0,0,0,0,0,0
الصحافة,0,0,0,0,0,0,0,0,0,1
صحافي,0,0,0,0,0,0,1,0,0,0
رحلة,0,1,0,1,1,0,1,0,0,0
مياوم,0,0,0,0,0,0,0,0,0,1
مرحا,0,0,0,0,1,0,1,0,0,0
مرح,0,0,0,0,1,0,1,0,0,0
بهيجة,0,0,0,0,1,0,1,0,0,1
مبهج,0,0,0,0,1,0,1,0,0,0
مبتهج,0,0,0,0,1,0,1,0,1,1
اليوبيل,0,0,0,0,1,0,1,0,1,0
يحكم على,0,0,0,0,0,0,0,0,0,0
الحكم,0,0,0,0,0,0,0,0,0,0
حكم,0,0,0,0,0,0,0,0,1,0
قضائي,0,1,0,0,0,0,1,0,0,1
القضاء,0,1,0,0,0,0,0,0,0,1
حكيم,0,0,0,0,0,0,1,0,0,1
إبريق,0,0,0,0,0,0,0,0,0,0
يقذف,0,0,0,0,0,0,0,0,0,0
شعوذة,0,0,0,0,0,0,0,0,0,0
عصير,0,0,0,0,0,0,0,0,0,0
كثير العصارة,0,0,0,0,0,0,0,0,0,0
خلط,0,0,0,0,0,1,0,0,0,0
مختلط,0,0,0,0,0,0,0,0,0,0
جامبو,0,0,0,0,0,0,0,0,0,0
قفزة,0,0,0,0,1,0,1,0,0,0
تقاطع طرق,0,0,0,0,0,0,0,0,0,0
المنعطف,0,0,0,0,0,0,0,0,0,0
الغابة,0,0,0,1,0,0,0,0,0,0
نجارة,0,0,0,0,0,0,0,0,0,0
نفاية,0,0,0,0,0,1,0,0,0,0
المجلس العسكري,0,0,0,0,0,1,0,0,0,0
قانوني,0,0,0,0,0,0,0,0,0,0
الاختصاص القضائي,0,0,0,0,0,0,0,0,0,0
فقه,0,0,0,0,0,0,0,1,0,0
فقيه,0,0,0,0,0,0,0,0,0,1
هيئة المحلفين,0,0,0,0,0,0,0,0,0,1
العدل,0,0,0,0,0,0,1,0,0,1
له ما يبرره,0,0,0,0,0,0,1,0,0,1
التبرير,0,0,0,0,0,0,1,0,0,0
يبرر,0,0,0,0,0,0,0,0,0,0
الجوت,0,0,0,0,0,0,0,0,0,0
طفولي,0,0,0,0,0,1,0,0,0,0
تجاور,0,0,0,0,0,0,0,0,0,0
القيصر,0,0,0,0,0,0,0,0,0,0
المشكال,0,0,0,0,0,0,0,0,0,0
كنغر,0,0,0,0,0,0,0,0,0,0
كانجي,0,0,0,0,0,0,0,0,0,0
الكرمة,0,0,0,0,0,0,0,0,0,0
كاياك,0,0,0,0,0,0,0,0,0,0
عارضة,0,0,0,0,0,0,0,0,0,0
حارس,0,0,0,0,0,0,0,0,0,0
حفظ,0,0,0,0,0,0,0,0,0,0
تذكار,0,0,0,0,0,0,1,0,0,0
برميل,0,0,0,0,0,0,0,0,0,0
كين,0,0,0,0,0,0,1,0,0,0
تربية كلاب,0,0,0,0,0,0,0,1,0,0
نواة,0,0,0,0,0,1,0,0,0,0
نواة,0,0,0,0,0,0,0,0,0,0
الكيروسين,0,0,0,1,0,0,0,0,0,0
غلاية,0,0,0,0,0,0,0,0,0,0
مفتاح,0,0,0,0,0,0,0,0,0,0
ثقب المفتاح,0,0,0,0,0,0,0,0,0,0
الكلمة الرئيسية,0,0,0,0,0,0,1,0,0,0
حجر الزاوية,0,0,0,0,0,0,1,0,0,0
الكاكي,0,0,0,0,0,0,0,0,0,0
خان,0,0,0,1,0,0,0,0,0,1
ركلة,1,0,0,0,0,1,0,0,0,0
الركل,1,0,0,0,0,0,0,0,0,0
طفل,0,0,0,0,0,0,0,0,0,0
مزاح,0,0,0,0,0,0,0,0,0,0
خطف,1,0,0,1,0,1,0,1,1,0
قتل,0,0,0,1,0,1,0,1,0,0
قتل,1,0,0,1,0,1,0,1,0,0
فرن,0,0,0,0,0,0,0,0,0,0
كيلوغرام,0,0,0,0,0,0,0,0,0,0
كيلومتر,0,0,0,0,0,0,0,0,0,0
النقبة,0,0,0,0,0,0,0,0,0,0
كيمونو,0,0,0,0,0,0,0,0,0,0
قريب,0,0,0,0,0,0,0,0,0,0
طيب القلب,0,0,0,0,1,0,1,0,0,1
روضة أطفال,0,0,0,0,0,0,0,0,0,0
العطف,0,0,0,0,0,0,1,0,0,0
عشير,0,1,0,0,1,0,1,0,0,1
معادلات الحركة,0,0,0,0,0,0,0,0,0,0
ملِك,0,0,0,0,0,0,1,0,0,0
مملكة,0,0,0,0,0,0,0,0,0,0
شبك,0,0,0,0,0,0,0,0,0,0
غريب,0,0,0,0,0,0,0,0,0,0
كشك,0,0,0,0,0,0,0,0,0,0
كيرك,0,0,0,0,0,0,0,0,0,0
قبلة,0,1,0,0,1,0,1,0,1,0
عدة,0,0,0,0,0,0,0,0,0,0
مطبخ,0,0,0,0,0,0,0,0,0,0
طائرة ورقية,0,0,1,0,0,1,0,0,0,0
قطه صغيرة,0,0,0,0,1,0,1,0,0,1
موهبة,0,0,0,0,0,0,1,0,0,0
حقيبة,0,0,0,0,0,0,0,0,0,0
دلك,0,0,0,0,0,0,0,0,0,0
ركبة,0,0,0,0,0,0,0,0,0,0
اركع,0,0,0,0,0,0,0,0,0,0
راكع,0,0,0,0,0,0,0,0,0,0
يقرع,0,0,0,1,0,1,0,1,0,0
كلسون,0,0,0,0,0,0,0,0,0,1
سكين,0,0,0,0,0,0,0,0,0,0
فارس,0,0,0,0,0,0,1,0,0,0
متماسكة,0,0,0,0,0,0,0,0,0,0
مقبض الباب,0,0,0,0,0,0,0,0,0,0
طرق,0,0,0,0,0,0,0,0,0,0
هضبة,0,0,0,0,0,0,0,0,0,0
عقدة,0,0,0,0,0,0,0,0,0,0
معقود,0,0,0,0,0,1,0,0,0,0
معرفة,0,0,0,0,0,0,1,0,0,0
عن علم,0,0,0,0,0,0,0,0,0,0
المعرفه,0,0,0,0,0,0,1,0,0,0
عقلة الاصبع,0,0,0,0,0,0,0,0,0,0
كوس,0,0,0,0,0,0,0,0,0,0
كريس,0,0,0,0,0,0,0,0,0,0
مجد,0,0,0,0,1,0,1,0,0,0
مختبر,0,0,0,0,0,0,0,0,0,0
ضع الكلمة المناسبة,0,0,0,0,0,0,0,0,0,1
العمل,0,1,0,0,1,0,1,0,1,1
مختبر,0,0,0,0,0,0,0,0,0,0
جاهد,0,0,0,0,0,1,0,1,0,0
عامل,0,0,0,0,0,0,0,0,0,0
العمل,0,0,0,0,0,0,0,0,0,0
مرهق,0,0,0,0,0,1,0,0,0,0
متاهة,0,1,0,0,0,1,0,0,0,0
لاك,0,0,0,0,0,0,0,0,0,0
ربط الحذاء,1,0,0,1,0,1,1,1,0,1
قلة,0,0,0,0,0,1,0,0,0,0
تفتقر إلى,0,0,0,0,0,1,0,0,0,0
باهتة,0,0,0,0,0,1,0,0,0,0
ورنيش,0,0,0,0,0,0,0,0,0,0
لاكروس,0,0,0,0,0,0,0,0,0,0
فتى,0,0,0,0,0,0,0,0,0,0
سُلُّم,0,0,0,0,0,0,0,0,0,0
محملة,0,0,0,0,0,1,0,0,0,0
الشحن,0,0,0,0,0,0,0,0,0,0
مغرفة,0,0,0,0,0,0,0,0,0,0
السيدة,0,0,0,0,0,0,0,0,0,0
بطئ,0,0,0,0,0,1,0,0,0,0
متخلفة,1,1,1,0,0,1,0,1,0,0
البحيرة,0,0,0,0,0,0,0,0,0,0
مخبأ,0,0,0,0,0,1,0,0,0,0
علماني,0,0,0,0,0,0,0,0,0,0
بحيرة,0,0,0,0,0,0,0,0,0,0
لاما,0,0,0,0,0,0,0,0,0,0
لحم ضأن,0,0,0,0,1,0,1,0,0,1
رثاء,0,0,1,1,0,1,0,1,0,0
رثاء,0,0,0,0,0,0,0,1,0,0
الصفيحة,0,0,0,0,0,0,0,0,0,0
مغلفة,0,0,0,0,0,0,0,0,0,0
مصباح,0,0,0,0,0,0,0,0,0,0
حربة,0,0,0,0,0,0,0,0,0,0
لانسر,0,0,0,0,0,0,0,0,0,0
الأرض,0,0,0,0,0,0,1,0,0,0
عقاري,0,0,0,0,0,0,1,0,0,0
هبوط,0,0,0,0,0,0,0,0,0,0
غير ساحلي,0,0,0,0,0,0,0,0,0,0
المالك,0,0,0,0,0,0,0,0,0,0
معلم معروف,0,0,0,0,0,0,0,0,0,1
الأراضي,0,0,0,0,0,0,0,0,0,0
المناظر الطبيعيه,0,0,0,0,0,0,0,0,0,0
المناظر الطبيعية,0,0,0,0,0,0,0,0,0,0
انهيار أرضي,0,0,0,1,0,1,0,1,0,0
خط,0,0,0,0,0,0,0,0,0,0
لغة,0,0,0,0,0,0,0,0,0,0
ضعيف,0,0,0,0,0,1,0,0,0,0
تضعف,0,0,0,0,0,1,0,0,0,0
يذبل,0,0,0,1,0,1,0,1,0,0
نحيف,0,0,0,0,0,0,0,0,0,0
فانوس,0,0,0,0,0,0,0,0,0,0
حجر,0,0,0,0,0,0,0,0,0,0
طية صدر السترة,0,0,0,0,0,0,0,0,0,0
زلة,0,0,0,0,0,1,0,0,0,0
انقضت,0,0,0,0,0,0,0,0,0,0
السرقة,0,0,1,0,0,1,0,0,0,0
شحم الخنزير,0,0,0,0,0,0,0,0,0,0
larder,0,0,0,0,0,0,0,0,0,0
كبير,0,0,0,0,0,0,0,0,0,0
أكبر,0,0,1,0,0,0,0,0,1,1
كبير,0,0,0,0,0,0,0,0,0,0
قبرة,0,0,0,0,0,0,0,0,0,0
يرقة,0,0,0,0,0,0,0,0,0,0
الحنجرة,0,0,0,0,0,0,0,0,0,0
الليزر,0,0,0,0,0,0,1,0,0,1
رموش,1,0,0,1,0,1,0,0,0,0
معشوقة,0,0,0,0,0,0,0,0,0,0
لاسو,0,0,0,0,0,0,0,0,0,0
دائم,0,0,0,0,0,0,0,0,0,0
مزلاج,0,0,0,0,0,0,0,0,0,0
متأخر,0,0,0,0,0,1,0,1,0,0
تأخر,0,0,0,0,0,1,0,0,0,0
كامن,1,1,1,0,0,1,0,0,1,0
جانبي,0,0,0,0,0,0,0,0,0,0
أفقيا,0,0,0,0,0,0,0,0,0,0
اللاتكس,0,0,0,0,0,0,0,0,0,0
مخرطة,0,0,0,0,0,0,0,0,0,0
رغوة الصابون,0,0,0,0,0,0,0,0,0,0
خط العرض,0,0,0,0,0,0,0,0,0,0
المراحيض,0,0,1,0,0,1,0,0,0,0
بنية,0,0,0,0,0,0,0,0,0,0
جدير بالثناء,0,0,0,0,0,0,1,0,0,0
يضحك,0,0,0,0,1,0,1,0,1,0
مثير للضحك,0,0,1,0,0,1,0,0,0,0
يضحك,0,0,0,0,1,0,1,0,0,0
ضحك,0,1,0,0,1,0,1,0,1,0
إطلاق,0,1,0,0,0,0,1,0,0,0
غسيل ملابس,0,0,0,0,0,0,0,0,0,0
الحائز على جائزة,0,0,0,0,0,0,1,0,0,1
الغار,0,0,0,0,0,0,1,0,0,0
أمجاد,0,0,0,0,1,0,1,0,0,0
حمم بركانية,1,0,0,1,0,1,0,0,0,0
غسيل,0,0,0,0,0,0,0,0,0,0
مرحاض,0,0,1,0,0,0,0,0,0,0
الخزامى,0,0,0,0,0,0,0,0,0,0
مسرف,0,0,0,0,0,0,1,0,0,0
قانون,0,0,0,0,0,0,0,0,0,1
قانوني,0,0,0,0,0,0,1,0,0,1
الفوضى,1,0,0,1,0,1,0,0,0,0
العشب,0,0,0,0,0,0,0,0,0,0
دعوى قضائية,1,0,1,1,0,1,0,1,1,0
محامي,1,0,1,1,0,1,0,0,0,0
التراخي,0,0,0,0,0,1,0,1,0,0
ملين,0,0,1,1,0,1,0,0,0,0
يضع,0,0,0,0,0,0,0,0,0,0
طبقة,0,0,0,0,0,0,0,0,0,0
الطبقات,0,0,0,0,0,0,0,0,0,0
الشخص العادي,0,0,0,0,0,0,0,0,0,0
كسول,0,0,0,0,0,1,0,0,0,0
ليا,0,0,0,0,0,0,0,0,0,0
قيادة,0,0,0,0,0,0,1,0,0,0
قائد,0,0,0,0,0,0,1,0,0,1
قيادة,0,0,0,0,0,0,0,0,0,1
يؤدي,0,0,0,0,0,0,0,0,0,0
ورقة الشجر,0,0,0,0,0,0,0,0,0,0
منشور,0,0,0,0,0,0,0,0,0,0
المورقة,0,0,0,0,0,0,0,0,0,0
الدوري,0,0,0,0,0,0,1,0,0,0
تسريب,0,0,0,0,0,1,0,0,0,0
تسرب,0,0,0,0,0,1,0,0,0,0
راشح,0,0,0,0,0,1,0,0,0,0
يتكئ,0,0,0,0,0,0,0,0,0,0
انحنى,0,0,0,0,0,0,0,0,0,0
يميل,0,0,0,0,0,0,0,0,0,1
طفرة - قفزه,0,0,0,0,0,0,0,0,0,0
يتعلم,0,0,0,0,0,0,1,0,0,0
تعلمت,0,0,0,0,0,0,0,0,0,0
المتعلم,0,0,0,0,0,0,0,0,0,0
التعلم,0,0,0,0,0,0,1,0,0,0
إيجار,0,0,0,0,0,0,0,0,0,0
رباط,0,0,0,0,0,0,0,0,0,0
جلد,0,0,0,0,0,0,0,0,0,0
مصنوع من الجلد,0,0,0,0,0,0,0,0,0,0
غادر,0,0,0,0,0,1,0,1,1,0
محاضرة,0,0,0,0,0,0,0,0,0,0
محاضر,0,0,0,0,0,0,1,0,0,0
الحافة,0,0,0,0,0,0,0,0,0,0
موازنة,0,0,0,0,0,0,0,0,0,0
لي,0,0,0,0,0,0,0,0,0,0
علقة,0,0,0,0,0,1,0,0,0,0
العلق,0,0,1,1,0,1,0,0,0,0
لير,0,0,1,0,0,1,0,0,0,0
حذر,0,0,0,0,0,0,0,0,1,0
ريس,0,0,0,0,0,0,0,0,0,0
فسحة,0,0,0,0,0,0,1,0,0,0
اليسار,0,0,0,0,0,0,0,0,0,0
ساق,0,0,0,0,0,0,0,0,0,0
ميراث,0,0,0,0,0,0,0,0,0,0
قانوني,0,0,0,0,0,0,1,0,0,1
شرعية,0,0,0,0,0,0,0,0,0,0
تقنين,0,0,0,0,0,0,0,0,0,0
مصدق,1,0,0,1,1,0,1,0,0,1
من الناحية القانونية,0,0,0,0,0,0,0,0,0,0
عنوان تفسيري,0,0,0,0,0,0,0,0,0,0
أسطوري,0,0,0,0,0,0,1,0,0,0
مقروئية,0,0,0,0,0,0,1,0,0,0
مقروء,0,0,0,0,0,0,1,0,0,0
فيلق,0,0,0,0,0,0,0,0,0,0
التشريع,0,0,0,0,0,0,0,0,0,0
تشريع,0,0,0,0,0,0,0,0,0,0
تشريعي,0,0,0,0,0,0,0,0,0,0
مشرع,0,0,0,0,0,0,0,0,0,1
السلطة التشريعية,0,0,0,0,0,0,0,0,0,1
شرعية,0,0,0,0,0,0,0,0,0,1
أرجل,0,0,0,0,0,0,0,0,0,0
بقوليات,0,0,0,0,0,0,0,0,0,0
راحة,0,1,0,0,1,0,1,0,1,1
على مهل,0,0,0,0,0,0,1,0,0,0
ليما,0,0,0,0,0,0,1,0,0,0
ليمون,0,0,1,0,0,1,0,0,0,0
أعار,0,0,0,0,0,0,0,0,0,0
المقرض,0,0,0,0,0,0,0,0,0,1
الإقراض,0,0,0,0,0,0,0,0,0,0
الطول,0,0,0,0,0,0,0,0,0,0
يطيل,0,0,0,0,0,0,0,0,0,0
مطول,0,0,0,0,0,0,0,0,0,0
تطويل,0,0,0,0,0,0,0,0,0,0
بالطول,0,0,0,0,0,0,0,0,0,0
طويل,0,0,0,0,0,0,0,0,0,0
التساهل,0,0,0,0,0,0,0,0,0,0
متساهل,0,0,0,0,0,0,1,0,0,0
عدسة,0,0,0,0,0,0,0,0,0,0
فهد,0,0,0,0,0,0,0,0,0,0
جذام,0,0,1,1,0,1,0,1,0,0
مستأجر,0,0,0,0,0,0,0,0,0,0
يقلل,0,1,0,0,0,1,0,0,0,0
التقليل,0,0,0,0,0,0,0,0,0,0
أقل,0,0,1,0,0,1,0,0,0,0
درس,0,1,0,0,0,0,1,0,0,1
المؤجر,0,0,0,0,0,0,0,0,0,0
قاتلة,0,0,1,1,0,1,0,1,0,0
كسول,0,0,0,0,0,0,0,0,0,0
الخمول,0,0,0,0,0,1,0,1,0,0
رسالة,0,1,0,0,0,0,0,0,0,0
مكتوب,0,1,0,0,0,0,1,0,0,1
حروف,0,0,0,0,0,0,0,0,0,0
خَسّ,0,0,0,0,0,0,0,0,0,0
سرطان الدم,1,0,0,1,0,1,0,1,0,0
السد,0,0,0,0,0,0,0,0,0,1
مستوى,0,0,0,0,0,0,1,0,0,1
رافعة,0,0,0,0,0,0,0,0,0,0
تأثير ايجابي,0,0,0,0,0,0,1,0,0,0
الجبايه,0,0,0,0,0,1,0,0,0,0
بذيئة,0,0,1,0,0,1,0,0,0,0
معجم,0,0,0,0,0,0,0,0,0,0
لاي,0,0,0,0,0,0,0,0,0,0
المطلوبات,0,0,0,0,0,0,0,0,0,0
مسؤولية,0,0,0,0,0,0,0,0,0,0
الاتصال,0,0,0,0,0,1,0,0,0,0
كذاب,0,0,1,0,0,1,0,0,0,0
القذف,1,0,0,1,0,1,0,0,0,1
تشهيري,0,0,0,0,0,0,0,0,0,0
ليبرالية,0,0,0,0,0,1,1,0,0,0
الليبرالية,0,0,0,0,0,0,0,0,0,0
حرر,1,1,0,0,1,0,1,0,1,1
تحرير,0,1,0,0,1,0,1,0,1,0
حرية,0,1,0,0,1,0,1,0,1,1
الرغبة الجنسية,0,0,0,0,0,0,0,0,0,0
أمين المكتبة,0,0,0,0,0,0,0,0,0,0
مكتبة,0,0,0,0,0,0,1,0,0,0
ليبريتو,0,0,0,0,0,0,0,0,0,0
رخصة,0,0,0,0,0,0,0,0,0,0
حزاز,0,0,0,0,0,0,0,0,0,0
يلعق,0,0,1,0,0,1,0,0,0,0
جفن العين,0,0,0,0,0,0,0,0,0,0
يكذب,1,0,1,0,0,1,0,1,0,0
لييج,0,0,0,0,0,0,0,0,0,0
حجز,0,0,0,0,0,0,0,0,0,0
بدلا,0,0,0,0,0,0,0,0,0,0
أيتها الملازم,0,0,0,0,0,0,0,0,0,1
الحياة,0,0,0,0,0,0,0,0,0,0
شريان الحياة,0,0,0,0,0,0,1,0,0,0
قارب نجاة,0,0,0,0,0,0,0,0,0,0
هامدة,0,0,0,1,0,1,0,1,0,0
نابض بالحياة,0,0,0,0,0,0,0,0,0,0
مدى الحياة,0,0,0,0,0,0,0,0,0,0
حياة,0,0,0,0,0,0,0,0,0,0
يرفع,0,0,0,0,0,0,0,0,0,0
رباط,0,0,0,0,0,0,0,0,0,0
ربط,0,0,0,0,0,0,0,0,0,0
خفيفة,0,0,0,0,0,0,0,0,0,0
تفتيح,0,0,0,0,0,0,0,0,0,0
منارة,0,0,0,0,0,0,1,0,0,0
خفة,0,0,0,0,0,0,0,0,0,0
برق,1,0,0,1,0,0,0,0,1,0
احتمالية,0,0,0,0,0,0,0,0,0,0
الشبه,0,0,0,0,0,0,0,0,0,0
بطريقة مماثلة,0,0,0,0,0,0,0,0,0,0
تروق,0,0,0,0,1,0,1,0,0,1
أرجواني,0,0,0,0,0,0,0,0,0,0
زنبق,0,0,0,0,0,0,0,0,0,0
فرع الشجره,0,0,0,0,0,0,0,0,0,0
طي النسيان,0,0,0,0,0,0,0,0,0,0
حد,0,0,0,0,0,0,0,0,0,0
تحديد,0,0,0,0,0,0,0,0,0,0
محدود,1,0,0,0,0,1,0,1,0,0
لا حدود لها,0,0,0,0,0,0,0,0,0,0
ليموزين,0,0,0,0,0,0,0,0,0,0
يعرج,0,0,0,0,0,1,0,0,0,0
