Polish Word,anger,anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust
trzymać,0,0,0,0,0,0,0,0,0,0
otwór,0,0,0,0,0,0,0,0,0,0
święto,0,1,0,0,1,0,1,0,0,0
świętość,0,1,0,1,1,0,1,0,1,1
dziurawy,0,0,0,0,0,1,0,1,0,0
całopalenie,1,0,1,1,0,1,0,1,0,0
święty,0,0,0,0,0,0,1,0,0,0
hołd,0,0,0,0,0,0,1,0,0,0
bezdomny,1,1,1,1,0,1,0,1,0,0
homeopatyczny,0,0,0,0,0,0,0,0,0,0
homeopatia,0,0,0,0,0,0,0,0,0,0
stęskniony za krajem,0,0,0,0,0,1,0,1,0,0
gospodarstwo rolne,0,0,0,0,0,0,0,0,0,0
Praca domowa,0,0,0,1,0,0,0,0,0,0
morderczy,1,0,0,1,0,1,0,0,0,0
zabójstwo,1,0,1,1,0,1,0,1,0,0
homilia,0,0,0,0,0,0,0,0,0,0
jednorodność,0,0,0,0,0,0,0,0,0,0
jednorodny,0,0,0,0,0,0,0,0,0,0
homologiczny,0,0,0,0,0,0,0,0,0,0
homolog,0,0,0,0,0,0,0,0,0,0
homologia,0,0,0,0,0,0,1,0,0,0
brus,0,0,0,0,0,0,0,0,0,0
uczciwy,1,0,1,1,1,0,1,1,0,1
uczciwość,0,0,0,0,0,0,1,0,0,1
miód,0,0,0,0,0,0,1,0,0,0
plaster miodu,0,0,0,0,0,0,0,0,0,0
Miesiąc miodowy,0,1,0,0,1,0,1,0,1,1
wiciokrzew,0,0,0,0,0,0,0,0,0,0
zaszczyt,0,0,0,0,0,0,1,0,0,1
honorowy,0,0,0,0,0,0,1,0,0,1
honorarium,0,0,0,0,0,0,0,0,0,0
kaptur,1,0,1,1,0,1,0,0,0,0
zakapturzony,0,0,0,1,0,0,0,0,0,0
kopyto,0,0,0,0,0,0,0,0,0,0
hak,0,0,0,0,0,0,0,0,0,0
haczykowaty,0,0,0,0,0,1,0,0,0,0
prostytutka,0,0,0,0,0,0,0,0,0,0
obręcz,0,0,0,0,0,0,0,0,0,0
trąbienie,1,0,1,0,0,1,0,0,0,0
chmiel,0,0,0,0,0,0,0,0,0,0
nadzieja,0,1,0,0,1,0,1,0,1,1
pełen nadziei,0,1,0,0,1,0,1,0,1,1
beznadziejny,0,0,0,1,0,1,0,1,0,0
beznadziejność,1,0,1,1,0,1,0,1,0,0
nadzieje,0,0,0,0,0,0,0,0,0,0
mając nadzieję,0,0,0,0,0,0,0,0,0,0
zbiornik,0,0,0,0,0,0,0,0,0,0
horda,0,0,0,0,0,1,0,0,1,0
horyzont,0,1,0,0,0,0,1,0,0,0
poziomy,0,0,0,0,0,0,0,0,0,0
poziomo,0,0,0,0,0,0,0,0,0,0
klakson,0,0,0,0,0,0,0,0,0,0
szerszeń,0,0,0,0,0,0,0,0,0,0
seksualnie podniecony,0,0,0,0,0,0,0,0,0,0
horoskop,0,1,0,0,0,0,0,0,0,0
okropny,1,0,1,1,0,1,0,0,0,0
potwornie,0,0,0,0,0,1,0,0,0,0
okropny,1,0,1,1,0,1,0,1,0,0
przerażający,1,0,1,1,0,1,0,1,0,0
przerażony,0,0,0,1,0,1,0,0,0,0
przerażające,0,0,1,1,0,1,0,1,0,0
przerażenie,1,0,1,1,0,1,0,1,1,0
horrory,0,0,0,1,0,1,0,1,0,0
koń,0,0,0,0,0,0,0,0,0,1
jeździec,0,0,0,0,0,0,0,0,0,0
podkowa,0,0,0,0,0,0,0,0,0,0
ogrodniczy,0,0,0,0,0,0,0,0,0,0
ogrodnictwo,0,0,0,0,0,0,0,0,0,0
wąż gumowy,0,0,0,0,0,0,0,0,0,0
wyroby pończosznicze,0,0,0,0,0,0,0,0,0,0
hospicjum,0,0,0,0,0,0,0,1,0,0
szpital,0,0,0,1,0,0,0,1,0,1
gościnność,0,0,0,0,0,0,1,0,0,0
zakładnik,1,0,0,1,0,1,0,0,0,0
schronisko,0,0,0,0,0,0,0,0,0,0
wrogi,1,0,1,1,0,1,0,0,0,0
działania wojenne,1,0,0,1,0,1,0,0,0,0
wrogość,1,0,1,0,0,1,0,0,0,0
gorący,1,0,0,0,0,0,0,0,0,0
kuźnia,0,0,0,0,0,0,0,0,0,0
hotel,0,0,0,0,0,0,0,0,0,0
godzina,0,0,0,0,0,0,0,0,0,0
klepsydra,0,0,0,0,0,0,0,0,0,0
cogodzinny,0,0,0,0,0,0,0,0,0,0
dom,0,0,0,0,0,0,0,0,0,0
gospodarstwo domowe,0,0,0,0,0,0,1,0,0,0
gospodarz,0,0,0,0,0,0,0,0,0,0
gospodyni domowa,0,0,0,0,0,0,0,0,0,0
gospodarowanie,0,0,0,0,0,0,1,0,0,0
gospodyni domowa,0,0,0,0,0,0,0,0,0,0
mieszkania,0,0,0,0,0,0,0,0,0,0
poduszkowiec,0,0,0,0,0,0,0,0,0,0
wycie,1,0,1,1,0,1,0,1,1,0
jakkolwiek,0,0,0,0,0,0,0,0,0,0
hej,0,0,0,0,0,0,0,0,0,0
centrum,0,0,0,0,0,0,0,0,0,0
nagromadzenie,0,0,0,0,0,0,0,0,0,0
odcień,0,0,0,0,0,0,0,0,0,0
irytacja,1,0,1,0,0,1,0,0,0,0
uścisk,0,0,0,0,1,0,1,0,0,1
olbrzymi,0,0,0,0,0,0,0,0,0,0
ponton,0,0,1,0,0,0,0,0,0,0
kadłub,0,0,0,0,0,0,0,0,0,0
szum,0,0,0,0,0,0,0,0,0,0
człowiek,0,0,0,0,0,0,0,0,0,0
humanitarny,0,0,0,0,0,0,1,0,0,0
humanitarny,0,1,0,0,1,0,1,0,1,1
humanistyka,0,0,0,0,0,0,0,0,0,0
ludzkość,0,0,0,0,1,0,1,0,0,1
pokorny,0,0,1,0,0,1,1,1,0,0
Upokorzony,0,0,0,0,0,0,1,1,0,0
pokornie,0,0,0,0,0,0,1,0,0,0
humbug,1,0,1,0,0,1,0,1,0,0
wilgotny,0,0,0,0,0,0,0,0,0,0
wilgotność,0,0,0,0,0,0,0,0,0,0
poniżyć,1,0,0,0,0,1,0,1,0,0
poniżający,0,0,1,0,0,1,0,0,0,0
upokorzenie,0,0,1,0,0,1,0,1,0,0
pokora,0,0,0,0,0,0,1,0,0,1
hummer,0,0,0,0,0,0,0,0,0,0
koliber,0,0,0,0,0,0,0,0,0,0
ogromny,0,0,0,0,0,0,0,0,0,0
humorysta,0,0,0,0,0,0,1,0,0,0
humorystyczny,0,0,0,0,1,0,1,0,0,0
garb,0,0,0,0,0,0,0,0,0,0
przeczucie,0,0,0,0,0,1,0,0,0,0
sto,0,0,0,0,0,0,0,0,0,0
setny,0,0,0,0,0,0,0,0,0,0
głód,0,0,0,0,0,0,0,0,0,0
głodny,0,1,0,0,0,1,0,0,0,0
przystojniak,0,0,0,0,0,0,0,0,0,0
przystojniacy,0,0,0,0,0,0,0,0,0,0
polowanie,0,0,0,0,0,0,0,0,0,0
Łowca,0,1,0,1,0,1,0,1,0,0
polowanie,1,1,0,1,0,1,0,0,0,0
ciskać,0,0,0,0,0,0,0,0,0,0
Hurra,0,0,0,0,1,0,1,0,0,0
huragan,0,0,0,1,0,1,0,0,0,0
pośpieszny,0,1,0,0,0,1,0,0,0,0
spieszyć się,0,1,0,0,0,0,0,0,0,0
zraniony,1,0,0,1,0,1,0,1,0,0
bolesny,1,0,1,1,0,1,0,1,0,0
boli,1,0,0,1,0,1,0,1,0,0
uprawa roli,0,0,0,0,0,0,1,0,0,1
Cicho,0,0,0,0,0,0,1,0,0,0
ucichł,0,0,0,0,0,0,0,0,0,0
łuska,0,0,0,0,0,0,0,0,0,0
ochrypły,0,0,0,0,0,0,0,0,0,0
gwar,0,0,0,0,0,0,0,0,0,0
energiczny człowek,0,0,0,0,0,1,0,0,0,0
Chata,0,0,0,0,0,0,1,1,0,0
niecka,0,0,0,0,0,0,0,0,0,0
hiacynt,0,0,0,0,0,0,0,0,0,0
hybrydowy,0,0,0,0,0,0,0,0,0,0
hydra,0,0,0,1,0,1,0,0,0,0
hydraulika,0,0,0,0,0,0,0,0,0,0
wodogłowie,0,0,1,1,0,1,0,1,0,0
hydrodynamika,0,0,0,0,0,0,0,0,0,0
wodór,0,0,0,0,0,0,0,0,0,0
hydrograficzny,0,0,0,0,0,0,0,0,0,0
hydrologia,0,0,0,0,0,0,0,0,0,0
higiena,0,0,0,0,0,0,0,0,0,0
higieniczny,0,0,0,0,0,0,1,0,0,0
hymn,0,1,0,0,1,0,1,1,0,1
szum,0,1,0,0,0,1,0,0,0,0
hiperbola,0,0,0,0,0,1,0,0,0,0
hipertrofia,0,0,1,1,0,0,0,0,1,0
łącznik,0,0,0,0,0,0,0,0,0,0
hipnotyczny,0,0,0,0,0,0,0,0,0,0
zahipnotyzowany,0,0,0,0,0,0,0,0,0,0
hipokryzja,0,0,0,0,0,1,0,0,0,0
hipokryta,0,0,1,0,0,1,0,0,0,0
obłudny,0,0,1,0,0,1,0,0,0,0
hipoteza,0,1,0,0,0,0,0,0,1,0
hipotetyczny,0,0,0,0,0,0,0,0,0,0
histeria,0,0,0,1,0,1,0,0,0,0
histeryczny,1,0,0,1,0,1,0,0,0,0
lód,0,0,0,0,0,0,0,0,0,0
góra lodowa,0,0,0,0,0,0,0,0,0,0
Ikona,0,0,0,0,0,0,0,0,0,0
ikonowy,0,0,0,0,0,0,0,0,0,0
ikonografia,0,0,0,0,0,0,0,0,0,0
lodowaty,0,0,0,0,0,0,0,0,0,0
pomysł,0,0,0,0,0,0,0,0,0,0
idealizm,0,0,0,0,0,0,1,0,0,0
idealista,0,0,0,0,0,0,0,0,0,0
identyczny,0,0,0,0,0,0,0,0,0,0
identycznie,0,0,0,0,0,0,0,0,0,0
identyfikacja,0,0,0,0,0,0,0,0,0,0
zidentyfikować,0,0,0,0,0,0,0,0,0,0
tożsamość,0,0,0,0,0,0,0,0,0,0
ideologia,0,0,0,0,0,0,0,0,0,0
idiotyzm,1,0,1,0,0,1,0,1,0,0
idiom,0,0,0,0,0,0,0,0,0,0
idiomatyczny,0,0,0,0,0,0,0,0,0,0
idiota,0,0,1,0,0,1,0,0,0,0
idiotyczny,1,0,1,0,0,1,0,0,0,0
bezczynny,0,0,0,0,0,0,0,0,0,0
bezczynność,0,0,0,0,0,0,0,0,0,0
koło pasowe luźne,0,0,0,0,0,1,0,0,0,0
idol,0,0,0,0,0,0,1,0,0,0
bałwochwalstwo,0,0,1,1,0,1,0,0,0,0
igloo,0,0,0,0,0,0,0,0,0,0
ogniowy,0,0,0,0,0,0,0,0,0,0
zapalać,0,0,0,0,0,0,0,0,0,0
zapłon,0,0,0,0,0,0,0,0,0,0
ignorancja,0,0,0,0,0,1,0,0,0,0
nieświadomy,0,0,1,0,0,1,0,0,0,0
ignorować,0,0,0,0,0,1,0,0,0,0
ilk,0,0,0,0,0,0,0,0,0,0
chory,1,0,1,1,0,1,0,1,0,0
nielegalny,1,0,1,1,0,1,0,1,0,0
nielegalność,1,0,1,1,0,1,0,0,0,0
nielegalnie,0,0,0,0,0,0,0,0,0,0
nieczytelny,0,0,0,0,0,1,0,0,0,0
nieślubny,1,0,1,1,0,1,0,1,1,0
nielegalny,1,0,1,1,0,1,0,0,0,0
analfabeta,0,0,1,0,0,1,0,0,0,0
choroba,0,0,0,1,0,1,0,1,0,0
nielogiczny,0,0,0,0,0,1,0,0,0,0
oświetlać,0,1,0,0,1,0,1,0,1,0
oświetlenie,0,0,0,0,1,0,1,0,1,1
iluminator,0,0,0,0,0,0,0,0,0,0
iluzja,0,0,0,0,0,1,0,0,1,0
zilustrować,0,0,0,0,0,0,1,0,0,0
ilustracja,0,0,0,0,0,0,0,0,0,0
ilustracyjny,0,0,0,0,0,0,0,0,0,0
znakomity,0,0,0,0,0,0,1,0,0,0
obraz,0,0,0,0,0,0,0,0,0,0
obrazowość,0,0,0,0,0,0,0,0,0,0
wyimaginowany,0,0,0,0,0,0,0,0,0,0
wyobraźnia,0,0,0,0,0,0,0,0,0,0
obdarzony wyobraźnią,0,0,0,0,0,0,1,0,0,0
wyobrażać sobie,0,0,0,0,0,0,0,0,0,0
wyobrażony,0,0,0,0,0,0,0,0,0,0
wyobrażanie sobie,0,0,0,0,0,0,0,0,0,0
imam,0,0,0,0,0,0,0,0,0,0
osadzony,0,0,0,0,0,0,0,0,0,0
naśladować,0,0,0,0,0,0,0,0,0,0
naśladować,0,0,0,0,0,1,0,0,0,0
imitacja,0,0,0,0,0,1,0,0,0,0
nieskazitelny,0,0,0,0,1,0,1,0,0,1
niematerialny,0,0,0,0,0,0,0,0,0,0
niedojrzały,0,1,0,0,0,1,0,0,0,0
niedojrzałość,1,1,0,0,0,1,0,0,0,0
niezmierzony,0,0,0,0,0,0,0,0,0,0
bezmiernie,0,0,0,0,0,0,0,0,0,0
bezpośredniość,0,0,0,0,0,0,0,0,1,0
od razu,0,1,0,0,0,1,1,0,0,0
odwieczny,0,0,0,0,0,0,0,0,0,0
ogromny,0,0,0,0,0,0,1,0,0,0
zanurzać,0,1,0,1,1,0,1,0,1,1
zanurzenie,0,0,0,0,0,0,0,0,0,0
imigrant,0,0,0,1,0,0,0,0,0,0
imigracja,0,0,0,0,0,0,0,0,0,0
nadciągający,0,1,0,1,0,0,0,0,0,0
niemoralny,1,0,1,1,0,1,0,1,0,0
niemoralność,1,0,1,0,0,1,0,0,0,0
nieśmiertelny,0,0,0,0,0,0,1,0,0,0
nieśmiertelność,0,1,0,0,0,0,0,0,0,0
nieruchomy,0,0,0,0,0,1,1,0,0,1
odporny,0,0,0,0,0,0,0,0,0,0
odporność,0,0,0,0,0,0,0,0,0,0
immunizacja,0,0,0,0,0,0,0,0,0,1
niezmienny,0,0,0,0,0,0,0,0,0,0
chochlik,0,0,0,0,0,0,0,0,0,0
uderzenie,0,0,0,0,0,0,0,0,0,0
osłabiać,0,0,0,0,0,1,0,0,0,0
osłabienie,0,0,0,0,0,1,0,0,0,0
dodawać,0,0,0,0,0,0,1,0,0,1
bezstronny,0,0,0,0,0,0,1,0,0,1
bezstronność,0,0,0,0,0,0,1,0,0,1
nieprzekraczalny,0,0,0,0,0,1,0,0,0,0
namiętny,0,0,0,0,0,0,0,0,0,0
niecierpliwość,0,0,0,0,0,1,0,0,0,0
Jestem cierpliwy,0,1,0,0,0,1,0,0,0,0
zakwestionować,0,0,1,1,0,1,0,0,0,0
postawienie urzędnika państwowego w stan oskarżenia,0,0,0,0,0,1,0,0,0,0
bez zarzutu,0,0,0,0,0,0,1,0,0,1
utrudniać,0,0,0,0,0,1,0,0,0,0
utrudnienie,0,0,0,0,0,0,0,0,0,0
przymuszony,0,0,0,0,0,0,0,0,0,0
bliski,0,1,0,1,0,0,0,0,0,0
niedostępny,0,0,0,0,0,0,0,0,0,1
tryb rozkazujący,0,0,0,0,0,0,0,0,0,0
niedostrzegalny,0,0,0,0,0,0,0,0,0,0
niedoskonałość,0,0,0,0,0,1,0,0,0,0
niedoskonale,0,0,0,0,0,1,0,0,0,0
cesarski,0,0,0,0,0,0,0,0,0,0
nieprzepuszczalny,1,0,0,1,0,0,0,0,0,0
niedopuszczalny,0,0,0,0,0,0,0,0,0,0
bezosobowy,0,0,0,0,0,0,0,0,0,0
podszywać się,0,0,0,0,0,1,0,0,0,0
personifikacja,0,0,0,0,0,1,0,0,0,0
nieprzepuszczalny,0,0,0,0,0,0,1,0,0,0
impet,0,0,0,0,0,0,0,0,0,0
nieubłagany,0,0,0,0,0,1,0,0,0,0
wszczepiać,0,0,0,0,0,0,0,0,0,0
implantacja,0,0,0,0,0,0,0,0,0,0
wszczepiony,0,0,0,0,0,0,0,0,0,0
wprowadzić w życie,0,0,0,0,0,0,0,0,0,0
wplątać,1,0,0,0,0,1,0,0,0,0
zamieszany,0,0,0,0,0,0,0,0,0,0
implikacja,0,0,0,0,0,0,0,0,0,0
ukryty,0,0,0,0,0,0,0,0,0,0
błagać,0,0,0,0,0,0,0,0,0,0
implozja,0,0,0,0,0,0,0,0,0,0
sugerować,0,0,0,0,0,0,0,0,0,0
nieuprzejmy,0,0,1,0,0,1,0,0,0,0
import,0,0,0,0,0,0,0,0,0,0
znaczenie,0,1,0,0,0,0,1,0,0,0
ważny,0,0,0,0,0,0,1,0,0,1
przywóz,0,0,0,0,0,0,0,0,0,0
narzucać,0,0,0,0,0,0,0,0,0,0
imponujący,0,0,0,0,0,0,0,0,0,0
nakładanie,0,0,0,0,0,1,0,0,0,0
niemożliwość,0,0,0,0,0,0,0,0,0,0
niemożliwy,0,0,0,0,0,1,0,1,0,0
impotencja,1,0,0,1,0,1,0,1,0,0
bezsilny,0,0,0,0,0,1,0,0,0,0
zająć własność,0,0,0,0,0,1,0,0,0,0
niewykonalny,0,0,0,0,0,1,0,0,0,0
imponować,0,0,0,0,0,0,1,0,0,0
wrażenie,0,0,0,0,0,0,1,0,0,0
sugestywny,0,0,0,0,0,0,0,0,0,1
odcisk,0,0,0,0,0,0,0,0,0,0
uwięzić,0,0,0,0,0,1,0,0,0,0
uwięziony,1,0,1,1,0,1,0,1,0,0
uwięzienie,1,0,1,1,0,1,0,1,0,0
nieprawdopodobny,0,0,0,0,0,0,0,0,0,0
zaimprowizowany,0,0,0,0,0,0,0,0,0,0
niewłaściwość,0,0,0,0,0,1,0,0,0,0
poprawić,0,1,0,0,1,0,1,0,0,1
ulepszony,0,0,0,0,0,0,1,0,0,0
poprawa,0,0,0,0,1,0,1,0,0,1
poprawa,0,0,0,0,0,0,1,0,0,0
improwizacja,0,0,0,0,0,0,0,0,1,0
improwizować,0,1,0,0,0,0,1,0,1,0
zaimprowizowany,0,0,0,0,0,0,0,0,0,0
nieroztropny,0,0,0,0,0,1,0,1,0,0
impuls,0,0,0,0,0,0,0,0,0,0
bezkarność,0,0,0,0,0,0,0,0,0,0
zanieczyszczony,0,0,1,0,0,1,0,0,0,0
zanieczyszczenie,0,0,1,0,0,1,0,0,0,0
przypisanie,0,0,0,0,0,1,0,0,0,0
niemożność,0,0,0,0,0,1,0,1,0,0
niedostępny,0,0,0,0,0,1,0,0,0,0
niedokładny,0,0,0,0,0,1,0,0,0,0
bezczynność,0,0,0,0,0,1,0,0,0,0
unieczynnić,0,0,0,0,0,0,0,0,0,0
dezaktywacja,0,0,0,0,0,0,0,0,0,0
nieaktywny,0,0,0,0,0,0,0,0,0,0
bezczynność,0,0,0,0,0,1,0,0,0,0
nieodpowiedniość,0,0,0,0,0,1,0,0,0,0
niewystarczający,0,0,0,0,0,1,0,1,0,0
niedopuszczalny,1,0,1,0,0,1,0,0,0,0
nieumyślny,0,0,0,0,0,0,0,0,0,0
nieumyślnie,0,0,0,0,0,0,0,0,0,0
niezbywalny,0,0,0,0,0,0,1,0,0,0
głupkowaty,0,0,0,0,0,1,0,0,0,0
nieożywiony,0,0,0,0,0,0,0,0,0,0
nieodpowiedni,0,0,0,0,0,1,0,0,0,0
nieodpowiedni,1,0,1,0,0,1,0,1,0,0
nieuwaga,1,0,0,0,0,1,0,0,0,0
niesłyszalny,0,0,0,0,0,1,0,0,0,0
inauguracyjny,0,1,0,0,0,0,0,0,0,0
zainaugurować,0,0,0,0,0,0,0,0,0,0
inauguracja,0,1,0,0,1,0,1,0,0,1
wrodzony,0,0,0,0,0,0,0,0,0,0
wsobny,0,0,0,0,0,0,0,0,0,0
nieobliczalny,0,0,0,0,0,1,0,0,0,0
rozżarzony,0,0,0,0,0,0,0,0,0,0
niezdolny,0,0,0,0,0,0,0,0,0,0
nieudolność,0,0,0,0,0,1,0,0,0,0
uwięzienie,1,0,1,1,0,1,0,1,0,0
w razie,1,0,1,1,0,1,0,1,0,0
zapalający,1,0,0,1,0,1,0,0,1,0
kadzidło,1,0,0,0,0,1,0,0,0,0
zachęta,0,0,0,0,0,0,0,0,0,0
początek,0,0,0,0,0,0,0,0,0,0
nieustanny,0,0,0,0,0,1,0,0,0,0
nieustannie,0,0,0,0,0,0,0,0,0,0
kazirodztwo,1,0,1,1,0,1,0,1,0,0
kazirodczy,0,0,1,0,0,1,0,0,0,0
cal,0,0,0,0,0,0,0,0,0,0
zakres,0,0,0,0,0,0,0,0,0,0
incydent,0,0,0,0,0,0,0,0,1,0
nawiasem mówiąc,0,0,0,0,0,0,0,0,0,0
spopielanie,0,0,0,0,0,1,0,0,0,0
w początkowym stadium,0,0,0,0,0,0,0,0,0,0
nacięcie,0,0,0,0,0,0,0,0,0,0
zjadliwy,0,0,0,0,0,0,1,0,0,0
nawoływać,1,1,0,1,0,1,0,0,0,0
podżeganie,0,0,0,0,0,0,0,0,0,0
surowy,0,0,0,0,0,1,0,0,0,0
nachylenie,0,0,0,0,0,0,0,0,0,0
skłonić,0,0,0,0,0,0,0,0,0,1
skłonny,0,0,0,0,0,0,0,0,0,0
włączać,0,0,0,0,0,0,1,0,0,0
w zestawie,0,0,0,0,0,0,1,0,0,0
włącznie z,0,0,0,0,0,0,1,0,0,0
włączenie,0,0,0,0,0,0,0,0,0,1
włącznie,0,0,0,0,0,0,1,0,0,0
incognito,0,0,0,0,0,0,0,0,0,0
niespójny,0,0,0,0,0,1,0,0,0,0
dochód,0,1,0,0,1,1,1,1,0,1
przychodzący,0,0,0,0,0,0,0,0,0,0
niekompatybilny,1,0,1,0,0,1,0,1,0,0
niekompetencja,0,0,0,0,0,1,0,0,0,0
niekompetentny,1,0,0,0,0,1,0,1,0,0
niezupełnie,0,0,0,0,0,0,0,0,0,0
niekompletność,0,0,0,0,0,1,0,0,0,0
niezrozumiały,0,0,0,0,0,1,0,0,0,0
nieprzekonywający,0,0,0,0,0,0,0,0,0,0
absurdalny,1,0,0,0,0,1,0,0,0,0
niekonsekwentny,0,0,0,0,0,1,0,1,0,0
nieuprzejmy,1,0,1,0,0,1,0,1,0,0
niezgodność,0,0,0,0,0,1,0,0,0,0
niepozorny,0,0,0,0,0,0,0,0,0,0
niemożność utrzymania,0,0,0,0,0,0,0,0,1,0
niewygodny,1,0,1,0,0,1,0,1,0,0
włączać,0,0,0,0,0,0,0,0,0,0
włączenie,0,0,0,0,0,0,0,0,0,0
błędny,0,0,0,0,0,1,0,0,0,0
zwiększać,0,0,0,0,0,0,1,0,0,0
zwiększony,0,0,0,0,0,0,0,0,0,0
niedowierzający,1,0,1,0,0,1,0,0,0,0
przyrost,0,0,0,0,0,0,0,0,0,0
obwinienie,0,0,0,1,0,1,0,1,0,0
inkubacja,0,0,0,0,0,0,0,0,0,0
zmora,0,0,1,1,0,1,0,0,0,0
ponieść,0,0,0,0,0,1,0,0,0,0
nieuleczalny,1,0,1,1,0,1,0,1,0,0
najazd,0,0,0,1,0,1,0,0,0,0
wdzięczny,0,0,0,0,0,0,0,0,0,0
nieprzyzwoitość,1,0,1,0,0,0,0,0,0,0
nieprzyzwoity,0,0,1,0,0,1,0,0,0,0
niezdecydowanie,0,0,0,0,0,1,0,0,0,0
niezdecydowany,0,0,0,0,0,1,0,0,0,0
nie do obrony,0,0,0,1,0,1,0,0,0,0
niezatarty,0,0,0,0,0,0,1,0,0,1
odszkodowanie,0,0,0,0,0,0,0,0,0,0
wynagradzać,0,0,0,0,0,1,0,0,0,0
odszkodowanie,0,0,0,0,0,0,1,0,0,1
akapit,0,0,0,0,0,0,0,0,0,1
wcięcie,0,0,0,0,0,0,0,0,0,0
umowa obustronna,1,0,0,0,0,1,0,0,0,0
niezależność,0,1,0,0,1,0,1,0,1,1
niezależny,0,0,0,0,0,0,0,0,0,0
nie do opisania,0,0,0,0,0,0,0,0,0,0
niezniszczalna,0,0,0,0,0,0,1,0,0,1
nieokreślony,0,0,0,0,0,1,0,0,0,0
indeks,0,0,0,0,0,0,0,0,0,0
wskazując,0,0,0,0,0,0,0,0,0,0
wskazanie,0,0,0,0,0,0,0,0,0,0
orientacyjny,0,0,0,0,0,0,0,0,0,0
wskaźnik,0,0,0,0,0,0,0,0,0,0
indeks,0,0,0,0,0,0,0,0,0,0
oskarżać,1,0,0,1,0,1,0,0,0,0
akt oskarżenia,0,0,0,1,0,1,0,0,0,0
obojętność,1,0,1,1,0,1,0,1,0,0
rdzenny,0,0,0,0,0,0,0,0,0,0
biedny,0,0,0,0,0,1,0,1,0,0
niestrawność,0,0,0,0,0,0,0,0,0,0
oburzony,1,0,0,0,0,1,0,0,0,0
oburzenie,1,0,1,0,0,1,0,0,0,0
indygo,0,0,0,0,0,0,0,0,0,0
pośredni,0,0,0,0,0,0,0,0,0,0
niezbędny,0,0,0,0,0,0,0,0,0,0
niewyraźny,0,0,0,0,0,1,0,0,0,0
nie do odróżnienia,0,0,0,0,0,0,0,0,0,0
indywidualność,0,0,0,0,0,0,1,0,0,0
niepodzielny,0,0,0,0,0,0,0,0,0,1
indoktrynacja,1,0,0,1,0,1,0,0,0,0
leniwy,0,0,0,0,0,1,0,0,0,0
nieposkromiony,0,0,0,1,0,0,1,0,0,0
wnętrz,0,0,0,0,0,0,0,0,0,0
spowodować,0,0,0,0,0,0,0,0,0,0
wywołany,0,0,0,0,0,0,0,0,0,0
nakłanianie,0,0,0,0,0,0,0,0,0,0
wprowadzenie,0,0,0,0,0,0,0,0,0,0
pobłażać,0,0,0,0,0,0,0,0,0,0
wyrozumiałość,0,0,0,0,0,0,0,0,0,0
pobłażliwy,0,0,0,0,0,0,0,0,0,0
pracowity,0,0,0,0,0,0,0,0,0,0
przemysł,0,0,0,0,0,0,0,0,0,0
niewypowiedziany,0,0,0,0,0,0,1,0,0,0
nieskuteczny,0,0,0,0,0,1,0,0,0,0
nieudolny,0,0,1,0,0,1,0,0,0,0
nieskuteczność,0,0,1,0,0,1,0,1,0,0
nieskuteczny,0,0,0,0,0,1,0,1,0,0
nieelastyczny,0,0,0,0,0,0,0,0,0,0
którego nie można wybrać,0,0,0,0,0,0,0,0,0,0
niedorzeczny,1,0,1,0,0,1,0,0,0,0
niestosowność,0,0,1,1,0,1,0,1,0,0
nierówność,1,0,0,1,0,1,0,1,0,0
niesprawiedliwy,0,0,0,0,0,1,0,0,0,0
obojętny,0,0,0,0,0,1,0,0,0,0
bezwładność,0,0,0,0,0,0,0,0,0,0
nieunikniony,0,0,0,0,0,0,0,0,0,0
niedokładny,0,0,0,0,0,0,0,0,0,0
niewybaczalny,1,0,1,0,0,1,0,1,0,0
niewyczerpany,0,0,0,0,0,0,0,0,0,0
niedrogi,0,0,0,0,0,0,1,0,0,0
brak doświadczenia,0,0,0,0,0,1,0,0,0,0
niedoświadczony,0,0,0,0,0,1,0,0,0,0
niewytłumaczalny,0,0,0,0,0,1,0,0,1,0
nieomylność,0,0,0,0,0,0,0,0,0,1
nieomylny,0,0,0,0,0,0,1,0,0,0
niesławny,1,0,1,1,0,1,0,0,0,0
hańba,0,0,0,0,0,1,0,1,0,0
dzieciństwo,0,0,0,0,0,0,0,0,0,0
Dziecko,0,1,0,1,1,0,1,0,1,0
dzieciobójca,1,1,1,1,0,1,0,1,0,0
infantylny,1,0,1,0,0,1,0,0,0,0
piechota,0,0,0,0,0,0,0,0,0,0
zawał,0,0,0,1,0,1,0,0,1,0
zaślepienie,0,0,0,0,0,0,0,0,0,0
niewykonalne,0,0,0,0,0,0,0,0,0,0
infekować,0,0,1,0,0,1,0,0,0,0
infekcja,0,0,0,1,0,1,0,0,0,0
zakaźny,0,0,1,1,0,1,0,1,0,0
wywnioskować,0,0,0,0,0,0,0,0,0,0
wnioskowanie,0,0,0,0,0,0,0,0,0,0
wnioskowania,0,0,0,0,0,0,0,0,0,0
gorszy,0,0,0,0,0,1,0,1,0,0
niższość,0,0,0,0,0,1,0,0,0,0
piekło,1,0,0,1,0,1,0,0,0,0
niepłodny,0,0,0,0,0,0,0,0,0,0
bezpłodność,0,0,0,0,0,1,0,1,0,0
plaga,0,0,1,1,0,1,0,0,0,0
niewierny,1,0,1,1,0,1,0,0,0,0
