Finnish Word,anger,anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust
perustella,0,0,0,0,0,0,0,0,0,0
juutti,0,0,0,0,0,0,0,0,0,0
nuorten-,0,0,0,0,0,1,0,0,0,0
rinnakkain,0,0,0,0,0,0,0,0,0,0
kaiser,0,0,0,0,0,0,0,0,0,0
kaleidoskooppi,0,0,0,0,0,0,0,0,0,0
kenguru,0,0,0,0,0,0,0,0,0,0
kanji,0,0,0,0,0,0,0,0,0,0
karma,0,0,0,0,0,0,0,0,0,0
kajakki,0,0,0,0,0,0,0,0,0,0
köli,0,0,0,0,0,0,0,0,0,0
maalivahti,0,0,0,0,0,0,0,0,0,0
pitäminen,0,0,0,0,0,0,0,0,0,0
muistoesine,0,0,0,0,0,0,1,0,0,0
tynnyri,0,0,0,0,0,0,0,0,0,0
ken,0,0,0,0,0,0,1,0,0,0
kennel,0,0,0,0,0,0,0,1,0,0
kern,0,0,0,0,0,1,0,0,0,0
ydin,0,0,0,0,0,0,0,0,0,0
kerosiini,0,0,0,1,0,0,0,0,0,0
kattila,0,0,0,0,0,0,0,0,0,0
avain,0,0,0,0,0,0,0,0,0,0
avaimenreikä,0,0,0,0,0,0,0,0,0,0
pääpuheenvuoro,0,0,0,0,0,0,1,0,0,0
Keystone,0,0,0,0,0,0,1,0,0,0
khaki,0,0,0,0,0,0,0,0,0,0
khan,0,0,0,1,0,0,0,0,0,1
potkia,1,0,0,0,0,1,0,0,0,0
potkiminen,1,0,0,0,0,0,0,0,0,0
lapsi,0,0,0,0,0,0,0,0,0,0
vitsi,0,0,0,0,0,0,0,0,0,0
siepata,1,0,0,1,0,1,0,1,1,0
tappaa,0,0,0,1,0,1,0,1,0,0
tappaminen,1,0,0,1,0,1,0,1,0,0
uuni,0,0,0,0,0,0,0,0,0,0
kilogramma,0,0,0,0,0,0,0,0,0,0
kilometri,0,0,0,0,0,0,0,0,0,0
kiltti,0,0,0,0,0,0,0,0,0,0
kimono,0,0,0,0,0,0,0,0,0,0
sukulaiset,0,0,0,0,0,0,0,0,0,0
kiltti,0,0,0,0,1,0,1,0,0,1
päiväkoti,0,0,0,0,0,0,0,0,0,0
ystävällisyys,0,0,0,0,0,0,1,0,0,0
sukulaisia,0,1,0,0,1,0,1,0,0,1
kinematiikka,0,0,0,0,0,0,0,0,0,0
kuningas,0,0,0,0,0,0,1,0,0,0
kuningaskunta,0,0,0,0,0,0,0,0,0,0
mutka,0,0,0,0,0,0,0,0,0,0
perverssi,0,0,0,0,0,0,0,0,0,0
kioski,0,0,0,0,0,0,0,0,0,0
kirk,0,0,0,0,0,0,0,0,0,0
suudella,0,1,0,0,1,0,1,0,1,0
pakki,0,0,0,0,0,0,0,0,0,0
keittiö,0,0,0,0,0,0,0,0,0,0
leija,0,0,1,0,0,1,0,0,0,0
kissanpentu,0,0,0,0,1,0,1,0,0,1
taito,0,0,0,0,0,0,1,0,0,0
selkäreppu,0,0,0,0,0,0,0,0,0,0
vaivata,0,0,0,0,0,0,0,0,0,0
polvi,0,0,0,0,0,0,0,0,0,0
polvistua,0,0,0,0,0,0,0,0,0,0
polvillaan,0,0,0,0,0,0,0,0,0,0
kuolinkellot,0,0,0,1,0,1,0,1,0,0
alushousut,0,0,0,0,0,0,0,0,0,1
veitsi,0,0,0,0,0,0,0,0,0,0
ritari,0,0,0,0,0,0,1,0,0,0
neuloa,0,0,0,0,0,0,0,0,0,0
nuppi,0,0,0,0,0,0,0,0,0,0
koputtaa,0,0,0,0,0,0,0,0,0,0
Knoll,0,0,0,0,0,0,0,0,0,0
solmu,0,0,0,0,0,0,0,0,0,0
solmittu,0,0,0,0,0,1,0,0,0,0
tietäen,0,0,0,0,0,0,1,0,0,0
tietoisesti,0,0,0,0,0,0,0,0,0,0
tietoa,0,0,0,0,0,0,1,0,0,0
rystys,0,0,0,0,0,0,0,0,0,0
kos,0,0,0,0,0,0,0,0,0,0
kris,0,0,0,0,0,0,0,0,0,0
maine,0,0,0,0,1,0,1,0,0,0
lab,0,0,0,0,0,0,0,0,0,0
etiketti,0,0,0,0,0,0,0,0,0,1
työvoimaa,0,1,0,0,1,0,1,0,1,1
laboratorio,0,0,0,0,0,0,0,0,0,0
vaivalloinen,0,0,0,0,0,1,0,1,0,0
työmies,0,0,0,0,0,0,0,0,0,0
työllistää,0,0,0,0,0,0,0,0,0,0
työläs,0,0,0,0,0,1,0,0,0,0
labyrintti,0,1,0,0,0,1,0,0,0,0
lac,0,0,0,0,0,0,0,0,0,0
pitsi,1,0,0,1,0,1,1,1,0,1
puute,0,0,0,0,0,1,0,0,0,0
puuttuu,0,0,0,0,0,1,0,0,0,0
lattea,0,0,0,0,0,1,0,0,0,0
lakka,0,0,0,0,0,0,0,0,0,0
lacrosse,0,0,0,0,0,0,0,0,0,0
poika,0,0,0,0,0,0,0,0,0,0
tikapuut,0,0,0,0,0,0,0,0,0,0
lastattu,0,0,0,0,0,1,0,0,0,0
lastaus,0,0,0,0,0,0,0,0,0,0
kauha,0,0,0,0,0,0,0,0,0,0
nainen,0,0,0,0,0,0,0,0,0,0
viive,0,0,0,0,0,1,0,0,0,0
jäljessä,1,1,1,0,0,1,0,1,0,0
laguuni,0,0,0,0,0,0,0,0,0,0
pesä,0,0,0,0,0,1,0,0,0,0
maallikot,0,0,0,0,0,0,0,0,0,0
järvi,0,0,0,0,0,0,0,0,0,0
lama,0,0,0,0,0,0,0,0,0,0
lammas,0,0,0,0,1,0,1,0,0,1
valittaa,0,0,1,1,0,1,0,1,0,0
valittaa,0,0,0,0,0,0,0,1,0,0
lamina,0,0,0,0,0,0,0,0,0,0
laminoitu,0,0,0,0,0,0,0,0,0,0
lamppu,0,0,0,0,0,0,0,0,0,0
lansetti,0,0,0,0,0,0,0,0,0,0
lancer,0,0,0,0,0,0,0,0,0,0
maa,0,0,0,0,0,0,1,0,0,0
laskeutui,0,0,0,0,0,0,1,0,0,0
lasku,0,0,0,0,0,0,0,0,0,0
sisämaaton,0,0,0,0,0,0,0,0,0,0
vuokranantaja,0,0,0,0,0,0,0,0,0,0
maamerkki,0,0,0,0,0,0,0,0,0,1
maita,0,0,0,0,0,0,0,0,0,0
maisema,0,0,0,0,0,0,0,0,0,0
maisemointi,0,0,0,0,0,0,0,0,0,0
maanvyörymä,0,0,0,1,0,1,0,1,0,0
kaista,0,0,0,0,0,0,0,0,0,0
Kieli,0,0,0,0,0,0,0,0,0,0
raukea,0,0,0,0,0,1,0,0,0,0
vaipua,0,0,0,0,0,1,0,0,0,0
kuihtuu,0,0,0,1,0,1,0,1,0,0
hontelo,0,0,0,0,0,0,0,0,0,0
lyhty,0,0,0,0,0,0,0,0,0,0
syli,0,0,0,0,0,0,0,0,0,0
käänne,0,0,0,0,0,0,0,0,0,0
raueta,0,0,0,0,0,1,0,0,0,0
rauennut,0,0,0,0,0,0,0,0,0,0
varkaus,0,0,1,0,0,1,0,0,0,0
laardi,0,0,0,0,0,0,0,0,0,0
ruokakaappi,0,0,0,0,0,0,0,0,0,0
suuri,0,0,0,0,0,0,0,0,0,0
suurempi,0,0,1,0,0,0,0,0,1,1
Largo,0,0,0,0,0,0,0,0,0,0
larkki,0,0,0,0,0,0,0,0,0,0
toukka,0,0,0,0,0,0,0,0,0,0
kurkunpää,0,0,0,0,0,0,0,0,0,0
laser,0,0,0,0,0,0,1,0,0,1
ripset,1,0,0,1,0,1,0,0,0,0
neiti,0,0,0,0,0,0,0,0,0,0
lasso,0,0,0,0,0,0,0,0,0,0
kestävä,0,0,0,0,0,0,0,0,0,0
salpa,0,0,0,0,0,0,0,0,0,0
myöhään,0,0,0,0,0,1,0,1,0,0
myöhästyminen,0,0,0,0,0,1,0,0,0,0
piilevä,1,1,1,0,0,1,0,0,1,0
lateraalinen,0,0,0,0,0,0,0,0,0,0
sivuttain,0,0,0,0,0,0,0,0,0,0
lateksi,0,0,0,0,0,0,0,0,0,0
sorvi,0,0,0,0,0,0,0,0,0,0
vaahdota,0,0,0,0,0,0,0,0,0,0
leveysaste,0,0,0,0,0,0,0,0,0,0
käymälät,0,0,1,0,0,1,0,0,0,0
ristikko,0,0,0,0,0,0,0,0,0,0
kiitettävää,0,0,0,0,0,0,1,0,0,0
nauraa,0,0,0,0,1,0,1,0,1,0
naurettava,0,0,1,0,0,1,0,0,0,0
nauraen,0,0,0,0,1,0,1,0,0,0
nauru,0,1,0,0,1,0,1,0,1,0
tuoda markkinoille,0,1,0,0,0,0,1,0,0,0
pesula,0,0,0,0,0,0,0,0,0,0
voittaja,0,0,0,0,0,0,1,0,0,1
laakerit,0,0,0,0,0,0,1,0,0,0
laakerit,0,0,0,0,1,0,1,0,0,0
laava,1,0,0,1,0,1,0,0,0,0
huuhtelu,0,0,0,0,0,0,0,0,0,0
wc,0,0,1,0,0,0,0,0,0,0
laventeli,0,0,0,0,0,0,0,0,0,0
runsas,0,0,0,0,0,0,1,0,0,0
laki,0,0,0,0,0,0,0,0,0,1
laillista,0,0,0,0,0,0,1,0,0,1
laittomuutta,1,0,0,1,0,1,0,0,0,0
nurmikko,0,0,0,0,0,0,0,0,0,0
oikeusjuttu,1,0,1,1,0,1,0,1,1,0
lakimies,1,0,1,1,0,1,0,0,0,0
löysä,0,0,0,0,0,1,0,1,0,0
laksatiivinen,0,0,1,1,0,1,0,0,0,0
antaa,0,0,0,0,0,0,0,0,0,0
kerros,0,0,0,0,0,0,0,0,0,0
kerroksittain,0,0,0,0,0,0,0,0,0,0
maallikko,0,0,0,0,0,0,0,0,0,0
laiska,0,0,0,0,0,1,0,0,0,0
lea,0,0,0,0,0,0,0,0,0,0
johtaa,0,0,0,0,0,0,1,0,0,0
johtaja,0,0,0,0,0,0,1,0,0,1
johtava,0,0,0,0,0,0,0,0,0,1
johtaa,0,0,0,0,0,0,0,0,0,0
puun lehti,0,0,0,0,0,0,0,0,0,0
esite,0,0,0,0,0,0,0,0,0,0
lehtinen,0,0,0,0,0,0,0,0,0,0
liigassa,0,0,0,0,0,0,1,0,0,0
vuotaa,0,0,0,0,0,1,0,0,0,0
vuoto,0,0,0,0,0,1,0,0,0,0
vuotava,0,0,0,0,0,1,0,0,0,0
nojata,0,0,0,0,0,0,0,0,0,0
nojasi,0,0,0,0,0,0,0,0,0,0
kalteva,0,0,0,0,0,0,0,0,0,1
harppaus,0,0,0,0,0,0,0,0,0,0
oppia,0,0,0,0,0,0,1,0,0,0
oppinut,0,0,0,0,0,0,0,0,0,0
oppija,0,0,0,0,0,0,0,0,0,0
oppimista,0,0,0,0,0,0,1,0,0,0
vuokrata,0,0,0,0,0,0,0,0,0,0
talutushihna,0,0,0,0,0,0,0,0,0,0
nahka-,0,0,0,0,0,0,0,0,0,0
nahkea,0,0,0,0,0,0,0,0,0,0
lähteä,0,0,0,0,0,1,0,1,1,0
luento,0,0,0,0,0,0,0,0,0,0
lehtori,0,0,0,0,0,0,1,0,0,0
kieleke,0,0,0,0,0,0,0,0,0,0
pääkirja,0,0,0,0,0,0,0,0,0,0
lee,0,0,0,0,0,0,0,0,0,0
iilimato,0,0,0,0,0,1,0,0,0,0
iilimatoja,0,0,1,1,0,1,0,0,0,0
leer,0,0,1,0,0,1,0,0,0,0
varovainen,0,0,0,0,0,0,0,0,1,0
sakat,0,0,0,0,0,0,0,0,0,0
liikkumavaraa,0,0,0,0,0,0,1,0,0,0
vasemmalle,0,0,0,0,0,0,0,0,0,0
jalka,0,0,0,0,0,0,0,0,0,0
perintöä,0,0,0,0,0,0,0,0,0,0
laillinen,0,0,0,0,0,0,1,0,0,1
laillisuus,0,0,0,0,0,0,0,0,0,0
laillistaa,0,0,0,0,0,0,0,0,0,0
laillistettu,1,0,0,1,1,0,1,0,0,1
oikeudellisesti,0,0,0,0,0,0,0,0,0,0
legenda,0,0,0,0,0,0,0,0,0,0
legendaarinen,0,0,0,0,0,0,1,0,0,0
luettavuus,0,0,0,0,0,0,1,0,0,0
luettavissa,0,0,0,0,0,0,1,0,0,0
legioona,0,0,0,0,0,0,0,0,0,0
lainsäädäntöä,0,0,0,0,0,0,0,0,0,0
lainsäädäntöä,0,0,0,0,0,0,0,0,0,0
lainsäädäntöä,0,0,0,0,0,0,0,0,0,0
lainsäätäjä,0,0,0,0,0,0,0,0,0,1
lainsäätäjä,0,0,0,0,0,0,0,0,0,1
legitiimiys,0,0,0,0,0,0,0,0,0,1
jalat,0,0,0,0,0,0,0,0,0,0
palkokasvi,0,0,0,0,0,0,0,0,0,0
vapaa-,0,1,0,0,1,0,1,0,1,1
rauhassa,0,0,0,0,0,0,1,0,0,0
lemma,0,0,0,0,0,0,1,0,0,0
sitruuna,0,0,1,0,0,1,0,0,0,0
lainata,0,0,0,0,0,0,0,0,0,0
lainanantaja,0,0,0,0,0,0,0,0,0,1
lainaaminen,0,0,0,0,0,0,0,0,0,0
pituus,0,0,0,0,0,0,0,0,0,0
pidentää,0,0,0,0,0,0,0,0,0,0
pidennetty,0,0,0,0,0,0,0,0,0,0
pidentäminen,0,0,0,0,0,0,0,0,0,0
pituussuunnassa,0,0,0,0,0,0,0,0,0,0
pitkähkö,0,0,0,0,0,0,0,0,0,0
lievyyttä,0,0,0,0,0,0,0,0,0,0
lempeä,0,0,0,0,0,0,1,0,0,0
linssi,0,0,0,0,0,0,0,0,0,0
leopardi,0,0,0,0,0,0,0,0,0,0
lepra,0,0,1,1,0,1,0,1,0,0
vuokralainen,0,0,0,0,0,0,0,0,0,0
vähentyä,0,1,0,0,0,1,0,0,0,0
vähentäminen,0,0,0,0,0,0,0,0,0,0
vähemmän,0,0,1,0,0,1,0,0,0,0
oppitunti,0,1,0,0,0,0,1,0,0,1
vuokranantaja,0,0,0,0,0,0,0,0,0,0
tappava,0,0,1,1,0,1,0,1,0,0
unelias,0,0,0,0,0,0,0,0,0,0
letargia,0,0,0,0,0,1,0,1,0,0
kirje,0,1,0,0,0,0,0,0,0,0
kirjaimin,0,1,0,0,0,0,1,0,0,1
kirjaimet,0,0,0,0,0,0,0,0,0,0
lehtisalaatti,0,0,0,0,0,0,0,0,0,0
leukemia,1,0,0,1,0,1,0,1,0,0
aamuvastaanotto,0,0,0,0,0,0,0,0,0,1
taso,0,0,0,0,0,0,1,0,0,1
vipu,0,0,0,0,0,0,0,0,0,0
vipuvaikutusta,0,0,0,0,0,0,1,0,0,0
maksu,0,0,0,0,0,1,0,0,0,0
rivo,0,0,1,0,0,1,0,0,0,0
sanakirja,0,0,0,0,0,0,0,0,0,0
ley,0,0,0,0,0,0,0,0,0,0
velat,0,0,0,0,0,0,0,0,0,0
vastuuta,0,0,0,0,0,0,0,0,0,0
yhteyshenkilö,0,0,0,0,0,1,0,0,0,0
valehtelija,0,0,1,0,0,1,0,0,0,0
kunnianloukkaus,1,0,0,1,0,1,0,0,0,1
herjaavaa,0,0,0,0,0,0,0,0,0,0
liberaali,0,0,0,0,0,1,1,0,0,0
liberalismi,0,0,0,0,0,0,0,0,0,0
vapauttaa,1,1,0,0,1,0,1,0,1,1
vapautuminen,0,1,0,0,1,0,1,0,1,0
vapautta,0,1,0,0,1,0,1,0,1,1
libido,0,0,0,0,0,0,0,0,0,0
kirjastonhoitaja,0,0,0,0,0,0,0,0,0,0
kirjasto,0,0,0,0,0,0,1,0,0,0
libretto,0,0,0,0,0,0,0,0,0,0
lisenssi,0,0,0,0,0,0,0,0,0,0
jäkälä,0,0,0,0,0,0,0,0,0,0
nuolla,0,0,1,0,0,1,0,0,0,0
kansi,0,0,0,0,0,0,0,0,0,0
valehdella,1,0,1,0,0,1,0,1,0,0
liege,0,0,0,0,0,0,0,0,0,0
panttioikeus,0,0,0,0,0,0,0,0,0,0
lieu,0,0,0,0,0,0,0,0,0,0
luutnantti,0,0,0,0,0,0,0,0,0,1
elämää,0,0,0,0,0,0,0,0,0,0
elinehto,0,0,0,0,0,0,1,0,0,0
pelastusvene,0,0,0,0,0,0,0,0,0,0
eloton,0,0,0,1,0,1,0,1,0,0
eläväinen,0,0,0,0,0,0,0,0,0,0
elinikäinen,0,0,0,0,0,0,0,0,0,0
elinikä,0,0,0,0,0,0,0,0,0,0
hissi,0,0,0,0,0,0,0,0,0,0
nivelside,0,0,0,0,0,0,0,0,0,0
ligaatio,0,0,0,0,0,0,0,0,0,0
valoa,0,0,0,0,0,0,0,0,0,0
keventää,0,0,0,0,0,0,0,0,0,0
majakka,0,0,0,0,0,0,1,0,0,0
keveys,0,0,0,0,0,0,0,0,0,0
salama,1,0,0,1,0,0,0,0,1,0
todennäköisyys,0,0,0,0,0,0,0,0,0,0
samankaltaisuutta,0,0,0,0,0,0,0,0,0,0
samoin,0,0,0,0,0,0,0,0,0,0
tykkääminen,0,0,0,0,1,0,1,0,0,1
liila,0,0,0,0,0,0,0,0,0,0
lilja,0,0,0,0,0,0,0,0,0,0
raaja,0,0,0,0,0,0,0,0,0,0
limbo,0,0,0,0,0,0,0,0,0,0
raja,0,0,0,0,0,0,0,0,0,0
rajoitus,0,0,0,0,0,0,0,0,0,0
rajoitettu,1,0,0,0,0,1,0,1,0,0
rajaton,0,0,0,0,0,0,0,0,0,0
limusiini,0,0,0,0,0,0,0,0,0,0
ontua,0,0,0,0,0,1,0,0,0,0
lin,0,0,0,0,0,0,0,0,0,0
linja,0,0,0,0,0,0,0,0,0,0
sukujuurta,0,0,0,0,0,0,0,0,0,0
lineaarinen,0,0,0,0,0,0,0,0,0,0
lineaarinen,0,0,0,0,0,0,0,0,0,0
vuorattu,0,0,0,0,0,0,0,0,0,0
liinavaatteet,0,0,0,0,0,0,0,0,0,0
vuoraus,0,0,0,0,0,0,0,0,0,0
rivit,0,0,0,1,0,0,0,0,0,0
viipyä,0,1,0,0,0,0,0,0,0,0
mongerrus,0,0,0,0,0,0,0,0,0,0
kielellinen,0,0,0,0,0,0,0,0,0,0
kielitieteilijä,0,0,0,0,0,0,1,0,0,1
kielellinen,0,0,0,0,0,0,0,0,0,0
kielitiede,0,0,0,0,0,0,0,0,0,0
vuori,0,0,0,0,0,0,0,0,0,0
linkki,0,0,0,0,0,0,0,0,0,0
linoleumi,0,0,0,0,0,0,0,0,0,0
nukka,0,0,0,0,0,1,0,0,0,0
leijona,0,0,0,1,0,0,1,0,0,0
huuli,0,0,0,0,0,0,0,0,0,0
huulipuna,0,0,0,0,0,0,0,0,0,0
nesteytyminen,0,0,0,0,0,0,0,0,0,0
nesteytetty,0,0,0,0,0,0,0,0,0,0
likööri,0,0,0,0,0,0,0,0,0,0
nestettä,0,0,0,0,0,0,0,0,0,0
likvidoida,0,0,0,0,0,0,0,0,0,0
selvitystilaan,0,0,0,0,0,0,0,0,0,0
selvitysmies,0,0,0,0,0,0,0,0,0,0
likviditeettiä,0,0,0,0,0,0,0,0,0,0
viinaa,1,0,0,0,1,1,0,1,0,0
lisp,0,0,0,0,0,0,0,0,0,0
lista,0,0,0,0,0,0,0,0,0,0
kuunnella,0,0,0,0,0,0,0,0,0,0
kuuntelija,0,0,0,0,0,0,0,0,0,0
listalle,0,0,0,0,0,0,0,0,0,0
välinpitämätön,0,0,0,0,0,1,0,1,0,0
litania,0,0,0,0,0,0,0,0,0,0
kirjaimellisesti,0,0,0,0,0,0,0,0,0,0
kirjallisuuden-,0,0,0,0,0,0,0,0,0,0
kirjallisuus,0,0,0,0,0,0,0,0,0,0
notkea,0,0,0,0,0,0,1,0,0,0
litografia,0,0,0,0,0,0,0,0,0,0
litografia,0,0,0,0,0,0,0,0,0,0
litologia,0,0,0,0,0,0,0,0,0,0
litosfääri,0,0,0,0,0,0,0,0,0,0
asianosainen,0,0,0,0,0,1,0,0,0,0
riitauttaa,1,1,1,1,0,1,0,1,0,0
oikeudenkäynti,0,0,0,0,0,1,0,0,0,0
riita-asioita,1,0,1,0,0,1,0,0,0,0
pentue,0,0,0,0,0,1,0,0,0,0
rannikko,0,0,0,0,0,0,0,0,0,0
liturgia,0,0,0,0,0,0,0,0,0,0
toimeentulo,0,0,0,0,0,0,0,0,0,0
väritys,0,0,0,0,0,0,0,0,0,0
raivoissaan,1,0,1,0,0,1,0,0,0,0
elävät,0,0,0,0,0,0,0,0,0,0
laama,0,0,0,0,0,0,0,0,0,0
ladata,0,0,0,0,0,0,0,0,0,0
leipä,0,0,0,0,0,1,0,0,0,0
tyhjäntoimittaja,0,0,0,0,0,1,0,0,0,0
savea,0,0,0,0,0,0,0,0,0,0
lainata,0,0,0,0,0,0,0,0,0,0
haluton,1,0,0,0,0,1,0,0,0,0
vihata,1,0,1,0,0,1,0,0,0,0
inho,0,0,1,0,0,1,0,0,0,0
inhottava,1,0,1,0,0,1,0,0,0,0
aula,0,0,0,0,0,0,0,0,0,0
lobbaaja,0,0,0,0,0,1,0,0,0,0
lohko,0,0,0,0,0,0,0,0,0,0
paikallinen,0,0,0,0,0,0,0,0,0,0
alue,0,0,0,0,0,0,0,0,0,0
sijainti,0,0,0,0,0,0,0,0,0,0
lokalisointi,0,0,0,0,0,0,0,0,0,0
paikallistaa,0,1,0,0,0,0,0,0,0,0
paikantaa,0,0,0,0,0,0,0,0,0,0
sijainti,0,0,0,0,0,0,0,0,0,0
järvi,0,0,0,0,0,0,0,0,0,0
Lukko,0,0,0,0,0,0,0,0,0,0
kaappi,0,0,0,0,0,0,0,0,0,0
lukkoseppä,0,0,0,0,0,0,0,0,0,0
lukita,0,0,0,1,0,1,0,1,0,0
liikkuminen,0,0,0,0,0,0,0,0,0,0
veturi,0,0,0,0,0,0,0,0,0,0
heinäsirkka,0,0,0,1,0,1,0,0,0,0
majapaikka,0,0,0,0,0,0,0,0,0,0
vuokralainen,0,0,0,0,0,0,0,0,0,0
majapaikka,0,0,0,0,0,0,0,0,0,1
parvi,0,0,0,0,0,0,0,0,0,0
ylevä,0,0,0,0,0,1,0,0,0,0
Hirsi,0,0,0,0,0,0,0,0,0,0
logaritmi,0,0,0,0,0,0,0,0,0,0
logaritminen,0,0,0,0,0,0,0,0,0,0
logiikka,0,0,0,0,0,0,0,0,0,0
looginen,0,0,0,0,0,0,1,0,0,0
logistiikka,0,0,0,0,0,0,0,0,0,0
logotyyppi,0,0,0,0,0,0,0,0,0,0
lanne,0,0,0,0,0,0,0,0,0,0
tikkari,0,0,0,0,0,0,0,0,0,0
yksinäinen,0,0,0,0,0,0,0,1,0,0
yksinäisyys,0,0,0,1,0,1,0,1,0,0
yksinäinen,1,0,1,1,0,1,0,1,0,0
yksinäinen,0,0,0,0,0,1,0,1,0,0
pitkä,0,1,0,0,0,0,0,0,0,0
pitkäikäisyys,0,0,0,0,0,0,1,0,0,0
kaipuu,0,1,0,0,0,0,0,1,0,0
pituusaste,0,0,0,0,0,0,0,0,0,0
pituussuuntainen,0,0,0,0,0,0,0,0,0,0
pituussuunnassa,0,0,0,0,0,0,0,0,0,0
vessa,0,0,1,0,0,1,0,0,0,0
Varo,0,0,0,0,0,0,0,0,0,0
kangaspuut,0,1,0,1,0,1,0,0,0,0
hämärässä,0,0,0,0,0,0,0,0,0,0
kuikkalinnu,0,0,1,0,0,1,0,0,0,0
hölmö,0,0,0,0,0,1,0,0,0,0
silmukka,0,0,0,0,0,0,0,0,0,0
porsaanreikä,0,0,0,0,0,0,0,0,0,0
löysää,0,0,0,0,0,0,0,0,0,0
löystymistä,0,0,0,0,0,0,0,0,0,0
ryöstää,0,0,0,0,0,1,0,0,0,0
lop,0,0,0,0,0,0,0,0,0,0
vino,0,0,0,0,0,0,0,0,0,0
herra,0,0,1,0,0,1,1,0,0,1
herrat,0,0,0,0,0,0,0,0,0,0
herrakunta,0,0,0,0,0,0,1,0,0,0
lore,0,0,0,0,0,0,0,0,0,0
rekka,0,0,0,0,0,0,0,0,0,0
menettää,1,0,1,1,0,1,0,1,1,0
häviämässä,1,0,0,0,0,1,0,1,0,0
tappio,1,0,0,1,0,1,0,1,0,0
menetetty,0,0,0,0,0,1,0,1,0,0
paljon,0,0,0,0,0,0,0,0,0,0
kosteusemulsio,0,0,0,0,0,0,0,0,0,0
paljon,0,0,0,0,0,0,0,0,0,0
arpajaiset,0,1,0,0,0,0,0,0,0,0
lotto,0,0,0,0,0,0,0,0,0,0
kovaääninen,0,0,0,0,0,0,0,0,0,0
äänekkäästi,0,0,0,0,0,0,0,0,0,0
äänekkyys,1,0,0,0,0,1,0,0,0,0
lounge,0,0,0,0,0,1,0,0,0,0
täi,0,0,1,0,0,1,0,0,0,0
rakastettava,0,0,0,0,1,0,1,0,0,1
rakkaus,0,0,0,0,1,0,1,0,0,0
ihana,0,1,0,0,1,0,1,1,1,1
rakastelu,0,0,0,0,1,0,1,0,0,1
rakastaja,0,1,0,0,1,0,1,0,0,1
rakastava,0,0,0,0,1,0,1,0,0,1
alempi,0,0,0,0,0,1,0,1,0,0
laskeminen,0,0,0,0,0,1,0,0,0,0
alhaisin,0,0,0,0,0,1,0,1,0,0
alamailla,0,0,0,0,0,1,0,0,0,0
nöyrä,0,0,0,0,0,1,0,1,0,0
uskollinen,0,0,0,1,1,0,1,0,1,1
uskollisuus,0,0,0,0,0,0,1,0,0,1
voitele,0,0,0,0,0,0,0,0,0,0
voitelu,0,0,0,0,0,0,0,0,0,0
onnea,0,1,0,0,1,0,1,0,1,0
onnekas,0,0,0,0,1,0,1,0,1,0
naurettava,0,0,0,0,0,1,0,0,0,0
raahata,0,0,0,0,0,0,0,0,0,0
matkatavarat,0,0,0,0,0,0,0,0,0,0
tuudittaa,0,1,0,0,0,0,0,0,0,0
kehtolaulu,0,0,0,0,0,0,0,0,0,0
lanne-,0,0,0,0,0,0,0,0,0,0
puutavaraa,0,0,0,0,0,0,0,0,0,0
puunkorjuu,0,0,0,0,0,1,0,0,0,0
luminesoiva,0,0,0,0,0,0,0,0,0,0
valoisa,0,0,0,0,0,0,0,0,0,0
pala,0,0,0,0,0,1,0,0,0,0
möykkyinen,0,0,1,0,0,1,0,0,0,0
hulluutta,1,0,1,1,0,1,0,1,0,0
kuun-,0,0,0,0,0,0,0,0,0,0
hullu,1,0,1,1,0,1,0,0,0,0
lounas,0,0,0,0,0,0,0,0,0,0
lounas,0,0,0,0,0,0,0,0,0,0
syöksy,0,0,0,0,0,0,0,0,1,0
keuhkoihin,0,0,0,0,0,0,0,0,0,0
hämätä,0,0,0,0,0,1,0,0,0,0
houkutella,0,0,0,0,0,1,0,0,0,0
karmea,0,0,1,0,0,1,0,0,0,0
väijyä,0,0,0,0,0,1,0,0,0,0
väijyvä,0,0,0,0,0,1,0,0,0,0
mehevä,0,1,0,0,1,0,1,0,0,0
rehevä,0,0,1,0,0,1,0,1,0,0
himo,0,1,0,0,0,1,0,0,0,0
kiilto,0,0,0,0,1,0,1,0,0,0
himokas,0,0,0,0,0,1,0,0,0,0
kiiltävä,0,0,0,0,0,0,1,0,0,0
reipas,0,0,1,0,0,0,0,0,0,0
luuttu,0,0,0,0,0,0,0,0,0,0
rehevä,0,0,0,0,0,0,1,0,0,0
ylellinen,0,0,0,0,1,0,1,0,0,0
ylellisyyttä,0,0,0,0,1,0,1,0,0,0
valehtelee,1,0,1,0,0,1,0,0,0,0
imusolmukkeet,0,0,0,0,0,0,0,0,0,0
lymfaattinen,0,0,0,0,0,0,0,0,0,0
lynkkailla,1,0,1,1,0,1,0,1,0,0
ilves,0,0,0,0,0,0,0,0,0,0
lyyra,0,0,0,0,1,0,1,0,0,0
lyriikkaa,0,0,0,0,0,0,0,0,0,0
lyyrinen,0,0,0,0,1,0,1,0,0,0
nuija,0,0,0,1,0,1,0,0,0,0
kone,0,0,0,0,0,0,0,0,0,1
koneisto,0,0,0,0,0,0,0,0,0,0
koneistaja,0,0,0,0,0,0,0,0,0,0
makrilli,0,0,0,0,0,0,0,0,0,0
hullu,1,0,1,1,0,1,0,1,0,0
rouva,0,0,0,0,0,0,0,0,0,0
