Czech Word,anger,anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust
Dálnice,0,0,0,0,0,0,0,0,0,0
turista,0,0,0,0,0,0,0,0,0,0
povedený,0,0,0,0,1,0,1,0,1,0
veselost,0,0,0,0,1,0,1,0,0,0
kopec,0,0,0,0,0,0,0,0,0,0
kopcovitý,0,0,0,0,0,0,0,0,0,0
jílec,0,0,0,0,0,0,0,0,0,0
zadní,0,0,0,0,0,0,0,0,0,0
překážející,0,0,0,0,0,1,0,1,0,0
překážka,0,0,0,0,0,1,0,0,0,0
závěs,0,0,0,0,0,0,0,0,0,0
náznak,0,0,0,0,0,0,0,0,0,0
zázemí,0,0,0,0,0,0,0,0,0,0
boky,0,0,0,0,0,0,0,0,0,0
hippie,0,0,0,0,0,1,0,0,0,0
pronájem,0,1,0,0,1,0,1,0,0,1
chlupatý,0,0,0,0,0,0,0,0,0,0
syčení,1,0,0,1,0,1,0,0,0,0
syčící,0,0,0,0,0,1,0,0,0,0
histologie,0,0,0,0,0,0,0,0,0,0
historik,0,0,0,0,0,0,0,0,0,0
historický,0,0,0,0,0,0,0,0,0,0
historiografie,0,0,0,0,0,0,0,0,0,0
Dějiny,0,0,0,0,0,0,0,0,0,0
udeřil,1,0,0,0,0,1,0,0,0,0
dosud,0,0,0,0,0,1,0,0,0,0
úl,0,0,0,0,0,1,0,0,0,0
poklad,0,0,0,0,0,0,0,0,0,0
chraptivý,0,0,0,0,0,1,0,0,0,0
starobylý,0,0,0,0,0,1,0,1,0,0
hoax,1,0,1,0,0,1,0,1,1,0
varná deska,0,0,0,0,0,0,0,0,0,0
hobby,0,0,0,0,1,0,1,0,0,0
tulák,0,0,0,0,0,1,0,1,0,0
hokej,0,0,0,0,0,0,0,0,0,0
motyka,0,0,0,0,0,0,0,0,0,0
prase,0,0,1,0,0,1,0,0,0,0
vztyčit,0,0,0,0,0,0,0,0,0,0
držet,0,0,0,0,0,0,0,0,0,0
držák,0,0,0,0,0,0,0,0,0,0
podíl,0,0,0,0,0,0,0,0,0,0
otvor,0,0,0,0,0,0,0,0,0,0
Dovolená,0,1,0,0,1,0,1,0,0,0
svatost,0,1,0,1,1,0,1,0,1,1
dutý,0,0,0,0,0,1,0,1,0,0
holocaust,1,0,1,1,0,1,0,1,0,0
svatý,0,0,0,0,0,0,1,0,0,0
hold,0,0,0,0,0,0,1,0,0,0
bez domova,1,1,1,1,0,1,0,1,0,0
homeopatický,0,0,0,0,0,0,0,0,0,0
homeopatie,0,0,0,0,0,0,0,0,0,0
nostalgický,0,0,0,0,0,1,0,1,0,0
usedlost,0,0,0,0,0,0,0,0,0,0
domácí práce,0,0,0,1,0,0,0,0,0,0
vražedný,1,0,0,1,0,1,0,0,0,0
zabití,1,0,1,1,0,1,0,1,0,0
kázání,0,0,0,0,0,0,0,0,0,0
stejnorodost,0,0,0,0,0,0,0,0,0,0
homogenní,0,0,0,0,0,0,0,0,0,0
homologní,0,0,0,0,0,0,0,0,0,0
homolog,0,0,0,0,0,0,0,0,0,0
homologie,0,0,0,0,0,0,1,0,0,0
vypilovat,0,0,0,0,0,0,0,0,0,0
upřímný,1,0,1,1,1,0,1,1,0,1
poctivost,0,0,0,0,0,0,1,0,0,1
Miláček,0,0,0,0,0,0,1,0,0,0
plástev,0,0,0,0,0,0,0,0,0,0
svatební cesta,0,1,0,0,1,0,1,0,1,1
zimolez,0,0,0,0,0,0,0,0,0,0
čest,0,0,0,0,0,0,1,0,0,1
ctihodný,0,0,0,0,0,0,1,0,0,1
honorář,0,0,0,0,0,0,0,0,0,0
kapuce,1,0,1,1,0,1,0,0,0,0
s kapucí,0,0,0,1,0,0,0,0,0,0
kopyto,0,0,0,0,0,0,0,0,0,0
háček,0,0,0,0,0,0,0,0,0,0
zahnutý,0,0,0,0,0,1,0,0,0,0
šlapka,0,0,0,0,0,0,0,0,0,0
obruč,0,0,0,0,0,0,0,0,0,0
houkání,1,0,1,0,0,1,0,0,0,0
poskok,0,0,0,0,0,0,0,0,0,0
naděje,0,1,0,0,1,0,1,0,1,1
nadějný,0,1,0,0,1,0,1,0,1,1
beznadějný,0,0,0,1,0,1,0,1,0,0
beznadějnost,1,0,1,1,0,1,0,1,0,0
naděje,0,0,0,0,0,0,0,0,0,0
doufat,0,0,0,0,0,0,0,0,0,0
násypka,0,0,0,0,0,0,0,0,0,0
horda,0,0,0,0,0,1,0,0,1,0
horizont,0,1,0,0,0,0,1,0,0,0
horizontální,0,0,0,0,0,0,0,0,0,0
horizontálně,0,0,0,0,0,0,0,0,0,0
roh,0,0,0,0,0,0,0,0,0,0
sršeň,0,0,0,0,0,0,0,0,0,0
nadržený,0,0,0,0,0,0,0,0,0,0
horoskop,0,1,0,0,0,0,0,0,0,0
hrozný,1,0,1,1,0,1,0,0,0,0
strašně,0,0,0,0,0,1,0,0,0,0
příšerný,1,0,1,1,0,1,0,1,0,0
hrůzný,1,0,1,1,0,1,0,1,0,0
zděšený,0,0,0,1,0,1,0,0,0,0
hrůzný,0,0,1,1,0,1,0,1,0,0
hrůza,1,0,1,1,0,1,0,1,1,0
hrůzy,0,0,0,1,0,1,0,1,0,0
kůň,0,0,0,0,0,0,0,0,0,1
jezdec,0,0,0,0,0,0,0,0,0,0
podkova,0,0,0,0,0,0,0,0,0,0
zahradnický,0,0,0,0,0,0,0,0,0,0
zahradnictví,0,0,0,0,0,0,0,0,0,0
hadice,0,0,0,0,0,0,0,0,0,0
punčochové zboží,0,0,0,0,0,0,0,0,0,0
hospic,0,0,0,0,0,0,0,1,0,0
NEMOCNICE,0,0,0,1,0,0,0,1,0,1
pohostinství,0,0,0,0,0,0,1,0,0,0
rukojmí,1,0,0,1,0,1,0,0,0,0
Hostel,0,0,0,0,0,0,0,0,0,0
nepřátelský,1,0,1,1,0,1,0,0,0,0
nepřátelské akce,1,0,0,1,0,1,0,0,0,0
nepřátelství,1,0,1,0,0,1,0,0,0,0
horký,1,0,0,0,0,0,0,0,0,0
pařeniště,0,0,0,0,0,0,0,0,0,0
hotel,0,0,0,0,0,0,0,0,0,0
hodina,0,0,0,0,0,0,0,0,0,0
přesýpací hodiny,0,0,0,0,0,0,0,0,0,0
hodinově,0,0,0,0,0,0,0,0,0,0
Dům,0,0,0,0,0,0,0,0,0,0
Domácnost,0,0,0,0,0,0,1,0,0,0
hospodář,0,0,0,0,0,0,0,0,0,0
hospodyně,0,0,0,0,0,0,0,0,0,0
úklid domácnosti,0,0,0,0,0,0,1,0,0,0
žena v domácnosti,0,0,0,0,0,0,0,0,0,0
bydlení,0,0,0,0,0,0,0,0,0,0
vznášedlo,0,0,0,0,0,0,0,0,0,0
výt,1,0,1,1,0,1,0,1,1,0
jakkoli,0,0,0,0,0,0,0,0,0,0
ahoj,0,0,0,0,0,0,0,0,0,0
rozbočovač,0,0,0,0,0,0,0,0,0,0
shluk,0,0,0,0,0,0,0,0,0,0
odstín,0,0,0,0,0,0,0,0,0,0
zlost,1,0,1,0,0,1,0,0,0,0
obejmout,0,0,0,0,1,0,1,0,0,1
obrovský,0,0,0,0,0,0,0,0,0,0
vrak,0,0,1,0,0,0,0,0,0,0
trup,0,0,0,0,0,0,0,0,0,0
hučení,0,0,0,0,0,0,0,0,0,0
člověk,0,0,0,0,0,0,0,0,0,0
humánní,0,0,0,0,0,0,1,0,0,0
humanitární,0,1,0,0,1,0,1,0,1,1
humanitních věd,0,0,0,0,0,0,0,0,0,0
lidstvo,0,0,0,0,1,0,1,0,0,1
pokořit,0,0,1,0,0,1,1,1,0,0
pokořen,0,0,0,0,0,0,1,1,0,0
pokorně,0,0,0,0,0,0,1,0,0,0
švindl,1,0,1,0,0,1,0,1,0,0
vlhký,0,0,0,0,0,0,0,0,0,0
vlhkost vzduchu,0,0,0,0,0,0,0,0,0,0
ponížit,1,0,0,0,0,1,0,1,0,0
ponižující,0,0,1,0,0,1,0,0,0,0
ponížení,0,0,1,0,0,1,0,1,0,0
pokora,0,0,0,0,0,0,1,0,0,1
hummer,0,0,0,0,0,0,0,0,0,0
kolibřík,0,0,0,0,0,0,0,0,0,0
ohromný,0,0,0,0,0,0,0,0,0,0
humorista,0,0,0,0,0,0,1,0,0,0
vtipný,0,0,0,0,1,0,1,0,0,0
hrb,0,0,0,0,0,0,0,0,0,0
tušení,0,0,0,0,0,1,0,0,0,0
sto,0,0,0,0,0,0,0,0,0,0
setina,0,0,0,0,0,0,0,0,0,0
hlad,0,0,0,0,0,0,0,0,0,0
hladový,0,1,0,0,0,1,0,0,0,0
skýva,0,0,0,0,0,0,0,0,0,0
lakomec,0,0,0,0,0,0,0,0,0,0
lov,0,0,0,0,0,0,0,0,0,0
lovec,0,1,0,1,0,1,0,1,0,0
lov,1,1,0,1,0,1,0,0,0,0
mrštit,0,0,0,0,0,0,0,0,0,0
Hurá,0,0,0,0,1,0,1,0,0,0
hurikán,0,0,0,1,0,1,0,0,0,0
spěchal,0,1,0,0,0,1,0,0,0,0
pospěš si,0,1,0,0,0,0,0,0,0,0
zranit,1,0,0,1,0,1,0,1,0,0
zraňující,1,0,1,1,0,1,0,1,0,0
bolí,1,0,0,1,0,1,0,1,0,0
chovu,0,0,0,0,0,0,1,0,0,1
utišit,0,0,0,0,0,0,1,0,0,0
ztichl,0,0,0,0,0,0,0,0,0,0
lusk,0,0,0,0,0,0,0,0,0,0
chraplavý,0,0,0,0,0,0,0,0,0,0
ruch,0,0,0,0,0,0,0,0,0,0
podvodník,0,0,0,0,0,1,0,0,0,0
chata,0,0,0,0,0,0,1,1,0,0
králíkárna,0,0,0,0,0,0,0,0,0,0
hyacint,0,0,0,0,0,0,0,0,0,0
hybridní,0,0,0,0,0,0,0,0,0,0
Hydra,0,0,0,1,0,1,0,0,0,0
hydraulika,0,0,0,0,0,0,0,0,0,0
hydrocefalus,0,0,1,1,0,1,0,1,0,0
hydrodynamika,0,0,0,0,0,0,0,0,0,0
vodík,0,0,0,0,0,0,0,0,0,0
hydrografický,0,0,0,0,0,0,0,0,0,0
hydrologie,0,0,0,0,0,0,0,0,0,0
hygiena,0,0,0,0,0,0,0,0,0,0
hygienický,0,0,0,0,0,0,1,0,0,0
hymnus,0,1,0,0,1,0,1,1,0,1
humbuk,0,1,0,0,0,1,0,0,0,0
nadsázka,0,0,0,0,0,1,0,0,0,0
hypertrofie,0,0,1,1,0,0,0,0,1,0
pomlčka,0,0,0,0,0,0,0,0,0,0
hypnotický,0,0,0,0,0,0,0,0,0,0
zhypnotizovaný,0,0,0,0,0,0,0,0,0,0
pokrytectví,0,0,0,0,0,1,0,0,0,0
pokrytec,0,0,1,0,0,1,0,0,0,0
pokrytecký,0,0,1,0,0,1,0,0,0,0
hypotéza,0,1,0,0,0,0,0,0,1,0
hypotetický,0,0,0,0,0,0,0,0,0,0
hysterie,0,0,0,1,0,1,0,0,0,0
hysterický,1,0,0,1,0,1,0,0,0,0
led,0,0,0,0,0,0,0,0,0,0
ledovec,0,0,0,0,0,0,0,0,0,0
ikona,0,0,0,0,0,0,0,0,0,0
ikonický,0,0,0,0,0,0,0,0,0,0
ikonografie,0,0,0,0,0,0,0,0,0,0
ledový,0,0,0,0,0,0,0,0,0,0
idea,0,0,0,0,0,0,0,0,0,0
idealismus,0,0,0,0,0,0,1,0,0,0
idealista,0,0,0,0,0,0,0,0,0,0
identické,0,0,0,0,0,0,0,0,0,0
identický,0,0,0,0,0,0,0,0,0,0
identifikace,0,0,0,0,0,0,0,0,0,0
identifikovat,0,0,0,0,0,0,0,0,0,0
identita,0,0,0,0,0,0,0,0,0,0
ideologie,0,0,0,0,0,0,0,0,0,0
idiotství,1,0,1,0,0,1,0,1,0,0
idiom,0,0,0,0,0,0,0,0,0,0
idiomatický,0,0,0,0,0,0,0,0,0,0
idiot,0,0,1,0,0,1,0,0,0,0
idiotský,1,0,1,0,0,1,0,0,0,0
líný,0,0,0,0,0,0,0,0,0,0
zahálka,0,0,0,0,0,0,0,0,0,0
nečinný,0,0,0,0,0,1,0,0,0,0
modla,0,0,0,0,0,0,1,0,0,0
modlářství,0,0,1,1,0,1,0,0,0,0
iglú,0,0,0,0,0,0,0,0,0,0
ohnivý,0,0,0,0,0,0,0,0,0,0
zapálit,0,0,0,0,0,0,0,0,0,0
zapalování,0,0,0,0,0,0,0,0,0,0
neznalost,0,0,0,0,0,1,0,0,0,0
neznalý,0,0,1,0,0,1,0,0,0,0
ignorovat,0,0,0,0,0,1,0,0,0,0
podobně,0,0,0,0,0,0,0,0,0,0
nemocný,1,0,1,1,0,1,0,1,0,0
ilegální,1,0,1,1,0,1,0,1,0,0
nezákonnosti,1,0,1,1,0,1,0,0,0,0
nelegálně,0,0,0,0,0,0,0,0,0,0
nečitelný,0,0,0,0,0,1,0,0,0,0
nelegitimní,1,0,1,1,0,1,0,1,1,0
nedovolený,1,0,1,1,0,1,0,0,0,0
negramotný,0,0,1,0,0,1,0,0,0,0
nemoc,0,0,0,1,0,1,0,1,0,0
nelogický,0,0,0,0,0,1,0,0,0,0
osvětlit,0,1,0,0,1,0,1,0,1,0
osvětlení,0,0,0,0,1,0,1,0,1,1
osvětlovač,0,0,0,0,0,0,0,0,0,0
iluze,0,0,0,0,0,1,0,0,1,0
ilustrovat,0,0,0,0,0,0,1,0,0,0
ilustrace,0,0,0,0,0,0,0,0,0,0
ilustrativní,0,0,0,0,0,0,0,0,0,0
proslulý,0,0,0,0,0,0,1,0,0,0
obraz,0,0,0,0,0,0,0,0,0,0
obraznost,0,0,0,0,0,0,0,0,0,0
imaginární,0,0,0,0,0,0,0,0,0,0
představivost,0,0,0,0,0,0,0,0,0,0
Nápaditý,0,0,0,0,0,0,1,0,0,0
Představte si,0,0,0,0,0,0,0,0,0,0
představil si,0,0,0,0,0,0,0,0,0,0
představovat si,0,0,0,0,0,0,0,0,0,0
imám,0,0,0,0,0,0,0,0,0,0
zapuštěné,0,0,0,0,0,0,0,0,0,0
napodobit,0,0,0,0,0,0,0,0,0,0
napodoboval,0,0,0,0,0,1,0,0,0,0
imitace,0,0,0,0,0,1,0,0,0,0
neposkvrněné,0,0,0,0,1,0,1,0,0,1
nehmotný,0,0,0,0,0,0,0,0,0,0
nezralý,0,1,0,0,0,1,0,0,0,0
nezralost,1,1,0,0,0,1,0,0,0,0
nezměřitelný,0,0,0,0,0,0,0,0,0,0
nezměřitelný,0,0,0,0,0,0,0,0,0,0
bezprostřednost,0,0,0,0,0,0,0,0,1,0
ihned,0,1,0,0,0,1,1,0,0,0
prastarý,0,0,0,0,0,0,0,0,0,0
obrovský,0,0,0,0,0,0,1,0,0,0
ponořit,0,1,0,1,1,0,1,0,1,1
ponoření,0,0,0,0,0,0,0,0,0,0
přistěhovalec,0,0,0,1,0,0,0,0,0,0
přistěhovalectví,0,0,0,0,0,0,0,0,0,0
bezprostřední,0,1,0,1,0,0,0,0,0,0
nemorální,1,0,1,1,0,1,0,1,0,0
nemorálnost,1,0,1,0,0,1,0,0,0,0
nesmrtelný,0,0,0,0,0,0,1,0,0,0
nesmrtelnost,0,1,0,0,0,0,0,0,0,0
nepojízdný,0,0,0,0,0,1,1,0,0,1
imunní,0,0,0,0,0,0,0,0,0,0
imunita,0,0,0,0,0,0,0,0,0,0
imunizace,0,0,0,0,0,0,0,0,0,1
neměnný,0,0,0,0,0,0,0,0,0,0
imp,0,0,0,0,0,0,0,0,0,0
dopad,0,0,0,0,0,0,0,0,0,0
narušit,0,0,0,0,0,1,0,0,0,0
poškození,0,0,0,0,0,1,0,0,0,0
předat,0,0,0,0,0,0,1,0,0,1
nestranný,0,0,0,0,0,0,1,0,0,1
nestrannost,0,0,0,0,0,0,1,0,0,1
neprůchozí,0,0,0,0,0,1,0,0,0,0
vášnivý,0,0,0,0,0,0,0,0,0,0
netrpělivost,0,0,0,0,0,1,0,0,0,0
netrpělivý,0,1,0,0,0,1,0,0,0,0
obvinit,0,0,1,1,0,1,0,0,0,0
impeachment,0,0,0,0,0,1,0,0,0,0
dokonalý,0,0,0,0,0,0,1,0,0,1
překážet,0,0,0,0,0,1,0,0,0,0
překážka,0,0,0,0,0,0,0,0,0,0
popudil,0,0,0,0,0,0,0,0,0,0
hrozící,0,1,0,1,0,0,0,0,0,0
neproniknutelný,0,0,0,0,0,0,0,0,0,1
rozkazovací způsob,0,0,0,0,0,0,0,0,0,0
neznatelný,0,0,0,0,0,0,0,0,0,0
nedokonalost,0,0,0,0,0,1,0,0,0,0
nedokonale,0,0,0,0,0,1,0,0,0,0
císařský,0,0,0,0,0,0,0,0,0,0
nepropustný,1,0,0,1,0,0,0,0,0,0
nepřípustné,0,0,0,0,0,0,0,0,0,0
neosobní,0,0,0,0,0,0,0,0,0,0
vydávat se za,0,0,0,0,0,1,0,0,0,0
zosobnění,0,0,0,0,0,1,0,0,0,0
nepropustný,0,0,0,0,0,0,1,0,0,0
impuls,0,0,0,0,0,0,0,0,0,0
nesmiřitelný,0,0,0,0,0,1,0,0,0,0
implantát,0,0,0,0,0,0,0,0,0,0
implantace,0,0,0,0,0,0,0,0,0,0
implantován,0,0,0,0,0,0,0,0,0,0
nářadí,0,0,0,0,0,0,0,0,0,0
zaplést,1,0,0,0,0,1,0,0,0,0
zapletený,0,0,0,0,0,0,0,0,0,0
implikace,0,0,0,0,0,0,0,0,0,0
implicitní,0,0,0,0,0,0,0,0,0,0
prosit,0,0,0,0,0,0,0,0,0,0
imploze,0,0,0,0,0,0,0,0,0,0
naznačovat,0,0,0,0,0,0,0,0,0,0
nezdvořilý,0,0,1,0,0,1,0,0,0,0
import,0,0,0,0,0,0,0,0,0,0
důležitost,0,1,0,0,0,0,1,0,0,0
Důležité,0,0,0,0,0,0,1,0,0,1
dovoz,0,0,0,0,0,0,0,0,0,0
vnucovat,0,0,0,0,0,0,0,0,0,0
impozantní,0,0,0,0,0,0,0,0,0,0
uvalení,0,0,0,0,0,1,0,0,0,0
nemožnost,0,0,0,0,0,0,0,0,0,0
nemožné,0,0,0,0,0,1,0,1,0,0
impotence,1,0,0,1,0,1,0,1,0,0
impotentní,0,0,0,0,0,1,0,0,0,0
zabavit,0,0,0,0,0,1,0,0,0,0
neproveditelné,0,0,0,0,0,1,0,0,0,0
zapůsobit,0,0,0,0,0,0,1,0,0,0
dojem,0,0,0,0,0,0,1,0,0,0
vnímavý,0,0,0,0,0,0,0,0,0,1
otisk,0,0,0,0,0,0,0,0,0,0
uvěznit,0,0,0,0,0,1,0,0,0,0
uvězněn,1,0,1,1,0,1,0,1,0,0
odnětí svobody,1,0,1,1,0,1,0,1,0,0
nepravděpodobný,0,0,0,0,0,0,0,0,0,0
improvizovaný,0,0,0,0,0,0,0,0,0,0
nepatřičnost,0,0,0,0,0,1,0,0,0,0
zlepšit,0,1,0,0,1,0,1,0,0,1
zlepšila,0,0,0,0,0,0,1,0,0,0
zlepšení,0,0,0,0,1,0,1,0,0,1
zlepšení,0,0,0,0,0,0,1,0,0,0
improvizace,0,0,0,0,0,0,0,0,1,0
improvizovat,0,1,0,0,0,0,1,0,1,0
improvizovaný,0,0,0,0,0,0,0,0,0,0
nerozvážný,0,0,0,0,0,1,0,1,0,0
impuls,0,0,0,0,0,0,0,0,0,0
beztrestnost,0,0,0,0,0,0,0,0,0,0
nečistý,0,0,1,0,0,1,0,0,0,0
nečistota,0,0,1,0,0,1,0,0,0,0
imputace,0,0,0,0,0,1,0,0,0,0
neschopnost,0,0,0,0,0,1,0,1,0,0
nepřístupný,0,0,0,0,0,1,0,0,0,0
nepřesné,0,0,0,0,0,1,0,0,0,0
nečinnost,0,0,0,0,0,1,0,0,0,0
inaktivovat,0,0,0,0,0,0,0,0,0,0
inaktivace,0,0,0,0,0,0,0,0,0,0
neaktivní,0,0,0,0,0,0,0,0,0,0
nečinnost,0,0,0,0,0,1,0,0,0,0
nedostatečnost,0,0,0,0,0,1,0,0,0,0
nedostačující,0,0,0,0,0,1,0,1,0,0
nepřípustný,1,0,1,0,0,1,0,0,0,0
neúmyslné,0,0,0,0,0,0,0,0,0,0
neúmyslně,0,0,0,0,0,0,0,0,0,0
nezcizitelný,0,0,0,0,0,0,1,0,0,0
hloupý,0,0,0,0,0,1,0,0,0,0
neživý,0,0,0,0,0,0,0,0,0,0
nepoužitelné,0,0,0,0,0,1,0,0,0,0
nemístný,1,0,1,0,0,1,0,1,0,0
nepozornost,1,0,0,0,0,1,0,0,0,0
neslyšitelný,0,0,0,0,0,1,0,0,0,0
inaugurační,0,1,0,0,0,0,0,0,0,0
inaugurovat,0,0,0,0,0,0,0,0,0,0
inaugurace,0,1,0,0,1,0,1,0,0,1
vrozený,0,0,0,0,0,0,0,0,0,0
inbrední,0,0,0,0,0,0,0,0,0,0
nevyčíslitelné,0,0,0,0,0,1,0,0,0,0
žhavící,0,0,0,0,0,0,0,0,0,0
neschopný,0,0,0,0,0,0,0,0,0,0
neschopnost,0,0,0,0,0,1,0,0,0,0
uvěznění,1,0,1,1,0,1,0,1,0,0
v případě,1,0,1,1,0,1,0,1,0,0
zápalný,1,0,0,1,0,1,0,0,1,0
kadidlo,1,0,0,0,0,1,0,0,0,0
pobídka,0,0,0,0,0,0,0,0,0,0
založení,0,0,0,0,0,0,0,0,0,0
neustálý,0,0,0,0,0,1,0,0,0,0
neustále,0,0,0,0,0,0,0,0,0,0
incest,1,0,1,1,0,1,0,1,0,0
incestní,0,0,1,0,0,1,0,0,0,0
palec,0,0,0,0,0,0,0,0,0,0
výskyt,0,0,0,0,0,0,0,0,0,0
incident,0,0,0,0,0,0,0,0,1,0
mimochodem,0,0,0,0,0,0,0,0,0,0
spalování,0,0,0,0,0,1,0,0,0,0
počáteční,0,0,0,0,0,0,0,0,0,0
řez,0,0,0,0,0,0,0,0,0,0
pronikavý,0,0,0,0,0,0,1,0,0,0
podněcovat,1,1,0,1,0,1,0,0,0,0
podněcování,0,0,0,0,0,0,0,0,0,0
nevlídný,0,0,0,0,0,1,0,0,0,0
sklon,0,0,0,0,0,0,0,0,0,0
sklon,0,0,0,0,0,0,0,0,0,1
nakloněný,0,0,0,0,0,0,0,0,0,0
zahrnout,0,0,0,0,0,0,1,0,0,0
zahrnuta,0,0,0,0,0,0,1,0,0,0
počítaje v to,0,0,0,0,0,0,1,0,0,0
zařazení,0,0,0,0,0,0,0,0,0,1
včetně,0,0,0,0,0,0,1,0,0,0
inkognito,0,0,0,0,0,0,0,0,0,0
nesouvislý,0,0,0,0,0,1,0,0,0,0
příjem,0,1,0,0,1,1,1,1,0,1
přicházející,0,0,0,0,0,0,0,0,0,0
nekompatibilní,1,0,1,0,0,1,0,1,0,0
neschopnost,0,0,0,0,0,1,0,0,0,0
neschopný,1,0,0,0,0,1,0,1,0,0
neúplně,0,0,0,0,0,0,0,0,0,0
neúplnost,0,0,0,0,0,1,0,0,0,0
nepochopitelný,0,0,0,0,0,1,0,0,0,0
neprůkazné,0,0,0,0,0,0,0,0,0,0
nesourodé,1,0,0,0,0,1,0,0,0,0
bezvýznamný,0,0,0,0,0,1,0,1,0,0
bezohledný,1,0,1,0,0,1,0,1,0,0
nedůslednost,0,0,0,0,0,1,0,0,0,0
nenápadný,0,0,0,0,0,0,0,0,0,0
inkontinence,0,0,0,0,0,0,0,0,1,0
nevyhovující,1,0,1,0,0,1,0,1,0,0
začlenit,0,0,0,0,0,0,0,0,0,0
začlenění,0,0,0,0,0,0,0,0,0,0
nesprávný,0,0,0,0,0,1,0,0,0,0
zvýšit,0,0,0,0,0,0,1,0,0,0
zvýšené,0,0,0,0,0,0,0,0,0,0
nevěřící,1,0,1,0,0,1,0,0,0,0
přírůstek,0,0,0,0,0,0,0,0,0,0
obvinění,0,0,0,1,0,1,0,1,0,0
inkubace,0,0,0,0,0,0,0,0,0,0
upír,0,0,1,1,0,1,0,0,0,0
způsobit,0,0,0,0,0,1,0,0,0,0
nevyléčitelný,1,0,1,1,0,1,0,1,0,0
vpád,0,0,0,1,0,1,0,0,0,0
zadlužený,0,0,0,0,0,0,0,0,0,0
neslušnost,1,0,1,0,0,0,0,0,0,0
sprostý,0,0,1,0,0,1,0,0,0,0
nerozhodnost,0,0,0,0,0,1,0,0,0,0
nerozhodný,0,0,0,0,0,1,0,0,0,0
neobhajitelné,0,0,0,1,0,1,0,0,0,0
nesmazatelný,0,0,0,0,0,0,1,0,0,1
odškodnění,0,0,0,0,0,0,0,0,0,0
odškodnit,0,0,0,0,0,1,0,0,0,0
odškodnění,0,0,0,0,0,0,1,0,0,1
Odrážka,0,0,0,0,0,0,0,0,0,1
odsazení,0,0,0,0,0,0,0,0,0,0
zavazek,1,0,0,0,0,1,0,0,0,0
nezávislost,0,1,0,0,1,0,1,0,1,1
nezávislý,0,0,0,0,0,0,0,0,0,0
nepopsatelný,0,0,0,0,0,0,0,0,0,0
nezničitelný,0,0,0,0,0,0,1,0,0,1
neurčitý,0,0,0,0,0,1,0,0,0,0
index,0,0,0,0,0,0,0,0,0,0
označující,0,0,0,0,0,0,0,0,0,0
indikace,0,0,0,0,0,0,0,0,0,0
orientační,0,0,0,0,0,0,0,0,0,0
indikátor,0,0,0,0,0,0,0,0,0,0
index,0,0,0,0,0,0,0,0,0,0
obvinit,1,0,0,1,0,1,0,0,0,0
obžaloba,0,0,0,1,0,1,0,0,0,0
lhostejnost,1,0,1,1,0,1,0,1,0,0
domorodý,0,0,0,0,0,0,0,0,0,0
nuzný,0,0,0,0,0,1,0,1,0,0
špatné trávení,0,0,0,0,0,0,0,0,0,0
rozhořčený,1,0,0,0,0,1,0,0,0,0
rozhořčení,1,0,1,0,0,1,0,0,0,0
indigo,0,0,0,0,0,0,0,0,0,0
nepřímý,0,0,0,0,0,0,0,0,0,0
nepostradatelný,0,0,0,0,0,0,0,0,0,0
nejasný,0,0,0,0,0,1,0,0,0,0
nerozeznatelný,0,0,0,0,0,0,0,0,0,0
osobitost,0,0,0,0,0,0,1,0,0,0
nedělitelný,0,0,0,0,0,0,0,0,0,1
indoktrinace,1,0,0,1,0,1,0,0,0,0
indolentní,0,0,0,0,0,1,0,0,0,0
nezkrotný,0,0,0,1,0,0,1,0,0,0
krytý,0,0,0,0,0,0,0,0,0,0
vyvolat,0,0,0,0,0,0,0,0,0,0
indukovaný,0,0,0,0,0,0,0,0,0,0
pobídka,0,0,0,0,0,0,0,0,0,0
indukce,0,0,0,0,0,0,0,0,0,0
dopřát si,0,0,0,0,0,0,0,0,0,0
shovívavost,0,0,0,0,0,0,0,0,0,0
shovívavý,0,0,0,0,0,0,0,0,0,0
pracovitý,0,0,0,0,0,0,0,0,0,0
průmysl,0,0,0,0,0,0,0,0,0,0
nevýslovný,0,0,0,0,0,0,1,0,0,0
neúčinné,0,0,0,0,0,1,0,0,0,0
neúčinné,0,0,1,0,0,1,0,0,0,0
neefektivnost,0,0,1,0,0,1,0,1,0,0
neefektivní,0,0,0,0,0,1,0,1,0,0
neelastický,0,0,0,0,0,0,0,0,0,0
nezpůsobilý,0,0,0,0,0,0,0,0,0,0
nešikovný,1,0,1,0,0,1,0,0,0,0
neschopnost,0,0,1,1,0,1,0,1,0,0
nerovnost,1,0,0,1,0,1,0,1,0,0
nespravedlivý,0,0,0,0,0,1,0,0,0,0
inertní,0,0,0,0,0,1,0,0,0,0
setrvačnost,0,0,0,0,0,0,0,0,0,0
nevyhnutelný,0,0,0,0,0,0,0,0,0,0
nepřesný,0,0,0,0,0,0,0,0,0,0
neomluvitelné,1,0,1,0,0,1,0,1,0,0
nevyčerpatelný,0,0,0,0,0,0,0,0,0,0
levný,0,0,0,0,0,0,1,0,0,0
nezkušenost,0,0,0,0,0,1,0,0,0,0
nezkušený,0,0,0,0,0,1,0,0,0,0
nevysvětlitelný,0,0,0,0,0,1,0,0,1,0
neomylnost,0,0,0,0,0,0,0,0,0,1
neomylný,0,0,0,0,0,0,1,0,0,0
