Hebrew Word,anger,anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust
ערמומי,1,0,1,1,0,1,0,0,0,0
תוֹבָנָה,0,0,0,0,0,0,0,0,0,0
סִימָנֵי דַרגָה,0,0,0,0,0,0,1,0,0,0
חוסר חשיבות,0,0,0,0,0,1,0,0,0,0
לֹא מַשְׁמָעוּתִי,1,0,0,0,0,1,0,1,0,0
תָפֵל,0,0,0,0,0,1,0,0,0,0
מתעקש,0,0,0,0,0,0,0,0,0,0
חָצוּף,0,0,0,0,0,1,0,0,0,0
לֹא מָסִיס,0,0,0,0,0,0,0,0,0,0
פְּשִׁיטַת רֶגֶל,0,0,0,1,0,1,0,1,1,0
פּוֹשֵׁט רֶגֶל,0,0,0,1,0,1,0,1,0,1
לִבדוֹק,0,0,0,0,0,0,0,0,0,0
מְפַקֵחַ,0,0,0,0,0,0,1,0,0,0
הַשׁרָאָה,0,1,0,0,1,0,1,0,0,0
השראה,0,1,0,0,1,0,1,0,0,1
בהשראת,0,0,0,0,1,0,1,0,1,1
חוסר יציבות,0,0,1,1,0,1,0,0,0,0
להתקין,0,1,0,0,0,0,0,0,0,0
הַתקָנָה,0,0,0,0,0,0,0,0,0,0
פֶּרֶק,0,0,0,0,0,0,0,0,0,0
למשל,0,0,0,0,0,0,0,0,0,0
רֶגַע,0,0,0,0,0,0,0,0,0,0
מִיָדִי,0,0,0,0,0,0,0,0,0,0
באופן מיידי,0,0,0,0,0,0,0,0,0,0
לְהַסִית,0,0,0,0,0,1,0,0,0,0
חִרחוּר,0,0,0,0,0,1,0,0,0,0
לְהַחדִיר,0,0,0,0,0,0,0,0,0,0
יֵצֶר,0,0,0,0,0,0,0,0,0,0
אינסטינקטיבית,1,0,1,1,0,0,1,0,0,0
מכון,0,0,0,0,0,0,0,0,0,1
מוֹסָד,0,0,0,0,0,0,0,0,0,0
לְהוֹרוֹת,0,0,0,0,0,0,1,0,0,1
הורה,0,0,0,0,0,0,0,0,0,0
הוראה,0,0,0,0,0,0,1,0,0,1
הדרכה,0,0,0,0,0,0,0,0,0,0
הוראות,0,1,0,0,0,0,0,0,0,1
מְאַלֵף,0,0,0,0,0,0,0,0,0,0
מַדְרִיך,0,1,0,0,0,0,1,0,0,1
כלי,0,0,0,0,0,0,0,0,0,0
מוֹעִיל,0,0,0,0,0,0,1,0,0,0
נַגָן,0,0,0,0,0,0,0,0,0,0
מַכשִׁירִיוּת,0,0,0,0,0,0,0,0,0,0
אִי סְפִיקָה,1,0,0,0,0,1,0,0,0,0
לא מספיק,0,0,0,0,0,1,0,0,0,0
לא מספיק,0,0,0,0,0,1,0,0,0,0
אינסולרי,0,0,0,0,0,0,0,0,0,0
לְבוּדֵד,0,0,0,0,0,0,0,0,0,0
בִּדוּד,0,0,0,0,0,0,0,0,0,1
לְהַעֲלִיב,1,0,1,0,0,1,0,1,1,0
מַעֲלִיב,1,0,1,1,0,1,0,1,0,0
ביטוח,0,0,0,0,0,0,0,0,0,0
לְהַבטִיחַ,0,0,0,0,0,0,1,0,0,1
מורד מתקומם,0,0,0,0,0,1,0,0,0,0
בלתי עביר,0,0,0,1,0,1,0,1,0,0
הִתקוֹמְמוּת,1,0,0,0,0,1,0,0,0,0
שָׁלֵם,0,0,0,0,0,0,1,0,0,1
בלתי מוחשי,0,0,0,0,0,0,0,0,0,0
מספר שלם,0,0,0,0,0,0,0,0,0,0
בלתי נפרד,0,0,0,0,0,0,0,0,0,0
לשלב,0,0,0,0,0,0,0,0,0,0
שילוב,0,0,0,0,0,0,0,0,0,0
יושרה,0,0,0,0,0,0,1,0,0,1
בִּינָה,0,0,0,0,0,0,1,0,0,0
אִינטֶלֶקְטוּאַלִי,0,0,0,0,0,0,1,0,0,0
אינטליגנציה,0,0,0,1,1,0,1,0,0,1
אִינְטֶלִיגֶנְטִי,0,0,0,0,0,0,1,0,0,1
מוּבָנוּת,0,0,0,0,0,0,0,0,0,0
מוּבָן,0,0,0,0,0,0,0,0,0,0
מתכוון,0,0,0,0,0,0,0,0,0,1
התכוון,0,1,0,0,0,0,1,0,0,0
מתכוון,0,0,0,0,0,0,0,0,0,0
אִינטֶנסִיבִי,1,0,1,1,1,1,1,0,1,1
באופן אינטנסיבי,0,0,0,0,0,0,0,0,0,0
לְהַגבִּיר,0,0,0,0,0,0,0,0,0,0
עָצמָה,0,0,0,0,0,0,0,0,0,0
כוונה,0,0,0,0,0,0,0,0,0,0
מַטָרָה,0,0,0,0,0,0,0,0,0,0
מְכוּוָן,0,0,0,0,0,0,0,0,0,0
בְּמֵזִיד,0,0,0,0,0,0,0,0,0,0
בֵּין,0,0,0,0,0,1,0,1,0,0
אינטראקציה,0,0,0,0,0,0,0,0,0,0
להתערב,0,0,0,1,0,0,0,1,0,0
לעכב,0,0,0,0,0,0,0,0,0,0
יירוט,0,0,0,0,0,0,0,0,0,0
שְׁתַדְלָנוּת,0,0,0,0,0,0,0,0,0,1
מֶחלָף,0,0,0,0,0,0,0,0,0,0
ניתן להחלפה,0,0,0,0,0,0,0,0,0,0
הוחלף,0,0,0,0,0,0,0,0,0,0
אינטרקום,0,0,0,0,0,0,0,0,0,0
יַחֲסֵי מִין,0,0,0,0,0,0,1,0,0,0
תלות הדדית,0,0,0,0,0,0,0,0,0,0
תלויים הדדיים,0,0,0,0,0,0,0,0,0,0
אַמְנָעָה,0,0,0,0,0,1,0,0,0,0
ריבית,0,0,0,0,0,0,1,0,0,0
מעוניין,0,0,1,0,0,0,1,1,0,0
מעניין,0,0,0,0,0,0,1,0,0,0
הַפרָעָה,0,0,0,0,0,1,0,0,0,0
אינטרפרומטר,0,0,0,0,0,0,0,0,0,0
זְמַנִי,0,1,0,0,0,0,0,0,0,0
פְּנִים,0,0,1,0,0,0,1,0,0,1
ביניים,0,0,0,0,0,0,1,0,0,0
הַפסָקָה,0,0,0,0,0,0,1,0,0,0
מתווך,0,0,0,0,0,0,0,0,0,0
ביניים,0,0,0,0,0,0,0,0,0,0
קְבוּרָה,0,0,0,0,0,1,0,1,0,0
נִמשָׁך לְלֹא סוֹף,1,1,0,0,0,1,1,0,0,0
הַפסָקָה,0,1,0,0,0,0,0,0,0,0
סֵרוּגִי,0,0,0,0,0,0,0,0,0,0
מתמחה,0,0,0,0,0,0,0,0,0,0
פְּנִימִי,0,0,0,0,0,0,0,0,0,0
כְּלַפֵּי פְּנִים,0,0,0,0,0,0,0,0,0,0
בינלאומי,0,0,0,0,0,0,0,0,0,0
אינטרפולציה,0,0,0,0,0,0,0,0,0,0
שִׁרבּוּב,0,0,0,0,0,0,0,0,0,0
לפרש,0,0,0,0,0,0,0,0,0,0
פרשנות,0,0,0,0,0,0,0,0,0,0
מְתוּרגְמָן,0,0,0,0,0,0,0,0,0,0
קשורים זה בזה,0,0,0,0,0,0,0,0,0,0
לַחקוֹר,0,0,0,1,0,0,0,0,0,0
חֲקִירָה,0,0,0,1,0,0,0,0,0,0
פסיקת,1,0,0,0,0,1,0,0,1,0
מוּפרָע,0,0,0,0,0,1,0,1,0,0
הַפרָעָה,0,0,0,0,0,0,0,0,0,0
לְהִצְטָלֵב,0,0,0,0,0,0,0,0,0,0
הִצטַלְבוּת,0,0,0,0,0,0,0,0,0,0
מודעת ביניים,0,0,0,0,0,0,0,0,0,0
הַפסָקָה,0,0,0,0,0,0,0,0,0,0
מתערבים,0,0,0,0,0,0,0,0,0,0
התערבות,0,0,0,0,0,1,1,1,0,0
רֵאָיוֹן,0,0,0,0,0,0,0,0,0,0
מראיין,0,0,0,1,0,0,0,0,0,0
עבודה הדדית,0,0,0,0,0,0,0,0,0,0
ערבית,0,0,0,0,0,1,0,0,0,0
פְּנִימִי,0,0,1,0,0,0,0,0,0,0
מְעִי,0,0,0,0,0,0,0,0,0,0
קְרָבַיִם,0,0,0,0,0,0,0,0,0,0
אִינטִימִיוּת,0,0,0,0,0,0,0,0,0,0
אִינטִימִי,0,1,0,0,1,0,1,0,0,1
באופן אינטימי,0,1,0,1,1,0,0,0,0,0
רֶמֶז,0,0,0,0,0,0,0,0,0,0
לְהָטִיל אֵימָה,0,0,0,1,0,1,0,0,0,0
הַפחָדָה,1,0,0,1,0,1,0,0,0,0
בִּלתִי נִסבָּל,1,0,0,0,0,1,0,0,0,0
חוסר סובלנות,1,0,1,1,0,1,0,0,0,0
לֹא סוֹבלָנִי,1,0,1,1,0,1,0,1,0,0
אינטונציה,0,0,0,0,0,0,1,0,0,0
שָׁתוּי,0,0,1,0,0,1,0,0,0,0
הַרעָלָה,0,0,0,0,0,0,0,0,0,0
סוֹרֵר,1,0,0,0,0,1,0,0,0,0
תוך-קירי,0,0,0,0,0,0,0,0,0,0
לְלֹא חַת,0,0,0,0,0,0,1,0,0,0
מוּרכָּב,0,0,0,0,0,0,0,0,0,0
תְכָכִים,0,1,0,1,0,1,0,0,1,0
מסקרן,0,0,0,0,0,0,0,0,0,0
פְּנִימִי,0,0,0,0,0,0,0,0,0,0
מהותית,0,0,0,0,0,0,0,0,0,0
מבוא,0,0,0,0,0,0,0,0,0,0
אֲקָדֵמַאִי,0,0,0,0,0,0,0,0,0,0
הִסתַכְּלוּת פְּנִימִית,0,0,0,0,0,0,0,0,0,0
מְכוּנָס בְּתוֹך עַצמוֹ,0,0,0,0,0,0,0,0,0,0
פּוֹלֵשׁ,1,0,0,1,0,1,0,0,1,0
הִתעָרְבוּת,0,0,0,1,0,1,0,0,0,0
פולשני,1,0,1,1,0,1,0,0,1,0
אינטואיציה,0,0,0,0,0,0,1,0,0,1
אינטואיטיבי,0,0,0,0,0,0,1,0,0,0
באופן אינטואיטיבי,0,1,0,0,0,0,0,0,0,0
הֲצָפָה,0,0,0,0,0,0,0,0,0,0
לִפְלוֹשׁ,1,0,0,1,0,1,0,1,1,0
פּוֹלֵשׁ,1,0,0,1,0,1,0,1,0,0
לא חוקי,0,0,0,0,0,0,0,1,0,0
לִפְסוֹל,0,0,0,0,0,1,0,0,0,0
פסילה,0,0,0,0,0,1,0,0,0,0
נָכוּת,0,0,0,0,0,1,0,0,0,0
לֹא יְסוּלֵא בְּפָּז,0,0,0,0,0,0,0,0,0,0
בִּקְבִיעוּת,0,0,0,0,0,0,1,0,0,0
פְּלִישָׁה,1,0,0,0,0,1,0,0,0,0
לִהַמצִיא,0,0,0,0,0,0,0,0,0,0
הַמצָאָה,0,0,0,0,0,0,0,0,0,0
תַחבְּלָנִי,0,0,0,0,0,0,1,0,0,0
מַמצִיא,0,0,0,0,0,0,1,0,0,0
מְלַאי,0,0,0,0,0,0,0,0,0,0
הפוך,0,0,0,0,0,0,0,0,0,0
בְּיַחַס הָפוּך,0,0,0,0,0,0,0,0,0,0
היפוך,0,0,0,0,0,0,0,0,0,0
לַהֲפוֹך,0,0,0,0,0,0,0,0,0,0
הָפוּך,0,0,0,0,0,0,0,0,0,0
לַחקוֹר,0,0,0,0,0,0,1,0,0,0
חֲקִירָה,0,1,0,0,0,0,0,0,0,0
חוֹקֵר,0,0,0,0,0,0,0,0,0,0
משקיע,0,0,0,0,0,0,0,0,0,0
לְרַעֲנֵן,0,0,0,0,0,0,1,0,0,0
בלתי מנוצח,0,0,0,0,0,0,0,0,0,0
אי נראות,0,0,0,0,0,0,0,0,0,0
בלתי נראה,0,0,0,0,0,0,0,0,0,0
הַזמָנָה,0,1,0,0,0,0,1,0,0,0
להזמין,0,1,0,0,1,0,1,0,1,1
מַזמִין,0,1,0,0,1,0,1,0,1,1
קְרִיאָה,0,1,0,0,0,0,0,0,0,1
חשבונית,0,0,0,0,0,0,0,0,0,0
לעורר,0,1,0,0,0,0,0,0,0,0
לֹא רְצוֹנִי,0,0,0,0,0,1,0,0,0,0
לִפּוּף,1,0,0,0,0,1,0,0,0,0
מְעוֹרָבוּת,1,0,0,0,0,0,0,0,0,0
פְּנִימָה,0,0,0,0,0,0,0,0,0,0
יוֹטָה,0,0,0,0,0,0,0,0,0,0
נִזעָם,1,0,0,0,0,1,0,0,0,0
כַּעַס,1,0,0,0,0,1,0,0,0,0
ססגוני,0,0,0,0,0,0,0,0,0,0
קַשׁתִית,0,0,0,1,0,0,0,0,0,0
בַּרזֶל,0,0,0,0,0,0,1,0,0,1
אִירוֹנִי,0,0,0,0,0,0,0,0,0,0
מגהצים,0,0,0,0,0,1,0,0,0,0
אִירוֹנִיָה,0,0,0,0,0,0,0,0,0,0
הַקרָנָה,0,0,0,0,0,0,0,0,0,0
לא הגיוני,0,0,1,1,0,1,0,0,0,0
חוסר הגיון,0,0,0,0,0,1,0,0,0,0
בִּלתִי מִתפַּשֵׁר,1,0,0,1,0,1,0,1,0,0
בלתי ניתן לצמצום,0,0,0,0,0,0,1,0,0,0
שֶׁאֵין לְהַפרִיכוֹ,0,0,0,0,0,0,1,0,0,1
לֹא סָדִיר,0,0,0,0,0,1,0,0,0,0
חֲרִיגָה,0,0,0,0,0,1,0,0,0,0
באופן לא סדיר,0,0,0,0,0,0,0,0,0,0
לא רלוונטי,0,0,0,0,0,1,0,0,0,0
בלתי ניתן לתיקון,0,0,0,1,0,1,0,1,0,0
בלתי ניתן לדיכוי,0,0,0,0,0,0,0,0,0,0
אין לעמוד בפניו,0,0,0,0,0,0,0,0,0,0
בלי קשר,0,0,0,0,0,0,0,0,0,0
לֹא אַחֲרַאִי,0,0,0,0,0,1,0,0,0,0
חסר כבוד,0,0,0,0,0,1,0,0,0,0
בלתי הפיך,0,0,0,0,0,0,0,0,0,0
לְלֹא תַקָנָה,0,0,0,0,0,1,0,0,0,0
לְהַשְׁקוֹת,0,0,0,0,0,0,0,0,0,0
השקיה,0,0,0,0,0,0,0,0,0,0
נִרגָנוּת,1,0,0,0,0,1,0,0,0,0
עַצבָּנִי,1,0,0,0,0,1,0,0,0,0
מְעַצבֵּן,1,0,1,0,0,1,0,0,0,0
הַקפָּדָה,1,0,1,0,0,1,0,1,0,0
אִי,0,0,0,0,0,0,0,0,0,0
אִי,0,0,0,0,0,0,0,0,0,0
אִיוֹן,0,0,0,0,0,0,0,0,0,0
לְבוּדֵד,0,0,0,0,0,0,0,1,0,0
מְבוּדָד,0,0,0,1,0,1,0,1,0,0
בידוד,0,0,0,0,0,1,0,1,0,0
איזומורפיזם,0,0,0,0,0,0,0,0,0,0
איזותרמית,0,0,0,0,0,0,0,0,0,0
נושא,0,0,0,0,0,0,0,0,0,0
גירוד,0,0,0,0,0,0,0,0,0,0
עִקצוּץ,0,0,0,0,0,0,0,0,0,0
פריט,0,0,0,0,0,0,0,0,0,0
לְפַרֵט,0,0,0,0,0,0,0,0,0,0
פריטים,0,0,0,0,0,0,0,0,0,0
לְחַזֵר,0,0,0,0,0,0,0,0,0,0
איטרציה,0,0,0,0,0,0,0,0,0,0
איטרטיבי,0,0,0,0,0,0,0,0,0,0
נוֹדֵד,0,0,0,0,0,0,0,0,0,0
מַסלוּל,0,0,0,0,0,0,0,0,0,0
שֶׁנהָב,0,0,0,0,0,0,0,0,0,0
דְקִירָה,1,0,0,0,0,0,0,0,0,0
לְקַשְׁקֵשׁ,0,0,0,0,0,1,0,0,0,0
ג'ֵק,0,0,0,0,0,0,0,0,0,0
חֲמוֹר,0,0,0,0,0,0,0,0,0,0
קוּפָּה,0,1,0,0,1,0,1,0,1,0
שקעים,0,0,0,0,0,0,0,0,0,0
יַרקָן,0,0,0,0,0,0,0,0,0,0
אנין,0,0,0,0,0,0,0,0,0,0
מְשׁוּנָן,0,0,0,0,0,0,0,0,0,0
יָגוּאָר,0,0,0,0,0,0,0,0,0,0
כלא,0,0,0,1,0,1,0,1,0,0
ריבה,0,0,0,0,0,0,1,0,0,0
נתקע,0,0,0,0,0,0,0,0,0,0
שָׁרָת,0,0,1,0,0,0,0,0,0,0
יפן,0,0,0,0,0,0,0,0,0,0
קַנקַן,0,0,0,0,0,0,0,0,0,0
ז'רגון,0,0,0,0,0,1,0,0,0,0
צוֹרֵם,0,0,0,1,0,1,0,1,0,0
יָשׁפֵה,0,0,0,0,0,0,0,0,0,0
צַהֶבֶת,0,0,0,1,0,1,0,0,0,0
טִיוּל קָצָר,0,0,0,0,0,0,0,0,0,0
כִּידוֹן,0,0,0,0,0,0,0,0,0,0
לֶסֶת,0,0,0,0,0,0,0,0,0,0
מלתעות,0,0,0,1,0,0,0,0,0,0
עוֹרְבָנִי,0,0,0,0,0,0,0,0,0,0
קַנָאִי,1,0,1,0,0,1,0,0,0,0
קנאה,1,0,1,1,0,1,0,1,0,0
גִ'ינס,0,0,0,0,0,0,0,0,0,0
ג'ִיפּ,0,0,0,0,0,0,0,0,0,0
ג'לי,0,0,0,0,0,0,0,0,0,0
ג'ני,0,0,0,0,0,0,0,0,0,0
לְסַכֵּן,1,0,0,1,0,1,0,0,0,0
סַכָּנָה,0,1,0,1,0,1,0,0,0,0
אִידיוֹט,1,0,0,0,0,0,0,0,1,0
ג'רזי,0,0,0,0,0,0,0,0,0,0
צְחוֹק,0,0,0,0,1,0,1,0,1,0
ליצן החצר,0,0,0,0,0,0,0,0,0,0
מטוס סילון,0,0,0,0,0,0,0,0,0,0
מֵזַח,0,0,0,0,0,0,0,0,0,0
תַכשִׁיט,0,0,0,0,0,0,0,0,0,0
תַכשִׁיטָן,0,0,0,0,0,0,0,0,0,0
תכשיט,0,0,0,0,0,0,0,0,0,0
חָלוּץ,0,0,0,0,0,0,0,0,0,0
קפיצה,0,0,0,0,0,0,0,0,0,0
ג'ימי,0,0,0,0,0,0,0,0,0,0
ג'ִינגֵל,0,0,0,0,0,0,0,0,0,0
עבודה,0,0,0,0,0,0,1,0,0,0
ג'וק,0,0,0,0,0,0,0,0,0,0
רוֹכֵב,0,0,0,0,0,0,0,0,0,0
לָרוּץ,0,0,0,0,0,0,0,0,0,0
ג'ון,0,0,1,0,0,1,0,0,0,0
לְהִצְטַרֵף,0,0,0,0,0,0,1,0,0,0
הצטרף,0,0,0,0,0,0,1,0,0,0
הִצטָרְפוּת,0,0,0,0,0,0,0,0,0,0
משותף,0,0,0,0,0,0,0,0,0,0
יַחַד,0,0,0,0,0,0,0,0,0,0
בדיחה,0,0,0,0,0,1,0,0,0,0
לֵץ,0,0,0,0,1,0,1,0,1,0
מתבדח,0,0,0,0,0,0,1,0,0,0
לְהַקְפִּיץ,0,0,0,0,0,0,0,0,1,0
יורנדה,0,0,0,0,0,1,0,0,0,0
יוֹד,0,0,0,0,0,0,0,0,0,0
כתב עת,0,0,0,0,0,0,0,0,0,0
עיתונות,0,0,0,0,0,0,0,0,0,1
עִתוֹנָאִי,0,0,0,0,0,0,1,0,0,0
מסע,0,1,0,1,1,0,1,0,0,0
אוּמָן שָׂכִיר,0,0,0,0,0,0,0,0,0,1
מִתרוֹנֵן,0,0,0,0,1,0,1,0,0,0
שִׂמְחָה,0,0,0,0,1,0,1,0,0,0
מלא שמחה,0,0,0,0,1,0,1,0,0,1
מְשַׂמֵחַ,0,0,0,0,1,0,1,0,0,0
צוֹהֵל,0,0,0,0,1,0,1,0,1,1
יוֹבֵל,0,0,0,0,1,0,1,0,1,0
לִשְׁפּוֹט,0,0,0,0,0,0,0,0,0,0
שיפוט,0,0,0,0,0,0,0,0,0,0
פְּסַק דִין,0,0,0,0,0,0,0,0,1,0
מִשׁפָּטִי,0,1,0,0,0,0,1,0,0,1
מַעֲרֶכֶת מִשׁפָּטִית,0,1,0,0,0,0,0,0,0,1
נָבוֹן,0,0,0,0,0,0,1,0,0,1
כד,0,0,0,0,0,0,0,0,0,0
ללהטט,0,0,0,0,0,0,0,0,0,0
לַהֲטוּטָנוּת,0,0,0,0,0,0,0,0,0,0
מיץ,0,0,0,0,0,0,0,0,0,0
עֲסִיסִי,0,0,0,0,0,0,0,0,0,0
עִרבּוּביָה,0,0,0,0,0,1,0,0,0,0
מְעוּרבָּב,0,0,0,0,0,0,0,0,0,0
עֲנָק,0,0,0,0,0,0,0,0,0,0
קְפִיצָה,0,0,0,0,1,0,1,0,0,0
צוֹמֶת,0,0,0,0,0,0,0,0,0,0
צומת,0,0,0,0,0,0,0,0,0,0
ג'וּנגֶל,0,0,0,1,0,0,0,0,0,0
זוּטָר,0,0,0,0,0,0,0,0,0,0
פְּסוֹלֶת,0,0,0,0,0,1,0,0,0,0
כַּת צְבָאִית,0,0,0,0,0,1,0,0,0,0
מִשׁפָּטִי,0,0,0,0,0,0,0,0,0,0
סמכות שיפוט,0,0,0,0,0,0,0,0,0,0
תוֹרַת הַמִשְׁפָּט,0,0,0,0,0,0,0,1,0,0
מִשׁפְּטָן,0,0,0,0,0,0,0,0,0,1
חֶבֶר מוּשׁבַּעִים,0,0,0,0,0,0,0,0,0,1
צֶדֶק,0,0,0,0,0,0,1,0,0,1
מוּצדָק,0,0,0,0,0,0,1,0,0,1
הַצדָקָה,0,0,0,0,0,0,1,0,0,0
לְהַצְדִיק,0,0,0,0,0,0,0,0,0,0
יוּטָה,0,0,0,0,0,0,0,0,0,0
צָעִיר,0,0,0,0,0,1,0,0,0,0
סְמִיכוּת,0,0,0,0,0,0,0,0,0,0
קֵיסָר,0,0,0,0,0,0,0,0,0,0
קָלֵידוֹסקוֹפּ,0,0,0,0,0,0,0,0,0,0
קנגרו,0,0,0,0,0,0,0,0,0,0
קאנג'י,0,0,0,0,0,0,0,0,0,0
קארמה,0,0,0,0,0,0,0,0,0,0
קָאִיָאק,0,0,0,0,0,0,0,0,0,0
שִׁדְרִית,0,0,0,0,0,0,0,0,0,0
שׁוֹמֵר,0,0,0,0,0,0,0,0,0,0
שְׁמִירָה,0,0,0,0,0,0,0,0,0,0
מַזכֶּרֶת,0,0,0,0,0,0,1,0,0,0
חָבִית קְטָנָה,0,0,0,0,0,0,0,0,0,0
קן,0,0,0,0,0,0,1,0,0,0
מְלוּנָה,0,0,0,0,0,0,0,1,0,0
kern,0,0,0,0,0,1,0,0,0,0
גַרעִין,0,0,0,0,0,0,0,0,0,0
נֵפט,0,0,0,1,0,0,0,0,0,0
קוּמקוּם,0,0,0,0,0,0,0,0,0,0
מַפְתֵחַ,0,0,0,0,0,0,0,0,0,0
חוֹר הַמַנעוּל,0,0,0,0,0,0,0,0,0,0
נאום מרכזי,0,0,0,0,0,0,1,0,0,0
אֶבֶן רֹאשָׁה,0,0,0,0,0,0,1,0,0,0
חָקִי,0,0,0,0,0,0,0,0,0,0
חַאן,0,0,0,1,0,0,0,0,0,1
בְּעִיטָה,1,0,0,0,0,1,0,0,0,0
בועט,1,0,0,0,0,0,0,0,0,0
יֶלֶד,0,0,0,0,0,0,0,0,0,0
צוחק,0,0,0,0,0,0,0,0,0,0
לַחטוֹף,1,0,0,1,0,1,0,1,1,0
לַהֲרוֹג,0,0,0,1,0,1,0,1,0,0
הֶרֶג,1,0,0,1,0,1,0,1,0,0
כִּבשָׁן,0,0,0,0,0,0,0,0,0,0
קִילוֹגרָם,0,0,0,0,0,0,0,0,0,0
קִילוֹמֶטֶר,0,0,0,0,0,0,0,0,0,0
חֲצָאִית סְקוֹטִית,0,0,0,0,0,0,0,0,0,0
קִימוֹנוֹ,0,0,0,0,0,0,0,0,0,0
משפחה,0,0,0,0,0,0,0,0,0,0
סוג,0,0,0,0,1,0,1,0,0,1
גן ילדים,0,0,0,0,0,0,0,0,0,0
חסד,0,0,0,0,0,0,1,0,0,0
קרובי משפחה,0,1,0,0,1,0,1,0,0,1
קינמטיקה,0,0,0,0,0,0,0,0,0,0
מלך,0,0,0,0,0,0,1,0,0,0
מַלְכוּת,0,0,0,0,0,0,0,0,0,0
קינק,0,0,0,0,0,0,0,0,0,0
מקורזל,0,0,0,0,0,0,0,0,0,0
קִיוֹסק,0,0,0,0,0,0,0,0,0,0
קירק,0,0,0,0,0,0,0,0,0,0
נְשִׁיקָה,0,1,0,0,1,0,1,0,1,0
קִיט,0,0,0,0,0,0,0,0,0,0
מִטְבָּח,0,0,0,0,0,0,0,0,0,0
עֲפִיפוֹן,0,0,1,0,0,1,0,0,0,0
גור חתולים,0,0,0,0,1,0,1,0,0,1
כִּשָׁרוֹן,0,0,0,0,0,0,1,0,0,0
תַרמִיל גַב,0,0,0,0,0,0,0,0,0,0
ללוש,0,0,0,0,0,0,0,0,0,0
הברך,0,0,0,0,0,0,0,0,0,0
לִכרוֹעַ בֶּרֶך,0,0,0,0,0,0,0,0,0,0
כְּרִיעָה,0,0,0,0,0,0,0,0,0,0
צִלצוּל,0,0,0,1,0,1,0,1,0,0
תחתונים,0,0,0,0,0,0,0,0,0,1
סַכִּין,0,0,0,0,0,0,0,0,0,0
אַבִּיר,0,0,0,0,0,0,1,0,0,0
לִסְרוֹג,0,0,0,0,0,0,0,0,0,0
כַּפתוֹר,0,0,0,0,0,0,0,0,0,0
נְקִישָׁה,0,0,0,0,0,0,0,0,0,0
גִבעָה,0,0,0,0,0,0,0,0,0,0
קשר,0,0,0,0,0,0,0,0,0,0
מְסוּקָס,0,0,0,0,0,1,0,0,0,0
יוֹדֵעַ,0,0,0,0,0,0,1,0,0,0
בְּיוֹדְעִין,0,0,0,0,0,0,0,0,0,0
יֶדַע,0,0,0,0,0,0,1,0,0,0
פֶּרֶק,0,0,0,0,0,0,0,0,0,0
kos,0,0,0,0,0,0,0,0,0,0
קריס,0,0,0,0,0,0,0,0,0,0
כָּבוֹד,0,0,0,0,1,0,1,0,0,0
מַעבָּדָה,0,0,0,0,0,0,0,0,0,0
תווית,0,0,0,0,0,0,0,0,0,1
עבודה,0,1,0,0,1,0,1,0,1,1
מַעבָּדָה,0,0,0,0,0,0,0,0,0,0
עמל,0,0,0,0,0,1,0,1,0,0
פּוֹעֵל,0,0,0,0,0,0,0,0,0,0
עמלים,0,0,0,0,0,0,0,0,0,0
חָרוּץ,0,0,0,0,0,1,0,0,0,0
מָבוֹך,0,1,0,0,0,1,0,0,0,0
lac,0,0,0,0,0,0,0,0,0,0
תַחרָה,1,0,0,1,0,1,1,1,0,1
חוֹסֶר,0,0,0,0,0,1,0,0,0,0
נָטוּל,0,0,0,0,0,1,0,0,0,0
חסר ברק,0,0,0,0,0,1,0,0,0,0
לַכָּה,0,0,0,0,0,0,0,0,0,0
לקרוס,0,0,0,0,0,0,0,0,0,0
בָּחוּר,0,0,0,0,0,0,0,0,0,0
סוּלָם,0,0,0,0,0,0,0,0,0,0
עָמוּס,0,0,0,0,0,1,0,0,0,0
מִטְעָן,0,0,0,0,0,0,0,0,0,0
מַצֶקֶת,0,0,0,0,0,0,0,0,0,0
גברת,0,0,0,0,0,0,0,0,0,0
לְפַגֵר,0,0,0,0,0,1,0,0,0,0
הַשׁהָיָה,1,1,1,0,0,1,0,1,0,0
לָגוּנָה,0,0,0,0,0,0,0,0,0,0
מִרבָּץ,0,0,0,0,0,1,0,0,0,0
הֶדיוֹטוּת,0,0,0,0,0,0,0,0,0,0
אֲגַם,0,0,0,0,0,0,0,0,0,0
לאמה,0,0,0,0,0,0,0,0,0,0
טלה,0,0,0,0,1,0,1,0,0,1
קִינָה,0,0,1,1,0,1,0,1,0,0
מקוננת,0,0,0,0,0,0,0,1,0,0
למינה,0,0,0,0,0,0,0,0,0,0
מְרוּבָּד,0,0,0,0,0,0,0,0,0,0
מנורה,0,0,0,0,0,0,0,0,0,0
חנית,0,0,0,0,0,0,0,0,0,0
נוֹשֵׂא רוֹמַח,0,0,0,0,0,0,0,0,0,0
ארץ,0,0,0,0,0,0,1,0,0,0
נחת,0,0,0,0,0,0,1,0,0,0
נְחִיתָה,0,0,0,0,0,0,0,0,0,0
מוּקָף יַבָּשָׁה,0,0,0,0,0,0,0,0,0,0
בעל בית,0,0,0,0,0,0,0,0,0,0
ציון דרך,0,0,0,0,0,0,0,0,0,1
אדמות,0,0,0,0,0,0,0,0,0,0
נוֹף,0,0,0,0,0,0,0,0,0,0
אדריכלות נוף,0,0,0,0,0,0,0,0,0,0
