Georgian Word,anger,anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust
ინციდენტი,0,0,0,0,0,0,0,0,1,0
შემთხვევით,0,0,0,0,0,0,0,0,0,0
დაწვა,0,0,0,0,0,1,0,0,0,0
დამწყები,0,0,0,0,0,0,0,0,0,0
ჭრილობა,0,0,0,0,0,0,0,0,0,0
ჩამჭრელი,0,0,0,0,0,0,1,0,0,0
წაქეზება,1,1,0,1,0,1,0,0,0,0
წაქეზება,0,0,0,0,0,0,0,0,0,0
უხერხულობა,0,0,0,0,0,1,0,0,0,0
მიდრეკილება,0,0,0,0,0,0,0,0,0,0
დახრილობა,0,0,0,0,0,0,0,0,0,1
მიდრეკილი,0,0,0,0,0,0,0,0,0,0
მოიცავს,0,0,0,0,0,0,1,0,0,0
შედის,0,0,0,0,0,0,1,0,0,0
მათ შორის,0,0,0,0,0,0,1,0,0,0
ჩართვა,0,0,0,0,0,0,0,0,0,1
ინკლუზიური,0,0,0,0,0,0,1,0,0,0
ინკოგნიტო,0,0,0,0,0,0,0,0,0,0
არათანმიმდევრული,0,0,0,0,0,1,0,0,0,0
შემოსავალი,0,1,0,0,1,1,1,1,0,1
შემომავალი,0,0,0,0,0,0,0,0,0,0
შეუთავსებელი,1,0,1,0,0,1,0,1,0,0
არაკომპეტენტურობა,0,0,0,0,0,1,0,0,0,0
არაკომპეტენტური,1,0,0,0,0,1,0,1,0,0
არასრულად,0,0,0,0,0,0,0,0,0,0
არასრულყოფილება,0,0,0,0,0,1,0,0,0,0
გაუგებარი,0,0,0,0,0,1,0,0,0,0
დაუზუსტებელი,0,0,0,0,0,0,0,0,0,0
შეუსაბამო,1,0,0,0,0,1,0,0,0,0
უაზრო,0,0,0,0,0,1,0,1,0,0
დაუფიქრებელი,1,0,1,0,0,1,0,1,0,0
შეუსაბამობა,0,0,0,0,0,1,0,0,0,0
შეუმჩნეველი,0,0,0,0,0,0,0,0,0,0
შეუკავებლობა,0,0,0,0,0,0,0,0,1,0
მოუხერხებელი,1,0,1,0,0,1,0,1,0,0
ჩართვა,0,0,0,0,0,0,0,0,0,0
ინკორპორაცია,0,0,0,0,0,0,0,0,0,0
არასწორი,0,0,0,0,0,1,0,0,0,0
მომატება,0,0,0,0,0,0,1,0,0,0
გაიზარდა,0,0,0,0,0,0,0,0,0,0
დაუჯერებელი,1,0,1,0,0,1,0,0,0,0
ნამატი,0,0,0,0,0,0,0,0,0,0
ინკრიმინაცია,0,0,0,1,0,1,0,1,0,0
ინკუბაცია,0,0,0,0,0,0,0,0,0,0
ინკუბუსი,0,0,1,1,0,1,0,0,0,0
წარმოეშვას,0,0,0,0,0,1,0,0,0,0
განუკურნებელი,1,0,1,1,0,1,0,1,0,0
შეჭრა,0,0,0,1,0,1,0,0,0,0
დავალიანება,0,0,0,0,0,0,0,0,0,0
უხამსობა,1,0,1,0,0,0,0,0,0,0
უხამსი,0,0,1,0,0,1,0,0,0,0
გაურკვევლობა,0,0,0,0,0,1,0,0,0,0
გადამწყვეტი,0,0,0,0,0,1,0,0,0,0
დაუცველი,0,0,0,1,0,1,0,0,0,0
წარუშლელი,0,0,0,0,0,0,1,0,0,1
ანაზღაურება,0,0,0,0,0,0,0,0,0,0
აანაზღაუროს,0,0,0,0,0,1,0,0,0,0
ანაზღაურება,0,0,0,0,0,0,1,0,0,1
შეწევა,0,0,0,0,0,0,0,0,0,1
ჩაღრმავება,0,0,0,0,0,0,0,0,0,0
კონტრაქტი,1,0,0,0,0,1,0,0,0,0
დამოუკიდებლობა,0,1,0,0,1,0,1,0,1,1
დამოუკიდებელი,0,0,0,0,0,0,0,0,0,0
აღუწერელი,0,0,0,0,0,0,0,0,0,0
ურღვევი,0,0,0,0,0,0,1,0,0,1
განუსაზღვრელი,0,0,0,0,0,1,0,0,0,0
ინდექსი,0,0,0,0,0,0,0,0,0,0
მიუთითებს,0,0,0,0,0,0,0,0,0,0
მითითება,0,0,0,0,0,0,0,0,0,0
საჩვენებელი,0,0,0,0,0,0,0,0,0,0
მაჩვენებელი,0,0,0,0,0,0,0,0,0,0
ინდექსი,0,0,0,0,0,0,0,0,0,0
საბრალდებო დასკვნა,1,0,0,1,0,1,0,0,0,0
საბრალდებო დასკვნა,0,0,0,1,0,1,0,0,0,0
გულგრილობა,1,0,1,1,0,1,0,1,0,0
ძირძველი,0,0,0,0,0,0,0,0,0,0
გაჭირვებული,0,0,0,0,0,1,0,1,0,0
საჭმლის მონელების დარღვევა,0,0,0,0,0,0,0,0,0,0
აღშფოთებული,1,0,0,0,0,1,0,0,0,0
აღშფოთება,1,0,1,0,0,1,0,0,0,0
ინდიგო,0,0,0,0,0,0,0,0,0,0
არაპირდაპირი,0,0,0,0,0,0,0,0,0,0
შეუცვლელი,0,0,0,0,0,0,0,0,0,0
გაურკვეველი,0,0,0,0,0,1,0,0,0,0
განურჩეველი,0,0,0,0,0,0,0,0,0,0
ინდივიდუალობა,0,0,0,0,0,0,1,0,0,0
განუყოფელი,0,0,0,0,0,0,0,0,0,1
ინდოქტრინაცია,1,0,0,1,0,1,0,0,0,0
უსაქმური,0,0,0,0,0,1,0,0,0,0
შეუპოვარი,0,0,0,1,0,0,1,0,0,0
შიდა,0,0,0,0,0,0,0,0,0,0
გამოიწვიოს,0,0,0,0,0,0,0,0,0,0
გამოწვეული,0,0,0,0,0,0,0,0,0,0
სტიმულირება,0,0,0,0,0,0,0,0,0,0
ინდუქცია,0,0,0,0,0,0,0,0,0,0
დანებება,0,0,0,0,0,0,0,0,0,0
ინდულგენცია,0,0,0,0,0,0,0,0,0,0
შემწყნარებელი,0,0,0,0,0,0,0,0,0,0
შრომისმოყვარე,0,0,0,0,0,0,0,0,0,0
ინდუსტრია,0,0,0,0,0,0,0,0,0,0
უთქმელი,0,0,0,0,0,0,1,0,0,0
არაეფექტური,0,0,0,0,0,1,0,0,0,0
არაეფექტური,0,0,1,0,0,1,0,0,0,0
არაეფექტურობა,0,0,1,0,0,1,0,1,0,0
არაეფექტური,0,0,0,0,0,1,0,1,0,0
არაელასტიური,0,0,0,0,0,0,0,0,0,0
შეუსაბამო,0,0,0,0,0,0,0,0,0,0
უვარგისი,1,0,1,0,0,1,0,0,0,0
უუნარობა,0,0,1,1,0,1,0,1,0,0
უთანასწორობა,1,0,0,1,0,1,0,1,0,0
უთანასწორო,0,0,0,0,0,1,0,0,0,0
ინერტული,0,0,0,0,0,1,0,0,0,0
ინერცია,0,0,0,0,0,0,0,0,0,0
გარდაუვალი,0,0,0,0,0,0,0,0,0,0
არაზუსტი,0,0,0,0,0,0,0,0,0,0
უპატიებელი,1,0,1,0,0,1,0,1,0,0
ამოუწურავი,0,0,0,0,0,0,0,0,0,0
იაფი,0,0,0,0,0,0,1,0,0,0
გამოუცდელობა,0,0,0,0,0,1,0,0,0,0
გამოუცდელი,0,0,0,0,0,1,0,0,0,0
აუხსნელი,0,0,0,0,0,1,0,0,1,0
უცდომელობას,0,0,0,0,0,0,0,0,0,1
უტყუარი,0,0,0,0,0,0,1,0,0,0
სამარცხვინო,1,0,1,1,0,1,0,0,0,0
სირცხვილი,0,0,0,0,0,1,0,1,0,0
ჩვილობის,0,0,0,0,0,0,0,0,0,0
ჩვილი,0,1,0,1,1,0,1,0,1,0
ჩვილების მოკვლა,1,1,1,1,0,1,0,1,0,0
ინფანტილური,1,0,1,0,0,1,0,0,0,0
ქვეითი,0,0,0,0,0,0,0,0,0,0
ინფარქტი,0,0,0,1,0,1,0,0,1,0
გატაცება,0,0,0,0,0,0,0,0,0,0
განუხორციელებელი,0,0,0,0,0,0,0,0,0,0
აინფიცირებს,0,0,1,0,0,1,0,0,0,0
ინფექცია,0,0,0,1,0,1,0,0,0,0
ინფექციური,0,0,1,1,0,1,0,1,0,0
დასკვნა,0,0,0,0,0,0,0,0,0,0
დასკვნა,0,0,0,0,0,0,0,0,0,0
დასკვნითი,0,0,0,0,0,0,0,0,0,0
დაქვეითებული,0,0,0,0,0,1,0,1,0,0
არასრულფასოვნებას,0,0,0,0,0,1,0,0,0,0
ჯოჯოხეთი,1,0,0,1,0,1,0,0,0,0
უნაყოფო,0,0,0,0,0,0,0,0,0,0
უშვილობა,0,0,0,0,0,1,0,1,0,0
ინვაზია,0,0,1,1,0,1,0,0,0,0
ურწმუნო,1,0,1,1,0,1,0,0,0,0
ღალატი,1,0,1,1,0,1,0,1,0,0
ინფილტრაცია,0,0,0,0,0,1,1,0,0,0
უსასრულო,0,0,0,0,0,0,1,0,0,0
უსასრულოდ,0,0,0,0,0,0,0,0,0,0
უსასრულოდ მცირე,0,0,0,0,0,0,0,0,0,0
უსასრულობა,0,1,0,0,1,0,1,0,0,1
უძლური,0,0,0,0,0,1,0,0,0,0
ლაზარეთი,0,0,0,0,0,0,0,0,0,0
უძლურება,0,0,0,1,0,1,0,0,0,0
ანთება,0,0,0,0,0,1,0,0,0,0
გაბერილი,0,0,0,0,0,1,0,0,0,0
ინფლაცია,0,0,0,1,0,1,0,0,0,0
მოღუნვა,0,0,0,0,0,0,0,0,0,0
მიაყენოს,1,0,0,1,0,1,0,1,0,0
მიყენება,0,0,0,1,0,1,0,1,0,0
inflorescence,0,0,0,0,0,0,0,0,0,0
გავლენა,0,0,0,0,0,1,1,0,0,0
გავლენიანი,0,0,0,0,0,0,1,0,0,1
გრიპი,0,0,0,0,0,1,0,0,0,0
შემოდინება,0,0,0,0,0,0,0,0,0,0
ინფორმირება,0,0,0,0,0,0,0,0,0,1
არაფორმალური,0,0,0,0,0,0,0,0,0,0
ინფორმატორი,0,0,0,0,0,0,0,0,0,0
ინფორმაცია,0,0,0,0,0,0,1,0,0,0
აცნობეს,0,0,0,0,0,0,0,0,0,0
ინფორმატორი,0,0,0,0,0,1,0,0,0,0
დარღვევა,1,0,0,0,0,1,0,0,0,0
იშვიათი,0,0,0,0,0,0,0,0,1,0
იშვიათად,0,0,0,0,0,1,0,0,0,0
დარღვევა,0,0,0,0,0,1,0,0,0,0
ჩაასხით,0,0,0,0,0,0,0,0,0,0
გაჟღენთილი,0,0,0,0,0,0,0,0,0,0
ინფუზია,0,0,0,0,0,0,0,0,0,0
გენიალური,0,0,0,0,0,0,1,0,0,0
გამომგონებლობა,0,0,0,0,0,0,0,0,0,0
ჩაყლაპავს,0,0,0,0,0,0,0,0,0,0
გადაყლაპვა,0,0,0,0,0,0,0,0,0,0
ინგოტი,0,0,0,0,0,0,0,0,0,0
ფესვგადგმული,0,0,0,0,0,0,0,0,0,0
ინგრედიენტი,0,0,0,0,0,0,0,0,0,0
შეღწევა,0,0,0,0,0,0,0,0,0,0
ბინადრობს,0,0,0,0,0,0,0,0,0,0
მობინადრე,0,0,0,0,0,0,0,0,0,0
დასახლებული,0,0,0,0,0,0,0,0,0,0
ბინადრობს,0,0,0,0,0,0,0,0,0,0
ინჰალაცია,0,0,0,0,0,0,0,0,0,0
ჩასუნთქვა,0,0,0,0,0,0,0,0,0,0
თანდაყოლილი,0,0,0,0,0,0,0,0,0,0
მემკვიდრეობით,0,0,0,0,0,0,0,0,0,0
მემკვიდრეობა,0,1,0,0,1,0,1,0,1,1
დათრგუნავს,1,0,1,0,0,1,0,1,0,0
დათრგუნვა,0,0,0,0,0,0,0,0,0,0
არასტუმართმოყვარე,0,0,0,0,0,1,0,1,0,0
არაადამიანური,1,0,1,1,0,1,0,1,0,0
არაადამიანურობა,0,0,0,0,0,1,0,1,0,0
მტრული,1,0,0,0,0,1,0,1,0,0
განუმეორებელი,0,0,0,0,0,0,1,0,0,1
ურჯულოება,0,0,1,0,0,1,0,0,0,0
საწყისი,0,0,0,0,0,0,0,0,0,0
წამოიწყოს,0,0,0,0,0,0,0,0,0,0
წამოიწყო,0,0,0,0,0,0,0,0,0,0
ინიციატივა,0,0,0,0,0,0,0,0,0,0
ინექცია,0,0,0,0,0,0,0,0,0,0
ინექცია,0,0,0,1,0,0,0,0,0,0
განკარგულება,0,0,0,0,0,1,0,0,0,0
დაშავება,1,0,0,1,0,1,0,1,0,0
დაშავებული,0,0,0,1,0,1,0,1,0,0
მავნე,1,0,0,1,0,1,0,1,0,0
ტრავმა,1,0,0,1,0,1,0,1,0,0
უსამართლობას,1,0,0,0,0,1,0,0,0,0
მელანი,0,0,0,0,0,0,0,0,0,0
მხედველობა,0,0,0,0,0,0,0,0,0,0
შიდა,0,0,0,0,0,0,0,0,0,0
ჩასმა,0,0,0,0,0,0,0,0,0,0
შესასვლელი,0,0,0,0,0,0,0,0,0,0
პატიმარი,0,0,1,1,0,1,0,0,0,0
სასტუმრო,0,0,0,0,0,0,0,0,0,0
თანდაყოლილი,0,0,0,0,0,0,0,0,0,0
შინაგანი,0,0,0,0,0,0,0,0,0,0
ინინგი,0,0,0,0,0,0,0,0,0,0
სასტუმროს მეპატრონე,0,0,0,0,0,0,0,0,0,0
უდანაშაულობა,0,0,0,0,0,0,1,0,0,0
უდანაშაულო,0,0,0,0,0,0,1,0,0,1
უდანაშაულოდ,0,0,0,0,0,0,1,0,0,0
უწყინარი,0,0,0,0,0,0,1,0,0,0
ინოვაცია,0,0,0,0,0,0,1,0,0,0
ინოვაცია,0,0,0,0,0,0,1,0,0,0
მინიშნება,0,0,0,0,0,0,0,0,0,0
ურიცხვი,0,0,0,0,0,0,0,0,0,0
ინოკულაცია,0,1,0,0,0,0,0,0,0,1
არაოპერაციული,1,0,0,0,0,1,0,0,0,0
უზომო,0,0,0,0,0,0,0,0,0,0
არაორგანული,0,0,0,0,0,0,0,0,0,0
გამოძიება,0,0,0,0,0,0,0,0,0,0
გამოკითხვა,0,0,0,0,0,0,0,0,0,0
გამომძიებელი,0,0,0,0,0,0,1,0,0,0
იკითხავს,0,0,0,0,0,0,0,0,0,0
გამოკითხვა,0,1,0,0,0,0,1,0,0,0
ცნობისმოყვარე,0,0,0,0,0,0,1,0,0,0
გიჟური,1,0,0,1,0,1,0,0,0,0
სიგიჟე,1,0,1,1,0,1,0,1,0,0
წარწერა,0,0,0,0,0,0,0,0,0,0
შეუცნობელი,0,0,0,0,0,0,0,0,0,0
მწერის,0,0,0,0,0,0,0,0,0,0
არასაიმედო,1,0,0,1,0,1,0,1,0,0
დაუცველობა,0,0,0,1,0,1,0,0,0,0
განუყოფელი,0,0,0,0,1,0,1,0,0,1
ჩასმა,0,0,0,0,0,0,0,0,0,0
ჩასმული,0,0,0,0,0,0,0,0,0,0
ჩასმა,0,0,0,0,0,0,0,0,0,0
შიგნით,0,0,0,0,0,0,0,0,0,0
მზაკვრული,1,0,1,1,0,1,0,0,0,0
გამჭრიახობა,0,0,0,0,0,0,0,0,0,0
ნიშნები,0,0,0,0,0,0,1,0,0,0
უმნიშვნელოობა,0,0,0,0,0,1,0,0,0,0
უმნიშვნელო,1,0,0,0,0,1,0,1,0,0
უსუსური,0,0,0,0,0,1,0,0,0,0
დაჟინებით,0,0,0,0,0,0,0,0,0,0
თავხედი,0,0,0,0,0,1,0,0,0,0
უხსნადი,0,0,0,0,0,0,0,0,0,0
გადახდისუუნარობა,0,0,0,1,0,1,0,1,1,0
გადახდისუუნარო,0,0,0,1,0,1,0,1,0,1
შეამოწმოს,0,0,0,0,0,0,0,0,0,0
ინსპექტორი,0,0,0,0,0,0,1,0,0,0
შთაგონების,0,1,0,0,1,0,1,0,0,0
შთააგონებს,0,1,0,0,1,0,1,0,0,1
შთაგონებული,0,0,0,0,1,0,1,0,1,1
არასტაბილურობა,0,0,1,1,0,1,0,0,0,0
დაინსტალირება,0,1,0,0,0,0,0,0,0,0
ინსტალაცია,0,0,0,0,0,0,0,0,0,0
განვადება,0,0,0,0,0,0,0,0,0,0
მაგალითად,0,0,0,0,0,0,0,0,0,0
მყისიერი,0,0,0,0,0,0,0,0,0,0
მყისიერი,0,0,0,0,0,0,0,0,0,0
მომენტალურად,0,0,0,0,0,0,0,0,0,0
აღძრას,0,0,0,0,0,1,0,0,0,0
წაქეზება,0,0,0,0,0,1,0,0,0,0
ჩანერგვა,0,0,0,0,0,0,0,0,0,0
ინსტიქტი,0,0,0,0,0,0,0,0,0,0
ინსტინქტური,1,0,1,1,0,0,1,0,0,0
ინსტიტუტი,0,0,0,0,0,0,0,0,0,1
დაწესებულება,0,0,0,0,0,0,0,0,0,0
ავალებს,0,0,0,0,0,0,1,0,0,1
დაავალა,0,0,0,0,0,0,0,0,0,0
ინსტრუქცია,0,0,0,0,0,0,1,0,0,1
სასწავლო,0,0,0,0,0,0,0,0,0,0
ინსტრუქციები,0,1,0,0,0,0,0,0,0,1
სასწავლო,0,0,0,0,0,0,0,0,0,0
ინსტრუქტორი,0,1,0,0,0,0,1,0,0,1
ინსტრუმენტი,0,0,0,0,0,0,0,0,0,0
ინსტრუმენტული,0,0,0,0,0,0,1,0,0,0
ინსტრუმენტალისტი,0,0,0,0,0,0,0,0,0,0
ინსტრუმენტალურობა,0,0,0,0,0,0,0,0,0,0
უკმარისობა,1,0,0,0,0,1,0,0,0,0
არასაკმარისი,0,0,0,0,0,1,0,0,0,0
არასაკმარისად,0,0,0,0,0,1,0,0,0,0
იზოლირებული,0,0,0,0,0,0,0,0,0,0
იზოლირება,0,0,0,0,0,0,0,0,0,0
იზოლაცია,0,0,0,0,0,0,0,0,0,1
შეურაცხყოფა,1,0,1,0,0,1,0,1,1,0
შეურაცხმყოფელი,1,0,1,1,0,1,0,1,0,0
დაზღვევა,0,0,0,0,0,0,0,0,0,0
დააზღვევს,0,0,0,0,0,0,1,0,0,1
მეამბოხე,0,0,0,0,0,1,0,0,0,0
დაუძლეველი,0,0,0,1,0,1,0,1,0,0
აჯანყება,1,0,0,0,0,1,0,0,0,0
ხელუხლებელი,0,0,0,0,0,0,1,0,0,1
არამატერიალური,0,0,0,0,0,0,0,0,0,0
მთელი რიცხვი,0,0,0,0,0,0,0,0,0,0
განუყოფელი,0,0,0,0,0,0,0,0,0,0
ინტეგრირება,0,0,0,0,0,0,0,0,0,0
ინტეგრაცია,0,0,0,0,0,0,0,0,0,0
მთლიანობას,0,0,0,0,0,0,1,0,0,1
ინტელექტი,0,0,0,0,0,0,1,0,0,0
ინტელექტუალური,0,0,0,0,0,0,1,0,0,0
ინტელექტი,0,0,0,1,1,0,1,0,0,1
ინტელექტუალური,0,0,0,0,0,0,1,0,0,1
გასაგებად,0,0,0,0,0,0,0,0,0,0
გასაგები,0,0,0,0,0,0,0,0,0,0
განიზრახავს,0,0,0,0,0,0,0,0,0,1
განკუთვნილი,0,1,0,0,0,0,1,0,0,0
განზრახული,0,0,0,0,0,0,0,0,0,0
ინტენსიური,1,0,1,1,1,1,1,0,1,1
ინტენსიურად,0,0,0,0,0,0,0,0,0,0
გააძლიეროს,0,0,0,0,0,0,0,0,0,0
ინტენსივობა,0,0,0,0,0,0,0,0,0,0
განზრახვა,0,0,0,0,0,0,0,0,0,0
განზრახვა,0,0,0,0,0,0,0,0,0,0
განზრახ,0,0,0,0,0,0,0,0,0,0
განზრახ,0,0,0,0,0,0,0,0,0,0
ინტერ,0,0,0,0,0,1,0,1,0,0
ურთიერთქმედება,0,0,0,0,0,0,0,0,0,0
შუამდგომლობს,0,0,0,1,0,0,0,1,0,0
ჩაჭრა,0,0,0,0,0,0,0,0,0,0
ჩაჭრა,0,0,0,0,0,0,0,0,0,0
შუამდგომლობა,0,0,0,0,0,0,0,0,0,1
გაცვლა,0,0,0,0,0,0,0,0,0,0
ურთიერთშემცვლელი,0,0,0,0,0,0,0,0,0,0
გაცვალეს,0,0,0,0,0,0,0,0,0,0
ინტერკომი,0,0,0,0,0,0,0,0,0,0
სქესობრივი კავშირი,0,0,0,0,0,0,1,0,0,0
ურთიერთდამოკიდებულება,0,0,0,0,0,0,0,0,0,0
ურთიერთდამოკიდებული,0,0,0,0,0,0,0,0,0,0
აკრძალვა,0,0,0,0,0,1,0,0,0,0
ინტერესი,0,0,0,0,0,0,1,0,0,0
დაინტერესებული,0,0,1,0,0,0,1,1,0,0
საინტერესო,0,0,0,0,0,0,1,0,0,0
ჩარევა,0,0,0,0,0,1,0,0,0,0
ინტერფერომეტრი,0,0,0,0,0,0,0,0,0,0
შუალედური,0,1,0,0,0,0,0,0,0,0
ინტერიერი,0,0,1,0,0,0,1,0,0,1
შუალედური,0,0,0,0,0,0,1,0,0,0
შუალედი,0,0,0,0,0,0,1,0,0,0
შუამავალი,0,0,0,0,0,0,0,0,0,0
შუალედური,0,0,0,0,0,0,0,0,0,0
დაკრძალვა,0,0,0,0,0,1,0,1,0,0
დაუსრულებელი,1,1,0,0,0,1,1,0,0,0
შუალედი,0,1,0,0,0,0,0,0,0,0
წყვეტილი,0,0,0,0,0,0,0,0,0,0
სტაჟიორი,0,0,0,0,0,0,0,0,0,0
შიდა,0,0,0,0,0,0,0,0,0,0
შინაგანად,0,0,0,0,0,0,0,0,0,0
საერთაშორისო,0,0,0,0,0,0,0,0,0,0
ინტერპოლაცია,0,0,0,0,0,0,0,0,0,0
ინტერპოლაცია,0,0,0,0,0,0,0,0,0,0
ინტერპრეტაცია,0,0,0,0,0,0,0,0,0,0
ინტერპრეტაცია,0,0,0,0,0,0,0,0,0,0
თარჯიმანი,0,0,0,0,0,0,0,0,0,0
ურთიერთდაკავშირებული,0,0,0,0,0,0,0,0,0,0
დაკითხვა,0,0,0,1,0,0,0,0,0,0
დაკითხვა,0,0,0,1,0,0,0,0,0,0
შეწყვეტა,1,0,0,0,0,1,0,0,1,0
შეაწყვეტინა,0,0,0,0,0,1,0,1,0,0
შეწყვეტა,0,0,0,0,0,0,0,0,0,0
იკვეთება,0,0,0,0,0,0,0,0,0,0
კვეთა,0,0,0,0,0,0,0,0,0,0
ინტერსტიციული,0,0,0,0,0,0,0,0,0,0
ინტერვალი,0,0,0,0,0,0,0,0,0,0
ერევა,0,0,0,0,0,0,0,0,0,0
ჩარევა,0,0,0,0,0,1,1,1,0,0
ინტერვიუ,0,0,0,0,0,0,0,0,0,0
ინტერვიუერი,0,0,0,1,0,0,0,0,0,0
ურთიერთდამუშავება,0,0,0,0,0,0,0,0,0,0
უმკვიდრო,0,0,0,0,0,1,0,0,0,0
ნაწლავური,0,0,1,0,0,0,0,0,0,0
ნაწლავი,0,0,0,0,0,0,0,0,0,0
ნაწლავები,0,0,0,0,0,0,0,0,0,0
ინტიმური ურთიერთობა,0,0,0,0,0,0,0,0,0,0
ინტიმური,0,1,0,0,1,0,1,0,0,1
ინტიმურად,0,1,0,1,1,0,0,0,0,0
ინტიმაცია,0,0,0,0,0,0,0,0,0,0
დააშინოს,0,0,0,1,0,1,0,0,0,0
დაშინება,1,0,0,1,0,1,0,0,0,0
აუტანელი,1,0,0,0,0,1,0,0,0,0
შეუწყნარებლობა,1,0,1,1,0,1,0,0,0,0
შეუწყნარებელი,1,0,1,1,0,1,0,1,0,0
ინტონაცია,0,0,0,0,0,0,1,0,0,0
ნასვამი,0,0,1,0,0,1,0,0,0,0
ინტოქსიკაცია,0,0,0,0,0,0,0,0,0,0
განუყრელი,1,0,0,0,0,1,0,0,0,0
ინტრამურული,0,0,0,0,0,0,0,0,0,0
გაუბედავი,0,0,0,0,0,0,1,0,0,0
ჩახლართული,0,0,0,0,0,0,0,0,0,0
ინტრიგა,0,1,0,1,0,1,0,0,1,0
დამაინტრიგებელი,0,0,0,0,0,0,0,0,0,0
დამახასიათებელი,0,0,0,0,0,0,0,0,0,0
შინაგანად,0,0,0,0,0,0,0,0,0,0
შესავალი,0,0,0,0,0,0,0,0,0,0
შესავალი,0,0,0,0,0,0,0,0,0,0
თვითანალიზი,0,0,0,0,0,0,0,0,0,0
ინტროსპექტიული,0,0,0,0,0,0,0,0,0,0
შემოჭრილი,1,0,0,1,0,1,0,0,1,0
შეჭრა,0,0,0,1,0,1,0,0,0,0
ინტრუზიული,1,0,1,1,0,1,0,0,1,0
ინტუიცია,0,0,0,0,0,0,1,0,0,1
ინტუიციური,0,0,0,0,0,0,1,0,0,0
ინტუიციურად,0,1,0,0,0,0,0,0,0,0
დატბორვა,0,0,0,0,0,0,0,0,0,0
შეჭრა,1,0,0,1,0,1,0,1,1,0
დამპყრობელი,1,0,0,1,0,1,0,1,0,0
არასწორი,0,0,0,0,0,0,0,1,0,0
გააუქმოს,0,0,0,0,0,1,0,0,0,0
ბათილობა,0,0,0,0,0,1,0,0,0,0
ინვალიდობა,0,0,0,0,0,1,0,0,0,0
ფასდაუდებელი,0,0,0,0,0,0,0,0,0,0
უცვლელად,0,0,0,0,0,0,1,0,0,0
შეჭრა,1,0,0,0,0,1,0,0,0,0
გამოგონება,0,0,0,0,0,0,0,0,0,0
გამოგონება,0,0,0,0,0,0,0,0,0,0
გამომგონებლური,0,0,0,0,0,0,1,0,0,0
გამომგონებელი,0,0,0,0,0,0,1,0,0,0
ინვენტარი,0,0,0,0,0,0,0,0,0,0
შებრუნებული,0,0,0,0,0,0,0,0,0,0
პირიქით,0,0,0,0,0,0,0,0,0,0
ინვერსია,0,0,0,0,0,0,0,0,0,0
შებრუნებული,0,0,0,0,0,0,0,0,0,0
შებრუნებული,0,0,0,0,0,0,0,0,0,0
გამოიძიოს,0,0,0,0,0,0,1,0,0,0
გამოძიება,0,1,0,0,0,0,0,0,0,0
გამომძიებელი,0,0,0,0,0,0,0,0,0,0
ინვესტორი,0,0,0,0,0,0,0,0,0,0
გაძლიერება,0,0,0,0,0,0,1,0,0,0
უძლეველი,0,0,0,0,0,0,0,0,0,0
უხილავობა,0,0,0,0,0,0,0,0,0,0
უხილავი,0,0,0,0,0,0,0,0,0,0
მოწვევა,0,1,0,0,0,0,1,0,0,0
მოიწვიე,0,1,0,0,1,0,1,0,1,1
მოწვევა,0,1,0,0,1,0,1,0,1,1
მოწოდება,0,1,0,0,0,0,0,0,0,1
ინვოისი,0,0,0,0,0,0,0,0,0,0
გამოძახება,0,1,0,0,0,0,0,0,0,0
უნებლიე,0,0,0,0,0,1,0,0,0,0
ინვოლუცია,1,0,0,0,0,1,0,0,0,0
ჩართულობა,1,0,0,0,0,0,0,0,0,0
შიგნით,0,0,0,0,0,0,0,0,0,0
იოტა,0,0,0,0,0,0,0,0,0,0
გაბრაზებული,1,0,0,0,0,1,0,0,0,0
გაბრაზება,1,0,0,0,0,1,0,0,0,0
მოლურჯო,0,0,0,0,0,0,0,0,0,0
ირისი,0,0,0,1,0,0,0,0,0,0
რკინის,0,0,0,0,0,0,1,0,0,1
ირონიული,0,0,0,0,0,0,0,0,0,0
უთოები,0,0,0,0,0,1,0,0,0,0
ირონია,0,0,0,0,0,0,0,0,0,0
დასხივება,0,0,0,0,0,0,0,0,0,0
ირაციონალური,0,0,1,1,0,1,0,0,0,0
ირაციონალურობა,0,0,0,0,0,1,0,0,0,0
შეურიგებელი,1,0,0,1,0,1,0,1,0,0
შეუმცირებელი,0,0,0,0,0,0,1,0,0,0
უდაო,0,0,0,0,0,0,1,0,0,1
არარეგულარული,0,0,0,0,0,1,0,0,0,0
უწესრიგობა,0,0,0,0,0,1,0,0,0,0
არარეგულარულად,0,0,0,0,0,0,0,0,0,0
შეუსაბამო,0,0,0,0,0,1,0,0,0,0
გამოუსწორებელი,0,0,0,1,0,1,0,1,0,0
შეუზღუდავი,0,0,0,0,0,0,0,0,0,0
დაუძლეველი,0,0,0,0,0,0,0,0,0,0
მიუხედავად იმისა,0,0,0,0,0,0,0,0,0,0
უპასუხისმგებლო,0,0,0,0,0,1,0,0,0,0
უპატივცემულო,0,0,0,0,0,1,0,0,0,0
შეუქცევადი,0,0,0,0,0,0,0,0,0,0
შეუქცევადი,0,0,0,0,0,1,0,0,0,0
მორწყვა,0,0,0,0,0,0,0,0,0,0
სარწყავი,0,0,0,0,0,0,0,0,0,0
გაღიზიანებადობა,1,0,0,0,0,1,0,0,0,0
გაღიზიანებული,1,0,0,0,0,1,0,0,0,0
