Ukrainian Word,anger,anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust
крупа,0,0,0,0,0,0,1,0,0,0
піщинка,0,0,0,0,0,0,1,0,0,1
піщаний,0,0,0,0,0,0,0,0,0,0
грізлі,0,0,0,1,0,1,0,0,0,0
стогін,0,0,1,0,0,1,0,1,0,0
бакалійник,0,0,0,0,0,0,0,0,0,0
бакалія,0,0,0,0,0,0,0,0,0,0
продуктовий магазин,0,0,0,0,0,0,0,0,0,0
сонливий,0,0,0,0,0,0,0,0,0,0
пах,0,0,0,0,0,0,0,0,0,0
наречений,0,0,0,0,0,0,0,0,0,0
паз,0,0,0,0,0,0,0,0,0,0
намацати,1,0,1,1,0,1,0,0,0,0
брутто,0,0,1,0,0,1,0,0,0,0
гротеск,0,0,1,0,0,1,0,0,0,0
грот,0,0,0,0,0,0,0,0,0,0
землю,0,0,0,0,0,0,0,0,0,1
заземлений,0,0,0,1,0,1,0,1,0,0
безпідставний,0,0,0,0,0,1,0,0,0,0
підстави,0,0,0,0,0,0,0,0,0,0
фундамент,0,0,0,0,0,0,1,0,0,0
група,0,0,0,0,0,0,0,0,0,0
групування,0,0,0,0,0,0,0,0,0,0
рябчик,0,0,0,0,0,0,0,0,0,0
затирка,0,0,0,0,0,0,0,0,0,0
гай,0,0,0,0,0,0,0,0,0,0
рости,0,1,0,0,1,0,1,0,0,1
гарчати,1,0,0,1,0,1,0,0,0,0
гарчання,1,0,1,1,0,1,0,0,0,0
зростання,0,0,0,0,0,0,1,0,0,0
grub,0,0,0,0,0,0,0,0,0,0
образа,1,0,0,0,0,1,0,0,0,0
неохоче,0,0,0,0,0,1,0,0,0,0
жахливий,0,0,1,0,0,1,0,0,0,0
грубий,1,0,1,0,0,1,0,0,0,0
бурчати,1,0,1,0,0,1,0,0,0,0
сварливий,1,0,1,0,0,1,0,1,0,0
рохкати,0,0,0,0,0,0,0,0,0,0
гарантія,0,0,0,0,0,0,1,0,0,1
гарантія,0,0,0,0,0,0,0,0,0,0
сторожовий,0,0,0,1,0,0,1,0,0,1
охороняється,0,0,0,0,0,0,0,0,0,1
опікун,0,0,0,0,0,0,1,0,0,1
опіка,0,0,0,0,0,0,1,0,0,1
охоронці,0,0,0,0,0,0,0,0,0,0
губернаторський,0,0,0,0,0,0,1,0,0,1
партизан,0,0,0,1,0,1,0,0,0,0
вгадати,0,0,0,0,0,0,0,0,1,0
здогади,0,0,0,0,0,0,0,0,0,0
гість,0,0,0,0,0,0,0,0,0,0
керівництво,0,0,0,0,0,0,1,0,0,1
керівництво,0,0,0,0,0,0,1,0,0,1
путівник,0,0,0,0,0,0,1,0,0,1
гільдія,0,0,0,0,0,0,0,0,0,0
підступність,0,0,0,0,0,1,0,0,0,0
гільйотина,1,1,1,1,0,1,0,1,0,0
почуття провини,0,0,1,0,0,1,0,1,0,0
винним,1,0,0,0,0,1,0,1,0,0
Гвінея,0,0,0,0,0,0,0,0,0,0
маска,0,0,0,0,0,1,0,0,0,0
гітара,0,0,0,0,0,0,0,0,0,0
червоні,0,0,0,0,0,0,0,0,0,0
затока,0,0,0,0,0,0,0,0,0,0
чайка,0,0,0,0,0,1,0,0,0,0
легковірний,0,0,0,0,0,1,0,1,0,1
яр,0,0,0,0,0,0,0,0,0,0
ковток,0,0,0,1,0,0,0,0,1,0
гумка,0,0,0,0,0,0,0,0,0,0
гумовий,0,0,0,0,0,0,0,0,0,0
пістолет,1,0,0,1,0,1,0,0,0,0
навідник,0,0,0,0,0,0,0,0,0,0
порох,0,0,0,1,0,0,0,0,0,0
гуру,0,0,0,0,0,0,1,0,0,1
фонтанувати,0,0,1,0,1,1,0,0,0,0
ластовиця,0,0,0,0,0,0,0,0,0,1
порив,0,0,0,0,0,0,0,0,0,0
поривчастий,0,0,0,0,0,0,0,0,0,0
кишківник,0,0,1,0,0,0,0,0,0,0
кишки,0,0,0,0,0,0,1,0,0,0
жолоб,0,0,1,0,0,0,0,0,0,0
хлопець,0,0,0,0,0,0,0,0,0,0
їсти,0,0,0,0,0,1,0,0,0,0
гімназія,0,0,0,0,0,0,0,0,0,0
гімнастка,0,0,0,0,0,0,1,0,0,0
гімнастичний,0,0,0,0,0,0,0,0,0,0
гімнастика,0,0,0,0,0,0,0,0,0,0
гінекології,0,0,0,0,0,0,0,0,0,0
циганка,0,0,0,0,0,1,0,0,0,0
гіроскоп,0,0,0,0,0,0,0,0,0,0
звичка,0,0,0,0,0,0,0,0,0,0
середовище проживання,0,0,0,0,0,0,1,0,0,0
житло,0,0,0,0,0,0,0,0,0,0
звичним,0,1,0,0,0,0,0,0,0,0
звично,0,0,0,0,0,0,0,0,0,0
фазенда,0,0,0,0,0,0,0,0,0,0
дідька,0,0,1,1,0,1,0,0,0,0
виснажений,0,0,0,0,0,1,0,1,0,0
торгуватися,0,0,0,0,0,0,0,0,0,0
град,0,0,0,0,0,1,1,0,0,1
волосся,0,0,0,0,0,0,0,0,0,0
волохатий,0,0,1,0,0,1,0,0,0,0
Хейл,0,0,0,0,0,0,1,0,0,0
половина,0,0,0,0,0,0,0,0,0,0
на півдорозі,0,0,0,0,0,1,0,0,0,0
зал,0,0,0,0,0,0,0,0,0,0
освячений,0,0,0,0,0,0,0,0,0,0
галюцинація,0,0,0,1,0,1,0,0,0,0
ореол,0,0,0,0,0,0,0,0,0,0
зупинка,0,0,0,0,0,0,0,0,0,0
недоуздок,1,0,0,1,0,1,0,1,0,0
зупинка,0,0,0,1,0,1,0,1,0,0
навпіл,0,0,0,0,0,0,0,0,0,0
удвічі,0,0,0,0,0,0,0,0,0,0
шинка,0,0,0,0,0,0,0,0,0,0
хутір,0,0,0,0,0,0,0,0,0,0
молоток,0,0,0,0,0,0,0,0,0,0
забивання молотком,0,0,0,0,0,0,0,0,0,0
гамак,0,0,0,0,0,0,0,0,0,0
перешкоджати,0,0,0,0,0,1,0,0,0,0
підколінне сухожилля,1,0,0,0,0,1,0,1,0,0
руку,0,0,0,0,0,0,0,0,0,0
довідник,0,0,0,0,0,0,0,0,0,1
жменька,0,0,0,0,0,0,0,0,0,0
гандикап,0,0,0,0,0,1,0,1,0,0
рукоділля,0,0,0,0,0,0,0,0,0,0
ручна робота,0,0,0,0,0,0,0,0,0,0
носова хустка,0,0,0,0,0,0,0,0,0,0
ручка,0,0,0,0,0,0,0,0,0,0
красивий,0,0,0,0,0,0,0,0,0,0
почерк,0,0,0,0,0,0,0,0,0,0
зручний,0,0,0,0,0,0,1,0,0,0
повісити,0,0,0,0,0,0,0,0,0,0
ангар,0,0,0,0,0,0,0,0,0,0
висить,1,0,1,1,0,1,0,1,0,0
кат,0,0,0,1,0,1,0,0,0,0
тусовка,0,0,0,0,0,0,0,0,0,0
Хенк,0,0,0,0,0,0,0,0,0,0
прагнення,0,1,0,0,0,0,0,0,0,0
випадково,0,1,0,0,0,0,0,0,1,0
випадково,0,0,0,0,0,0,0,0,0,0
статися,0,1,0,0,0,0,0,0,0,0
відбувається,0,0,0,0,0,0,0,0,0,0
щасливо,0,0,0,0,1,0,1,0,0,0
щастя,0,1,0,0,1,0,1,0,0,0
щасливий,0,1,0,0,1,0,1,0,0,1
переслідувати,1,0,1,0,0,1,0,0,0,0
переслідування,1,0,0,0,0,0,0,0,0,0
провісник,1,1,0,1,0,1,0,0,0,0
гавань,0,0,0,0,0,0,0,0,0,1
затвердіти,0,0,0,0,0,0,0,0,0,0
загартований,1,0,1,1,0,1,0,0,0,0
загартовування,0,0,0,0,0,0,0,0,0,0
твердість,0,0,0,0,0,1,0,0,0,0
труднощі,0,0,0,0,0,1,0,1,0,0
обладнання,0,0,0,0,0,0,0,0,0,0
витривалий,0,0,0,0,1,0,1,0,0,1
заєць,0,0,0,0,0,0,0,0,0,0
гарем,0,0,0,0,0,0,0,0,0,0
повія,0,0,1,0,0,1,0,0,0,0
шкода,0,0,0,1,0,1,0,0,0,0
шкідливий,1,0,1,1,0,1,0,1,0,0
гармоніка,0,0,0,0,0,0,0,0,0,0
гармоніки,0,0,0,0,0,0,0,0,0,0
гармонійно,0,0,0,0,1,0,1,0,0,1
гармонізувати,0,0,0,0,0,0,0,0,0,0
гармонія,0,0,0,0,1,0,1,0,0,1
упряж,0,0,0,0,0,0,0,0,0,0
арпер,0,0,0,0,0,0,0,0,0,0
клавесин,0,0,0,0,0,0,0,0,0,0
боронування,0,0,0,1,0,1,0,0,0,0
гаррі,1,0,0,0,0,1,0,1,0,0
суворість,1,0,0,1,0,1,0,0,0,0
олень,0,0,0,0,0,0,0,0,0,0
урожай,0,1,0,0,1,0,1,0,0,0
хеш,0,0,0,0,0,1,0,0,0,0
гашиш,0,0,0,0,0,1,0,0,0,0
поспіх,0,1,0,0,0,0,0,0,0,0
поспішати,0,0,0,0,0,0,0,0,0,0
поспішно,0,0,0,0,0,0,0,0,0,0
поспішний,0,0,0,0,0,1,0,0,0,0
капелюх,0,0,0,0,0,0,0,0,0,0
люк,0,0,0,0,0,0,0,0,0,0
топірець,0,0,0,0,0,0,0,0,0,0
ненависть,1,0,1,1,0,1,0,1,0,0
ненависний,1,0,1,1,0,1,0,1,0,0
ненавидячи,1,0,0,0,0,1,0,0,0,0
ненависть,1,0,1,1,0,1,0,1,0,0
пихатий,1,0,0,0,0,1,0,0,0,0
тягнути,0,0,0,0,0,0,0,0,0,0
перевезення,0,0,0,0,0,0,0,0,0,0
переслідувати,0,0,0,1,0,1,0,0,0,0
переслідуваний,0,0,0,1,0,1,0,1,0,0
притулок,0,0,0,0,0,0,1,0,0,1
хаос,1,0,0,1,0,1,0,0,0,0
гав,0,0,0,0,0,0,0,0,0,0
яструб,0,0,0,1,0,0,0,0,0,0
рознос,0,0,0,0,0,0,0,0,0,0
небезпека,0,0,0,1,0,1,0,0,0,0
небезпечний,0,0,0,1,0,1,0,0,0,0
серпанок,0,0,0,1,0,1,0,0,0,0
туманний,0,0,0,0,0,0,0,0,0,0
керівник,0,0,0,0,0,0,0,0,0,0
головний біль,0,0,0,0,0,1,0,0,0,0
головний убір,0,0,0,0,0,0,0,0,0,0
заголовок,0,0,0,0,0,0,0,0,0,0
головний убір,0,0,0,0,0,0,0,0,0,0
заголовок,0,0,0,0,0,0,0,0,0,0
мис,0,0,0,0,0,0,0,0,0,0
фара,0,1,0,0,0,0,0,0,0,0
заголовок,0,0,0,0,0,0,0,0,0,0
стрімголов,0,0,0,0,0,0,0,0,0,0
штаб,0,0,0,0,0,0,0,0,0,0
надгробок,0,0,0,0,0,0,0,0,0,0
прогрес,0,0,0,0,0,0,1,0,0,0
п'янкий,0,0,0,0,0,1,0,0,0,0
зцілити,0,0,0,0,1,0,1,0,0,1
загоєння,0,1,0,0,1,0,1,0,0,1
здоров'я,0,0,0,0,0,0,0,0,0,0
здоровий,0,0,0,0,1,0,1,0,0,0
здоровий,0,0,0,0,0,0,1,0,0,0
купа,0,0,0,0,0,0,0,0,0,0
чути,0,0,0,0,0,0,0,0,0,0
слухач,0,0,0,0,0,0,0,0,0,0
слухання,0,0,0,1,0,1,0,0,0,0
чутки,0,0,0,0,0,1,0,0,0,0
катафалк,0,0,0,1,0,1,0,1,0,0
серце,0,0,0,0,0,0,0,0,0,0
серцевий біль,0,0,0,0,0,1,0,1,0,0
печія,0,0,0,0,0,1,0,0,0,0
сердечний,0,0,0,0,1,0,1,1,0,1
вогнище,0,0,0,0,0,0,1,0,0,0
сердечно,0,0,0,0,1,0,1,0,0,0
бездушний,0,0,0,0,0,1,0,1,0,0
серця,0,0,0,0,0,0,0,0,0,0
дирофілярія,0,0,1,0,0,0,0,0,0,0
тепло,0,0,0,0,0,0,0,0,0,0
нагрівається,0,0,0,0,0,0,0,0,0,0
обігрівач,0,0,0,0,0,0,0,0,0,0
верес,0,0,0,0,0,0,0,0,0,0
язичник,0,0,0,1,0,1,0,0,0,0
верес,0,0,0,0,0,0,0,0,0,0
опалення,0,0,0,0,0,0,0,0,0,0
піднімати,0,0,0,0,0,0,0,0,0,0
небесний,0,1,0,0,1,0,1,0,0,1
небеса,0,0,0,0,1,0,1,0,0,1
сильно,0,0,0,0,0,1,0,0,0,0
тяжкість,0,0,0,0,0,0,0,0,0,0
здіймання,0,0,0,0,0,0,0,0,0,0
гектарів,0,0,0,0,0,0,0,0,0,0
метушливий,0,0,0,0,0,0,0,0,0,0
жива огорожа,0,0,0,0,0,0,0,0,0,0
їжак,0,0,0,0,0,0,0,0,0,0
гедонізм,0,0,0,0,1,1,1,0,0,0
прислухатися,0,0,0,0,0,0,0,0,0,0
каблук,0,0,0,0,0,1,0,0,0,0
підбори,0,0,0,0,0,0,0,0,0,0
ваги,0,1,0,1,0,0,1,0,0,0
гегемоністський,0,0,0,0,0,0,0,0,0,0
телиця,0,0,0,0,0,0,0,0,0,0
висота,0,0,0,0,0,0,0,0,0,0
підвищити,0,0,0,1,0,1,0,0,0,0
огидний,0,0,0,0,0,1,0,0,0,0
спадкоємець,0,0,0,0,0,0,0,0,0,0
спадкоємиця,0,0,0,0,0,0,0,0,0,0
реліквія,0,0,0,0,0,0,0,0,0,0
спадкоємці,0,0,0,0,0,0,0,0,0,0
гвинтоподібний,0,0,0,0,0,0,0,0,0,0
спіраль,0,0,0,0,0,0,0,0,0,0
пекло,1,0,1,1,0,1,0,1,0,0
пекельний,1,0,1,1,0,1,0,1,0,0
кермо,0,0,0,0,0,0,0,0,0,0
шолом,0,0,0,1,0,0,1,0,0,0
помічник,0,0,0,0,0,0,1,0,0,1
корисний,0,0,0,0,1,0,1,0,0,1
безпорадний,0,0,0,1,0,1,0,1,0,0
безпорадність,0,0,0,1,0,1,0,1,0,0
рубати,0,0,0,0,0,0,0,0,0,0
гематит,0,0,0,0,0,0,0,0,0,0
гемі,0,0,0,0,0,0,0,0,0,0
півкулі,0,0,0,0,0,0,0,0,0,0
півкуля,0,0,0,0,0,0,0,0,0,0
болиголов,0,0,0,0,0,0,0,0,0,0
крововилив,0,0,1,1,0,1,0,1,0,0
геморой,0,0,0,0,0,1,0,0,0,0
коноплі,0,0,0,0,0,0,0,0,0,0
курка,0,0,0,0,0,0,0,0,0,0
відтепер,0,0,0,0,0,0,0,0,0,0
вісник,0,0,0,0,0,0,0,0,0,0
геральдика,0,0,0,0,0,0,0,0,0,0
трава,0,0,0,0,0,0,0,0,0,0
трав'янистий,0,0,0,0,0,0,0,0,0,0
трав'яний,0,0,0,0,0,0,1,0,0,0
гербарій,0,0,0,0,0,0,0,0,0,0
стадо,0,0,0,0,0,0,0,0,0,0
спадковий,0,0,0,0,0,0,0,0,0,0
спадковість,0,0,0,0,0,0,0,0,0,0
єресь,0,0,0,0,0,1,0,0,0,0
єретик,0,0,1,0,0,1,0,0,0,0
єретичний,0,0,0,0,0,0,0,0,0,0
дотепер,0,0,0,0,0,0,0,0,0,0
до цього,0,0,0,0,0,0,0,0,0,0
при цьому,0,0,0,0,0,0,0,0,0,0
спадщина,0,0,0,0,0,0,0,0,0,1
гермафродит,0,0,0,0,0,1,0,0,1,0
герменевтика,0,0,0,0,0,0,0,0,0,0
відлюдник,0,0,0,0,0,0,0,1,0,1
грижа,0,0,0,0,0,0,0,0,0,0
герой,0,1,0,0,1,0,1,0,1,1
героїчний,0,0,0,0,1,0,1,0,1,1
героїка,0,0,0,0,0,0,1,0,0,0
героїн,0,0,0,0,0,1,0,0,0,0
героїня,0,0,0,0,0,0,1,0,0,1
героїзм,0,1,0,0,1,0,1,0,1,1
герпес,0,0,1,0,0,1,0,0,0,0
вірус герпесу,0,0,1,0,0,1,0,0,0,0
вагаючись,0,0,0,0,0,0,0,0,0,0
вагання,0,0,0,1,0,1,0,0,0,0
неоднорідність,0,0,0,0,0,0,0,0,0,0
рубати,0,0,0,0,0,0,0,0,0,0
шестикутник,0,0,0,0,0,0,0,0,0,0
розквіт,0,1,0,0,1,0,1,0,0,1
перерва,0,0,0,0,0,0,0,0,0,0
зимувати,0,0,0,0,0,0,0,0,0,0
сплячка,0,0,0,0,0,0,0,0,0,0
гикавка,0,0,0,0,0,0,0,0,0,0
прихований,0,0,0,0,0,1,0,0,0,0
приховати,0,0,0,1,0,0,0,0,0,0
огидний,0,0,1,1,0,1,0,1,0,0
ховаючись,0,0,0,1,0,0,0,0,0,0
ієрархічний,0,0,0,0,0,0,0,0,0,0
висока,0,0,0,0,0,0,0,0,0,0
вище,0,0,0,0,0,0,0,0,0,0
найвищий,0,1,0,1,1,1,1,0,1,0
високогір'я,0,0,0,0,0,0,0,0,0,0
високогір'я,0,0,0,0,0,0,0,0,0,0
висота,0,0,0,0,0,0,0,0,0,0
шосе,0,0,0,0,0,0,0,0,0,0
турист,0,0,0,0,0,0,0,0,0,0
веселий,0,0,0,0,1,0,1,0,1,0
веселощі,0,0,0,0,1,0,1,0,0,0
пагорб,0,0,0,0,0,0,0,0,0,0
горбистий,0,0,0,0,0,0,0,0,0,0
рукоять,0,0,0,0,0,0,0,0,0,0
задній,0,0,0,0,0,0,0,0,0,0
перешкоджаючи,0,0,0,0,0,1,0,1,0,0
перешкода,0,0,0,0,0,1,0,0,0,0
шарнір,0,0,0,0,0,0,0,0,0,0
підказка,0,0,0,0,0,0,0,0,0,0
глибинка,0,0,0,0,0,0,0,0,0,0
стегно,0,0,0,0,0,0,0,0,0,0
хіпі,0,0,0,0,0,1,0,0,0,0
найняти,0,1,0,0,1,0,1,0,0,1
волосяний,0,0,0,0,0,0,0,0,0,0
шипіти,1,0,0,1,0,1,0,0,0,0
шиплячий,0,0,0,0,0,1,0,0,0,0
гістологія,0,0,0,0,0,0,0,0,0,0
історик,0,0,0,0,0,0,0,0,0,0
історичний,0,0,0,0,0,0,0,0,0,0
історіографія,0,0,0,0,0,0,0,0,0,0
історії,0,0,0,0,0,0,0,0,0,0
удар,1,0,0,0,0,1,0,0,0,0
досі,0,0,0,0,0,1,0,0,0,0
вулик,0,0,0,0,0,1,0,0,0,0
скарб,0,0,0,0,0,0,0,0,0,0
хриплий,0,0,0,0,0,1,0,0,0,0
сивий,0,0,0,0,0,1,0,1,0,0
містифікація,1,0,1,0,0,1,0,1,1,0
плита,0,0,0,0,0,0,0,0,0,0
хобі,0,0,0,0,1,0,1,0,0,0
бродяга,0,0,0,0,0,1,0,1,0,0
хокей,0,0,0,0,0,0,0,0,0,0
мотика,0,0,0,0,0,0,0,0,0,0
свиня,0,0,1,0,0,1,0,0,0,0
підйомник,0,0,0,0,0,0,0,0,0,0
утримувати,0,0,0,0,0,0,0,0,0,0
тримач,0,0,0,0,0,0,0,0,0,0
проведення,0,0,0,0,0,0,0,0,0,0
отвір,0,0,0,0,0,0,0,0,0,0
свято,0,1,0,0,1,0,1,0,0,0
святість,0,1,0,1,1,0,1,0,1,1
порожнистий,0,0,0,0,0,1,0,1,0,0
Голокост,1,0,1,1,0,1,0,1,0,0
святий,0,0,0,0,0,0,1,0,0,0
вшанування,0,0,0,0,0,0,1,0,0,0
бездомний,1,1,1,1,0,1,0,1,0,0
гомеопатичний,0,0,0,0,0,0,0,0,0,0
гомеопатія,0,0,0,0,0,0,0,0,0,0
туга за домом,0,0,0,0,0,1,0,1,0,0
садиба,0,0,0,0,0,0,0,0,0,0
домашнє завдання,0,0,0,1,0,0,0,0,0,0
вбивчий,1,0,0,1,0,1,0,0,0,0
вбивство,1,0,1,1,0,1,0,1,0,0
проповідь,0,0,0,0,0,0,0,0,0,0
однорідність,0,0,0,0,0,0,0,0,0,0
однорідний,0,0,0,0,0,0,0,0,0,0
гомологічні,0,0,0,0,0,0,0,0,0,0
гомолог,0,0,0,0,0,0,0,0,0,0
гомологія,0,0,0,0,0,0,1,0,0,0
відточувати,0,0,0,0,0,0,0,0,0,0
чесний,1,0,1,1,1,0,1,1,0,1
чесність,0,0,0,0,0,0,1,0,0,1
мед,0,0,0,0,0,0,1,0,0,0
стільниковий,0,0,0,0,0,0,0,0,0,0
медовий місяць,0,1,0,0,1,0,1,0,1,1
жимолость,0,0,0,0,0,0,0,0,0,0
честь,0,0,0,0,0,0,1,0,0,1
почесний,0,0,0,0,0,0,1,0,0,1
гонорар,0,0,0,0,0,0,0,0,0,0
капот,1,0,1,1,0,1,0,0,0,0
з капюшоном,0,0,0,1,0,0,0,0,0,0
копито,0,0,0,0,0,0,0,0,0,0
гачок,0,0,0,0,0,0,0,0,0,0
зачепив,0,0,0,0,0,1,0,0,0,0
повія,0,0,0,0,0,0,0,0,0,0
обруч,0,0,0,0,0,0,0,0,0,0
крик,1,0,1,0,0,1,0,0,0,0
хоп,0,0,0,0,0,0,0,0,0,0
надія,0,1,0,0,1,0,1,0,1,1
обнадійливий,0,1,0,0,1,0,1,0,1,1
безнадійний,0,0,0,1,0,1,0,1,0,0
безнадійність,1,0,1,1,0,1,0,1,0,0
надії,0,0,0,0,0,0,0,0,0,0
сподіваючись,0,0,0,0,0,0,0,0,0,0
бункер,0,0,0,0,0,0,0,0,0,0
орда,0,0,0,0,0,1,0,0,1,0
горизонт,0,1,0,0,0,0,1,0,0,0
горизонтальний,0,0,0,0,0,0,0,0,0,0
горизонтально,0,0,0,0,0,0,0,0,0,0
ріг,0,0,0,0,0,0,0,0,0,0
шершень,0,0,0,0,0,0,0,0,0,0
роговий,0,0,0,0,0,0,0,0,0,0
гороскоп,0,1,0,0,0,0,0,0,0,0
жахливий,1,0,1,1,0,1,0,0,0,0
жахливо,0,0,0,0,0,1,0,0,0,0
жахливий,1,0,1,1,0,1,0,1,0,0
жахливий,1,0,1,1,0,1,0,1,0,0
жахнувся,0,0,0,1,0,1,0,0,0,0
жахливий,0,0,1,1,0,1,0,1,0,0
жах,1,0,1,1,0,1,0,1,1,0
жахи,0,0,0,1,0,1,0,1,0,0
кінь,0,0,0,0,0,0,0,0,0,1
вершник,0,0,0,0,0,0,0,0,0,0
підкова,0,0,0,0,0,0,0,0,0,0
садівничий,0,0,0,0,0,0,0,0,0,0
садівництво,0,0,0,0,0,0,0,0,0,0
шланг,0,0,0,0,0,0,0,0,0,0
панчішно-шкарпеткові вироби,0,0,0,0,0,0,0,0,0,0
хоспіс,0,0,0,0,0,0,0,1,0,0
лікарня,0,0,0,1,0,0,0,1,0,1
гостинність,0,0,0,0,0,0,1,0,0,0
заручник,1,0,0,1,0,1,0,0,0,0
Хостел,0,0,0,0,0,0,0,0,0,0
ворожий,1,0,1,1,0,1,0,0,0,0
бойових дій,1,0,0,1,0,1,0,0,0,0
ворожість,1,0,1,0,0,1,0,0,0,0
гарячий,1,0,0,0,0,0,0,0,0,0
парник,0,0,0,0,0,0,0,0,0,0
готель,0,0,0,0,0,0,0,0,0,0
година,0,0,0,0,0,0,0,0,0,0
пісочний годинник,0,0,0,0,0,0,0,0,0,0
погодинно,0,0,0,0,0,0,0,0,0,0
будинок,0,0,0,0,0,0,0,0,0,0
побутові,0,0,0,0,0,0,1,0,0,0
домогосподар,0,0,0,0,0,0,0,0,0,0
домробітниця,0,0,0,0,0,0,0,0,0,0
ведення домашнього господарства,0,0,0,0,0,0,1,0,0,0
домогосподарка,0,0,0,0,0,0,0,0,0,0
житло,0,0,0,0,0,0,0,0,0,0
судно на повітряній подушці,0,0,0,0,0,0,0,0,0,0
виття,1,0,1,1,0,1,0,1,1,0
як би там не було,0,0,0,0,0,0,0,0,0,0
ой,0,0,0,0,0,0,0,0,0,0
хаб,0,0,0,0,0,0,0,0,0,0
тулитися,0,0,0,0,0,0,0,0,0,0
відтінок,0,0,0,0,0,0,0,0,0,0
обурення,1,0,1,0,0,1,0,0,0,0
обійми,0,0,0,0,1,0,1,0,0,1
величезний,0,0,0,0,0,0,0,0,0,0
халк,0,0,1,0,0,0,0,0,0,0
корпус,0,0,0,0,0,0,0,0,0,0
гул,0,0,0,0,0,0,0,0,0,0
людини,0,0,0,0,0,0,0,0,0,0
гуманний,0,0,0,0,0,0,1,0,0,0
гуманітарний,0,1,0,0,1,0,1,0,1,1
гуманітарні науки,0,0,0,0,0,0,0,0,0,0
людство,0,0,0,0,1,0,1,0,0,1
скромний,0,0,1,0,0,1,1,1,0,0
принижений,0,0,0,0,0,0,1,1,0,0
смиренно,0,0,0,0,0,0,1,0,0,0
обман,1,0,1,0,0,1,0,1,0,0
вологий,0,0,0,0,0,0,0,0,0,0
вологість,0,0,0,0,0,0,0,0,0,0
принижувати,1,0,0,0,0,1,0,1,0,0
принизливий,0,0,1,0,0,1,0,0,0,0
приниження,0,0,1,0,0,1,0,1,0,0
смирення,0,0,0,0,0,0,1,0,0,1
Hummer,0,0,0,0,0,0,0,0,0,0
колібрі,0,0,0,0,0,0,0,0,0,0
величезний,0,0,0,0,0,0,0,0,0,0
гуморист,0,0,0,0,0,0,1,0,0,0
жартівливий,0,0,0,0,1,0,1,0,0,0
горб,0,0,0,0,0,0,0,0,0,0
передчуття,0,0,0,0,0,1,0,0,0,0
сто,0,0,0,0,0,0,0,0,0,0
сотий,0,0,0,0,0,0,0,0,0,0
голод,0,0,0,0,0,0,0,0,0,0
голодний,0,1,0,0,0,1,0,0,0,0
шматок,0,0,0,0,0,0,0,0,0,0
шматки,0,0,0,0,0,0,0,0,0,0
полювати,0,0,0,0,0,0,0,0,0,0
мисливець,0,1,0,1,0,1,0,1,0,0
полювання,1,1,0,1,0,1,0,0,0,0
кидати,0,0,0,0,0,0,0,0,0,0
ура,0,0,0,0,1,0,1,0,0,0
ураган,0,0,0,1,0,1,0,0,0,0
поспішав,0,1,0,0,0,1,0,0,0,0
поспішати,0,1,0,0,0,0,0,0,0,0
боляче,1,0,0,1,0,1,0,1,0,0
боляче,1,0,1,1,0,1,0,1,0,0
боляче,1,0,0,1,0,1,0,1,0,0
господарство,0,0,0,0,0,0,1,0,0,1
тиша,0,0,0,0,0,0,1,0,0,0
замовкли,0,0,0,0,0,0,0,0,0,0
лушпиння,0,0,0,0,0,0,0,0,0,0
хаскі,0,0,0,0,0,0,0,0,0,0
суєта,0,0,0,0,0,0,0,0,0,0
шулер,0,0,0,0,0,1,0,0,0,0
хатинка,0,0,0,0,0,0,1,1,0,0
хатка,0,0,0,0,0,0,0,0,0,0
гіацинт,0,0,0,0,0,0,0,0,0,0
гібрид,0,0,0,0,0,0,0,0,0,0
гідра,0,0,0,1,0,1,0,0,0,0
гідравліка,0,0,0,0,0,0,0,0,0,0
гідроцефалія,0,0,1,1,0,1,0,1,0,0
гідродинаміка,0,0,0,0,0,0,0,0,0,0
водень,0,0,0,0,0,0,0,0,0,0
гідрографічний,0,0,0,0,0,0,0,0,0,0
гідрологія,0,0,0,0,0,0,0,0,0,0
гігієна,0,0,0,0,0,0,0,0,0,0
гігієнічний,0,0,0,0,0,0,1,0,0,0
гімн,0,1,0,0,1,0,1,1,0,1
ажіотаж,0,1,0,0,0,1,0,0,0,0
гіпербола,0,0,0,0,0,1,0,0,0,0
гіпертрофія,0,0,1,1,0,0,0,0,1,0
дефіс,0,0,0,0,0,0,0,0,0,0
снодійний,0,0,0,0,0,0,0,0,0,0
загіпнотизований,0,0,0,0,0,0,0,0,0,0
лицемірство,0,0,0,0,0,1,0,0,0,0
лицемір,0,0,1,0,0,1,0,0,0,0
лицемірний,0,0,1,0,0,1,0,0,0,0
гіпотеза,0,1,0,0,0,0,0,0,1,0
гіпотетичний,0,0,0,0,0,0,0,0,0,0
істерика,0,0,0,1,0,1,0,0,0,0
істеричний,1,0,0,1,0,1,0,0,0,0
лід,0,0,0,0,0,0,0,0,0,0
айсберг,0,0,0,0,0,0,0,0,0,0
значок,0,0,0,0,0,0,0,0,0,0
знаковий,0,0,0,0,0,0,0,0,0,0
іконопис,0,0,0,0,0,0,0,0,0,0
крижаний,0,0,0,0,0,0,0,0,0,0
ідея,0,0,0,0,0,0,0,0,0,0
ідеалізм,0,0,0,0,0,0,1,0,0,0
ідеаліст,0,0,0,0,0,0,0,0,0,0
