Dutch Word,anger,anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust
rechtzoekende,0,0,0,0,0,1,0,0,0,0
procederen,1,1,1,1,0,1,0,1,0,0
geschil,0,0,0,0,0,1,0,0,0,0
litigieuze,1,0,1,0,0,1,0,0,0,0
afval,0,0,0,0,0,1,0,0,0,0
kust-,0,0,0,0,0,0,0,0,0,0
liturgie,0,0,0,0,0,0,0,0,0,0
levensonderhoud,0,0,0,0,0,0,0,0,0,0
livrei,0,0,0,0,0,0,0,0,0,0
boos,1,0,1,0,0,1,0,0,0,0
levend,0,0,0,0,0,0,0,0,0,0
lama,0,0,0,0,0,0,0,0,0,0
laden,0,0,0,0,0,0,0,0,0,0
brood,0,0,0,0,0,1,0,0,0,0
leegloper,0,0,0,0,0,1,0,0,0,0
leem,0,0,0,0,0,0,0,0,0,0
lening,0,0,0,0,0,0,0,0,0,0
afkerig,1,0,0,0,0,1,0,0,0,0
verafschuwen,1,0,1,0,0,1,0,0,0,0
afkeer,0,0,1,0,0,1,0,0,0,0
walgelijk,1,0,1,0,0,1,0,0,0,0
lobby,0,0,0,0,0,0,0,0,0,0
lobbyist,0,0,0,0,0,1,0,0,0,0
kwab,0,0,0,0,0,0,0,0,0,0
lokaal,0,0,0,0,0,0,0,0,0,0
locale,0,0,0,0,0,0,0,0,0,0
plaats,0,0,0,0,0,0,0,0,0,0
lokalisatie,0,0,0,0,0,0,0,0,0,0
lokaliseren,0,1,0,0,0,0,0,0,0,0
bevind zich,0,0,0,0,0,0,0,0,0,0
plaats,0,0,0,0,0,0,0,0,0,0
loch,0,0,0,0,0,0,0,0,0,0
op slot doen,0,0,0,0,0,0,0,0,0,0
kluisje,0,0,0,0,0,0,0,0,0,0
slotenmaker,0,0,0,0,0,0,0,0,0,0
opsluiten,0,0,0,1,0,1,0,1,0,0
voortbeweging,0,0,0,0,0,0,0,0,0,0
locomotief,0,0,0,0,0,0,0,0,0,0
sprinkhaan,0,0,0,1,0,1,0,0,0,0
logeren,0,0,0,0,0,0,0,0,0,0
huurder,0,0,0,0,0,0,0,0,0,0
onderdak,0,0,0,0,0,0,0,0,0,1
zolder,0,0,0,0,0,0,0,0,0,0
verheven,0,0,0,0,0,1,0,0,0,0
log,0,0,0,0,0,0,0,0,0,0
logaritme,0,0,0,0,0,0,0,0,0,0
logaritmisch,0,0,0,0,0,0,0,0,0,0
logica,0,0,0,0,0,0,0,0,0,0
logisch,0,0,0,0,0,0,1,0,0,0
logistiek,0,0,0,0,0,0,0,0,0,0
logotype,0,0,0,0,0,0,0,0,0,0
lendenen,0,0,0,0,0,0,0,0,0,0
lolly,0,0,0,0,0,0,0,0,0,0
eenzaam,0,0,0,0,0,0,0,1,0,0
eenzaamheid,0,0,0,1,0,1,0,1,0,0
alleen,1,0,1,1,0,1,0,1,0,0
eenzaam,0,0,0,0,0,1,0,1,0,0
lang,0,1,0,0,0,0,0,0,0,0
levensduur,0,0,0,0,0,0,1,0,0,0
verlangen,0,1,0,0,0,0,0,1,0,0
Lengtegraad,0,0,0,0,0,0,0,0,0,0
longitudinaal,0,0,0,0,0,0,0,0,0,0
longitudinaal,0,0,0,0,0,0,0,0,0,0
wc,0,0,1,0,0,1,0,0,0,0
pas op,0,0,0,0,0,0,0,0,0,0
weefgetouw,0,1,0,1,0,1,0,0,0,0
dreigend,0,0,0,0,0,0,0,0,0,0
gek,0,0,1,0,0,1,0,0,0,0
gek,0,0,0,0,0,1,0,0,0,0
lus,0,0,0,0,0,0,0,0,0,0
uitvlucht,0,0,0,0,0,0,0,0,0,0
losmaken,0,0,0,0,0,0,0,0,0,0
losmaken,0,0,0,0,0,0,0,0,0,0
buit,0,0,0,0,0,1,0,0,0,0
lop,0,0,0,0,0,0,0,0,0,0
scheef,0,0,0,0,0,0,0,0,0,0
heer,0,0,1,0,0,1,1,0,0,1
heren,0,0,0,0,0,0,0,0,0,0
heerschappij,0,0,0,0,0,0,1,0,0,0
overlevering,0,0,0,0,0,0,0,0,0,0
vrachtwagen,0,0,0,0,0,0,0,0,0,0
verliezen,1,0,1,1,0,1,0,1,1,0
verliezen,1,0,0,0,0,1,0,1,0,0
verlies,1,0,0,1,0,1,0,1,0,0
kwijt,0,0,0,0,0,1,0,1,0,0
kavel,0,0,0,0,0,0,0,0,0,0
lotion,0,0,0,0,0,0,0,0,0,0
veel,0,0,0,0,0,0,0,0,0,0
loterij,0,1,0,0,0,0,0,0,0,0
lotto,0,0,0,0,0,0,0,0,0,0
luid,0,0,0,0,0,0,0,0,0,0
luid,0,0,0,0,0,0,0,0,0,0
luidheid,1,0,0,0,0,1,0,0,0,0
lounge,0,0,0,0,0,1,0,0,0,0
luis,0,0,1,0,0,1,0,0,0,0
lief,0,0,0,0,1,0,1,0,0,1
liefde,0,0,0,0,1,0,1,0,0,0
lief,0,1,0,0,1,0,1,1,1,1
vrijen,0,0,0,0,1,0,1,0,0,1
minnaar,0,1,0,0,1,0,1,0,0,1
liefdevol,0,0,0,0,1,0,1,0,0,1
lager,0,0,0,0,0,1,0,1,0,0
verlagen,0,0,0,0,0,1,0,0,0,0
laagste,0,0,0,0,0,1,0,1,0,0
Lowlands,0,0,0,0,0,1,0,0,0,0
nederig,0,0,0,0,0,1,0,1,0,0
loyaal,0,0,0,1,1,0,1,0,1,1
loyaliteit,0,0,0,0,0,0,1,0,0,1
smeren,0,0,0,0,0,0,0,0,0,0
smering,0,0,0,0,0,0,0,0,0,0
geluk,0,1,0,0,1,0,1,0,1,0
gelukkig,0,0,0,0,1,0,1,0,1,0
belachelijk,0,0,0,0,0,1,0,0,0,0
lug,0,0,0,0,0,0,0,0,0,0
bagage,0,0,0,0,0,0,0,0,0,0
wiegen,0,1,0,0,0,0,0,0,0,0
slaapliedje,0,0,0,0,0,0,0,0,0,0
lumbaal,0,0,0,0,0,0,0,0,0,0
timmerhout,0,0,0,0,0,0,0,0,0,0
houthakken,0,0,0,0,0,1,0,0,0,0
lichtgevend,0,0,0,0,0,0,0,0,0,0
lichtgevend,0,0,0,0,0,0,0,0,0,0
klont,0,0,0,0,0,1,0,0,0,0
klonterig,0,0,1,0,0,1,0,0,0,0
waanzin,1,0,1,1,0,1,0,1,0,0
maan-,0,0,0,0,0,0,0,0,0,0
gek,1,0,1,1,0,1,0,0,0,0
lunch,0,0,0,0,0,0,0,0,0,0
lunch,0,0,0,0,0,0,0,0,0,0
uithaal,0,0,0,0,0,0,0,0,1,0
longen,0,0,0,0,0,0,0,0,0,0
slingeren,0,0,0,0,0,1,0,0,0,0
lokken,0,0,0,0,0,1,0,0,0,0
luguber,0,0,1,0,0,1,0,0,0,0
op de loer liggen,0,0,0,0,0,1,0,0,0,0
op de loer,0,0,0,0,0,1,0,0,0,0
heerlijk,0,1,0,0,1,0,1,0,0,0
weelderig,0,0,1,0,0,1,0,1,0,0
lust,0,1,0,0,0,1,0,0,0,0
glans,0,0,0,0,1,0,1,0,0,0
wellustige,0,0,0,0,0,1,0,0,0,0
glanzend,0,0,0,0,0,0,1,0,0,0
wellustige,0,0,1,0,0,0,0,0,0,0
luit,0,0,0,0,0,0,0,0,0,0
weelderig,0,0,0,0,0,0,1,0,0,0
luxueus,0,0,0,0,1,0,1,0,0,0
luxe,0,0,0,0,1,0,1,0,0,0
liegen,1,0,1,0,0,1,0,0,0,0
lymfe,0,0,0,0,0,0,0,0,0,0
lymfatisch,0,0,0,0,0,0,0,0,0,0
lynchen,1,0,1,1,0,1,0,1,0,0
lynx,0,0,0,0,0,0,0,0,0,0
lier,0,0,0,0,1,0,1,0,0,0
lyrisch,0,0,0,0,0,0,0,0,0,0
lyrisch,0,0,0,0,1,0,1,0,0,0
foelie,0,0,0,1,0,1,0,0,0,0
machine,0,0,0,0,0,0,0,0,0,1
machines,0,0,0,0,0,0,0,0,0,0
machinist,0,0,0,0,0,0,0,0,0,0
makreel,0,0,0,0,0,0,0,0,0,0
boos,1,0,1,1,0,1,0,1,0,0
mevrouw,0,0,0,0,0,0,0,0,0,0
mevrouw,0,0,0,0,0,0,0,0,0,0
gek geworden,1,0,0,1,0,1,0,0,0,0
gek,1,0,0,1,0,1,0,0,0,0
krankzinnigheid,1,0,0,1,0,1,0,0,0,0
maffia,0,0,0,1,0,1,0,0,0,0
tijdschrift,0,0,0,0,0,0,0,0,0,0
magiër,0,0,0,1,0,0,0,0,0,0
magenta,0,0,0,0,0,0,0,0,0,0
made,0,0,1,0,0,1,0,0,0,0
magie,0,0,0,0,0,0,0,0,0,0
magisch,0,1,0,0,1,0,1,0,1,0
goochelaar,0,0,0,0,0,0,0,0,1,0
magistraat,0,0,0,0,0,0,0,0,0,0
magma,0,0,0,0,0,0,0,0,0,0
magnaat,0,0,0,0,0,0,0,0,0,0
magneet,0,0,0,0,0,0,1,0,0,1
magnetisme,0,0,0,0,0,0,1,0,0,0
magnetiet,0,0,0,0,0,0,1,0,0,0
pracht,0,1,0,0,1,0,1,0,0,1
magnifiek,0,1,0,0,1,0,1,0,1,1
vergrootglas,0,0,0,0,0,0,0,0,0,0
vergroten,0,0,0,0,0,0,0,0,0,0
grootte,0,0,0,0,0,0,0,0,0,0
ekster,0,0,0,0,0,0,0,0,0,0
hulp in de huishouding,0,0,0,0,0,0,0,0,0,0
meisje,0,0,0,0,0,0,1,0,0,0
mail,0,1,0,0,0,0,0,0,0,0
hoofd,0,0,0,0,0,0,1,0,0,0
vasteland,0,0,0,0,0,0,0,0,0,0
steunpilaar,0,0,0,0,0,0,1,0,0,1
onderhoud,0,0,0,0,0,0,0,0,0,1
majestueus,0,1,0,0,1,0,1,0,1,1
majesteit,0,0,0,0,0,0,1,0,0,1
belangrijk,0,0,0,0,0,0,1,0,0,0
meerderheid,0,0,0,0,1,0,1,0,0,1
maken,0,0,0,0,0,0,0,0,0,0
maker,0,0,0,0,0,0,0,0,0,0
geïmproviseerde,0,0,0,0,0,1,0,0,0,0
verzinnen,0,0,0,0,0,0,0,0,0,0
ziekte,0,0,0,0,0,1,0,0,0,0
malaise,0,0,0,0,0,1,0,1,0,0
malaria-,0,0,1,1,0,1,0,1,0,0
kwaadaardig,1,0,1,1,0,1,0,1,0,0
misdrijf,0,0,1,0,0,1,0,0,0,0
misvorming,0,0,0,0,0,1,0,0,0,0
kwaadaardigheid,1,0,0,1,0,1,0,0,0,0
kwaadwillend,1,0,1,1,0,1,0,1,0,0
kwaadaardig,1,0,1,0,0,1,0,0,0,0
maligniteit,0,0,0,1,0,1,0,1,0,0
kwaadaardig,1,0,0,1,0,1,0,0,0,0
winkelcentrum,0,0,0,0,0,0,0,0,0,0
kneedbaar,0,0,0,0,0,0,0,0,0,0
hamer,0,0,0,0,0,0,0,0,0,0
wanpraktijken,1,0,0,0,0,1,0,0,0,0
mamma,0,0,0,0,0,0,0,0,0,1
zoogdier,0,0,0,0,0,0,0,0,0,0
mammoet-,0,0,0,0,0,0,0,0,0,0
beheren,0,0,0,0,0,0,1,0,0,1
beheer,0,0,0,0,0,0,1,0,0,1
manager,0,0,0,0,0,0,0,0,0,0
mandamus,0,0,0,1,0,1,0,0,0,0
mandarijn-,0,0,0,0,0,0,1,0,0,1
mandaat,0,0,0,0,0,0,0,0,0,0
onderkaak,0,0,0,0,0,0,0,0,0,0
mandoline,0,0,0,0,0,0,0,0,0,0
doorn,0,0,0,0,0,0,0,0,0,0
manen,0,0,0,0,0,0,0,0,0,0
manoeuvreren,0,0,0,0,0,0,0,0,0,0
manoeuvreren,0,0,0,0,0,0,0,0,0,0
schurft,0,0,1,1,0,1,0,0,0,0
kribbe,0,0,0,0,0,0,0,0,0,0
mangel,1,0,1,1,0,1,0,1,0,0
mango-,0,0,0,0,0,0,0,0,0,0
mangosteen,0,0,0,0,0,0,0,0,0,0
mannelijkheid,0,0,0,0,0,0,1,0,0,0
manie,0,0,0,0,0,1,0,0,0,0
maniac,1,0,0,1,0,1,0,0,0,0
maniakaal,0,0,0,0,0,1,0,0,0,0
manicure,0,0,0,0,0,0,0,0,0,0
manifest,0,0,0,0,0,0,0,0,0,0
manifestatie,0,0,0,1,0,0,0,0,0,0
gemanifesteerd,0,0,0,0,0,0,1,0,0,0
duidelijk,0,0,0,0,0,0,0,0,0,0
manifest,0,0,0,0,0,0,0,0,0,0
verdeelstuk,0,0,0,0,0,0,0,0,0,0
manipuleren,0,0,0,0,0,1,0,0,0,0
manipulatie,1,0,0,1,0,1,0,0,0,0
mensheid,0,0,0,0,0,0,0,0,0,0
mannelijk,0,0,0,0,0,0,1,0,0,0
manna,0,0,0,0,0,0,1,0,0,0
manier,0,0,0,0,0,0,0,0,0,0
gemanierd,0,0,0,0,0,0,1,0,0,0
manieren,0,0,0,0,0,0,1,0,0,0
landhuis,0,0,0,0,0,0,0,0,0,0
herenhuis,0,0,0,0,0,0,0,0,0,0
doodslag,1,0,1,1,0,1,0,1,1,0
mantel,0,0,0,0,0,0,0,0,0,0
handleiding,0,0,0,0,0,0,0,0,0,1
vervaardiging,0,0,0,0,0,0,0,0,0,0
fabrikant,0,0,0,0,0,0,1,0,0,0
mest,0,0,1,0,0,1,0,0,0,0
manuscript,0,0,0,0,0,0,0,0,0,0
kaart,0,0,0,0,0,0,0,0,0,0
mar,0,0,0,0,0,1,0,0,0,0
marmer,0,0,0,0,0,0,0,0,0,0
gemarmerd,0,0,0,0,0,0,0,0,0,0
knikkers,0,0,0,0,0,0,0,0,0,0
maart,0,0,0,0,0,0,1,0,0,0
merrie,0,0,0,0,0,0,0,0,0,0
marge,0,0,0,0,0,1,0,1,0,0
marginaal,0,0,0,0,0,0,0,0,0,0
marihuana,0,0,0,0,0,0,0,0,0,0
marinier,0,0,0,0,0,0,0,0,0,1
zeeman,0,0,0,0,0,0,0,0,0,0
maritiem,0,0,0,0,0,0,0,0,0,0
markering,0,0,0,0,0,0,0,0,0,0
gemarkeerd,0,0,0,0,0,0,1,0,0,0
markt,0,0,0,0,0,0,0,0,0,0
verhandelbaar,0,0,0,0,0,0,1,0,0,0
marktplaats,0,0,0,0,0,0,0,0,0,0
merken,0,0,0,0,0,0,0,0,0,0
mergel,0,0,0,0,0,0,0,0,0,0
marmelade,0,0,0,0,0,0,0,0,0,0
kastanjebruin,0,0,0,0,0,1,0,0,0,0
feesttent,0,0,0,0,0,0,0,0,0,0
markies,0,0,0,0,0,0,1,0,0,0
huwelijk,0,1,0,0,1,0,1,0,0,1
getrouwd,0,0,0,0,0,0,0,0,0,0
merg,0,0,0,0,1,0,1,0,0,1
trouwen,0,1,0,1,1,0,1,0,1,1
moeras,0,0,0,0,0,0,0,0,0,0
maarschalk,0,0,0,0,0,0,1,0,0,1
mart,0,0,0,0,0,0,0,0,0,0
krijgshaftig,1,0,0,0,0,0,0,0,0,0
martingaal,0,0,0,0,0,1,0,0,0,0
martelaar,0,0,0,1,0,1,0,1,0,0
martelaarschap,0,0,0,1,0,1,0,1,0,0
wonder,0,0,0,0,0,0,1,0,1,0
geweldig,0,0,0,0,1,0,1,0,0,0
wonderbaarlijk,0,0,0,0,1,0,1,0,0,0
mannelijk,0,0,0,0,0,0,1,0,0,0
mannelijkheid,0,0,0,0,0,0,0,0,0,0
puree,0,0,0,0,0,0,0,0,0,0
masker,0,0,0,0,0,0,0,0,0,0
masochisme,1,0,1,1,0,1,0,0,0,0
metselaar,0,0,0,0,0,0,0,0,0,0
maskerade,0,0,0,0,0,0,0,0,0,0
massa-,0,0,0,0,0,0,0,0,0,0
bloedbad,1,0,1,1,0,1,0,1,0,0
massage,0,0,0,0,1,0,1,0,0,0
enorm,0,0,0,0,0,0,0,0,0,0
meester,0,0,0,0,0,0,1,0,0,0
brein,0,0,0,0,0,0,0,0,0,0
meesterwerk,0,0,0,0,1,0,1,0,0,0
meesterschap,1,0,0,0,1,0,1,0,0,1
masturberen,0,0,0,0,0,0,0,0,0,0
masturbatie,0,0,0,0,0,0,0,0,0,0
mat,0,0,0,0,0,0,0,0,0,0
wedstrijd,0,0,0,0,0,0,0,0,0,0
passen bij,0,0,0,0,0,0,0,0,0,0
koppelaar,0,1,0,0,0,0,0,0,0,0
maat,0,0,0,0,0,0,1,0,0,1
materiaal,0,0,0,0,0,0,0,0,0,0
materialisme,0,0,0,0,0,1,0,0,0,0
materialist,0,0,1,0,0,1,0,0,0,0
materialistisch,0,0,0,0,0,0,0,0,0,0
materialiteit,0,0,0,0,0,0,0,0,0,0
materialiseren,0,0,0,0,0,0,0,0,0,0
materieel,0,0,0,0,0,0,0,0,0,0
materialen,0,0,0,0,0,0,0,0,0,0
materieel,0,0,0,0,0,0,0,0,0,0
moederlijk,0,1,0,0,0,1,1,0,0,0
moederschap,0,0,0,0,0,0,0,0,0,0
wiskundig,0,0,0,0,0,0,0,0,0,1
wiskundige,0,0,0,0,0,0,0,0,0,0
wiskunde,0,0,0,0,0,0,0,0,0,0
toelatingsexamen,0,0,0,0,0,0,0,0,0,0
huwelijk,0,1,0,0,1,0,1,0,0,1
Matrix,0,0,0,0,0,0,0,0,0,0
matrone,0,0,0,0,0,0,1,0,0,1
gematteerd,0,0,0,0,0,0,0,0,0,0
er toe doen,0,0,0,0,0,0,0,0,0,0
matten,0,0,0,0,0,0,0,0,0,0
matras,0,0,0,0,0,0,0,0,0,0
rijping,0,0,0,0,0,0,0,0,0,0
volwassenheid,0,0,0,0,0,0,0,0,0,0
mausoleum,0,0,0,0,0,0,0,1,0,0
mauve,0,0,0,0,0,0,0,0,0,0
Maxim,0,0,0,0,0,0,0,0,0,1
maximum,0,0,0,0,0,0,1,0,0,0
burgemeester,0,0,0,0,0,0,1,0,0,0
doolhof,0,0,0,0,0,0,0,0,0,0
mede,0,0,0,0,0,0,0,0,0,0
weide,0,0,0,0,0,0,1,0,0,0
maaltijd,0,0,0,0,0,0,0,0,0,0
dwalen,0,0,0,0,0,0,0,0,0,0
meanderend,0,0,0,0,0,1,0,0,0,0
betekenis,0,0,0,0,0,0,0,0,0,0
zinloos,0,0,0,0,0,1,0,1,0,0
middelen,0,0,0,0,0,0,0,0,0,0
ondertussen,0,0,0,0,0,0,0,0,0,0
mazelen,0,0,1,1,0,1,0,1,0,0
meetbaar,0,0,0,0,0,0,0,0,0,0
meeteenheid,0,0,0,0,0,0,0,0,0,1
gemeten,0,0,0,0,0,0,1,0,0,1
meting,0,0,0,0,0,0,0,0,0,0
meten,0,0,0,0,0,0,0,0,0,0
vlees,0,0,0,0,0,0,0,0,0,0
monteur,0,0,0,0,0,0,0,0,0,0
mechanisch,0,0,0,0,0,0,0,0,0,0
mechanisme,0,0,0,0,0,0,0,0,0,0
medaille,0,1,0,0,1,0,1,0,1,1
medaillon,0,0,0,0,0,0,0,0,0,0
medaillewinnaar,0,0,0,0,0,0,0,0,0,0
bemoeien met,1,0,0,0,0,1,0,0,0,0
bemoeienis,0,0,0,0,0,0,0,0,0,0
media,0,0,0,0,0,0,0,0,0,0
mediaal,0,0,0,0,0,0,0,0,0,0
mediaan-,0,0,0,0,0,0,0,0,0,0
bemiddelen,0,1,0,0,0,0,1,0,0,1
bemiddeling,0,0,0,0,0,0,1,0,0,0
bemiddelaar,0,1,0,0,0,0,1,0,0,1
medisch,0,1,0,1,0,0,1,0,0,1
medicinaal,0,0,0,0,0,0,0,0,0,0
geneesmiddel,0,0,0,0,0,0,0,0,0,0
middeleeuws,0,0,0,0,0,0,0,0,0,0
middelmatig,0,0,0,0,0,1,0,0,0,0
middelmatigheid,0,0,0,0,0,1,0,0,0,0
mediteren,0,1,0,0,1,0,1,0,0,1
meditatie,0,0,0,0,0,0,0,0,0,0
meditatief,0,0,0,0,0,0,0,0,0,0
mediterraan,0,0,0,0,0,0,1,0,0,0
medium,0,0,0,0,0,0,0,0,0,0
medley,0,0,0,0,0,0,1,0,0,0
bescheiden,0,0,0,0,0,0,0,1,0,0
voldoen aan,0,0,0,0,0,0,0,0,0,0
ontmoeting,0,0,0,0,0,0,0,0,0,0
melancholisch,0,0,0,0,0,1,0,1,0,0
melancholie,0,0,0,0,0,1,0,1,0,0
melee,0,0,0,1,0,1,0,0,0,0
melodieus,0,0,0,0,0,0,0,0,0,0
melodrama,1,0,0,0,0,1,0,1,0,0
melodramatisch,0,0,0,0,0,0,0,0,0,0
melodie,0,0,0,0,0,0,0,0,0,0
smelten,0,0,0,0,0,0,0,0,0,0
kernsmelting,0,0,0,0,0,1,0,1,0,0
smeltend,0,0,0,0,0,0,0,0,0,0
lid,0,0,0,0,0,0,0,0,0,0
membraan,0,0,0,0,0,0,0,0,0,0
aandenken,0,0,0,0,0,0,1,0,0,0
memo,0,0,0,0,0,0,0,0,0,0
memoires,0,0,0,0,0,0,0,0,0,0
memorabilia,0,0,0,0,0,0,0,0,0,0
gedenkwaardig,0,0,0,0,1,0,1,0,1,1
memorandum,0,0,0,0,0,0,0,0,0,0
gedenkteken,0,0,0,0,0,0,0,0,0,0
gedenktekens,0,0,0,0,0,0,0,1,0,0
memoriseren,0,0,0,0,0,0,0,0,0,0
geheugen,0,0,0,0,0,0,0,0,0,0
bedreiging,1,0,0,1,0,1,0,0,0,0
dreigend,1,0,0,1,0,1,0,0,0,0
menagerie,0,0,0,0,0,0,0,0,0,0
herstellen,0,0,0,0,0,0,0,0,0,0
herstellen,0,0,0,0,0,0,1,0,0,0
ondergeschikt,0,0,0,0,0,1,0,0,0,0
meniscus,0,0,0,0,0,0,0,0,0,0
menstruatie,0,0,0,0,0,0,1,0,0,0
menstruatie-,0,0,0,0,0,0,0,0,0,0
mentaal,0,0,0,0,0,0,0,0,0,0
noemen,0,0,0,0,0,0,0,0,0,0
mentor,0,0,0,0,0,0,1,0,0,1
menu,0,0,0,0,0,0,0,0,0,0
mauw,0,0,0,0,0,0,0,0,0,0
mercantiele,0,0,0,0,0,0,0,0,0,0
huurling,0,0,0,1,0,1,0,0,0,0
handelswaar,0,0,0,0,0,0,0,0,0,0
handelaar,0,0,0,0,0,0,0,0,0,1
barmhartig,0,0,0,0,0,0,1,0,0,0
genadeloos,0,0,0,1,0,1,0,0,0,0
mercurial,0,0,0,0,0,0,0,0,0,0
genade,0,0,0,0,0,0,1,0,0,0
alleen maar,0,0,0,0,0,0,0,0,0,0
samenvoegen,0,1,0,0,0,0,1,0,0,0
meridiaan,0,0,0,0,0,0,0,0,0,0
meridionale,0,0,0,0,0,0,0,0,0,0
verdienste,0,0,0,0,0,0,1,0,0,1
verdienstelijk,0,0,0,0,1,0,1,0,0,1
meermin,0,0,0,0,0,0,0,0,0,0
vrolijkheid,0,0,0,0,1,0,1,0,1,0
vrolijk,0,0,0,0,1,0,1,0,0,0
mesa,0,0,0,0,0,0,0,0,0,0
mesh,0,0,0,0,0,0,0,0,0,0
mazen,0,0,0,0,0,0,0,0,0,0
gebiologeerd,0,0,0,0,0,0,0,0,0,0
troep,0,0,1,0,0,1,0,0,0,0
bericht,0,0,0,0,0,0,0,0,0,0
boodschapper,0,0,0,0,0,0,0,0,0,1
rommelig,0,0,1,0,0,1,0,0,0,0
metabolisme,0,0,0,0,0,0,0,0,0,0
metaal,0,0,0,0,0,0,0,0,0,0
metallurgie,0,0,0,0,0,0,0,0,0,0
metamorfose,0,0,0,0,0,0,0,0,0,0
metafoor,0,0,0,0,0,0,0,0,0,0
metaforisch,0,0,0,0,0,0,0,0,0,0
metafysisch,0,0,0,0,0,0,0,0,0,0
metafysica,0,0,0,0,0,0,0,0,0,0
metastase,0,0,0,0,0,1,0,0,0,0
meteoor,0,0,0,0,0,0,0,0,0,0
meteorisch,0,0,0,0,0,0,0,0,0,0
meteoriet,0,0,0,0,0,0,0,0,0,0
meteorologisch,0,0,0,0,0,0,0,0,0,0
meteorologie,0,0,0,0,0,0,0,0,0,0
meter,0,0,0,0,0,0,0,0,0,0
methanol,0,0,0,0,0,1,0,0,0,0
methode,0,0,0,0,0,0,0,0,0,0
methodisch,0,0,0,0,0,0,0,0,0,0
zorgvuldig,0,0,0,0,0,0,0,0,0,0
metriek,0,0,0,0,0,0,0,0,0,0
metrisch,0,0,0,0,0,0,0,0,0,0
metrologie,0,0,0,0,0,0,0,0,0,0
metropolis,0,0,0,0,0,0,0,0,0,0
grootstedelijke,0,0,0,0,0,0,1,0,0,0
moed,0,0,0,0,0,0,1,0,0,0
miauw,0,0,0,0,0,0,0,0,0,0
mica-,0,0,0,0,0,0,0,0,0,0
Mick,0,0,0,0,0,0,0,0,0,0
microbe,0,0,0,0,0,0,0,0,0,0
microbiologie,0,0,0,0,0,0,0,0,0,0
microkosmos,0,0,0,0,0,0,0,0,0,0
microgram,0,0,0,0,0,0,0,0,0,0
micrometer,0,0,0,0,0,0,0,0,0,0
micron,0,0,0,0,0,0,0,0,0,0
microfoon,0,0,0,0,0,0,0,0,0,0
microscoop,0,0,0,0,0,0,0,0,0,1
microscopisch,0,0,0,0,0,0,0,0,0,0
microscopisch,0,0,0,0,0,0,0,0,0,0
microscopie,0,0,0,0,0,0,1,0,0,0
midden,0,0,0,0,0,0,0,0,0,0
middag,0,0,0,0,0,0,0,0,0,0
midden-,0,0,0,0,0,0,0,0,0,0
tussenpersoon,0,0,0,0,0,0,0,0,0,0
middenland,0,0,0,0,0,0,0,0,0,0
middernacht,0,0,0,0,0,0,0,0,0,0
midden,0,0,0,0,0,0,0,0,0,0
midzomer,0,0,0,0,0,0,0,0,0,0
halverwege,0,0,0,0,0,0,0,0,0,0
verloskundige,0,1,0,0,1,1,1,0,0,1
verloskunde,0,0,0,0,0,0,1,0,0,0
mien,0,0,0,0,0,0,0,0,0,0
machtig,1,0,0,1,1,0,1,0,0,1
migreren,0,0,0,0,0,0,0,0,0,0
migratie,0,0,0,0,0,0,0,0,0,0
migrerend,0,0,0,0,0,0,0,0,0,0
Mike,0,0,0,0,0,0,0,0,0,0
meeldauw,0,0,1,0,0,1,0,0,0,0
mijl,0,0,0,0,0,0,0,0,0,0
kilometerstand,0,0,0,0,0,0,0,0,0,0
mijlpaal,0,0,0,0,0,0,0,0,0,0
militant,0,0,0,0,0,0,0,0,0,0
leger,0,0,0,1,0,0,0,0,0,0
militie,1,0,0,1,0,1,0,1,0,0
melk,0,0,0,0,0,0,0,0,0,0
melkachtig,0,0,0,0,0,0,0,0,0,0
molen,0,1,0,0,0,0,0,0,0,0
millennium,0,0,0,0,0,0,0,0,0,0
milligram,0,0,0,0,0,0,0,0,0,0
millimeter,0,0,0,0,0,0,0,0,0,0
miljoen,0,0,0,0,0,0,0,0,0,0
miljonair,0,0,0,0,0,0,0,0,0,0
mime,0,0,0,0,0,0,1,0,0,0
nabootsen,0,0,0,0,0,0,0,0,0,0
nabootsen,0,0,0,0,0,0,0,0,0,0
mimicry,0,0,0,0,0,1,0,0,1,0
verstand,0,0,0,0,0,0,0,0,0,0
geestig,0,0,0,0,0,0,0,0,0,0
bewust,0,0,0,0,0,0,1,0,0,0
opmerkzaamheid,0,0,0,0,0,0,1,0,0,0
de mijne,0,0,0,0,0,0,0,0,0,0
mijnwerker,0,0,0,0,0,0,0,0,0,0
mineraal,0,0,0,0,0,0,0,0,0,0
mineralogie,0,0,0,0,0,0,0,0,0,0
mengen,0,0,0,0,0,0,0,0,0,0
vermengd,0,0,0,0,0,0,0,0,0,0
miniatuur,0,0,0,0,0,0,0,0,0,0
minibus,0,0,0,0,0,0,0,0,0,0
minimaal,0,0,0,0,0,0,0,0,0,0
minimaliseren,0,0,0,0,0,1,0,0,0,0
minimum,0,0,0,0,0,1,0,0,0,0
minister,0,0,0,0,0,0,0,0,0,0
ministeriële,0,0,0,0,0,0,0,0,0,0
ministerie,0,0,0,0,1,0,1,0,0,1
busje,0,0,0,0,0,0,0,0,0,0
voorn,0,0,0,0,0,0,0,0,0,0
minderjarige,0,0,0,0,0,0,0,0,0,0
minderheid,0,0,0,0,0,1,0,0,0,0
