Russian Word,anger,anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust
наследие,0,0,0,0,0,0,0,0,0,0
законный,0,0,0,0,0,0,1,0,0,1
законность,0,0,0,0,0,0,0,0,0,0
легализовать,0,0,0,0,0,0,0,0,0,0
узаконенный,1,0,0,1,1,0,1,0,0,1
юридически,0,0,0,0,0,0,0,0,0,0
легенда,0,0,0,0,0,0,0,0,0,0
легендарный,0,0,0,0,0,0,1,0,0,0
разборчивость,0,0,0,0,0,0,1,0,0,0
разборчивый,0,0,0,0,0,0,1,0,0,0
легион,0,0,0,0,0,0,0,0,0,0
издавать законы,0,0,0,0,0,0,0,0,0,0
законодательство,0,0,0,0,0,0,0,0,0,0
законодательный,0,0,0,0,0,0,0,0,0,0
законодатель,0,0,0,0,0,0,0,0,0,1
законодательный орган,0,0,0,0,0,0,0,0,0,1
легитимность,0,0,0,0,0,0,0,0,0,1
ноги,0,0,0,0,0,0,0,0,0,0
бобовые,0,0,0,0,0,0,0,0,0,0
досуг,0,1,0,0,1,0,1,0,1,1
не спеша,0,0,0,0,0,0,1,0,0,0
лемма,0,0,0,0,0,0,1,0,0,0
лимон,0,0,1,0,0,1,0,0,0,0
давать в долг,0,0,0,0,0,0,0,0,0,0
кредитор,0,0,0,0,0,0,0,0,0,1
кредитование,0,0,0,0,0,0,0,0,0,0
длина,0,0,0,0,0,0,0,0,0,0
удлинить,0,0,0,0,0,0,0,0,0,0
удлиненный,0,0,0,0,0,0,0,0,0,0
удлинение,0,0,0,0,0,0,0,0,0,0
вдоль,0,0,0,0,0,0,0,0,0,0
длинный,0,0,0,0,0,0,0,0,0,0
снисходительность,0,0,0,0,0,0,0,0,0,0
снисходительный,0,0,0,0,0,0,1,0,0,0
объектив,0,0,0,0,0,0,0,0,0,0
леопард,0,0,0,0,0,0,0,0,0,0
проказа,0,0,1,1,0,1,0,1,0,0
арендатор,0,0,0,0,0,0,0,0,0,0
уменьшить,0,1,0,0,0,1,0,0,0,0
уменьшение,0,0,0,0,0,0,0,0,0,0
меньший,0,0,1,0,0,1,0,0,0,0
урок,0,1,0,0,0,0,1,0,0,1
арендодатель,0,0,0,0,0,0,0,0,0,0
смертельный,0,0,1,1,0,1,0,1,0,0
вялый,0,0,0,0,0,0,0,0,0,0
вялость,0,0,0,0,0,1,0,1,0,0
письмо,0,1,0,0,0,0,0,0,0,0
литерный,0,1,0,0,0,0,1,0,0,1
буквы,0,0,0,0,0,0,0,0,0,0
латук,0,0,0,0,0,0,0,0,0,0
лейкемия,1,0,0,1,0,1,0,1,0,0
дамба,0,0,0,0,0,0,0,0,0,1
уровень,0,0,0,0,0,0,1,0,0,1
рычаг,0,0,0,0,0,0,0,0,0,0
использовать,0,0,0,0,0,0,1,0,0,0
взимать,0,0,0,0,0,1,0,0,0,0
непристойный,0,0,1,0,0,1,0,0,0,0
словарный запас,0,0,0,0,0,0,0,0,0,0
Лей,0,0,0,0,0,0,0,0,0,0
обязательства,0,0,0,0,0,0,0,0,0,0
обязанность,0,0,0,0,0,0,0,0,0,0
связь,0,0,0,0,0,1,0,0,0,0
лжец,0,0,1,0,0,1,0,0,0,0
клевета,1,0,0,1,0,1,0,0,0,1
клеветнический,0,0,0,0,0,0,0,0,0,0
либеральный,0,0,0,0,0,1,1,0,0,0
либерализм,0,0,0,0,0,0,0,0,0,0
освободить,1,1,0,0,1,0,1,0,1,1
освобождение,0,1,0,0,1,0,1,0,1,0
свобода,0,1,0,0,1,0,1,0,1,1
либидо,0,0,0,0,0,0,0,0,0,0
библиотекарь,0,0,0,0,0,0,0,0,0,0
библиотека,0,0,0,0,0,0,1,0,0,0
либретто,0,0,0,0,0,0,0,0,0,0
лицензия,0,0,0,0,0,0,0,0,0,0
лишайник,0,0,0,0,0,0,0,0,0,0
лизать,0,0,1,0,0,1,0,0,0,0
крышка,0,0,0,0,0,0,0,0,0,0
ложь,1,0,1,0,0,1,0,1,0,0
вассал,0,0,0,0,0,0,0,0,0,0
залог,0,0,0,0,0,0,0,0,0,0
вместо,0,0,0,0,0,0,0,0,0,0
лейтенант,0,0,0,0,0,0,0,0,0,1
жизнь,0,0,0,0,0,0,0,0,0,0
жизненная сила,0,0,0,0,0,0,1,0,0,0
спасательная шлюпка,0,0,0,0,0,0,0,0,0,0
безжизненный,0,0,0,1,0,1,0,1,0,0
реалистичный,0,0,0,0,0,0,0,0,0,0
на всю жизнь,0,0,0,0,0,0,0,0,0,0
продолжительность жизни,0,0,0,0,0,0,0,0,0,0
поднимать,0,0,0,0,0,0,0,0,0,0
связка,0,0,0,0,0,0,0,0,0,0
перевязка,0,0,0,0,0,0,0,0,0,0
легкий,0,0,0,0,0,0,0,0,0,0
облегчить,0,0,0,0,0,0,0,0,0,0
маяк,0,0,0,0,0,0,1,0,0,0
легкость,0,0,0,0,0,0,0,0,0,0
молния,1,0,0,1,0,0,0,0,1,0
вероятность,0,0,0,0,0,0,0,0,0,0
подобие,0,0,0,0,0,0,0,0,0,0
так же,0,0,0,0,0,0,0,0,0,0
симпатия,0,0,0,0,1,0,1,0,0,1
сирень,0,0,0,0,0,0,0,0,0,0
Лили,0,0,0,0,0,0,0,0,0,0
конечность,0,0,0,0,0,0,0,0,0,0
неопределенность,0,0,0,0,0,0,0,0,0,0
ограничение,0,0,0,0,0,0,0,0,0,0
ограничение,0,0,0,0,0,0,0,0,0,0
ограничено,1,0,0,0,0,1,0,1,0,0
Безграничный,0,0,0,0,0,0,0,0,0,0
лимузин,0,0,0,0,0,0,0,0,0,0
хромать,0,0,0,0,0,1,0,0,0,0
Лин,0,0,0,0,0,0,0,0,0,0
линия,0,0,0,0,0,0,0,0,0,0
происхождение,0,0,0,0,0,0,0,0,0,0
прямой,0,0,0,0,0,0,0,0,0,0
линейный,0,0,0,0,0,0,0,0,0,0
подкладка,0,0,0,0,0,0,0,0,0,0
шерсть,0,0,0,0,0,0,0,0,0,0
вкладыш,0,0,0,0,0,0,0,0,0,0
линии,0,0,0,1,0,0,0,0,0,0
задерживаться,0,1,0,0,0,0,0,0,0,0
жаргон,0,0,0,0,0,0,0,0,0,0
языковой,0,0,0,0,0,0,0,0,0,0
лингвист,0,0,0,0,0,0,1,0,0,1
лингвистический,0,0,0,0,0,0,0,0,0,0
лингвистика,0,0,0,0,0,0,0,0,0,0
оболочка,0,0,0,0,0,0,0,0,0,0
ссылка на сайт,0,0,0,0,0,0,0,0,0,0
линолеум,0,0,0,0,0,0,0,0,0,0
ворс,0,0,0,0,0,1,0,0,0,0
лев,0,0,0,1,0,0,1,0,0,0
губа,0,0,0,0,0,0,0,0,0,0
помада,0,0,0,0,0,0,0,0,0,0
сжижение,0,0,0,0,0,0,0,0,0,0
сжиженный,0,0,0,0,0,0,0,0,0,0
ликер,0,0,0,0,0,0,0,0,0,0
жидкость,0,0,0,0,0,0,0,0,0,0
ликвидировать,0,0,0,0,0,0,0,0,0,0
ликвидация,0,0,0,0,0,0,0,0,0,0
ликвидатор,0,0,0,0,0,0,0,0,0,0
ликвидность,0,0,0,0,0,0,0,0,0,0
ликер,1,0,0,0,1,1,0,1,0,0
шепелявить,0,0,0,0,0,0,0,0,0,0
список,0,0,0,0,0,0,0,0,0,0
Слушать,0,0,0,0,0,0,0,0,0,0
слушатель,0,0,0,0,0,0,0,0,0,0
листинг,0,0,0,0,0,0,0,0,0,0
вялый,0,0,0,0,0,1,0,1,0,0
литания,0,0,0,0,0,0,0,0,0,0
буквально,0,0,0,0,0,0,0,0,0,0
литературный,0,0,0,0,0,0,0,0,0,0
литература,0,0,0,0,0,0,0,0,0,0
гибкий,0,0,0,0,0,0,1,0,0,0
литография,0,0,0,0,0,0,0,0,0,0
литография,0,0,0,0,0,0,0,0,0,0
литология,0,0,0,0,0,0,0,0,0,0
литосфера,0,0,0,0,0,0,0,0,0,0
истец,0,0,0,0,0,1,0,0,0,0
судиться,1,1,1,1,0,1,0,1,0,0
судебные разбирательства,0,0,0,0,0,1,0,0,0,0
спорный,1,0,1,0,0,1,0,0,0,0
мусор,0,0,0,0,0,1,0,0,0,0
прибрежный,0,0,0,0,0,0,0,0,0,0
литургия,0,0,0,0,0,0,0,0,0,0
средства к существованию,0,0,0,0,0,0,0,0,0,0
ливрея,0,0,0,0,0,0,0,0,0,0
в ярости,1,0,1,0,0,1,0,0,0,0
жизнь,0,0,0,0,0,0,0,0,0,0
лама,0,0,0,0,0,0,0,0,0,0
нагрузка,0,0,0,0,0,0,0,0,0,0
буханка,0,0,0,0,0,1,0,0,0,0
бездельник,0,0,0,0,0,1,0,0,0,0
суглинок,0,0,0,0,0,0,0,0,0,0
заем,0,0,0,0,0,0,0,0,0,0
отвращение,1,0,0,0,0,1,0,0,0,0
ненавижу,1,0,1,0,0,1,0,0,0,0
ненависть,0,0,1,0,0,1,0,0,0,0
отвратительный,1,0,1,0,0,1,0,0,0,0
лобби,0,0,0,0,0,0,0,0,0,0
лоббист,0,0,0,0,0,1,0,0,0,0
доля,0,0,0,0,0,0,0,0,0,0
местный,0,0,0,0,0,0,0,0,0,0
место действия,0,0,0,0,0,0,0,0,0,0
местонахождение,0,0,0,0,0,0,0,0,0,0
локализация,0,0,0,0,0,0,0,0,0,0
локализовать,0,1,0,0,0,0,0,0,0,0
найти,0,0,0,0,0,0,0,0,0,0
расположение,0,0,0,0,0,0,0,0,0,0
озеро,0,0,0,0,0,0,0,0,0,0
замок,0,0,0,0,0,0,0,0,0,0
шкафчик,0,0,0,0,0,0,0,0,0,0
слесарь,0,0,0,0,0,0,0,0,0,0
карцер,0,0,0,1,0,1,0,1,0,0
передвижение,0,0,0,0,0,0,0,0,0,0
локомотив,0,0,0,0,0,0,0,0,0,0
саранча,0,0,0,1,0,1,0,0,0,0
ложа,0,0,0,0,0,0,0,0,0,0
жилец,0,0,0,0,0,0,0,0,0,0
ночлег,0,0,0,0,0,0,0,0,0,1
чердак,0,0,0,0,0,0,0,0,0,0
высокий,0,0,0,0,0,1,0,0,0,0
журнал,0,0,0,0,0,0,0,0,0,0
логарифм,0,0,0,0,0,0,0,0,0,0
логарифмический,0,0,0,0,0,0,0,0,0,0
логика,0,0,0,0,0,0,0,0,0,0
логический,0,0,0,0,0,0,1,0,0,0
логистика,0,0,0,0,0,0,0,0,0,0
логотип,0,0,0,0,0,0,0,0,0,0
корейка,0,0,0,0,0,0,0,0,0,0
леденец,0,0,0,0,0,0,0,0,0,0
одинокий,0,0,0,0,0,0,0,1,0,0
одиночество,0,0,0,1,0,1,0,1,0,0
"Одинокий, уединенный",1,0,1,1,0,1,0,1,0,0
одинокий,0,0,0,0,0,1,0,1,0,0
длинная,0,1,0,0,0,0,0,0,0,0
долголетие,0,0,0,0,0,0,1,0,0,0
тоска,0,1,0,0,0,0,0,1,0,0
долгота,0,0,0,0,0,0,0,0,0,0
продольный,0,0,0,0,0,0,0,0,0,0
продольно,0,0,0,0,0,0,0,0,0,0
туалет,0,0,1,0,0,1,0,0,0,0
высматривать,0,0,0,0,0,0,0,0,0,0
ткацкий станок,0,1,0,1,0,1,0,0,0,0
надвигающийся,0,0,0,0,0,0,0,0,0,0
гагара,0,0,1,0,0,1,0,0,0,0
псих,0,0,0,0,0,1,0,0,0,0
петля,0,0,0,0,0,0,0,0,0,0
лазейка,0,0,0,0,0,0,0,0,0,0
ослабить,0,0,0,0,0,0,0,0,0,0
ослабление,0,0,0,0,0,0,0,0,0,0
добыча,0,0,0,0,0,1,0,0,0,0
срезать,0,0,0,0,0,0,0,0,0,0
однобокий,0,0,0,0,0,0,0,0,0,0
господин,0,0,1,0,0,1,1,0,0,1
лорды,0,0,0,0,0,0,0,0,0,0
светлость,0,0,0,0,0,0,1,0,0,0
знания,0,0,0,0,0,0,0,0,0,0
грузовик,0,0,0,0,0,0,0,0,0,0
терять,1,0,1,1,0,1,0,1,1,0
проигрыш,1,0,0,0,0,1,0,1,0,0
потеря,1,0,0,1,0,1,0,1,0,0
потерял,0,0,0,0,0,1,0,1,0,0
много,0,0,0,0,0,0,0,0,0,0
лосьон,0,0,0,0,0,0,0,0,0,0
много,0,0,0,0,0,0,0,0,0,0
лотерея,0,1,0,0,0,0,0,0,0,0
лото,0,0,0,0,0,0,0,0,0,0
громкий,0,0,0,0,0,0,0,0,0,0
громко,0,0,0,0,0,0,0,0,0,0
громкость,1,0,0,0,0,1,0,0,0,0
бездельничать,0,0,0,0,0,1,0,0,0,0
вошь,0,0,1,0,0,1,0,0,0,0
милый,0,0,0,0,1,0,1,0,0,1
любовь,0,0,0,0,1,0,1,0,0,0
прекрасный,0,1,0,0,1,0,1,1,1,1
занятие любовью,0,0,0,0,1,0,1,0,0,1
любовник,0,1,0,0,1,0,1,0,0,1
любящий,0,0,0,0,1,0,1,0,0,1
ниже,0,0,0,0,0,1,0,1,0,0
снижение,0,0,0,0,0,1,0,0,0,0
самый низкий,0,0,0,0,0,1,0,1,0,0
низменности,0,0,0,0,0,1,0,0,0,0
скромный,0,0,0,0,0,1,0,1,0,0
верный,0,0,0,1,1,0,1,0,1,1
верность,0,0,0,0,0,0,1,0,0,1
смазывать,0,0,0,0,0,0,0,0,0,0
смазка,0,0,0,0,0,0,0,0,0,0
удача,0,1,0,0,1,0,1,0,1,0
счастливый,0,0,0,0,1,0,1,0,1,0
смехотворный,0,0,0,0,0,1,0,0,0,0
волочить,0,0,0,0,0,0,0,0,0,0
багаж,0,0,0,0,0,0,0,0,0,0
затишье,0,1,0,0,0,0,0,0,0,0
Колыбельная песня,0,0,0,0,0,0,0,0,0,0
поясничный отдел,0,0,0,0,0,0,0,0,0,0
пиломатериалы,0,0,0,0,0,0,0,0,0,0
неуклюжий,0,0,0,0,0,1,0,0,0,0
люминесцентный,0,0,0,0,0,0,0,0,0,0
светящийся,0,0,0,0,0,0,0,0,0,0
кусок,0,0,0,0,0,1,0,0,0,0
комковатый,0,0,1,0,0,1,0,0,0,0
безумие,1,0,1,1,0,1,0,1,0,0
лунный,0,0,0,0,0,0,0,0,0,0
сумасшедший,1,0,1,1,0,1,0,0,0,0
обед,0,0,0,0,0,0,0,0,0,0
обед,0,0,0,0,0,0,0,0,0,0
выпад,0,0,0,0,0,0,0,0,1,0
легкие,0,0,0,0,0,0,0,0,0,0
крениться,0,0,0,0,0,1,0,0,0,0
приманка,0,0,0,0,0,1,0,0,0,0
зловещий,0,0,1,0,0,1,0,0,0,0
таиться,0,0,0,0,0,1,0,0,0,0
скрывающийся,0,0,0,0,0,1,0,0,0,0
сочный,0,1,0,0,1,0,1,0,0,0
пышный,0,0,1,0,0,1,0,1,0,0
похоть,0,1,0,0,0,1,0,0,0,0
блеск,0,0,0,0,1,0,1,0,0,0
похотливый,0,0,0,0,0,1,0,0,0,0
блестящий,0,0,0,0,0,0,1,0,0,0
похотливый,0,0,1,0,0,0,0,0,0,0
лютня,0,0,0,0,0,0,0,0,0,0
пышный,0,0,0,0,0,0,1,0,0,0
роскошный,0,0,0,0,1,0,1,0,0,0
роскошь,0,0,0,0,1,0,1,0,0,0
врущий,1,0,1,0,0,1,0,0,0,0
лимфа,0,0,0,0,0,0,0,0,0,0
лимфатический,0,0,0,0,0,0,0,0,0,0
линчевать,1,0,1,1,0,1,0,1,0,0
рысь,0,0,0,0,0,0,0,0,0,0
лира,0,0,0,0,1,0,1,0,0,0
лирический,0,0,0,0,0,0,0,0,0,0
лирический,0,0,0,0,1,0,1,0,0,0
булава,0,0,0,1,0,1,0,0,0,0
машина,0,0,0,0,0,0,0,0,0,1
машины,0,0,0,0,0,0,0,0,0,0
машинист,0,0,0,0,0,0,0,0,0,0
скумбрия,0,0,0,0,0,0,0,0,0,0
без ума,1,0,1,1,0,1,0,1,0,0
Госпожа,0,0,0,0,0,0,0,0,0,0
мадам,0,0,0,0,0,0,0,0,0,0
сводить с ума,1,0,0,1,0,1,0,0,0,0
сумасшедший,1,0,0,1,0,1,0,0,0,0
безумие,1,0,0,1,0,1,0,0,0,0
мафия,0,0,0,1,0,1,0,0,0,0
журнал,0,0,0,0,0,0,0,0,0,0
маг,0,0,0,1,0,0,0,0,0,0
пурпурный,0,0,0,0,0,0,0,0,0,0
личинка,0,0,1,0,0,1,0,0,0,0
магия,0,0,0,0,0,0,0,0,0,0
волшебный,0,1,0,0,1,0,1,0,1,0
фокусник,0,0,0,0,0,0,0,0,1,0
магистрат,0,0,0,0,0,0,0,0,0,0
магма,0,0,0,0,0,0,0,0,0,0
магнат,0,0,0,0,0,0,0,0,0,0
магнит,0,0,0,0,0,0,1,0,0,1
магнетизм,0,0,0,0,0,0,1,0,0,0
магнетит,0,0,0,0,0,0,1,0,0,0
великолепие,0,1,0,0,1,0,1,0,0,1
великолепный,0,1,0,0,1,0,1,0,1,1
лупа,0,0,0,0,0,0,0,0,0,0
увеличить,0,0,0,0,0,0,0,0,0,0
величина,0,0,0,0,0,0,0,0,0,0
сорока,0,0,0,0,0,0,0,0,0,0
служанка,0,0,0,0,0,0,0,0,0,0
дева,0,0,0,0,0,0,1,0,0,0
почта,0,1,0,0,0,0,0,0,0,0
главный,0,0,0,0,0,0,1,0,0,0
материк,0,0,0,0,0,0,0,0,0,0
опора,0,0,0,0,0,0,1,0,0,1
техническое обслуживание,0,0,0,0,0,0,0,0,0,1
величественный,0,1,0,0,1,0,1,0,1,1
величие,0,0,0,0,0,0,1,0,0,1
главный,0,0,0,0,0,0,1,0,0,0
большинство,0,0,0,0,1,0,1,0,0,1
делать,0,0,0,0,0,0,0,0,0,0
производитель,0,0,0,0,0,0,0,0,0,0
временный,0,0,0,0,0,1,0,0,0,0
"макияж, мириться",0,0,0,0,0,0,0,0,0,0
болезнь,0,0,0,0,0,1,0,0,0,0
недомогание,0,0,0,0,0,1,0,1,0,0
малярия,0,0,1,1,0,1,0,1,0,0
злобный,1,0,1,1,0,1,0,1,0,0
должностное преступление,0,0,1,0,0,1,0,0,0,0
порок развития,0,0,0,0,0,1,0,0,0,0
злоба,1,0,0,1,0,1,0,0,0,0
злонамеренный,1,0,1,1,0,1,0,1,0,0
клеветать,1,0,1,0,0,1,0,0,0,0
злокачественность,0,0,0,1,0,1,0,1,0,0
злокачественный,1,0,0,1,0,1,0,0,0,0
торговый центр,0,0,0,0,0,0,0,0,0,0
податливый,0,0,0,0,0,0,0,0,0,0
молоток,0,0,0,0,0,0,0,0,0,0
злоупотребление служебным положением,1,0,0,0,0,1,0,0,0,0
мама,0,0,0,0,0,0,0,0,0,1
млекопитающее,0,0,0,0,0,0,0,0,0,0
мамонт,0,0,0,0,0,0,0,0,0,0
управлять,0,0,0,0,0,0,1,0,0,1
управление,0,0,0,0,0,0,1,0,0,1
управляющий делами,0,0,0,0,0,0,0,0,0,0
мандамус,0,0,0,1,0,1,0,0,0,0
мандарин,0,0,0,0,0,0,1,0,0,1
мандат,0,0,0,0,0,0,0,0,0,0
нижняя челюсть,0,0,0,0,0,0,0,0,0,0
мандолина,0,0,0,0,0,0,0,0,0,0
оправка,0,0,0,0,0,0,0,0,0,0
грива,0,0,0,0,0,0,0,0,0,0
маневр,0,0,0,0,0,0,0,0,0,0
маневрирование,0,0,0,0,0,0,0,0,0,0
чесотка,0,0,1,1,0,1,0,0,0,0
ясли,0,0,0,0,0,0,0,0,0,0
калечить,1,0,1,1,0,1,0,1,0,0
манго,0,0,0,0,0,0,0,0,0,0
мангустин,0,0,0,0,0,0,0,0,0,0
мужественность,0,0,0,0,0,0,1,0,0,0
мания,0,0,0,0,0,1,0,0,0,0
маньяк,1,0,0,1,0,1,0,0,0,0
маниакальный,0,0,0,0,0,1,0,0,0,0
маникюр,0,0,0,0,0,0,0,0,0,0
манифест,0,0,0,0,0,0,0,0,0,0
проявление,0,0,0,1,0,0,0,0,0,0
проявленный,0,0,0,0,0,0,1,0,0,0
явно,0,0,0,0,0,0,0,0,0,0
манифест,0,0,0,0,0,0,0,0,0,0
многообразие,0,0,0,0,0,0,0,0,0,0
манипулировать,0,0,0,0,0,1,0,0,0,0
манипуляция,1,0,0,1,0,1,0,0,0,0
человечество,0,0,0,0,0,0,0,0,0,0
мужественный,0,0,0,0,0,0,1,0,0,0
манна,0,0,0,0,0,0,1,0,0,0
манера,0,0,0,0,0,0,0,0,0,0
манерный,0,0,0,0,0,0,1,0,0,0
манеры,0,0,0,0,0,0,1,0,0,0
поместье,0,0,0,0,0,0,0,0,0,0
особняк,0,0,0,0,0,0,0,0,0,0
непредумышленное убийство,1,0,1,1,0,1,0,1,1,0
мантия,0,0,0,0,0,0,0,0,0,0
руководство,0,0,0,0,0,0,0,0,0,1
производство,0,0,0,0,0,0,0,0,0,0
производитель,0,0,0,0,0,0,1,0,0,0
навоз,0,0,1,0,0,1,0,0,0,0
рукопись,0,0,0,0,0,0,0,0,0,0
карта,0,0,0,0,0,0,0,0,0,0
март,0,0,0,0,0,1,0,0,0,0
мрамор,0,0,0,0,0,0,0,0,0,0
мраморный,0,0,0,0,0,0,0,0,0,0
шарики,0,0,0,0,0,0,0,0,0,0
марш,0,0,0,0,0,0,1,0,0,0
кобыла,0,0,0,0,0,0,0,0,0,0
поле,0,0,0,0,0,1,0,1,0,0
маргинальный,0,0,0,0,0,0,0,0,0,0
марихуана,0,0,0,0,0,0,0,0,0,0
морской,0,0,0,0,0,0,0,0,0,1
моряк,0,0,0,0,0,0,0,0,0,0
морской,0,0,0,0,0,0,0,0,0,0
отметка,0,0,0,0,0,0,0,0,0,0
отмечен,0,0,0,0,0,0,1,0,0,0
рынок,0,0,0,0,0,0,0,0,0,0
товарный,0,0,0,0,0,0,1,0,0,0
рынок,0,0,0,0,0,0,0,0,0,0
Метки,0,0,0,0,0,0,0,0,0,0
мергель,0,0,0,0,0,0,0,0,0,0
мармелад,0,0,0,0,0,0,0,0,0,0
темно-бордовый,0,0,0,0,0,1,0,0,0,0
шатер,0,0,0,0,0,0,0,0,0,0
маркиз,0,0,0,0,0,0,1,0,0,0
свадьба,0,1,0,0,1,0,1,0,0,1
женатый,0,0,0,0,0,0,0,0,0,0
костный мозг,0,0,0,0,1,0,1,0,0,1
жениться,0,1,0,1,1,0,1,0,1,1
болото,0,0,0,0,0,0,0,0,0,0
маршал,0,0,0,0,0,0,1,0,0,1
рынок,0,0,0,0,0,0,0,0,0,0
боевой,1,0,0,0,0,0,0,0,0,0
мартингейл,0,0,0,0,0,1,0,0,0,0
мученик,0,0,0,1,0,1,0,1,0,0
мученичество,0,0,0,1,0,1,0,1,0,0
чудо,0,0,0,0,0,0,1,0,1,0
чудесный,0,0,0,0,1,0,1,0,0,0
чудесно,0,0,0,0,1,0,1,0,0,0
мужской,0,0,0,0,0,0,1,0,0,0
мужественность,0,0,0,0,0,0,0,0,0,0
пюре,0,0,0,0,0,0,0,0,0,0
маска,0,0,0,0,0,0,0,0,0,0
мазохизм,1,0,1,1,0,1,0,0,0,0
каменщик,0,0,0,0,0,0,0,0,0,0
маскарад,0,0,0,0,0,0,0,0,0,0
масса,0,0,0,0,0,0,0,0,0,0
резня,1,0,1,1,0,1,0,1,0,0
массаж,0,0,0,0,1,0,1,0,0,0
массивный,0,0,0,0,0,0,0,0,0,0
мастер,0,0,0,0,0,0,1,0,0,0
вдохновитель,0,0,0,0,0,0,0,0,0,0
шедевр,0,0,0,0,1,0,1,0,0,0
мастерство,1,0,0,0,1,0,1,0,0,1
мастурбировать,0,0,0,0,0,0,0,0,0,0
мастурбация,0,0,0,0,0,0,0,0,0,0
мат,0,0,0,0,0,0,0,0,0,0
соответствие,0,0,0,0,0,0,0,0,0,0
соответствие,0,0,0,0,0,0,0,0,0,0
сваха,0,1,0,0,0,0,0,0,0,0
приятель,0,0,0,0,0,0,1,0,0,1
материал,0,0,0,0,0,0,0,0,0,0
материализм,0,0,0,0,0,1,0,0,0,0
материалист,0,0,1,0,0,1,0,0,0,0
материалистический,0,0,0,0,0,0,0,0,0,0
существенность,0,0,0,0,0,0,0,0,0,0
материализоваться,0,0,0,0,0,0,0,0,0,0
материально,0,0,0,0,0,0,0,0,0,0
материалы,0,0,0,0,0,0,0,0,0,0
техника,0,0,0,0,0,0,0,0,0,0
материнский,0,1,0,0,0,1,1,0,0,0
материнство,0,0,0,0,0,0,0,0,0,0
математический,0,0,0,0,0,0,0,0,0,1
математик,0,0,0,0,0,0,0,0,0,0
математика,0,0,0,0,0,0,0,0,0,0
аттестат зрелости,0,0,0,0,0,0,0,0,0,0
брак,0,1,0,0,1,0,1,0,0,1
матрица,0,0,0,0,0,0,0,0,0,0
надзирательница,0,0,0,0,0,0,1,0,0,1
спутанный,0,0,0,0,0,0,0,0,0,0
иметь значение,0,0,0,0,0,0,0,0,0,0
матирование,0,0,0,0,0,0,0,0,0,0
матрас,0,0,0,0,0,0,0,0,0,0
созревание,0,0,0,0,0,0,0,0,0,0
зрелость,0,0,0,0,0,0,0,0,0,0
мавзолей,0,0,0,0,0,0,0,1,0,0
лиловый,0,0,0,0,0,0,0,0,0,0
Максим,0,0,0,0,0,0,0,0,0,1
максимум,0,0,0,0,0,0,1,0,0,0
мэр,0,0,0,0,0,0,1,0,0,0
лабиринт,0,0,0,0,0,0,0,0,0,0
медовуха,0,0,0,0,0,0,0,0,0,0
луг,0,0,0,0,0,0,1,0,0,0
еда,0,0,0,0,0,0,0,0,0,0
меандр,0,0,0,0,0,0,0,0,0,0
блуждающий,0,0,0,0,0,1,0,0,0,0
значение,0,0,0,0,0,0,0,0,0,0
бессмысленный,0,0,0,0,0,1,0,1,0,0
означает,0,0,0,0,0,0,0,0,0,0
тем временем,0,0,0,0,0,0,0,0,0,0
корь,0,0,1,1,0,1,0,1,0,0
измеримый,0,0,0,0,0,0,0,0,0,0
мера,0,0,0,0,0,0,0,0,0,1
измеренный,0,0,0,0,0,0,1,0,0,1
измерение,0,0,0,0,0,0,0,0,0,0
измерение,0,0,0,0,0,0,0,0,0,0
мясо,0,0,0,0,0,0,0,0,0,0
механик,0,0,0,0,0,0,0,0,0,0
механический,0,0,0,0,0,0,0,0,0,0
механизм,0,0,0,0,0,0,0,0,0,0
медаль,0,1,0,0,1,0,1,0,1,1
медальон,0,0,0,0,0,0,0,0,0,0
медалист,0,0,0,0,0,0,0,0,0,0
вмешиваться,1,0,0,0,0,1,0,0,0,0
вмешательство,0,0,0,0,0,0,0,0,0,0
СМИ,0,0,0,0,0,0,0,0,0,0
средний,0,0,0,0,0,0,0,0,0,0
медиана,0,0,0,0,0,0,0,0,0,0
посредничать,0,1,0,0,0,0,1,0,0,1
посредничество,0,0,0,0,0,0,1,0,0,0
посредник,0,1,0,0,0,0,1,0,0,1
медицинский,0,1,0,1,0,0,1,0,0,1
лекарственный,0,0,0,0,0,0,0,0,0,0
лекарственное средство,0,0,0,0,0,0,0,0,0,0
средневековый,0,0,0,0,0,0,0,0,0,0
посредственный,0,0,0,0,0,1,0,0,0,0
посредственность,0,0,0,0,0,1,0,0,0,0
медитировать,0,1,0,0,1,0,1,0,0,1
медитация,0,0,0,0,0,0,0,0,0,0
медитативное,0,0,0,0,0,0,0,0,0,0
средиземноморский,0,0,0,0,0,0,1,0,0,0
средний,0,0,0,0,0,0,0,0,0,0
попурри,0,0,0,0,0,0,1,0,0,0
кроткий,0,0,0,0,0,0,0,1,0,0
встретиться,0,0,0,0,0,0,0,0,0,0
встреча,0,0,0,0,0,0,0,0,0,0
меланхоличный,0,0,0,0,0,1,0,1,0,0
меланхолия,0,0,0,0,0,1,0,1,0,0
ближний бой,0,0,0,1,0,1,0,0,0,0
мелодичный,0,0,0,0,0,0,0,0,0,0
мелодрама,1,0,0,0,0,1,0,1,0,0
мелодраматический,0,0,0,0,0,0,0,0,0,0
мелодия,0,0,0,0,0,0,0,0,0,0
таять,0,0,0,0,0,0,0,0,0,0
расплавление,0,0,0,0,0,1,0,1,0,0
плавление,0,0,0,0,0,0,0,0,0,0
