Swedish Word,anger,anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust
otillräckligt,0,0,0,0,0,1,0,0,0,0
trångsynt,0,0,0,0,0,0,0,0,0,0
isolera,0,0,0,0,0,0,0,0,0,0
isolering,0,0,0,0,0,0,0,0,0,1
förolämpning,1,0,1,0,0,1,0,1,1,0
förolämpande,1,0,1,1,0,1,0,1,0,0
försäkring,0,0,0,0,0,0,0,0,0,0
försäkra,0,0,0,0,0,0,1,0,0,1
rebellisk,0,0,0,0,0,1,0,0,0,0
oöverstiglig,0,0,0,1,0,1,0,1,0,0
uppror,1,0,0,0,0,1,0,0,0,0
intakt,0,0,0,0,0,0,1,0,0,1
immateriella,0,0,0,0,0,0,0,0,0,0
heltal,0,0,0,0,0,0,0,0,0,0
väsentlig,0,0,0,0,0,0,0,0,0,0
integrera,0,0,0,0,0,0,0,0,0,0
integration,0,0,0,0,0,0,0,0,0,0
integritet,0,0,0,0,0,0,1,0,0,1
intellekt,0,0,0,0,0,0,1,0,0,0
intellektuell,0,0,0,0,0,0,1,0,0,0
intelligens,0,0,0,1,1,0,1,0,0,1
intelligent,0,0,0,0,0,0,1,0,0,1
begriplighet,0,0,0,0,0,0,0,0,0,0
begriplig,0,0,0,0,0,0,0,0,0,0
avser,0,0,0,0,0,0,0,0,0,1
avsedd,0,1,0,0,0,0,1,0,0,0
avser,0,0,0,0,0,0,0,0,0,0
intensiv,1,0,1,1,1,1,1,0,1,1
intensivt,0,0,0,0,0,0,0,0,0,0
intensifiera,0,0,0,0,0,0,0,0,0,0
intensitet,0,0,0,0,0,0,0,0,0,0
avsikt,0,0,0,0,0,0,0,0,0,0
avsikt,0,0,0,0,0,0,0,0,0,0
avsiktlig,0,0,0,0,0,0,0,0,0,0
avsiktligt,0,0,0,0,0,0,0,0,0,0
inter,0,0,0,0,0,1,0,1,0,0
samspel,0,0,0,0,0,0,0,0,0,0
medla,0,0,0,1,0,0,0,1,0,0
genskjuta,0,0,0,0,0,0,0,0,0,0
uppsnappande,0,0,0,0,0,0,0,0,0,0
förbön,0,0,0,0,0,0,0,0,0,1
utbyte,0,0,0,0,0,0,0,0,0,0
utbytbar,0,0,0,0,0,0,0,0,0,0
utbytt,0,0,0,0,0,0,0,0,0,0
intercom,0,0,0,0,0,0,0,0,0,0
umgänge,0,0,0,0,0,0,1,0,0,0
ömsesidigt beroende,0,0,0,0,0,0,0,0,0,0
beroende av varandra,0,0,0,0,0,0,0,0,0,0
förbud,0,0,0,0,0,1,0,0,0,0
intressera,0,0,0,0,0,0,1,0,0,0
intresserad,0,0,1,0,0,0,1,1,0,0
intressant,0,0,0,0,0,0,1,0,0,0
interferens,0,0,0,0,0,1,0,0,0,0
interferometer,0,0,0,0,0,0,0,0,0,0
tillfällig,0,1,0,0,0,0,0,0,0,0
interiör,0,0,1,0,0,0,1,0,0,1
interlocutory,0,0,0,0,0,0,1,0,0,0
mellanspel,0,0,0,0,0,0,1,0,0,0
mellanhand,0,0,0,0,0,0,0,0,0,0
mellanliggande,0,0,0,0,0,0,0,0,0,0
begravning,0,0,0,0,0,1,0,1,0,0
oändlig,1,1,0,0,0,1,1,0,0,0
paus,0,1,0,0,0,0,0,0,0,0
intermittent,0,0,0,0,0,0,0,0,0,0
internera,0,0,0,0,0,0,0,0,0,0
inre,0,0,0,0,0,0,0,0,0,0
internt,0,0,0,0,0,0,0,0,0,0
internationell,0,0,0,0,0,0,0,0,0,0
interpolera,0,0,0,0,0,0,0,0,0,0
interpolation,0,0,0,0,0,0,0,0,0,0
tolka,0,0,0,0,0,0,0,0,0,0
tolkning,0,0,0,0,0,0,0,0,0,0
tolk,0,0,0,0,0,0,0,0,0,0
sammanhängande,0,0,0,0,0,0,0,0,0,0
förhöra,0,0,0,1,0,0,0,0,0,0
förhör,0,0,0,1,0,0,0,0,0,0
avbryta,1,0,0,0,0,1,0,0,1,0
avbröts,0,0,0,0,0,1,0,1,0,0
avbrott,0,0,0,0,0,0,0,0,0,0
korsas,0,0,0,0,0,0,0,0,0,0
genomskärning,0,0,0,0,0,0,0,0,0,0
interstitial,0,0,0,0,0,0,0,0,0,0
intervall,0,0,0,0,0,0,0,0,0,0
ingripande,0,0,0,0,0,0,0,0,0,0
intervention,0,0,0,0,0,1,1,1,0,0
intervju,0,0,0,0,0,0,0,0,0,0
intervjuare,0,0,0,1,0,0,0,0,0,0
samverkande,0,0,0,0,0,0,0,0,0,0
intestata,0,0,0,0,0,1,0,0,0,0
tarm-,0,0,1,0,0,0,0,0,0,0
inälvor,0,0,0,0,0,0,0,0,0,0
tarmar,0,0,0,0,0,0,0,0,0,0
intimitet,0,0,0,0,0,0,0,0,0,0
intim,0,1,0,0,1,0,1,0,0,1
intimt,0,1,0,1,1,0,0,0,0,0
antydan,0,0,0,0,0,0,0,0,0,0
skrämma,0,0,0,1,0,1,0,0,0,0
skrämsel,1,0,0,1,0,1,0,0,0,0
outhärdlig,1,0,0,0,0,1,0,0,0,0
intolerans,1,0,1,1,0,1,0,0,0,0
intolerant,1,0,1,1,0,1,0,1,0,0
intonation,0,0,0,0,0,0,1,0,0,0
berusade,0,0,1,0,0,1,0,0,0,0
berusning,0,0,0,0,0,0,0,0,0,0
svårhanterliga,1,0,0,0,0,1,0,0,0,0
intramural,0,0,0,0,0,0,0,0,0,0
orädda,0,0,0,0,0,0,1,0,0,0
invecklad,0,0,0,0,0,0,0,0,0,0
intrig,0,1,0,1,0,1,0,0,1,0
fängslande,0,0,0,0,0,0,0,0,0,0
inneboende,0,0,0,0,0,0,0,0,0,0
i sig själv,0,0,0,0,0,0,0,0,0,0
introduktion,0,0,0,0,0,0,0,0,0,0
inledande,0,0,0,0,0,0,0,0,0,0
introspektion,0,0,0,0,0,0,0,0,0,0
introspektiv,0,0,0,0,0,0,0,0,0,0
inkräktare,1,0,0,1,0,1,0,0,1,0
intrång,0,0,0,1,0,1,0,0,0,0
påträngande,1,0,1,1,0,1,0,0,1,0
intuition,0,0,0,0,0,0,1,0,0,1
intuitiv,0,0,0,0,0,0,1,0,0,0
intuitivt,0,1,0,0,0,0,0,0,0,0
översvämning,0,0,0,0,0,0,0,0,0,0
invadera,1,0,0,1,0,1,0,1,1,0
inkräktare,1,0,0,1,0,1,0,1,0,0
ogiltig,0,0,0,0,0,0,0,1,0,0
ogiltigförklara,0,0,0,0,0,1,0,0,0,0
annullering,0,0,0,0,0,1,0,0,0,0
invaliditet,0,0,0,0,0,1,0,0,0,0
ovärderlig,0,0,0,0,0,0,0,0,0,0
ständigt,0,0,0,0,0,0,1,0,0,0
invasion,1,0,0,0,0,1,0,0,0,0
uppfinna,0,0,0,0,0,0,0,0,0,0
uppfinning,0,0,0,0,0,0,0,0,0,0
uppfinningsrik,0,0,0,0,0,0,1,0,0,0
uppfinnare,0,0,0,0,0,0,1,0,0,0
lager,0,0,0,0,0,0,0,0,0,0
omvänd,0,0,0,0,0,0,0,0,0,0
omvänt,0,0,0,0,0,0,0,0,0,0
inversion,0,0,0,0,0,0,0,0,0,0
invertera,0,0,0,0,0,0,0,0,0,0
omvänd,0,0,0,0,0,0,0,0,0,0
undersöka,0,0,0,0,0,0,1,0,0,0
undersökning,0,1,0,0,0,0,0,0,0,0
forskare,0,0,0,0,0,0,0,0,0,0
investerare,0,0,0,0,0,0,0,0,0,0
stärka,0,0,0,0,0,0,1,0,0,0
oövervinnerlig,0,0,0,0,0,0,0,0,0,0
osynlighet,0,0,0,0,0,0,0,0,0,0
osynlig,0,0,0,0,0,0,0,0,0,0
inbjudan,0,1,0,0,0,0,1,0,0,0
inbjudan,0,1,0,0,1,0,1,0,1,1
inbjudande,0,1,0,0,1,0,1,0,1,1
åkallan,0,1,0,0,0,0,0,0,0,1
faktura,0,0,0,0,0,0,0,0,0,0
åberopa,0,1,0,0,0,0,0,0,0,0
oavsiktlig,0,0,0,0,0,1,0,0,0,0
involution,1,0,0,0,0,1,0,0,0,0
medverkan,1,0,0,0,0,0,0,0,0,0
inåt,0,0,0,0,0,0,0,0,0,0
iota,0,0,0,0,0,0,0,0,0,0
ilsken,1,0,0,0,0,1,0,0,0,0
vrede,1,0,0,0,0,1,0,0,0,0
iriserande,0,0,0,0,0,0,0,0,0,0
iris,0,0,0,1,0,0,0,0,0,0
järn,0,0,0,0,0,0,1,0,0,1
Ironisk,0,0,0,0,0,0,0,0,0,0
järn,0,0,0,0,0,1,0,0,0,0
ironi,0,0,0,0,0,0,0,0,0,0
bestrålning,0,0,0,0,0,0,0,0,0,0
irrationell,0,0,1,1,0,1,0,0,0,0
irrationalitet,0,0,0,0,0,1,0,0,0,0
oförenlig,1,0,0,1,0,1,0,1,0,0
oreducerbar,0,0,0,0,0,0,1,0,0,0
obestridlig,0,0,0,0,0,0,1,0,0,1
oregelbunden,0,0,0,0,0,1,0,0,0,0
oegentlighet,0,0,0,0,0,1,0,0,0,0
oregelbundet,0,0,0,0,0,0,0,0,0,0
irrelevant,0,0,0,0,0,1,0,0,0,0
irreparabel,0,0,0,1,0,1,0,1,0,0
okuvlig,0,0,0,0,0,0,0,0,0,0
oemotståndligt,0,0,0,0,0,0,0,0,0,0
oavsett,0,0,0,0,0,0,0,0,0,0
oansvarig,0,0,0,0,0,1,0,0,0,0
vanvördig,0,0,0,0,0,1,0,0,0,0
irreversibel,0,0,0,0,0,0,0,0,0,0
oåterkallelig,0,0,0,0,0,1,0,0,0,0
bevattna,0,0,0,0,0,0,0,0,0,0
bevattning,0,0,0,0,0,0,0,0,0,0
irritabilitet,1,0,0,0,0,1,0,0,0,0
irritabel,1,0,0,0,0,1,0,0,0,0
irriterande,1,0,1,0,0,1,0,0,0,0
irritation,1,0,1,0,0,1,0,1,0,0
ö,0,0,0,0,0,0,0,0,0,0
ö,0,0,0,0,0,0,0,0,0,0
holme,0,0,0,0,0,0,0,0,0,0
isolera,0,0,0,0,0,0,0,1,0,0
isolerat,0,0,0,1,0,1,0,1,0,0
isolering,0,0,0,0,0,1,0,1,0,0
isomorfi,0,0,0,0,0,0,0,0,0,0
isotermisk,0,0,0,0,0,0,0,0,0,0
problem,0,0,0,0,0,0,0,0,0,0
klia,0,0,0,0,0,0,0,0,0,0
klåda,0,0,0,0,0,0,0,0,0,0
Artikel,0,0,0,0,0,0,0,0,0,0
specificera,0,0,0,0,0,0,0,0,0,0
föremål,0,0,0,0,0,0,0,0,0,0
iterera,0,0,0,0,0,0,0,0,0,0
iteration,0,0,0,0,0,0,0,0,0,0
iterativ,0,0,0,0,0,0,0,0,0,0
ambulerande,0,0,0,0,0,0,0,0,0,0
resväg,0,0,0,0,0,0,0,0,0,0
elfenben,0,0,0,0,0,0,0,0,0,0
stöt,1,0,0,0,0,0,0,0,0,0
pladder,0,0,0,0,0,1,0,0,0,0
jack,0,0,0,0,0,0,0,0,0,0
åsna,0,0,0,0,0,0,0,0,0,0
jackpott,0,1,0,0,1,0,1,0,1,0
domkrafter,0,0,0,0,0,0,0,0,0,0
jade,0,0,0,0,0,0,0,0,0,0
jag,0,0,0,0,0,0,0,0,0,0
ojämn,0,0,0,0,0,0,0,0,0,0
jaguar,0,0,0,0,0,0,0,0,0,0
fängelse,0,0,0,1,0,1,0,1,0,0
sylt,0,0,0,0,0,0,1,0,0,0
fastnat,0,0,0,0,0,0,0,0,0,0
vaktmästare,0,0,1,0,0,0,0,0,0,0
japan,0,0,0,0,0,0,0,0,0,0
burk,0,0,0,0,0,0,0,0,0,0
jargong,0,0,0,0,0,1,0,0,0,0
skärande,0,0,0,1,0,1,0,1,0,0
jaspis,0,0,0,0,0,0,0,0,0,0
gulsot,0,0,0,1,0,1,0,0,0,0
utfärd,0,0,0,0,0,0,0,0,0,0
spjut,0,0,0,0,0,0,0,0,0,0
käke,0,0,0,0,0,0,0,0,0,0
käftar,0,0,0,1,0,0,0,0,0,0
jay,0,0,0,0,0,0,0,0,0,0
svartsjuk,1,0,1,0,0,1,0,0,0,0
svartsjuka,1,0,1,1,0,1,0,1,0,0
jeans,0,0,0,0,0,0,0,0,0,0
jeep,0,0,0,0,0,0,0,0,0,0
gelé,0,0,0,0,0,0,0,0,0,0
jenny,0,0,0,0,0,0,0,0,0,0
äventyra,1,0,0,1,0,1,0,0,0,0
Jeopardy,0,1,0,1,0,1,0,0,0,0
rycka,1,0,0,0,0,0,0,0,1,0
jersey,0,0,0,0,0,0,0,0,0,0
skoj,0,0,0,0,1,0,1,0,1,0
gycklare,0,0,0,0,0,0,0,0,0,0
jet,0,0,0,0,0,0,0,0,0,0
brygga,0,0,0,0,0,0,0,0,0,0
juvel,0,0,0,0,0,0,0,0,0,0
juvelerare,0,0,0,0,0,0,0,0,0,0
Smycken,0,0,0,0,0,0,0,0,0,0
fock,0,0,0,0,0,0,0,0,0,0
ögonblick,0,0,0,0,0,0,0,0,0,0
jimmy,0,0,0,0,0,0,0,0,0,0
klingande,0,0,0,0,0,0,0,0,0,0
jobb,0,0,0,0,0,0,1,0,0,0
jock,0,0,0,0,0,0,0,0,0,0
jockey,0,0,0,0,0,0,0,0,0,0
jogga,0,0,0,0,0,0,0,0,0,0
john,0,0,1,0,0,1,0,0,0,0
Ansluta sig,0,0,0,0,0,0,1,0,0,0
gick med,0,0,0,0,0,0,1,0,0,0
sammanfogning,0,0,0,0,0,0,0,0,0,0
gemensam,0,0,0,0,0,0,0,0,0,0
gemensamt,0,0,0,0,0,0,0,0,0,0
skämt,0,0,0,0,0,1,0,0,0,0
joker,0,0,0,0,1,0,1,0,1,0
skojar,0,0,0,0,0,0,1,0,0,0
ryck,0,0,0,0,0,0,0,0,1,0
jornada,0,0,0,0,0,1,0,0,0,0
anteckna,0,0,0,0,0,0,0,0,0,0
tidning,0,0,0,0,0,0,0,0,0,0
journalistik,0,0,0,0,0,0,0,0,0,1
journalist,0,0,0,0,0,0,1,0,0,0
resa,0,1,0,1,1,0,1,0,0,0
gesäll,0,0,0,0,0,0,0,0,0,1
gemytlig,0,0,0,0,1,0,1,0,0,0
glädje,0,0,0,0,1,0,1,0,0,0
glad,0,0,0,0,1,0,1,0,0,1
glad,0,0,0,0,1,0,1,0,0,0
jublande,0,0,0,0,1,0,1,0,1,1
jubileum,0,0,0,0,1,0,1,0,1,0
bedöma,0,0,0,0,0,0,0,0,0,0
bedömning,0,0,0,0,0,0,0,0,0,0
dom,0,0,0,0,0,0,0,0,1,0
rättslig,0,1,0,0,0,0,1,0,0,1
dömande,0,1,0,0,0,0,0,0,0,1
klok,0,0,0,0,0,0,1,0,0,1
kanna,0,0,0,0,0,0,0,0,0,0
jonglera,0,0,0,0,0,0,0,0,0,0
jonglering,0,0,0,0,0,0,0,0,0,0
juice,0,0,0,0,0,0,0,0,0,0
saftig,0,0,0,0,0,0,0,0,0,0
virrvarr,0,0,0,0,0,1,0,0,0,0
virrvarr,0,0,0,0,0,0,0,0,0,0
jumbo,0,0,0,0,0,0,0,0,0,0
hoppa,0,0,0,0,1,0,1,0,0,0
korsning,0,0,0,0,0,0,0,0,0,0
tidpunkt,0,0,0,0,0,0,0,0,0,0
djungel,0,0,0,1,0,0,0,0,0,0
junior,0,0,0,0,0,0,0,0,0,0
skräp,0,0,0,0,0,1,0,0,0,0
junta,0,0,0,0,0,1,0,0,0,0
juridisk,0,0,0,0,0,0,0,0,0,0
jurisdiktion,0,0,0,0,0,0,0,0,0,0
juridik,0,0,0,0,0,0,0,1,0,0
jurist,0,0,0,0,0,0,0,0,0,1
jury,0,0,0,0,0,0,0,0,0,1
rättvisa,0,0,0,0,0,0,1,0,0,1
berättigad,0,0,0,0,0,0,1,0,0,1
berättigande,0,0,0,0,0,0,1,0,0,0
rättfärdiga,0,0,0,0,0,0,0,0,0,0
jute,0,0,0,0,0,0,0,0,0,0
juvenil,0,0,0,0,0,1,0,0,0,0
sammanställning,0,0,0,0,0,0,0,0,0,0
kaiser,0,0,0,0,0,0,0,0,0,0
kalejdoskop,0,0,0,0,0,0,0,0,0,0
känguru,0,0,0,0,0,0,0,0,0,0
kanji,0,0,0,0,0,0,0,0,0,0
karma,0,0,0,0,0,0,0,0,0,0
kajak,0,0,0,0,0,0,0,0,0,0
köl,0,0,0,0,0,0,0,0,0,0
vårdare,0,0,0,0,0,0,0,0,0,0
förvaring,0,0,0,0,0,0,0,0,0,0
minnessak,0,0,0,0,0,0,1,0,0,0
kagge,0,0,0,0,0,0,0,0,0,0
ken,0,0,0,0,0,0,1,0,0,0
kennel,0,0,0,0,0,0,0,1,0,0
kern,0,0,0,0,0,1,0,0,0,0
kärna,0,0,0,0,0,0,0,0,0,0
fotogen,0,0,0,1,0,0,0,0,0,0
vattenkokare,0,0,0,0,0,0,0,0,0,0
nyckel-,0,0,0,0,0,0,0,0,0,0
nyckelhål,0,0,0,0,0,0,0,0,0,0
grundton,0,0,0,0,0,0,1,0,0,0
hörnsten,0,0,0,0,0,0,1,0,0,0
kaki,0,0,0,0,0,0,0,0,0,0
khan,0,0,0,1,0,0,0,0,0,1
sparka,1,0,0,0,0,1,0,0,0,0
sparkar,1,0,0,0,0,0,0,0,0,0
unge,0,0,0,0,0,0,0,0,0,0
skojar,0,0,0,0,0,0,0,0,0,0
kidnappa,1,0,0,1,0,1,0,1,1,0
döda,0,0,0,1,0,1,0,1,0,0
dödande,1,0,0,1,0,1,0,1,0,0
ugn,0,0,0,0,0,0,0,0,0,0
kilogram,0,0,0,0,0,0,0,0,0,0
kilometer,0,0,0,0,0,0,0,0,0,0
kilt,0,0,0,0,0,0,0,0,0,0
kimono,0,0,0,0,0,0,0,0,0,0
släkt,0,0,0,0,0,0,0,0,0,0
snäll,0,0,0,0,1,0,1,0,0,1
dagis,0,0,0,0,0,0,0,0,0,0
vänlighet,0,0,0,0,0,0,1,0,0,0
släkt,0,1,0,0,1,0,1,0,0,1
kinematik,0,0,0,0,0,0,0,0,0,0
kung,0,0,0,0,0,0,1,0,0,0
rike,0,0,0,0,0,0,0,0,0,0
kink,0,0,0,0,0,0,0,0,0,0
kinky,0,0,0,0,0,0,0,0,0,0
kiosk,0,0,0,0,0,0,0,0,0,0
kirk,0,0,0,0,0,0,0,0,0,0
kyss,0,1,0,0,1,0,1,0,1,0
utrustning,0,0,0,0,0,0,0,0,0,0
kök,0,0,0,0,0,0,0,0,0,0
drake,0,0,1,0,0,1,0,0,0,0
kattunge,0,0,0,0,1,0,1,0,0,1
talang,0,0,0,0,0,0,1,0,0,0
ryggsäck,0,0,0,0,0,0,0,0,0,0
knåda,0,0,0,0,0,0,0,0,0,0
knä,0,0,0,0,0,0,0,0,0,0
knäböja,0,0,0,0,0,0,0,0,0,0
knästående,0,0,0,0,0,0,0,0,0,0
knäböja,0,0,0,1,0,1,0,1,0,0
trosor,0,0,0,0,0,0,0,0,0,1
kniv,0,0,0,0,0,0,0,0,0,0
riddare,0,0,0,0,0,0,1,0,0,0
sticka,0,0,0,0,0,0,0,0,0,0
knopp,0,0,0,0,0,0,0,0,0,0
slå,0,0,0,0,0,0,0,0,0,0
kulle,0,0,0,0,0,0,0,0,0,0
Knut,0,0,0,0,0,0,0,0,0,0
knölig,0,0,0,0,0,1,0,0,0,0
menande,0,0,0,0,0,0,1,0,0,0
medvetet,0,0,0,0,0,0,0,0,0,0
kunskap,0,0,0,0,0,0,1,0,0,0
knoge,0,0,0,0,0,0,0,0,0,0
kos,0,0,0,0,0,0,0,0,0,0
kris,0,0,0,0,0,0,0,0,0,0
beröm,0,0,0,0,1,0,1,0,0,0
labb,0,0,0,0,0,0,0,0,0,0
märka,0,0,0,0,0,0,0,0,0,1
arbetskraft,0,1,0,0,1,0,1,0,1,1
laboratorium,0,0,0,0,0,0,0,0,0,0
arbetade,0,0,0,0,0,1,0,1,0,0
arbetare,0,0,0,0,0,0,0,0,0,0
arbetande,0,0,0,0,0,0,0,0,0,0
mödosamt,0,0,0,0,0,1,0,0,0,0
labyrint,0,1,0,0,0,1,0,0,0,0
lac,0,0,0,0,0,0,0,0,0,0
spets,1,0,0,1,0,1,1,1,0,1
brist,0,0,0,0,0,1,0,0,0,0
saknas,0,0,0,0,0,1,0,0,0,0
matt,0,0,0,0,0,1,0,0,0,0
lack,0,0,0,0,0,0,0,0,0,0
lacrosse,0,0,0,0,0,0,0,0,0,0
pojke,0,0,0,0,0,0,0,0,0,0
stege,0,0,0,0,0,0,0,0,0,0
lastad,0,0,0,0,0,1,0,0,0,0
last,0,0,0,0,0,0,0,0,0,0
slev,0,0,0,0,0,0,0,0,0,0
lady,0,0,0,0,0,0,0,0,0,0
eftersläpning,0,0,0,0,0,1,0,0,0,0
släpar efter,1,1,1,0,0,1,0,1,0,0
lagun,0,0,0,0,0,0,0,0,0,0
lya,0,0,0,0,0,1,0,0,0,0
lekmännen,0,0,0,0,0,0,0,0,0,0
sjö,0,0,0,0,0,0,0,0,0,0
lama,0,0,0,0,0,0,0,0,0,0
lamm,0,0,0,0,1,0,1,0,0,1
beklaga,0,0,1,1,0,1,0,1,0,0
beklaga,0,0,0,0,0,0,0,1,0,0
lamell,0,0,0,0,0,0,0,0,0,0
laminerad,0,0,0,0,0,0,0,0,0,0
lampa,0,0,0,0,0,0,0,0,0,0
lans,0,0,0,0,0,0,0,0,0,0
lancer,0,0,0,0,0,0,0,0,0,0
landa,0,0,0,0,0,0,1,0,0,0
landat,0,0,0,0,0,0,1,0,0,0
landning,0,0,0,0,0,0,0,0,0,0
landlåst,0,0,0,0,0,0,0,0,0,0
hyresvärd,0,0,0,0,0,0,0,0,0,0
landmärke,0,0,0,0,0,0,0,0,0,1
landar,0,0,0,0,0,0,0,0,0,0
landskap,0,0,0,0,0,0,0,0,0,0
landskapsarkitektur,0,0,0,0,0,0,0,0,0,0
jordskred,0,0,0,1,0,1,0,1,0,0
körfält,0,0,0,0,0,0,0,0,0,0
språk,0,0,0,0,0,0,0,0,0,0
matt,0,0,0,0,0,1,0,0,0,0
tråna,0,0,0,0,0,1,0,0,0,0
smäktande,0,0,0,1,0,1,0,1,0,0
gänglig,0,0,0,0,0,0,0,0,0,0
lykta,0,0,0,0,0,0,0,0,0,0
knä,0,0,0,0,0,0,0,0,0,0
slag,0,0,0,0,0,0,0,0,0,0
upphöra,0,0,0,0,0,1,0,0,0,0
förfallit,0,0,0,0,0,0,0,0,0,0
stöld,0,0,1,0,0,1,0,0,0,0
ister,0,0,0,0,0,0,0,0,0,0
skafferi,0,0,0,0,0,0,0,0,0,0
stor,0,0,0,0,0,0,0,0,0,0
större,0,0,1,0,0,0,0,0,1,1
largo,0,0,0,0,0,0,0,0,0,0
lärka,0,0,0,0,0,0,0,0,0,0
larv,0,0,0,0,0,0,0,0,0,0
struphuvud,0,0,0,0,0,0,0,0,0,0
laser,0,0,0,0,0,0,1,0,0,1
surra,1,0,0,1,0,1,0,0,0,0
tös,0,0,0,0,0,0,0,0,0,0
lasso,0,0,0,0,0,0,0,0,0,0
varaktig,0,0,0,0,0,0,0,0,0,0
spärr,0,0,0,0,0,0,0,0,0,0
sent,0,0,0,0,0,1,0,1,0,0
försening,0,0,0,0,0,1,0,0,0,0
latent,1,1,1,0,0,1,0,0,1,0
lateral,0,0,0,0,0,0,0,0,0,0
i sidled,0,0,0,0,0,0,0,0,0,0
latex,0,0,0,0,0,0,0,0,0,0
svarv,0,0,0,0,0,0,0,0,0,0
lödder,0,0,0,0,0,0,0,0,0,0
latitud,0,0,0,0,0,0,0,0,0,0
latriner,0,0,1,0,0,1,0,0,0,0
gitter,0,0,0,0,0,0,0,0,0,0
lovvärd,0,0,0,0,0,0,1,0,0,0
skratt,0,0,0,0,1,0,1,0,1,0
skrattretande,0,0,1,0,0,1,0,0,0,0
skrattande,0,0,0,0,1,0,1,0,0,0
skratt,0,1,0,0,1,0,1,0,1,0
lansera,0,1,0,0,0,0,1,0,0,0
tvätt,0,0,0,0,0,0,0,0,0,0
pristagare,0,0,0,0,0,0,1,0,0,1
lagerblad,0,0,0,0,0,0,1,0,0,0
lagrar,0,0,0,0,1,0,1,0,0,0
lava,1,0,0,1,0,1,0,0,0,0
sköljning,0,0,0,0,0,0,0,0,0,0
toalett,0,0,1,0,0,0,0,0,0,0
lavendel-,0,0,0,0,0,0,0,0,0,0
slösa,0,0,0,0,0,0,1,0,0,0
lag,0,0,0,0,0,0,0,0,0,1
laglig,0,0,0,0,0,0,1,0,0,1
laglöshet,1,0,0,1,0,1,0,0,0,0
gräsmatta,0,0,0,0,0,0,0,0,0,0
rättegång,1,0,1,1,0,1,0,1,1,0
advokat,1,0,1,1,0,1,0,0,0,0
slapp,0,0,0,0,0,1,0,1,0,0
laxativ,0,0,1,1,0,1,0,0,0,0
lägga,0,0,0,0,0,0,0,0,0,0
lager,0,0,0,0,0,0,0,0,0,0
skiktad,0,0,0,0,0,0,0,0,0,0
lekman,0,0,0,0,0,0,0,0,0,0
lat,0,0,0,0,0,1,0,0,0,0
lea,0,0,0,0,0,0,0,0,0,0
leda,0,0,0,0,0,0,1,0,0,0
ledare,0,0,0,0,0,0,1,0,0,1
ledande,0,0,0,0,0,0,0,0,0,1
leder,0,0,0,0,0,0,0,0,0,0
blad,0,0,0,0,0,0,0,0,0,0
folder,0,0,0,0,0,0,0,0,0,0
lummig,0,0,0,0,0,0,0,0,0,0
liga,0,0,0,0,0,0,1,0,0,0
läcka,0,0,0,0,0,1,0,0,0,0
läckage,0,0,0,0,0,1,0,0,0,0
läckande,0,0,0,0,0,1,0,0,0,0
mager,0,0,0,0,0,0,0,0,0,0
lutade sig,0,0,0,0,0,0,0,0,0,0
lutande,0,0,0,0,0,0,0,0,0,1
hoppa,0,0,0,0,0,0,0,0,0,0
lära sig,0,0,0,0,0,0,1,0,0,0
lärt mig,0,0,0,0,0,0,0,0,0,0
elev,0,0,0,0,0,0,0,0,0,0
inlärning,0,0,0,0,0,0,1,0,0,0
hyra,0,0,0,0,0,0,0,0,0,0
koppel,0,0,0,0,0,0,0,0,0,0
läder-,0,0,0,0,0,0,0,0,0,0
seg,0,0,0,0,0,0,0,0,0,0
lämna,0,0,0,0,0,1,0,1,1,0
föreläsning,0,0,0,0,0,0,0,0,0,0
föreläsare,0,0,0,0,0,0,1,0,0,0
avsats,0,0,0,0,0,0,0,0,0,0
huvudbok,0,0,0,0,0,0,0,0,0,0
lä-,0,0,0,0,0,0,0,0,0,0
igel,0,0,0,0,0,1,0,0,0,0
iglar,0,0,1,1,0,1,0,0,0,0
leer,0,0,1,0,0,1,0,0,0,0
skeptisk,0,0,0,0,0,0,0,0,1,0
jäst,0,0,0,0,0,0,0,0,0,0
spelrum,0,0,0,0,0,0,1,0,0,0
vänster,0,0,0,0,0,0,0,0,0,0
ben,0,0,0,0,0,0,0,0,0,0
arv,0,0,0,0,0,0,0,0,0,0
Rättslig,0,0,0,0,0,0,1,0,0,1
laglighet,0,0,0,0,0,0,0,0,0,0
legalisera,0,0,0,0,0,0,0,0,0,0
legaliseras,1,0,0,1,1,0,1,0,0,1
lagligt,0,0,0,0,0,0,0,0,0,0
legend,0,0,0,0,0,0,0,0,0,0
legendarisk,0,0,0,0,0,0,1,0,0,0
läsbarhet,0,0,0,0,0,0,1,0,0,0
läsbar,0,0,0,0,0,0,1,0,0,0
legion,0,0,0,0,0,0,0,0,0,0
lagstifta,0,0,0,0,0,0,0,0,0,0
lagstiftning,0,0,0,0,0,0,0,0,0,0
lagstiftande,0,0,0,0,0,0,0,0,0,0
lagstiftare,0,0,0,0,0,0,0,0,0,1
lagstiftande församling,0,0,0,0,0,0,0,0,0,1
legitimitet,0,0,0,0,0,0,0,0,0,1
ben,0,0,0,0,0,0,0,0,0,0
grönsak,0,0,0,0,0,0,0,0,0,0
fritid,0,1,0,0,1,0,1,0,1,1
maklig,0,0,0,0,0,0,1,0,0,0
lemma,0,0,0,0,0,0,1,0,0,0
