Croatian Word,anger,anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust
voditi,0,0,0,0,0,0,1,0,0,0
vođa,0,0,0,0,0,0,1,0,0,1
vodeći,0,0,0,0,0,0,0,0,0,1
vodi,0,0,0,0,0,0,0,0,0,0
list,0,0,0,0,0,0,0,0,0,0
letak,0,0,0,0,0,0,0,0,0,0
lisnato,0,0,0,0,0,0,0,0,0,0
liga,0,0,0,0,0,0,1,0,0,0
curenje,0,0,0,0,0,1,0,0,0,0
propuštanje,0,0,0,0,0,1,0,0,0,0
propusno,0,0,0,0,0,1,0,0,0,0
nagnuti se,0,0,0,0,0,0,0,0,0,0
naslonjen,0,0,0,0,0,0,0,0,0,0
naginjući se,0,0,0,0,0,0,0,0,0,1
skok,0,0,0,0,0,0,0,0,0,0
naučiti,0,0,0,0,0,0,1,0,0,0
naučeno,0,0,0,0,0,0,0,0,0,0
učenik,0,0,0,0,0,0,0,0,0,0
učenje,0,0,0,0,0,0,1,0,0,0
zakup,0,0,0,0,0,0,0,0,0,0
povodac,0,0,0,0,0,0,0,0,0,0
koža,0,0,0,0,0,0,0,0,0,0
kožast,0,0,0,0,0,0,0,0,0,0
napustiti,0,0,0,0,0,1,0,1,1,0
predavanje,0,0,0,0,0,0,0,0,0,0
predavač,0,0,0,0,0,0,1,0,0,0
izbočina,0,0,0,0,0,0,0,0,0,0
glavna knjiga,0,0,0,0,0,0,0,0,0,0
zavjetrina,0,0,0,0,0,0,0,0,0,0
pijavica,0,0,0,0,0,1,0,0,0,0
pijavice,0,0,1,1,0,1,0,0,0,0
podmuklo lice,0,0,1,0,0,1,0,0,0,0
sumnjičav,0,0,0,0,0,0,0,0,1,0
talog,0,0,0,0,0,0,0,0,0,0
manevarski prostor,0,0,0,0,0,0,1,0,0,0
lijevo,0,0,0,0,0,0,0,0,0,0
noga,0,0,0,0,0,0,0,0,0,0
ostavština,0,0,0,0,0,0,0,0,0,0
pravni,0,0,0,0,0,0,1,0,0,1
zakonitost,0,0,0,0,0,0,0,0,0,0
legalizirati,0,0,0,0,0,0,0,0,0,0
legalizirana,1,0,0,1,1,0,1,0,0,1
legalno,0,0,0,0,0,0,0,0,0,0
legenda,0,0,0,0,0,0,0,0,0,0
legendarni,0,0,0,0,0,0,1,0,0,0
čitljivost,0,0,0,0,0,0,1,0,0,0
čitljiv,0,0,0,0,0,0,1,0,0,0
legija,0,0,0,0,0,0,0,0,0,0
ozakoniti,0,0,0,0,0,0,0,0,0,0
zakonodavstvo,0,0,0,0,0,0,0,0,0,0
zakonodavna,0,0,0,0,0,0,0,0,0,0
zakonodavac,0,0,0,0,0,0,0,0,0,1
zakonodavno tijelo,0,0,0,0,0,0,0,0,0,1
legitimitet,0,0,0,0,0,0,0,0,0,1
noge,0,0,0,0,0,0,0,0,0,0
mahunarka,0,0,0,0,0,0,0,0,0,0
slobodno vrijeme,0,1,0,0,1,0,1,0,1,1
ležerno,0,0,0,0,0,0,1,0,0,0
lema,0,0,0,0,0,0,1,0,0,0
limun,0,0,1,0,0,1,0,0,0,0
posuditi,0,0,0,0,0,0,0,0,0,0
zajmodavac,0,0,0,0,0,0,0,0,0,1
pozajmljivanje,0,0,0,0,0,0,0,0,0,0
duljina,0,0,0,0,0,0,0,0,0,0
produžiti,0,0,0,0,0,0,0,0,0,0
produžio,0,0,0,0,0,0,0,0,0,0
izduživanje,0,0,0,0,0,0,0,0,0,0
uzdužno,0,0,0,0,0,0,0,0,0,0
dugotrajan,0,0,0,0,0,0,0,0,0,0
popustljivost,0,0,0,0,0,0,0,0,0,0
popustljiv,0,0,0,0,0,0,1,0,0,0
leće,0,0,0,0,0,0,0,0,0,0
leopard,0,0,0,0,0,0,0,0,0,0
guba,0,0,1,1,0,1,0,1,0,0
najmoprimac,0,0,0,0,0,0,0,0,0,0
smanjiti,0,1,0,0,0,1,0,0,0,0
smanjivanje,0,0,0,0,0,0,0,0,0,0
manji,0,0,1,0,0,1,0,0,0,0
lekcija,0,1,0,0,0,0,1,0,0,1
najmodavac,0,0,0,0,0,0,0,0,0,0
smrtonosan,0,0,1,1,0,1,0,1,0,0
letargičan,0,0,0,0,0,0,0,0,0,0
letargija,0,0,0,0,0,1,0,1,0,0
pismo,0,1,0,0,0,0,0,0,0,0
ispisan slovima,0,1,0,0,0,0,1,0,0,1
slova,0,0,0,0,0,0,0,0,0,0
zelena salata,0,0,0,0,0,0,0,0,0,0
leukemija,1,0,0,1,0,1,0,1,0,0
nasip,0,0,0,0,0,0,0,0,0,1
razini,0,0,0,0,0,0,1,0,0,1
poluga,0,0,0,0,0,0,0,0,0,0
poluga,0,0,0,0,0,0,1,0,0,0
regrutovati,0,0,0,0,0,1,0,0,0,0
nepristojan,0,0,1,0,0,1,0,0,0,0
leksikon,0,0,0,0,0,0,0,0,0,0
ley,0,0,0,0,0,0,0,0,0,0
obveze,0,0,0,0,0,0,0,0,0,0
odgovornost,0,0,0,0,0,0,0,0,0,0
poveznica,0,0,0,0,0,1,0,0,0,0
lažljivac,0,0,1,0,0,1,0,0,0,0
kleveta,1,0,0,1,0,1,0,0,0,1
pogrdan,0,0,0,0,0,0,0,0,0,0
liberalan,0,0,0,0,0,1,1,0,0,0
liberalizam,0,0,0,0,0,0,0,0,0,0
osloboditi,1,1,0,0,1,0,1,0,1,1
oslobođenje,0,1,0,0,1,0,1,0,1,0
sloboda,0,1,0,0,1,0,1,0,1,1
libido,0,0,0,0,0,0,0,0,0,0
knjižničarka,0,0,0,0,0,0,0,0,0,0
knjižnica,0,0,0,0,0,0,1,0,0,0
libreto,0,0,0,0,0,0,0,0,0,0
licencija,0,0,0,0,0,0,0,0,0,0
lišajevi,0,0,0,0,0,0,0,0,0,0
lizati,0,0,1,0,0,1,0,0,0,0
poklopac,0,0,0,0,0,0,0,0,0,0
laž,1,0,1,0,0,1,0,1,0,0
vlastelin,0,0,0,0,0,0,0,0,0,0
založno pravo,0,0,0,0,0,0,0,0,0,0
lieu,0,0,0,0,0,0,0,0,0,0
poručnik,0,0,0,0,0,0,0,0,0,1
život,0,0,0,0,0,0,0,0,0,0
krvotok života,0,0,0,0,0,0,1,0,0,0
čamac za spašavanje,0,0,0,0,0,0,0,0,0,0
beživotna,0,0,0,1,0,1,0,1,0,0
životan,0,0,0,0,0,0,0,0,0,0
doživotno,0,0,0,0,0,0,0,0,0,0
doživotno,0,0,0,0,0,0,0,0,0,0
lift,0,0,0,0,0,0,0,0,0,0
ligament,0,0,0,0,0,0,0,0,0,0
podvezivanje,0,0,0,0,0,0,0,0,0,0
svjetlo,0,0,0,0,0,0,0,0,0,0
posvijetliti,0,0,0,0,0,0,0,0,0,0
svjetionik,0,0,0,0,0,0,1,0,0,0
lakoća,0,0,0,0,0,0,0,0,0,0
munja,1,0,0,1,0,0,0,0,1,0
vjerojatnost,0,0,0,0,0,0,0,0,0,0
sličnost,0,0,0,0,0,0,0,0,0,0
također,0,0,0,0,0,0,0,0,0,0
sviđanje,0,0,0,0,1,0,1,0,0,1
lila,0,0,0,0,0,0,0,0,0,0
ljiljan,0,0,0,0,0,0,0,0,0,0
ud,0,0,0,0,0,0,0,0,0,0
zaborav,0,0,0,0,0,0,0,0,0,0
ograničiti,0,0,0,0,0,0,0,0,0,0
ograničenje,0,0,0,0,0,0,0,0,0,0
ograničeno,1,0,0,0,0,1,0,1,0,0
neograničeno,0,0,0,0,0,0,0,0,0,0
limuzina,0,0,0,0,0,0,0,0,0,0
šepati,0,0,0,0,0,1,0,0,0,0
lin,0,0,0,0,0,0,0,0,0,0
crta,0,0,0,0,0,0,0,0,0,0
loza,0,0,0,0,0,0,0,0,0,0
linearno,0,0,0,0,0,0,0,0,0,0
linearni,0,0,0,0,0,0,0,0,0,0
podstavljeni,0,0,0,0,0,0,0,0,0,0
posteljina,0,0,0,0,0,0,0,0,0,0
košuljica,0,0,0,0,0,0,0,0,0,0
linije,0,0,0,1,0,0,0,0,0,0
zadržavati se,0,1,0,0,0,0,0,0,0,0
jezik,0,0,0,0,0,0,0,0,0,0
lingvalna,0,0,0,0,0,0,0,0,0,0
lingvista,0,0,0,0,0,0,1,0,0,1
lingvistički,0,0,0,0,0,0,0,0,0,0
lingvistika,0,0,0,0,0,0,0,0,0,0
oblaganje,0,0,0,0,0,0,0,0,0,0
veza,0,0,0,0,0,0,0,0,0,0
linoleum,0,0,0,0,0,0,0,0,0,0
dlačica,0,0,0,0,0,1,0,0,0,0
lav,0,0,0,1,0,0,1,0,0,0
usna,0,0,0,0,0,0,0,0,0,0
ruž,0,0,0,0,0,0,0,0,0,0
ukapljivanje,0,0,0,0,0,0,0,0,0,0
ukapljena,0,0,0,0,0,0,0,0,0,0
liker,0,0,0,0,0,0,0,0,0,0
tekućina,0,0,0,0,0,0,0,0,0,0
likvidirati,0,0,0,0,0,0,0,0,0,0
likvidacija,0,0,0,0,0,0,0,0,0,0
likvidator,0,0,0,0,0,0,0,0,0,0
likvidnost,0,0,0,0,0,0,0,0,0,0
liker,1,0,0,0,1,1,0,1,0,0
šuškati,0,0,0,0,0,0,0,0,0,0
popis,0,0,0,0,0,0,0,0,0,0
slušati,0,0,0,0,0,0,0,0,0,0
slušatelj,0,0,0,0,0,0,0,0,0,0
popis,0,0,0,0,0,0,0,0,0,0
bezvoljan,0,0,0,0,0,1,0,1,0,0
litanija,0,0,0,0,0,0,0,0,0,0
doslovno,0,0,0,0,0,0,0,0,0,0
literarni,0,0,0,0,0,0,0,0,0,0
književnost,0,0,0,0,0,0,0,0,0,0
gibak,0,0,0,0,0,0,1,0,0,0
litografija,0,0,0,0,0,0,0,0,0,0
litografija,0,0,0,0,0,0,0,0,0,0
litologija,0,0,0,0,0,0,0,0,0,0
litosfera,0,0,0,0,0,0,0,0,0,0
parničar,0,0,0,0,0,1,0,0,0,0
parničiti se,1,1,1,1,0,1,0,1,0,0
parnica,0,0,0,0,0,1,0,0,0,0
parnični,1,0,1,0,0,1,0,0,0,0
nosila,0,0,0,0,0,1,0,0,0,0
primorje,0,0,0,0,0,0,0,0,0,0
liturgija,0,0,0,0,0,0,0,0,0,0
sredstva za život,0,0,0,0,0,0,0,0,0,0
livreja,0,0,0,0,0,0,0,0,0,0
bijesan,1,0,1,0,0,1,0,0,0,0
život,0,0,0,0,0,0,0,0,0,0
ljama,0,0,0,0,0,0,0,0,0,0
opterećenje,0,0,0,0,0,0,0,0,0,0
vekna,0,0,0,0,0,1,0,0,0,0
bezveznjak,0,0,0,0,0,1,0,0,0,0
ilovača,0,0,0,0,0,0,0,0,0,0
zajam,0,0,0,0,0,0,0,0,0,0
gađenje,1,0,0,0,0,1,0,0,0,0
mrziti,1,0,1,0,0,1,0,0,0,0
gađenje,0,0,1,0,0,1,0,0,0,0
odvratan,1,0,1,0,0,1,0,0,0,0
predvorje,0,0,0,0,0,0,0,0,0,0
lobista,0,0,0,0,0,1,0,0,0,0
režanj,0,0,0,0,0,0,0,0,0,0
lokalni,0,0,0,0,0,0,0,0,0,0
lokalitet,0,0,0,0,0,0,0,0,0,0
mjesto,0,0,0,0,0,0,0,0,0,0
lokalizacija,0,0,0,0,0,0,0,0,0,0
ograničiti,0,1,0,0,0,0,0,0,0,0
pronaći,0,0,0,0,0,0,0,0,0,0
mjesto,0,0,0,0,0,0,0,0,0,0
jezero,0,0,0,0,0,0,0,0,0,0
zaključati,0,0,0,0,0,0,0,0,0,0
ormarić,0,0,0,0,0,0,0,0,0,0
bravar,0,0,0,0,0,0,0,0,0,0
pritvor,0,0,0,1,0,1,0,1,0,0
kretanje,0,0,0,0,0,0,0,0,0,0
lokomotiva,0,0,0,0,0,0,0,0,0,0
skakavac,0,0,0,1,0,1,0,0,0,0
ložiti se,0,0,0,0,0,0,0,0,0,0
stanar,0,0,0,0,0,0,0,0,0,0
smještaj,0,0,0,0,0,0,0,0,0,1
potkrovlje,0,0,0,0,0,0,0,0,0,0
uzvišen,0,0,0,0,0,1,0,0,0,0
log,0,0,0,0,0,0,0,0,0,0
logaritam,0,0,0,0,0,0,0,0,0,0
logaritamski,0,0,0,0,0,0,0,0,0,0
logika,0,0,0,0,0,0,0,0,0,0
logično,0,0,0,0,0,0,1,0,0,0
logistika,0,0,0,0,0,0,0,0,0,0
logotip,0,0,0,0,0,0,0,0,0,0
slabina,0,0,0,0,0,0,0,0,0,0
lizalica,0,0,0,0,0,0,0,0,0,0
usamljen,0,0,0,0,0,0,0,1,0,0
usamljenost,0,0,0,1,0,1,0,1,0,0
usamljena,1,0,1,1,0,1,0,1,0,0
usamljen,0,0,0,0,0,1,0,1,0,0
dugo,0,1,0,0,0,0,0,0,0,0
dugovječnost,0,0,0,0,0,0,1,0,0,0
čežnja,0,1,0,0,0,0,0,1,0,0
zemljopisna dužina,0,0,0,0,0,0,0,0,0,0
uzdužni,0,0,0,0,0,0,0,0,0,0
uzdužno,0,0,0,0,0,0,0,0,0,0
WC,0,0,1,0,0,1,0,0,0,0
pazi,0,0,0,0,0,0,0,0,0,0
razboj,0,1,0,1,0,1,0,0,0,0
nazirući se,0,0,0,0,0,0,0,0,0,0
loon,0,0,1,0,0,1,0,0,0,0
šašav,0,0,0,0,0,1,0,0,0,0
petlja,0,0,0,0,0,0,0,0,0,0
puškarnica,0,0,0,0,0,0,0,0,0,0
popustiti,0,0,0,0,0,0,0,0,0,0
labavljenje,0,0,0,0,0,0,0,0,0,0
plijen,0,0,0,0,0,1,0,0,0,0
lopatica,0,0,0,0,0,0,0,0,0,0
nakrivljena,0,0,0,0,0,0,0,0,0,0
gospodar,0,0,1,0,0,1,1,0,0,1
gospodari,0,0,0,0,0,0,0,0,0,0
gospodstvo,0,0,0,0,0,0,1,0,0,0
predaja,0,0,0,0,0,0,0,0,0,0
kamion,0,0,0,0,0,0,0,0,0,0
izgubiti,1,0,1,1,0,1,0,1,1,0
gubljenje,1,0,0,0,0,1,0,1,0,0
gubitak,1,0,0,1,0,1,0,1,0,0
izgubljeno,0,0,0,0,0,1,0,1,0,0
mnogo,0,0,0,0,0,0,0,0,0,0
losion,0,0,0,0,0,0,0,0,0,0
puno,0,0,0,0,0,0,0,0,0,0
lutrija,0,1,0,0,0,0,0,0,0,0
loto,0,0,0,0,0,0,0,0,0,0
glasno,0,0,0,0,0,0,0,0,0,0
glasno,0,0,0,0,0,0,0,0,0,0
glasnoća,1,0,0,0,0,1,0,0,0,0
dnevni boravak,0,0,0,0,0,1,0,0,0,0
uš,0,0,1,0,0,1,0,0,0,0
simpatičan,0,0,0,0,1,0,1,0,0,1
ljubav,0,0,0,0,1,0,1,0,0,0
lijep,0,1,0,0,1,0,1,1,1,1
vođenje ljubavi,0,0,0,0,1,0,1,0,0,1
ljubavnik,0,1,0,0,1,0,1,0,0,1
ljubavni,0,0,0,0,1,0,1,0,0,1
niži,0,0,0,0,0,1,0,1,0,0
spuštanje,0,0,0,0,0,1,0,0,0,0
najniža,0,0,0,0,0,1,0,1,0,0
nizinama,0,0,0,0,0,1,0,0,0,0
nisko,0,0,0,0,0,1,0,1,0,0
odan,0,0,0,1,1,0,1,0,1,1
odanost,0,0,0,0,0,0,1,0,0,1
podmazati,0,0,0,0,0,0,0,0,0,0
podmazivanje,0,0,0,0,0,0,0,0,0,0
sreća,0,1,0,0,1,0,1,0,1,0
sretan,0,0,0,0,1,0,1,0,1,0
smiješno,0,0,0,0,0,1,0,0,0,0
potezanje,0,0,0,0,0,0,0,0,0,0
prtljaga,0,0,0,0,0,0,0,0,0,0
zatišje,0,1,0,0,0,0,0,0,0,0
uspavanka,0,0,0,0,0,0,0,0,0,0
lumbalni,0,0,0,0,0,0,0,0,0,0
klade,0,0,0,0,0,0,0,0,0,0
drvosječa,0,0,0,0,0,1,0,0,0,0
luminiscentna,0,0,0,0,0,0,0,0,0,0
svjetleći,0,0,0,0,0,0,0,0,0,0
grudica,0,0,0,0,0,1,0,0,0,0
kvrgav,0,0,1,0,0,1,0,0,0,0
ludilo,1,0,1,1,0,1,0,1,0,0
lunarni,0,0,0,0,0,0,0,0,0,0
luđak,1,0,1,1,0,1,0,0,0,0
ručak,0,0,0,0,0,0,0,0,0,0
ručak,0,0,0,0,0,0,0,0,0,0
iskorak,0,0,0,0,0,0,0,0,1,0
pluća,0,0,0,0,0,0,0,0,0,0
posrnuti,0,0,0,0,0,1,0,0,0,0
mamac,0,0,0,0,0,1,0,0,0,0
jeziv,0,0,1,0,0,1,0,0,0,0
vrebati,0,0,0,0,0,1,0,0,0,0
vrebajući se,0,0,0,0,0,1,0,0,0,0
preslatka,0,1,0,0,1,0,1,0,0,0
bujna,0,0,1,0,0,1,0,1,0,0
požuda,0,1,0,0,0,1,0,0,0,0
sjaj,0,0,0,0,1,0,1,0,0,0
požudan,0,0,0,0,0,1,0,0,0,0
sjajan,0,0,0,0,0,0,1,0,0,0
požudan,0,0,1,0,0,0,0,0,0,0
lutnja,0,0,0,0,0,0,0,0,0,0
raskošan,0,0,0,0,0,0,1,0,0,0
luksuzan,0,0,0,0,1,0,1,0,0,0
luksuzno,0,0,0,0,1,0,1,0,0,0
laganje,1,0,1,0,0,1,0,0,0,0
limfa,0,0,0,0,0,0,0,0,0,0
limfni,0,0,0,0,0,0,0,0,0,0
linčovati,1,0,1,1,0,1,0,1,0,0
ris,0,0,0,0,0,0,0,0,0,0
lira,0,0,0,0,1,0,1,0,0,0
lirski,0,0,0,0,0,0,0,0,0,0
lirski,0,0,0,0,1,0,1,0,0,0
topuz,0,0,0,1,0,1,0,0,0,0
mašina,0,0,0,0,0,0,0,0,0,1
strojevi,0,0,0,0,0,0,0,0,0,0
strojar,0,0,0,0,0,0,0,0,0,0
skuša,0,0,0,0,0,0,0,0,0,0
lud,1,0,1,1,0,1,0,1,0,0
gospođa,0,0,0,0,0,0,0,0,0,0
gospođo,0,0,0,0,0,0,0,0,0,0
izludjeti,1,0,0,1,0,1,0,0,0,0
luđak,1,0,0,1,0,1,0,0,0,0
ludilo,1,0,0,1,0,1,0,0,0,0
mafija,0,0,0,1,0,1,0,0,0,0
časopis,0,0,0,0,0,0,0,0,0,0
mag,0,0,0,1,0,0,0,0,0,0
magenta,0,0,0,0,0,0,0,0,0,0
crv,0,0,1,0,0,1,0,0,0,0
magija,0,0,0,0,0,0,0,0,0,0
čarobni,0,1,0,0,1,0,1,0,1,0
mađioničar,0,0,0,0,0,0,0,0,1,0
sudac,0,0,0,0,0,0,0,0,0,0
magma,0,0,0,0,0,0,0,0,0,0
magnat,0,0,0,0,0,0,0,0,0,0
magnet,0,0,0,0,0,0,1,0,0,1
magnetizam,0,0,0,0,0,0,1,0,0,0
magnetit,0,0,0,0,0,0,1,0,0,0
veličanstvenost,0,1,0,0,1,0,1,0,0,1
veličanstvena,0,1,0,0,1,0,1,0,1,1
povećalo,0,0,0,0,0,0,0,0,0,0
uveličati,0,0,0,0,0,0,0,0,0,0
veličina,0,0,0,0,0,0,0,0,0,0
svraka,0,0,0,0,0,0,0,0,0,0
sluškinja,0,0,0,0,0,0,0,0,0,0
djeva,0,0,0,0,0,0,1,0,0,0
pošta,0,1,0,0,0,0,0,0,0,0
glavni,0,0,0,0,0,0,1,0,0,0
kopno,0,0,0,0,0,0,0,0,0,0
glavni oslonac,0,0,0,0,0,0,1,0,0,1
održavanje,0,0,0,0,0,0,0,0,0,1
veličanstven,0,1,0,0,1,0,1,0,1,1
veličanstvo,0,0,0,0,0,0,1,0,0,1
glavni,0,0,0,0,0,0,1,0,0,0
većina,0,0,0,0,1,0,1,0,0,1
napraviti,0,0,0,0,0,0,0,0,0,0
tvorac,0,0,0,0,0,0,0,0,0,0
improvizirani,0,0,0,0,0,1,0,0,0,0
šminka,0,0,0,0,0,0,0,0,0,0
bolest,0,0,0,0,0,1,0,0,0,0
slabost,0,0,0,0,0,1,0,1,0,0
malarija,0,0,1,1,0,1,0,1,0,0
zlonamjeran,1,0,1,1,0,1,0,1,0,0
malverzacije,0,0,1,0,0,1,0,0,0,0
malformacija,0,0,0,0,0,1,0,0,0,0
zloba,1,0,0,1,0,1,0,0,0,0
zlonamjeran,1,0,1,1,0,1,0,1,0,0
zloćudan,1,0,1,0,0,1,0,0,0,0
zloćudnost,0,0,0,1,0,1,0,1,0,0
maligni,1,0,0,1,0,1,0,0,0,0
trgovački centar,0,0,0,0,0,0,0,0,0,0
kovan,0,0,0,0,0,0,0,0,0,0
malj,0,0,0,0,0,0,0,0,0,0
nesavjesno liječenje,1,0,0,0,0,1,0,0,0,0
mama,0,0,0,0,0,0,0,0,0,1
sisavac,0,0,0,0,0,0,0,0,0,0
Mamut,0,0,0,0,0,0,0,0,0,0
upravljati,0,0,0,0,0,0,1,0,0,1
upravljanje,0,0,0,0,0,0,1,0,0,1
menadžer,0,0,0,0,0,0,0,0,0,0
mandamus,0,0,0,1,0,1,0,0,0,0
mandarinski,0,0,0,0,0,0,1,0,0,1
mandat,0,0,0,0,0,0,0,0,0,0
donja čeljust,0,0,0,0,0,0,0,0,0,0
mandolina,0,0,0,0,0,0,0,0,0,0
trn,0,0,0,0,0,0,0,0,0,0
griva,0,0,0,0,0,0,0,0,0,0
manevar,0,0,0,0,0,0,0,0,0,0
manevriranje,0,0,0,0,0,0,0,0,0,0
šuga,0,0,1,1,0,1,0,0,0,0
jaslice,0,0,0,0,0,0,0,0,0,0
komadati,1,0,1,1,0,1,0,1,0,0
mango,0,0,0,0,0,0,0,0,0,0
mangosteen,0,0,0,0,0,0,0,0,0,0
muškost,0,0,0,0,0,0,1,0,0,0
manija,0,0,0,0,0,1,0,0,0,0
manijak,1,0,0,1,0,1,0,0,0,0
manijakalna,0,0,0,0,0,1,0,0,0,0
manikura,0,0,0,0,0,0,0,0,0,0
manifestirati,0,0,0,0,0,0,0,0,0,0
manifestacija,0,0,0,1,0,0,0,0,0,0
manifestiran,0,0,0,0,0,0,1,0,0,0
očigledno,0,0,0,0,0,0,0,0,0,0
manifest,0,0,0,0,0,0,0,0,0,0
razdjelnik,0,0,0,0,0,0,0,0,0,0
manipulirati,0,0,0,0,0,1,0,0,0,0
manipulacija,1,0,0,1,0,1,0,0,0,0
čovječanstvo,0,0,0,0,0,0,0,0,0,0
muževan,0,0,0,0,0,0,1,0,0,0
mana,0,0,0,0,0,0,1,0,0,0
način,0,0,0,0,0,0,0,0,0,0
maniran,0,0,0,0,0,0,1,0,0,0
maniri,0,0,0,0,0,0,1,0,0,0
kurija,0,0,0,0,0,0,0,0,0,0
ljetnikovac,0,0,0,0,0,0,0,0,0,0
ubojstvo iz nehata,1,0,1,1,0,1,0,1,1,0
plašt,0,0,0,0,0,0,0,0,0,0
priručnik,0,0,0,0,0,0,0,0,0,1
proizvodnja,0,0,0,0,0,0,0,0,0,0
proizvođač,0,0,0,0,0,0,1,0,0,0
stajnjak,0,0,1,0,0,1,0,0,0,0
rukopis,0,0,0,0,0,0,0,0,0,0
karta,0,0,0,0,0,0,0,0,0,0
ožujak,0,0,0,0,0,1,0,0,0,0
mramor,0,0,0,0,0,0,0,0,0,0
mramoriran,0,0,0,0,0,0,0,0,0,0
klikeri,0,0,0,0,0,0,0,0,0,0
ožujak,0,0,0,0,0,0,1,0,0,0
kobila,0,0,0,0,0,0,0,0,0,0
margina,0,0,0,0,0,1,0,1,0,0
rubni,0,0,0,0,0,0,0,0,0,0
marihuana,0,0,0,0,0,0,0,0,0,0
morski,0,0,0,0,0,0,0,0,0,1
mornar,0,0,0,0,0,0,0,0,0,0
pomorski,0,0,0,0,0,0,0,0,0,0
ocjena,0,0,0,0,0,0,0,0,0,0
označeno,0,0,0,0,0,0,1,0,0,0
tržište,0,0,0,0,0,0,0,0,0,0
utrživa,0,0,0,0,0,0,1,0,0,0
tržnica,0,0,0,0,0,0,0,0,0,0
oznake,0,0,0,0,0,0,0,0,0,0
lapor,0,0,0,0,0,0,0,0,0,0
marmelada,0,0,0,0,0,0,0,0,0,0
kesten,0,0,0,0,0,1,0,0,0,0
nadstrešnica,0,0,0,0,0,0,0,0,0,0
markiz,0,0,0,0,0,0,1,0,0,0
brak,0,1,0,0,1,0,1,0,0,1
oženjen,0,0,0,0,0,0,0,0,0,0
srž,0,0,0,0,1,0,1,0,0,1
oženiti se,0,1,0,1,1,0,1,0,1,1
močvarna,0,0,0,0,0,0,0,0,0,0
maršal,0,0,0,0,0,0,1,0,0,1
mart,0,0,0,0,0,0,0,0,0,0
borilački,1,0,0,0,0,0,0,0,0,0
posrtaljka,0,0,0,0,0,1,0,0,0,0
mučenik,0,0,0,1,0,1,0,1,0,0
mučeništvo,0,0,0,1,0,1,0,1,0,0
čudo,0,0,0,0,0,0,1,0,1,0
čudesno,0,0,0,0,1,0,1,0,0,0
čudesno,0,0,0,0,1,0,1,0,0,0
muški,0,0,0,0,0,0,1,0,0,0
muškost,0,0,0,0,0,0,0,0,0,0
kaša,0,0,0,0,0,0,0,0,0,0
maska,0,0,0,0,0,0,0,0,0,0
mazohizam,1,0,1,1,0,1,0,0,0,0
zidar,0,0,0,0,0,0,0,0,0,0
maskenbal,0,0,0,0,0,0,0,0,0,0
masa,0,0,0,0,0,0,0,0,0,0
masakr,1,0,1,1,0,1,0,1,0,0
masaža,0,0,0,0,1,0,1,0,0,0
masivan,0,0,0,0,0,0,0,0,0,0
ovladati; majstorski,0,0,0,0,0,0,1,0,0,0
planirati,0,0,0,0,0,0,0,0,0,0
remek djelo,0,0,0,0,1,0,1,0,0,0
majstorstvo,1,0,0,0,1,0,1,0,0,1
masturbirati,0,0,0,0,0,0,0,0,0,0
masturbacija,0,0,0,0,0,0,0,0,0,0
mat,0,0,0,0,0,0,0,0,0,0
odgovarati,0,0,0,0,0,0,0,0,0,0
podudaranje,0,0,0,0,0,0,0,0,0,0
provodadžija,0,1,0,0,0,0,0,0,0,0
pariti,0,0,0,0,0,0,1,0,0,1
materijal,0,0,0,0,0,0,0,0,0,0
materijalizam,0,0,0,0,0,1,0,0,0,0
materijalist,0,0,1,0,0,1,0,0,0,0
materijalistički,0,0,0,0,0,0,0,0,0,0
materijalnost,0,0,0,0,0,0,0,0,0,0
materijalizirati,0,0,0,0,0,0,0,0,0,0
materijalno,0,0,0,0,0,0,0,0,0,0
materijala,0,0,0,0,0,0,0,0,0,0
materijal,0,0,0,0,0,0,0,0,0,0
materinski,0,1,0,0,0,1,1,0,0,0
materinstvo,0,0,0,0,0,0,0,0,0,0
matematički,0,0,0,0,0,0,0,0,0,1
matematičar,0,0,0,0,0,0,0,0,0,0
matematika,0,0,0,0,0,0,0,0,0,0
mature,0,0,0,0,0,0,0,0,0,0
brak,0,1,0,0,1,0,1,0,0,1
matrica,0,0,0,0,0,0,0,0,0,0
matrona,0,0,0,0,0,0,1,0,0,1
matiran,0,0,0,0,0,0,0,0,0,0
materija,0,0,0,0,0,0,0,0,0,0
rogozina,0,0,0,0,0,0,0,0,0,0
madrac,0,0,0,0,0,0,0,0,0,0
sazrijevanje,0,0,0,0,0,0,0,0,0,0
zrelost,0,0,0,0,0,0,0,0,0,0
mauzolej,0,0,0,0,0,0,0,1,0,0
ljubičasta,0,0,0,0,0,0,0,0,0,0
maksima,0,0,0,0,0,0,0,0,0,1
maksimum,0,0,0,0,0,0,1,0,0,0
gradonačelnik,0,0,0,0,0,0,1,0,0,0
labirint,0,0,0,0,0,0,0,0,0,0
medovina,0,0,0,0,0,0,0,0,0,0
livada,0,0,0,0,0,0,1,0,0,0
obrok,0,0,0,0,0,0,0,0,0,0
vijugati,0,0,0,0,0,0,0,0,0,0
krivudajući,0,0,0,0,0,1,0,0,0,0
značenje,0,0,0,0,0,0,0,0,0,0
besmislen,0,0,0,0,0,1,0,1,0,0
sredstva,0,0,0,0,0,0,0,0,0,0
u međuvremenu,0,0,0,0,0,0,0,0,0,0
ospice,0,0,1,1,0,1,0,1,0,0
