Danish Word,anger,anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust
sparker,1,0,0,0,0,0,0,0,0,0
barn,0,0,0,0,0,0,0,0,0,0
sjov,0,0,0,0,0,0,0,0,0,0
kidnappe,1,0,0,1,0,1,0,1,1,0
dræbe,0,0,0,1,0,1,0,1,0,0
drab,1,0,0,1,0,1,0,1,0,0
ovn,0,0,0,0,0,0,0,0,0,0
kilogram,0,0,0,0,0,0,0,0,0,0
kilometer,0,0,0,0,0,0,0,0,0,0
kilt,0,0,0,0,0,0,0,0,0,0
kimono,0,0,0,0,0,0,0,0,0,0
pårørende,0,0,0,0,0,0,0,0,0,0
venlig,0,0,0,0,1,0,1,0,0,1
børnehave,0,0,0,0,0,0,0,0,0,0
venlighed,0,0,0,0,0,0,1,0,0,0
slægtning,0,1,0,0,1,0,1,0,0,1
kinematik,0,0,0,0,0,0,0,0,0,0
konge,0,0,0,0,0,0,1,0,0,0
Kongerige,0,0,0,0,0,0,0,0,0,0
knæk,0,0,0,0,0,0,0,0,0,0
kinky,0,0,0,0,0,0,0,0,0,0
kiosk,0,0,0,0,0,0,0,0,0,0
kirk,0,0,0,0,0,0,0,0,0,0
kys,0,1,0,0,1,0,1,0,1,0
sæt,0,0,0,0,0,0,0,0,0,0
køkken,0,0,0,0,0,0,0,0,0,0
glente,0,0,1,0,0,1,0,0,0,0
killing,0,0,0,0,1,0,1,0,0,1
dygtighed,0,0,0,0,0,0,1,0,0,0
rygsæk,0,0,0,0,0,0,0,0,0,0
ælte,0,0,0,0,0,0,0,0,0,0
knæ,0,0,0,0,0,0,0,0,0,0
knæle,0,0,0,0,0,0,0,0,0,0
knælende,0,0,0,0,0,0,0,0,0,0
knæle,0,0,0,1,0,1,0,1,0,0
trusser,0,0,0,0,0,0,0,0,0,1
kniv,0,0,0,0,0,0,0,0,0,0
ridder,0,0,0,0,0,0,1,0,0,0
strikke,0,0,0,0,0,0,0,0,0,0
knop,0,0,0,0,0,0,0,0,0,0
banke,0,0,0,0,0,0,0,0,0,0
knold,0,0,0,0,0,0,0,0,0,0
knude,0,0,0,0,0,0,0,0,0,0
knyttet,0,0,0,0,0,1,0,0,0,0
vide,0,0,0,0,0,0,1,0,0,0
bevidst,0,0,0,0,0,0,0,0,0,0
viden,0,0,0,0,0,0,1,0,0,0
kno,0,0,0,0,0,0,0,0,0,0
kos,0,0,0,0,0,0,0,0,0,0
kris,0,0,0,0,0,0,0,0,0,0
kudos,0,0,0,0,1,0,1,0,0,0
lab,0,0,0,0,0,0,0,0,0,0
etiket,0,0,0,0,0,0,0,0,0,1
arbejdskraft,0,1,0,0,1,0,1,0,1,1
laboratorium,0,0,0,0,0,0,0,0,0,0
arbejdet,0,0,0,0,0,1,0,1,0,0
arbejder,0,0,0,0,0,0,0,0,0,0
arbejdende,0,0,0,0,0,0,0,0,0,0
besværligt,0,0,0,0,0,1,0,0,0,0
labyrint,0,1,0,0,0,1,0,0,0,0
lac,0,0,0,0,0,0,0,0,0,0
blonder,1,0,0,1,0,1,1,1,0,1
mangel,0,0,0,0,0,1,0,0,0,0
mangler,0,0,0,0,0,1,0,0,0,0
glansløs,0,0,0,0,0,1,0,0,0,0
lak,0,0,0,0,0,0,0,0,0,0
lacrosse,0,0,0,0,0,0,0,0,0,0
knægt,0,0,0,0,0,0,0,0,0,0
stige,0,0,0,0,0,0,0,0,0,0
ladet,0,0,0,0,0,1,0,0,0,0
fragt,0,0,0,0,0,0,0,0,0,0
slev,0,0,0,0,0,0,0,0,0,0
dame,0,0,0,0,0,0,0,0,0,0
forsinkelse,0,0,0,0,0,1,0,0,0,0
halter,1,1,1,0,0,1,0,1,0,0
lagune,0,0,0,0,0,0,0,0,0,0
hule,0,0,0,0,0,1,0,0,0,0
lægfolk,0,0,0,0,0,0,0,0,0,0
sø,0,0,0,0,0,0,0,0,0,0
lama,0,0,0,0,0,0,0,0,0,0
lam,0,0,0,0,1,0,1,0,0,1
beklage,0,0,1,1,0,1,0,1,0,0
beklagende,0,0,0,0,0,0,0,1,0,0
lamina,0,0,0,0,0,0,0,0,0,0
lamineret,0,0,0,0,0,0,0,0,0,0
lampe,0,0,0,0,0,0,0,0,0,0
lanse,0,0,0,0,0,0,0,0,0,0
lancer,0,0,0,0,0,0,0,0,0,0
jord,0,0,0,0,0,0,1,0,0,0
landede,0,0,0,0,0,0,1,0,0,0
landing,0,0,0,0,0,0,0,0,0,0
landfast,0,0,0,0,0,0,0,0,0,0
udlejer,0,0,0,0,0,0,0,0,0,0
milepæl,0,0,0,0,0,0,0,0,0,1
lander,0,0,0,0,0,0,0,0,0,0
landskab,0,0,0,0,0,0,0,0,0,0
landskabspleje,0,0,0,0,0,0,0,0,0,0
jordskred,0,0,0,1,0,1,0,1,0,0
bane,0,0,0,0,0,0,0,0,0,0
Sprog,0,0,0,0,0,0,0,0,0,0
træt,0,0,0,0,0,1,0,0,0,0
sygne hen,0,0,0,0,0,1,0,0,0,0
sygnende,0,0,0,1,0,1,0,1,0,0
ranglet,0,0,0,0,0,0,0,0,0,0
lanterne,0,0,0,0,0,0,0,0,0,0
skød,0,0,0,0,0,0,0,0,0,0
revers,0,0,0,0,0,0,0,0,0,0
bortfalde,0,0,0,0,0,1,0,0,0,0
bortfaldt,0,0,0,0,0,0,0,0,0,0
tyveri,0,0,1,0,0,1,0,0,0,0
svinefedt,0,0,0,0,0,0,0,0,0,0
spisekammer,0,0,0,0,0,0,0,0,0,0
stor,0,0,0,0,0,0,0,0,0,0
større,0,0,1,0,0,0,0,0,1,1
largo,0,0,0,0,0,0,0,0,0,0
lærke,0,0,0,0,0,0,0,0,0,0
larve,0,0,0,0,0,0,0,0,0,0
strubehoved,0,0,0,0,0,0,0,0,0,0
laser,0,0,0,0,0,0,1,0,0,1
vippe,1,0,0,1,0,1,0,0,0,0
pige,0,0,0,0,0,0,0,0,0,0
lasso,0,0,0,0,0,0,0,0,0,0
varig,0,0,0,0,0,0,0,0,0,0
låsen,0,0,0,0,0,0,0,0,0,0
sent,0,0,0,0,0,1,0,1,0,0
forsinkelse,0,0,0,0,0,1,0,0,0,0
latent,1,1,1,0,0,1,0,0,1,0
tværgående,0,0,0,0,0,0,0,0,0,0
sideværts,0,0,0,0,0,0,0,0,0,0
latex,0,0,0,0,0,0,0,0,0,0
drejebænk,0,0,0,0,0,0,0,0,0,0
skum,0,0,0,0,0,0,0,0,0,0
Breddegrad,0,0,0,0,0,0,0,0,0,0
latriner,0,0,1,0,0,1,0,0,0,0
gitter,0,0,0,0,0,0,0,0,0,0
prisværdigt,0,0,0,0,0,0,1,0,0,0
grine,0,0,0,0,1,0,1,0,1,0
latterlig,0,0,1,0,0,1,0,0,0,0
griner,0,0,0,0,1,0,1,0,0,0
latter,0,1,0,0,1,0,1,0,1,0
lancering,0,1,0,0,0,0,1,0,0,0
vasketøj,0,0,0,0,0,0,0,0,0,0
prismodtager,0,0,0,0,0,0,1,0,0,1
laurbær,0,0,0,0,0,0,1,0,0,0
laurbær,0,0,0,0,1,0,1,0,0,0
lava,1,0,0,1,0,1,0,0,0,0
skylning,0,0,0,0,0,0,0,0,0,0
toilet,0,0,1,0,0,0,0,0,0,0
lavendel,0,0,0,0,0,0,0,0,0,0
overdådig,0,0,0,0,0,0,1,0,0,0
lov,0,0,0,0,0,0,0,0,0,1
lovlig,0,0,0,0,0,0,1,0,0,1
lovløshed,1,0,0,1,0,1,0,0,0,0
græsplæne,0,0,0,0,0,0,0,0,0,0
retssag,1,0,1,1,0,1,0,1,1,0
jurist,1,0,1,1,0,1,0,0,0,0
slap,0,0,0,0,0,1,0,1,0,0
afføringsmiddel,0,0,1,1,0,1,0,0,0,0
lægge,0,0,0,0,0,0,0,0,0,0
lag,0,0,0,0,0,0,0,0,0,0
lagdelt,0,0,0,0,0,0,0,0,0,0
lægmand,0,0,0,0,0,0,0,0,0,0
doven,0,0,0,0,0,1,0,0,0,0
Lea,0,0,0,0,0,0,0,0,0,0
at føre,0,0,0,0,0,0,1,0,0,0
leder,0,0,0,0,0,0,1,0,0,1
førende,0,0,0,0,0,0,0,0,0,1
fører,0,0,0,0,0,0,0,0,0,0
blad,0,0,0,0,0,0,0,0,0,0
folder,0,0,0,0,0,0,0,0,0,0
grønt,0,0,0,0,0,0,0,0,0,0
liga,0,0,0,0,0,0,1,0,0,0
lække,0,0,0,0,0,1,0,0,0,0
lækage,0,0,0,0,0,1,0,0,0,0
utæt,0,0,0,0,0,1,0,0,0,0
læne,0,0,0,0,0,0,0,0,0,0
lænede sig,0,0,0,0,0,0,0,0,0,0
læner sig,0,0,0,0,0,0,0,0,0,1
springe,0,0,0,0,0,0,0,0,0,0
lære,0,0,0,0,0,0,1,0,0,0
lærte,0,0,0,0,0,0,0,0,0,0
lærende,0,0,0,0,0,0,0,0,0,0
læring,0,0,0,0,0,0,1,0,0,0
leje,0,0,0,0,0,0,0,0,0,0
snor,0,0,0,0,0,0,0,0,0,0
læder,0,0,0,0,0,0,0,0,0,0
læderagtig,0,0,0,0,0,0,0,0,0,0
forlade,0,0,0,0,0,1,0,1,1,0
foredrag,0,0,0,0,0,0,0,0,0,0
foredragsholder,0,0,0,0,0,0,1,0,0,0
klippeafsats,0,0,0,0,0,0,0,0,0,0
hovedbog,0,0,0,0,0,0,0,0,0,0
lee,0,0,0,0,0,0,0,0,0,0
igle,0,0,0,0,0,1,0,0,0,0
igler,0,0,1,1,0,1,0,0,0,0
leer,0,0,1,0,0,1,0,0,0,0
mistænksom,0,0,0,0,0,0,0,0,1,0
læsse,0,0,0,0,0,0,0,0,0,0
spillerum,0,0,0,0,0,0,1,0,0,0
venstre,0,0,0,0,0,0,0,0,0,0
ben,0,0,0,0,0,0,0,0,0,0
eftermæle,0,0,0,0,0,0,0,0,0,0
gyldige,0,0,0,0,0,0,1,0,0,1
lovlighed,0,0,0,0,0,0,0,0,0,0
legalisere,0,0,0,0,0,0,0,0,0,0
legaliseret,1,0,0,1,1,0,1,0,0,1
lovligt,0,0,0,0,0,0,0,0,0,0
legende,0,0,0,0,0,0,0,0,0,0
legendarisk,0,0,0,0,0,0,1,0,0,0
læselighed,0,0,0,0,0,0,1,0,0,0
læselig,0,0,0,0,0,0,1,0,0,0
legion,0,0,0,0,0,0,0,0,0,0
lovgive,0,0,0,0,0,0,0,0,0,0
lovgivning,0,0,0,0,0,0,0,0,0,0
lovgivende,0,0,0,0,0,0,0,0,0,0
lovgiver,0,0,0,0,0,0,0,0,0,1
lovgivende forsamling,0,0,0,0,0,0,0,0,0,1
legitimitet,0,0,0,0,0,0,0,0,0,1
ben,0,0,0,0,0,0,0,0,0,0
bælgfrugt,0,0,0,0,0,0,0,0,0,0
fritid,0,1,0,0,1,0,1,0,1,1
afslappet,0,0,0,0,0,0,1,0,0,0
lemma,0,0,0,0,0,0,1,0,0,0
citron,0,0,1,0,0,1,0,0,0,0
låne,0,0,0,0,0,0,0,0,0,0
långiver,0,0,0,0,0,0,0,0,0,1
udlån,0,0,0,0,0,0,0,0,0,0
længde,0,0,0,0,0,0,0,0,0,0
forlænge,0,0,0,0,0,0,0,0,0,0
forlænget,0,0,0,0,0,0,0,0,0,0
forlængelse,0,0,0,0,0,0,0,0,0,0
på langs,0,0,0,0,0,0,0,0,0,0
langvarig,0,0,0,0,0,0,0,0,0,0
mildhed,0,0,0,0,0,0,0,0,0,0
mild,0,0,0,0,0,0,1,0,0,0
linse,0,0,0,0,0,0,0,0,0,0
leopard,0,0,0,0,0,0,0,0,0,0
spedalskhed,0,0,1,1,0,1,0,1,0,0
lejer,0,0,0,0,0,0,0,0,0,0
mindske,0,1,0,0,0,1,0,0,0,0
aftagende,0,0,0,0,0,0,0,0,0,0
mindre,0,0,1,0,0,1,0,0,0,0
lektie,0,1,0,0,0,0,1,0,0,1
udlejer,0,0,0,0,0,0,0,0,0,0
dødbringende,0,0,1,1,0,1,0,1,0,0
sløv,0,0,0,0,0,0,0,0,0,0
sløvhed,0,0,0,0,0,1,0,1,0,0
brev,0,1,0,0,0,0,0,0,0,0
med bogstaver,0,1,0,0,0,0,1,0,0,1
bogstaver,0,0,0,0,0,0,0,0,0,0
salat,0,0,0,0,0,0,0,0,0,0
leukæmi,1,0,0,1,0,1,0,1,0,0
levee,0,0,0,0,0,0,0,0,0,1
niveau,0,0,0,0,0,0,1,0,0,1
håndtag,0,0,0,0,0,0,0,0,0,0
gearing,0,0,0,0,0,0,1,0,0,0
afgift,0,0,0,0,0,1,0,0,0,0
uanstændig,0,0,1,0,0,1,0,0,0,0
leksikon,0,0,0,0,0,0,0,0,0,0
ley,0,0,0,0,0,0,0,0,0,0
forpligtelser,0,0,0,0,0,0,0,0,0,0
ansvar,0,0,0,0,0,0,0,0,0,0
forbindelse,0,0,0,0,0,1,0,0,0,0
løgner,0,0,1,0,0,1,0,0,0,0
bagvaskelse,1,0,0,1,0,1,0,0,0,1
injurierende,0,0,0,0,0,0,0,0,0,0
liberal,0,0,0,0,0,1,1,0,0,0
liberalisme,0,0,0,0,0,0,0,0,0,0
befri,1,1,0,0,1,0,1,0,1,1
befrielse,0,1,0,0,1,0,1,0,1,0
frihed,0,1,0,0,1,0,1,0,1,1
libido,0,0,0,0,0,0,0,0,0,0
bibliotekar,0,0,0,0,0,0,0,0,0,0
bibliotek,0,0,0,0,0,0,1,0,0,0
libretto,0,0,0,0,0,0,0,0,0,0
licens,0,0,0,0,0,0,0,0,0,0
lav,0,0,0,0,0,0,0,0,0,0
slikke,0,0,1,0,0,1,0,0,0,0
låg,0,0,0,0,0,0,0,0,0,0
ligge,1,0,1,0,0,1,0,1,0,0
liege,0,0,0,0,0,0,0,0,0,0
tilbageholdsret,0,0,0,0,0,0,0,0,0,0
lieu,0,0,0,0,0,0,0,0,0,0
løjtnant,0,0,0,0,0,0,0,0,0,1
liv,0,0,0,0,0,0,0,0,0,0
livsnerven,0,0,0,0,0,0,1,0,0,0
redningsbåd,0,0,0,0,0,0,0,0,0,0
livløs,0,0,0,1,0,1,0,1,0,0
naturtro,0,0,0,0,0,0,0,0,0,0
livslang,0,0,0,0,0,0,0,0,0,0
livstid,0,0,0,0,0,0,0,0,0,0
løfte op,0,0,0,0,0,0,0,0,0,0
ledbånd,0,0,0,0,0,0,0,0,0,0
ligering,0,0,0,0,0,0,0,0,0,0
lys,0,0,0,0,0,0,0,0,0,0
lette,0,0,0,0,0,0,0,0,0,0
fyrtårn,0,0,0,0,0,0,1,0,0,0
lethed,0,0,0,0,0,0,0,0,0,0
lyn,1,0,0,1,0,0,0,0,1,0
sandsynlighed,0,0,0,0,0,0,0,0,0,0
lighed,0,0,0,0,0,0,0,0,0,0
ligeledes,0,0,0,0,0,0,0,0,0,0
kan lide,0,0,0,0,1,0,1,0,0,1
lilla,0,0,0,0,0,0,0,0,0,0
lilje,0,0,0,0,0,0,0,0,0,0
lem,0,0,0,0,0,0,0,0,0,0
limbo,0,0,0,0,0,0,0,0,0,0
begrænse,0,0,0,0,0,0,0,0,0,0
begrænsning,0,0,0,0,0,0,0,0,0,0
begrænset,1,0,0,0,0,1,0,1,0,0
grænseløs,0,0,0,0,0,0,0,0,0,0
limousine,0,0,0,0,0,0,0,0,0,0
halte,0,0,0,0,0,1,0,0,0,0
lin,0,0,0,0,0,0,0,0,0,0
linje,0,0,0,0,0,0,0,0,0,0
afstamning,0,0,0,0,0,0,0,0,0,0
lineal,0,0,0,0,0,0,0,0,0,0
lineær,0,0,0,0,0,0,0,0,0,0
foret,0,0,0,0,0,0,0,0,0,0
linned,0,0,0,0,0,0,0,0,0,0
liner,0,0,0,0,0,0,0,0,0,0
linjer,0,0,0,1,0,0,0,0,0,0
dvæle,0,1,0,0,0,0,0,0,0,0
lingo,0,0,0,0,0,0,0,0,0,0
sproglige,0,0,0,0,0,0,0,0,0,0
lingvist,0,0,0,0,0,0,1,0,0,1
sproglige,0,0,0,0,0,0,0,0,0,0
lingvistik,0,0,0,0,0,0,0,0,0,0
foring,0,0,0,0,0,0,0,0,0,0
link,0,0,0,0,0,0,0,0,0,0
linoleum,0,0,0,0,0,0,0,0,0,0
fnug,0,0,0,0,0,1,0,0,0,0
løve,0,0,0,1,0,0,1,0,0,0
læbe,0,0,0,0,0,0,0,0,0,0
læbestift,0,0,0,0,0,0,0,0,0,0
likvefaktion,0,0,0,0,0,0,0,0,0,0
flydende,0,0,0,0,0,0,0,0,0,0
likør,0,0,0,0,0,0,0,0,0,0
væske,0,0,0,0,0,0,0,0,0,0
likvidere,0,0,0,0,0,0,0,0,0,0
likvidation,0,0,0,0,0,0,0,0,0,0
likvidator,0,0,0,0,0,0,0,0,0,0
likviditet,0,0,0,0,0,0,0,0,0,0
spiritus,1,0,0,0,1,1,0,1,0,0
lisp,0,0,0,0,0,0,0,0,0,0
liste,0,0,0,0,0,0,0,0,0,0
Lyt,0,0,0,0,0,0,0,0,0,0
lytter,0,0,0,0,0,0,0,0,0,0
notering,0,0,0,0,0,0,0,0,0,0
sløv,0,0,0,0,0,1,0,1,0,0
litani,0,0,0,0,0,0,0,0,0,0
bogstaveligt talt,0,0,0,0,0,0,0,0,0,0
litterære,0,0,0,0,0,0,0,0,0,0
litteratur,0,0,0,0,0,0,0,0,0,0
smidig,0,0,0,0,0,0,1,0,0,0
litografi,0,0,0,0,0,0,0,0,0,0
litografi,0,0,0,0,0,0,0,0,0,0
litologi,0,0,0,0,0,0,0,0,0,0
litosfæren,0,0,0,0,0,0,0,0,0,0
retssager,0,0,0,0,0,1,0,0,0,0
retsforfølge,1,1,1,1,0,1,0,1,0,0
retssager,0,0,0,0,0,1,0,0,0,0
litigiøse,1,0,1,0,0,1,0,0,0,0
affald,0,0,0,0,0,1,0,0,0,0
littoral,0,0,0,0,0,0,0,0,0,0
liturgi,0,0,0,0,0,0,0,0,0,0
levebrød,0,0,0,0,0,0,0,0,0,0
farve,0,0,0,0,0,0,0,0,0,0
rasende,1,0,1,0,0,1,0,0,0,0
levende,0,0,0,0,0,0,0,0,0,0
lama,0,0,0,0,0,0,0,0,0,0
belastning,0,0,0,0,0,0,0,0,0,0
brød,0,0,0,0,0,1,0,0,0,0
loafer,0,0,0,0,0,1,0,0,0,0
muldjord,0,0,0,0,0,0,0,0,0,0
lån,0,0,0,0,0,0,0,0,0,0
afsky,1,0,0,0,0,1,0,0,0,0
afsky,1,0,1,0,0,1,0,0,0,0
afsky,0,0,1,0,0,1,0,0,0,0
afskyeligt,1,0,1,0,0,1,0,0,0,0
lobby,0,0,0,0,0,0,0,0,0,0
lobbyist,0,0,0,0,0,1,0,0,0,0
lap,0,0,0,0,0,0,0,0,0,0
lokal,0,0,0,0,0,0,0,0,0,0
lokalitet,0,0,0,0,0,0,0,0,0,0
lokalitet,0,0,0,0,0,0,0,0,0,0
lokalisering,0,0,0,0,0,0,0,0,0,0
lokalisere,0,1,0,0,0,0,0,0,0,0
lokalisere,0,0,0,0,0,0,0,0,0,0
Beliggenhed,0,0,0,0,0,0,0,0,0,0
loch,0,0,0,0,0,0,0,0,0,0
låse,0,0,0,0,0,0,0,0,0,0
skab,0,0,0,0,0,0,0,0,0,0
låsesmed,0,0,0,0,0,0,0,0,0,0
Lås op,0,0,0,1,0,1,0,1,0,0
bevægelse,0,0,0,0,0,0,0,0,0,0
lokomotiv,0,0,0,0,0,0,0,0,0,0
græshoppe,0,0,0,1,0,1,0,0,0,0
indlogere,0,0,0,0,0,0,0,0,0,0
logerende,0,0,0,0,0,0,0,0,0,0
logi,0,0,0,0,0,0,0,0,0,1
loft,0,0,0,0,0,0,0,0,0,0
ophøjet,0,0,0,0,0,1,0,0,0,0
log,0,0,0,0,0,0,0,0,0,0
logaritme,0,0,0,0,0,0,0,0,0,0
logaritmisk,0,0,0,0,0,0,0,0,0,0
logik,0,0,0,0,0,0,0,0,0,0
logisk,0,0,0,0,0,0,1,0,0,0
logistik,0,0,0,0,0,0,0,0,0,0
logotype,0,0,0,0,0,0,0,0,0,0
lænd,0,0,0,0,0,0,0,0,0,0
slikkepind,0,0,0,0,0,0,0,0,0,0
ensom,0,0,0,0,0,0,0,1,0,0
ensomhed,0,0,0,1,0,1,0,1,0,0
ensom,1,0,1,1,0,1,0,1,0,0
ensom,0,0,0,0,0,1,0,1,0,0
lang,0,1,0,0,0,0,0,0,0,0
lang levetid,0,0,0,0,0,0,1,0,0,0
længes efter,0,1,0,0,0,0,0,1,0,0
længde,0,0,0,0,0,0,0,0,0,0
langsgående,0,0,0,0,0,0,0,0,0,0
på langs,0,0,0,0,0,0,0,0,0,0
loo,0,0,1,0,0,1,0,0,0,0
pas på,0,0,0,0,0,0,0,0,0,0
væv,0,1,0,1,0,1,0,0,0,0
truende,0,0,0,0,0,0,0,0,0,0
lom,0,0,1,0,0,1,0,0,0,0
lorte,0,0,0,0,0,1,0,0,0,0
sløjfe,0,0,0,0,0,0,0,0,0,0
smuthul,0,0,0,0,0,0,0,0,0,0
løsne,0,0,0,0,0,0,0,0,0,0
løsne sig,0,0,0,0,0,0,0,0,0,0
bytte,0,0,0,0,0,1,0,0,0,0
lop,0,0,0,0,0,0,0,0,0,0
skævt,0,0,0,0,0,0,0,0,0,0
herre,0,0,1,0,0,1,1,0,0,1
herrer,0,0,0,0,0,0,0,0,0,0
herredømme,0,0,0,0,0,0,1,0,0,0
lore,0,0,0,0,0,0,0,0,0,0
lastbil,0,0,0,0,0,0,0,0,0,0
tabe,1,0,1,1,0,1,0,1,1,0
tabe,1,0,0,0,0,1,0,1,0,0
tab,1,0,0,1,0,1,0,1,0,0
faret vild,0,0,0,0,0,1,0,1,0,0
masse,0,0,0,0,0,0,0,0,0,0
lotion,0,0,0,0,0,0,0,0,0,0
masser,0,0,0,0,0,0,0,0,0,0
lotteri,0,1,0,0,0,0,0,0,0,0
lotto,0,0,0,0,0,0,0,0,0,0
højt,0,0,0,0,0,0,0,0,0,0
højlydt,0,0,0,0,0,0,0,0,0,0
lydstyrke,1,0,0,0,0,1,0,0,0,0
lounge,0,0,0,0,0,1,0,0,0,0
lus,0,0,1,0,0,1,0,0,0,0
elskelig,0,0,0,0,1,0,1,0,0,1
kærlighed,0,0,0,0,1,0,1,0,0,0
dejlig,0,1,0,0,1,0,1,1,1,1
elske,0,0,0,0,1,0,1,0,0,1
elsker,0,1,0,0,1,0,1,0,0,1
kærlig,0,0,0,0,1,0,1,0,0,1
nederste,0,0,0,0,0,1,0,1,0,0
sænkning,0,0,0,0,0,1,0,0,0,0
laveste,0,0,0,0,0,1,0,1,0,0
lavlandet,0,0,0,0,0,1,0,0,0,0
ringe,0,0,0,0,0,1,0,1,0,0
loyal,0,0,0,1,1,0,1,0,1,1
loyalitet,0,0,0,0,0,0,1,0,0,1
smøre,0,0,0,0,0,0,0,0,0,0
smøring,0,0,0,0,0,0,0,0,0,0
held,0,1,0,0,1,0,1,0,1,0
heldig,0,0,0,0,1,0,1,0,1,0
latterligt,0,0,0,0,0,1,0,0,0,0
lug,0,0,0,0,0,0,0,0,0,0
bagage,0,0,0,0,0,0,0,0,0,0
lune,0,1,0,0,0,0,0,0,0,0
vuggevise,0,0,0,0,0,0,0,0,0,0
lænden,0,0,0,0,0,0,0,0,0,0
tømmer,0,0,0,0,0,0,0,0,0,0
tømmer,0,0,0,0,0,1,0,0,0,0
selvlysende,0,0,0,0,0,0,0,0,0,0
lysende,0,0,0,0,0,0,0,0,0,0
klump,0,0,0,0,0,1,0,0,0,0
klumpet,0,0,1,0,0,1,0,0,0,0
galskab,1,0,1,1,0,1,0,1,0,0
måne,0,0,0,0,0,0,0,0,0,0
sindssyg,1,0,1,1,0,1,0,0,0,0
frokost,0,0,0,0,0,0,0,0,0,0
frokost,0,0,0,0,0,0,0,0,0,0
udfald,0,0,0,0,0,0,0,0,1,0
lunger,0,0,0,0,0,0,0,0,0,0
smutte,0,0,0,0,0,1,0,0,0,0
lokke,0,0,0,0,0,1,0,0,0,0
uhyggelig,0,0,1,0,0,1,0,0,0,0
lure,0,0,0,0,0,1,0,0,0,0
lurer,0,0,0,0,0,1,0,0,0,0
lækker,0,1,0,0,1,0,1,0,0,0
frodig,0,0,1,0,0,1,0,1,0,0
begær,0,1,0,0,0,1,0,0,0,0
glans,0,0,0,0,1,0,1,0,0,0
lystig,0,0,0,0,0,1,0,0,0,0
skinnende,0,0,0,0,0,0,1,0,0,0
lystig,0,0,1,0,0,0,0,0,0,0
lut,0,0,0,0,0,0,0,0,0,0
frodig,0,0,0,0,0,0,1,0,0,0
luksuriøs,0,0,0,0,1,0,1,0,0,0
luksus,0,0,0,0,1,0,1,0,0,0
at lyve,1,0,1,0,0,1,0,0,0,0
lymfe,0,0,0,0,0,0,0,0,0,0
lymfatisk,0,0,0,0,0,0,0,0,0,0
lynch,1,0,1,1,0,1,0,1,0,0
Los,0,0,0,0,0,0,0,0,0,0
lyre,0,0,0,0,1,0,1,0,0,0
lyrik,0,0,0,0,0,0,0,0,0,0
lyrisk,0,0,0,0,1,0,1,0,0,0
mace,0,0,0,1,0,1,0,0,0,0
maskine,0,0,0,0,0,0,0,0,0,1
maskineri,0,0,0,0,0,0,0,0,0,0
maskinist,0,0,0,0,0,0,0,0,0,0
makrel,0,0,0,0,0,0,0,0,0,0
gal,1,0,1,1,0,1,0,1,0,0
frue,0,0,0,0,0,0,0,0,0,0
frue,0,0,0,0,0,0,0,0,0,0
gal,1,0,0,1,0,1,0,0,0,0
galning,1,0,0,1,0,1,0,0,0,0
galskab,1,0,0,1,0,1,0,0,0,0
mafia,0,0,0,1,0,1,0,0,0,0
magasin,0,0,0,0,0,0,0,0,0,0
mage,0,0,0,1,0,0,0,0,0,0
magenta,0,0,0,0,0,0,0,0,0,0
maddike,0,0,1,0,0,1,0,0,0,0
magi,0,0,0,0,0,0,0,0,0,0
magisk,0,1,0,0,1,0,1,0,1,0
tryllekunstner,0,0,0,0,0,0,0,0,1,0
magistrat,0,0,0,0,0,0,0,0,0,0
magma,0,0,0,0,0,0,0,0,0,0
magnat,0,0,0,0,0,0,0,0,0,0
magnet,0,0,0,0,0,0,1,0,0,1
magnetisme,0,0,0,0,0,0,1,0,0,0
magnetit,0,0,0,0,0,0,1,0,0,0
storslåethed,0,1,0,0,1,0,1,0,0,1
storslået,0,1,0,0,1,0,1,0,1,1
forstørrelsesglas,0,0,0,0,0,0,0,0,0,0
forstørre,0,0,0,0,0,0,0,0,0,0
størrelse,0,0,0,0,0,0,0,0,0,0
magpie,0,0,0,0,0,0,0,0,0,0
stuepige,0,0,0,0,0,0,0,0,0,0
jomfru,0,0,0,0,0,0,1,0,0,0
post,0,1,0,0,0,0,0,0,0,0
vigtigste,0,0,0,0,0,0,1,0,0,0
fastland,0,0,0,0,0,0,0,0,0,0
grundpille,0,0,0,0,0,0,1,0,0,1
vedligeholdelse,0,0,0,0,0,0,0,0,0,1
majestætisk,0,1,0,0,1,0,1,0,1,1
majestæt,0,0,0,0,0,0,1,0,0,1
major,0,0,0,0,0,0,1,0,0,0
flertal,0,0,0,0,1,0,1,0,0,1
lave,0,0,0,0,0,0,0,0,0,0
maker,0,0,0,0,0,0,0,0,0,0
interimistisk,0,0,0,0,0,1,0,0,0,0
makeup,0,0,0,0,0,0,0,0,0,0
sygdom,0,0,0,0,0,1,0,0,0,0
utilpashed,0,0,0,0,0,1,0,1,0,0
malaria,0,0,1,1,0,1,0,1,0,0
ondsindet,1,0,1,1,0,1,0,1,0,0
misbrug,0,0,1,0,0,1,0,0,0,0
misdannelse,0,0,0,0,0,1,0,0,0,0
ondskab,1,0,0,1,0,1,0,0,0,0
ondsindet,1,0,1,1,0,1,0,1,0,0
ondartet,1,0,1,0,0,1,0,0,0,0
malignitet,0,0,0,1,0,1,0,1,0,0
ondartet,1,0,0,1,0,1,0,0,0,0
