Belarusian Word,anger,anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust
калейдаскоп,0,0,0,0,0,0,0,0,0,0
кенгуру,0,0,0,0,0,0,0,0,0,0
кандзі,0,0,0,0,0,0,0,0,0,0
карма,0,0,0,0,0,0,0,0,0,0
байдарка,0,0,0,0,0,0,0,0,0,0
кіль,0,0,0,0,0,0,0,0,0,0
захавальнік,0,0,0,0,0,0,0,0,0,0
захаванне,0,0,0,0,0,0,0,0,0,0
сувенір на памяць,0,0,0,0,0,0,1,0,0,0
бочачка,0,0,0,0,0,0,0,0,0,0
кен,0,0,0,0,0,0,1,0,0,0
гадавальнік,0,0,0,0,0,0,0,1,0,0
керн,0,0,0,0,0,1,0,0,0,0
ядро,0,0,0,0,0,0,0,0,0,0
газа,0,0,0,1,0,0,0,0,0,0
чайнік,0,0,0,0,0,0,0,0,0,0
ключ,0,0,0,0,0,0,0,0,0,0
замочная свідравіна,0,0,0,0,0,0,0,0,0,0
асноўны даклад,0,0,0,0,0,0,1,0,0,0
замкавы камень,0,0,0,0,0,0,1,0,0,0
колеру хакі,0,0,0,0,0,0,0,0,0,0
хан,0,0,0,1,0,0,0,0,0,1
удар нагамі,1,0,0,0,0,1,0,0,0,0
біць нагамі,1,0,0,0,0,0,0,0,0,0
дзіця,0,0,0,0,0,0,0,0,0,0
жартую,0,0,0,0,0,0,0,0,0,0
выкрадаць,1,0,0,1,0,1,0,1,1,0
забіць,0,0,0,1,0,1,0,1,0,0
забойства,1,0,0,1,0,1,0,1,0,0
печ,0,0,0,0,0,0,0,0,0,0
кілаграм,0,0,0,0,0,0,0,0,0,0
кіламетр,0,0,0,0,0,0,0,0,0,0
кілт,0,0,0,0,0,0,0,0,0,0
кімано,0,0,0,0,0,0,0,0,0,0
сваяк,0,0,0,0,0,0,0,0,0,0
выгляд,0,0,0,0,1,0,1,0,0,1
дзіцячы сад,0,0,0,0,0,0,0,0,0,0
дабрыня,0,0,0,0,0,0,1,0,0,0
сваяцтва,0,1,0,0,1,0,1,0,0,1
кінематыка,0,0,0,0,0,0,0,0,0,0
кароль,0,0,0,0,0,0,1,0,0,0
каралеўства,0,0,0,0,0,0,0,0,0,0
перагіб,0,0,0,0,0,0,0,0,0,0
вычварны,0,0,0,0,0,0,0,0,0,0
кіёск,0,0,0,0,0,0,0,0,0,0
Кірк,0,0,0,0,0,0,0,0,0,0
пацалунак,0,1,0,0,1,0,1,0,1,0
камплект,0,0,0,0,0,0,0,0,0,0
кухня,0,0,0,0,0,0,0,0,0,0
паветраны змей,0,0,1,0,0,1,0,0,0,0
кацяня,0,0,0,0,1,0,1,0,0,1
спрыт,0,0,0,0,0,0,1,0,0,0
заплечнік,0,0,0,0,0,0,0,0,0,0
мясіць,0,0,0,0,0,0,0,0,0,0
калена,0,0,0,0,0,0,0,0,0,0
стаць на калені,0,0,0,0,0,0,0,0,0,0
стоячы на каленях,0,0,0,0,0,0,0,0,0,0
звон,0,0,0,1,0,1,0,1,0,0
трусы,0,0,0,0,0,0,0,0,0,1
нож,0,0,0,0,0,0,0,0,0,0
рыцар,0,0,0,0,0,0,1,0,0,0
вязаць,0,0,0,0,0,0,0,0,0,0
ручка,0,0,0,0,0,0,0,0,0,0
стук,0,0,0,0,0,0,0,0,0,0
пагорак,0,0,0,0,0,0,0,0,0,0
вузел,0,0,0,0,0,0,0,0,0,0
вузлаватыя,0,0,0,0,0,1,0,0,0,0
ведаючы,0,0,0,0,0,0,1,0,0,0
свядома,0,0,0,0,0,0,0,0,0,0
ведаў,0,0,0,0,0,0,1,0,0,0
суставы,0,0,0,0,0,0,0,0,0,0
кос,0,0,0,0,0,0,0,0,0,0
Крыс,0,0,0,0,0,0,0,0,0,0
хвала,0,0,0,0,1,0,1,0,0,0
лабараторыя,0,0,0,0,0,0,0,0,0,0
ярлык,0,0,0,0,0,0,0,0,0,1
працы,0,1,0,0,1,0,1,0,1,1
лабараторыя,0,0,0,0,0,0,0,0,0,0
напрацаваны,0,0,0,0,0,1,0,1,0,0
чорнарабочы,0,0,0,0,0,0,0,0,0,0
працуючы,0,0,0,0,0,0,0,0,0,0
працаёмкі,0,0,0,0,0,1,0,0,0,0
лабірынт,0,1,0,0,0,1,0,0,0,0
лак,0,0,0,0,0,0,0,0,0,0
карункі,1,0,0,1,0,1,1,1,0,1
недахоп,0,0,0,0,0,1,0,0,0,0
не хапае,0,0,0,0,0,1,0,0,0,0
цьмяны,0,0,0,0,0,1,0,0,0,0
лак,0,0,0,0,0,0,0,0,0,0
лакросс,0,0,0,0,0,0,0,0,0,0
хлопец,0,0,0,0,0,0,0,0,0,0
лесвіца,0,0,0,0,0,0,0,0,0,0
гружаны,0,0,0,0,0,1,0,0,0,0
нагрузка,0,0,0,0,0,0,0,0,0,0
коўш,0,0,0,0,0,0,0,0,0,0
лэдзі,0,0,0,0,0,0,0,0,0,0
адставанне,0,0,0,0,0,1,0,0,0,0
адставанне,1,1,1,0,0,1,0,1,0,0
лагуна,0,0,0,0,0,0,0,0,0,0
логава,0,0,0,0,0,1,0,0,0,0
свецкія,0,0,0,0,0,0,0,0,0,0
возера,0,0,0,0,0,0,0,0,0,0
лама,0,0,0,0,0,0,0,0,0,0
бараніна,0,0,0,0,1,0,1,0,0,1
наракаць,0,0,1,1,0,1,0,1,0,0
наракаючы,0,0,0,0,0,0,0,1,0,0
пласцінка,0,0,0,0,0,0,0,0,0,0
ламінаваныя,0,0,0,0,0,0,0,0,0,0
лямпа,0,0,0,0,0,0,0,0,0,0
дзіда,0,0,0,0,0,0,0,0,0,0
улан,0,0,0,0,0,0,0,0,0,0
зямлі,0,0,0,0,0,0,1,0,0,0
прызямліўся,0,0,0,0,0,0,1,0,0,0
пасадка,0,0,0,0,0,0,0,0,0,0
не мае выхаду да мора,0,0,0,0,0,0,0,0,0,0
памешчык,0,0,0,0,0,0,0,0,0,0
арыенцір,0,0,0,0,0,0,0,0,0,1
зямель,0,0,0,0,0,0,0,0,0,0
пейзаж,0,0,0,0,0,0,0,0,0,0
азеляненне тэрыторыі,0,0,0,0,0,0,0,0,0,0
апоўзень,0,0,0,1,0,1,0,1,0,0
пер,0,0,0,0,0,0,0,0,0,0
мове,0,0,0,0,0,0,0,0,0,0
млявы,0,0,0,0,0,1,0,0,0,0
марнеюць,0,0,0,0,0,1,0,0,0,0
знясіленне,0,0,0,1,0,1,0,1,0,0
даўгавязы,0,0,0,0,0,0,0,0,0,0
ліхтар,0,0,0,0,0,0,0,0,0,0
каленях,0,0,0,0,0,0,0,0,0,0
адварот,0,0,0,0,0,0,0,0,0,0
пратэрміноўка,0,0,0,0,0,1,0,0,0,0
страціў сілу,0,0,0,0,0,0,0,0,0,0
крадзеж,0,0,1,0,0,1,0,0,0,0
сала,0,0,0,0,0,0,0,0,0,0
камора,0,0,0,0,0,0,0,0,0,0
вялікі,0,0,0,0,0,0,0,0,0,0
большы,0,0,1,0,0,0,0,0,1,1
Ларго,0,0,0,0,0,0,0,0,0,0
жаўрук,0,0,0,0,0,0,0,0,0,0
лічынка,0,0,0,0,0,0,0,0,0,0
гартань,0,0,0,0,0,0,0,0,0,0
лазер,0,0,0,0,0,0,1,0,0,1
бізун,1,0,0,1,0,1,0,0,0,0
дзяўчына,0,0,0,0,0,0,0,0,0,0
ласо,0,0,0,0,0,0,0,0,0,0
працяглы,0,0,0,0,0,0,0,0,0,0
зашчапка,0,0,0,0,0,0,0,0,0,0
позна,0,0,0,0,0,1,0,1,0,0
спазненне,0,0,0,0,0,1,0,0,0,0
латэнтны,1,1,1,0,0,1,0,0,1,0
бакавыя,0,0,0,0,0,0,0,0,0,0
збоку,0,0,0,0,0,0,0,0,0,0
латекс,0,0,0,0,0,0,0,0,0,0
такарны станок,0,0,0,0,0,0,0,0,0,0
намыліць,0,0,0,0,0,0,0,0,0,0
шырата,0,0,0,0,0,0,0,0,0,0
прыбіральні,0,0,1,0,0,1,0,0,0,0
кратаў,0,0,0,0,0,0,0,0,0,0
пахвальна,0,0,0,0,0,0,1,0,0,0
смяяцца,0,0,0,0,1,0,1,0,1,0
сьмешны,0,0,1,0,0,1,0,0,0,0
смеючыся,0,0,0,0,1,0,1,0,0,0
смех,0,1,0,0,1,0,1,0,1,0
запуск,0,1,0,0,0,0,1,0,0,0
пральня,0,0,0,0,0,0,0,0,0,0
лаўрэат,0,0,0,0,0,0,1,0,0,1
лаўр,0,0,0,0,0,0,1,0,0,0
лаўры,0,0,0,0,1,0,1,0,0,0
лава,1,0,0,1,0,1,0,0,0,0
прамыванне,0,0,0,0,0,0,0,0,0,0
туалет,0,0,1,0,0,0,0,0,0,0
лаванда,0,0,0,0,0,0,0,0,0,0
шчодры,0,0,0,0,0,0,1,0,0,0
права,0,0,0,0,0,0,0,0,0,1
законным,0,0,0,0,0,0,1,0,0,1
бяспраўе,1,0,0,1,0,1,0,0,0,0
газон,0,0,0,0,0,0,0,0,0,0
пазоў,1,0,1,1,0,1,0,1,1,0
адвакат,1,0,1,1,0,1,0,0,0,0
расслаблены,0,0,0,0,0,1,0,1,0,0
слабільнае,0,0,1,1,0,1,0,0,0,0
ляжаць,0,0,0,0,0,0,0,0,0,0
пласт,0,0,0,0,0,0,0,0,0,0
слаістай,0,0,0,0,0,0,0,0,0,0
свецкі чалавек,0,0,0,0,0,0,0,0,0,0
лянівы,0,0,0,0,0,1,0,0,0,0
леа,0,0,0,0,0,0,0,0,0,0
свінец,0,0,0,0,0,0,1,0,0,0
лідэр,0,0,0,0,0,0,1,0,0,1
вядучы,0,0,0,0,0,0,0,0,0,1
прыводзіць,0,0,0,0,0,0,0,0,0,0
ліст,0,0,0,0,0,0,0,0,0,0
улётка,0,0,0,0,0,0,0,0,0,0
ліставыя,0,0,0,0,0,0,0,0,0,0
лігі,0,0,0,0,0,0,1,0,0,0
уцечка,0,0,0,0,0,1,0,0,0,0
уцечка,0,0,0,0,0,1,0,0,0,0
дзіравы,0,0,0,0,0,1,0,0,0,0
нішчымнае,0,0,0,0,0,0,0,0,0,0
нахіліўся,0,0,0,0,0,0,0,0,0,0
абапіраючыся,0,0,0,0,0,0,0,0,0,1
скачок,0,0,0,0,0,0,0,0,0,0
вучыцца,0,0,0,0,0,0,1,0,0,0
даведаўся,0,0,0,0,0,0,0,0,0,0
вучань,0,0,0,0,0,0,0,0,0,0
навучання,0,0,0,0,0,0,1,0,0,0
арэнда,0,0,0,0,0,0,0,0,0,0
павадок,0,0,0,0,0,0,0,0,0,0
скураныя,0,0,0,0,0,0,0,0,0,0
скурыстыя,0,0,0,0,0,0,0,0,0,0
пакінуць,0,0,0,0,0,1,0,1,1,0
лекцыя,0,0,0,0,0,0,0,0,0,0
выкладчык,0,0,0,0,0,0,1,0,0,0
выступ,0,0,0,0,0,0,0,0,0,0
гросбух,0,0,0,0,0,0,0,0,0,0
падветраны,0,0,0,0,0,0,0,0,0,0
п'яўка,0,0,0,0,0,1,0,0,0,0
п'яўкі,0,0,1,1,0,1,0,0,0,0
усмешка,0,0,1,0,0,1,0,0,0,0
падступны,0,0,0,0,0,0,0,0,1,0
асадак,0,0,0,0,0,0,0,0,0,0
свабода дзеянняў,0,0,0,0,0,0,1,0,0,0
злева,0,0,0,0,0,0,0,0,0,0
нага,0,0,0,0,0,0,0,0,0,0
спадчына,0,0,0,0,0,0,0,0,0,0
юрыдычны,0,0,0,0,0,0,1,0,0,1
законнасць,0,0,0,0,0,0,0,0,0,0
легалізаваць,0,0,0,0,0,0,0,0,0,0
легалізаваны,1,0,0,1,1,0,1,0,0,1
законна,0,0,0,0,0,0,0,0,0,0
легенда,0,0,0,0,0,0,0,0,0,0
легендарны,0,0,0,0,0,0,1,0,0,0
чытэльнасць,0,0,0,0,0,0,1,0,0,0
разборлівы,0,0,0,0,0,0,1,0,0,0
легіён,0,0,0,0,0,0,0,0,0,0
заканадаўча,0,0,0,0,0,0,0,0,0,0
заканадаўства,0,0,0,0,0,0,0,0,0,0
заканадаўчая,0,0,0,0,0,0,0,0,0,0
заканадаўца,0,0,0,0,0,0,0,0,0,1
заканадаўчы орган,0,0,0,0,0,0,0,0,0,1
легітымнасць,0,0,0,0,0,0,0,0,0,1
ногі,0,0,0,0,0,0,0,0,0,0
бабовыя,0,0,0,0,0,0,0,0,0,0
вольны час,0,1,0,0,1,0,1,0,1,1
нетаропкі,0,0,0,0,0,0,1,0,0,0
лема,0,0,0,0,0,0,1,0,0,0
лімон,0,0,1,0,0,1,0,0,0,0
пазычаць,0,0,0,0,0,0,0,0,0,0
крэдытор,0,0,0,0,0,0,0,0,0,1
крэдытаванне,0,0,0,0,0,0,0,0,0,0
даўжыня,0,0,0,0,0,0,0,0,0,0
падоўжыць,0,0,0,0,0,0,0,0,0,0
падоўжаны,0,0,0,0,0,0,0,0,0,0
падаўжэнне,0,0,0,0,0,0,0,0,0,0
уздоўж,0,0,0,0,0,0,0,0,0,0
працяглы,0,0,0,0,0,0,0,0,0,0
паблажлівасць,0,0,0,0,0,0,0,0,0,0
паблажлівы,0,0,0,0,0,0,1,0,0,0
аб'ектыў,0,0,0,0,0,0,0,0,0,0
леапард,0,0,0,0,0,0,0,0,0,0
праказа,0,0,1,1,0,1,0,1,0,0
лізінгаатрымальнік,0,0,0,0,0,0,0,0,0,0
паменшыць,0,1,0,0,0,1,0,0,0,0
памяншэнне,0,0,0,0,0,0,0,0,0,0
меншы,0,0,1,0,0,1,0,0,0,0
урок,0,1,0,0,0,0,1,0,0,1
арэндадаўца,0,0,0,0,0,0,0,0,0,0
смяротны,0,0,1,1,0,1,0,1,0,0
млявы,0,0,0,0,0,0,0,0,0,0
млявасць,0,0,0,0,0,1,0,1,0,0
ліст,0,1,0,0,0,0,0,0,0,0
літарамі,0,1,0,0,0,0,1,0,0,1
лісты,0,0,0,0,0,0,0,0,0,0
лісце салаты,0,0,0,0,0,0,0,0,0,0
лейкоз,1,0,0,1,0,1,0,1,0,0
дамба,0,0,0,0,0,0,0,0,0,1
ўзровень,0,0,0,0,0,0,1,0,0,1
рычаг,0,0,0,0,0,0,0,0,0,0
крэдытнае плячо,0,0,0,0,0,0,1,0,0,0
спагнанне,0,0,0,0,0,1,0,0,0,0
распусныя,0,0,1,0,0,1,0,0,0,0
лексікон,0,0,0,0,0,0,0,0,0,0
лей,0,0,0,0,0,0,0,0,0,0
абавязацельствы,0,0,0,0,0,0,0,0,0,0
адказнасць,0,0,0,0,0,0,0,0,0,0
сувязны,0,0,0,0,0,1,0,0,0,0
хлус,0,0,1,0,0,1,0,0,0,0
паклёп,1,0,0,1,0,1,0,0,0,1
паклёпніцкі,0,0,0,0,0,0,0,0,0,0
ліберальны,0,0,0,0,0,1,1,0,0,0
лібералізм,0,0,0,0,0,0,0,0,0,0
вызваляць,1,1,0,0,1,0,1,0,1,1
вызваленне,0,1,0,0,1,0,1,0,1,0
свабода,0,1,0,0,1,0,1,0,1,1
лібіда,0,0,0,0,0,0,0,0,0,0
бібліятэкар,0,0,0,0,0,0,0,0,0,0
бібліятэка,0,0,0,0,0,0,1,0,0,0
лібрэта,0,0,0,0,0,0,0,0,0,0
ліцэнзія,0,0,0,0,0,0,0,0,0,0
лішайнік,0,0,0,0,0,0,0,0,0,0
лізаць,0,0,1,0,0,1,0,0,0,0
вечка,0,0,0,0,0,0,0,0,0,0
хлусня,1,0,1,0,0,1,0,1,0,0
сеньёр,0,0,0,0,0,0,0,0,0,0
права закладу,0,0,0,0,0,0,0,0,0,0
лейт,0,0,0,0,0,0,0,0,0,0
лейтэнант,0,0,0,0,0,0,0,0,0,1
жыцця,0,0,0,0,0,0,0,0,0,0
кроў жыцця,0,0,0,0,0,0,1,0,0,0
выратавальная шлюпка,0,0,0,0,0,0,0,0,0,0
нежывы,0,0,0,1,0,1,0,1,0,0
рэалістычны,0,0,0,0,0,0,0,0,0,0
пажыццёва,0,0,0,0,0,0,0,0,0,0
працягласць жыцця,0,0,0,0,0,0,0,0,0,0
пад'ёмнік,0,0,0,0,0,0,0,0,0,0
звязка,0,0,0,0,0,0,0,0,0,0
перавязка,0,0,0,0,0,0,0,0,0,0
святло,0,0,0,0,0,0,0,0,0,0
асвятліць,0,0,0,0,0,0,0,0,0,0
маяк,0,0,0,0,0,0,1,0,0,0
лёгкасць,0,0,0,0,0,0,0,0,0,0
маланка,1,0,0,1,0,0,0,0,1,0
верагоднасць,0,0,0,0,0,0,0,0,0,0
падабенства,0,0,0,0,0,0,0,0,0,0
гэтак жа,0,0,0,0,0,0,0,0,0,0
сімпатыя,0,0,0,0,1,0,1,0,0,1
бэз,0,0,0,0,0,0,0,0,0,0
лілея,0,0,0,0,0,0,0,0,0,0
канечнасць,0,0,0,0,0,0,0,0,0,0
лімб,0,0,0,0,0,0,0,0,0,0
мяжа,0,0,0,0,0,0,0,0,0,0
абмежаванне,0,0,0,0,0,0,0,0,0,0
абмежаваны,1,0,0,0,0,1,0,1,0,0
бязмежны,0,0,0,0,0,0,0,0,0,0
лімузін,0,0,0,0,0,0,0,0,0,0
кульгаць,0,0,0,0,0,1,0,0,0,0
Лін,0,0,0,0,0,0,0,0,0,0
лінія,0,0,0,0,0,0,0,0,0,0
радавод,0,0,0,0,0,0,0,0,0,0
лінейны,0,0,0,0,0,0,0,0,0,0
лінейны,0,0,0,0,0,0,0,0,0,0
выкладзеныя,0,0,0,0,0,0,0,0,0,0
бялізна,0,0,0,0,0,0,0,0,0,0
ўкладыш,0,0,0,0,0,0,0,0,0,0
лініі,0,0,0,1,0,0,0,0,0,0
затрымлівацца,0,1,0,0,0,0,0,0,0,0
жаргон,0,0,0,0,0,0,0,0,0,0
лінгвальная,0,0,0,0,0,0,0,0,0,0
лінгвіст,0,0,0,0,0,0,1,0,0,1
лінгвістычны,0,0,0,0,0,0,0,0,0,0
мовазнаўства,0,0,0,0,0,0,0,0,0,0
падшэўка,0,0,0,0,0,0,0,0,0,0
спасылка,0,0,0,0,0,0,0,0,0,0
лінолеум,0,0,0,0,0,0,0,0,0,0
варсінкі,0,0,0,0,0,1,0,0,0,0
леў,0,0,0,1,0,0,1,0,0,0
губа,0,0,0,0,0,0,0,0,0,0
губная памада,0,0,0,0,0,0,0,0,0,0
звадкаванне,0,0,0,0,0,0,0,0,0,0
звадкаваны,0,0,0,0,0,0,0,0,0,0
лікёр,0,0,0,0,0,0,0,0,0,0
вадкасць,0,0,0,0,0,0,0,0,0,0
ліквідаваць,0,0,0,0,0,0,0,0,0,0
ліквідацыя,0,0,0,0,0,0,0,0,0,0
ліквідатар,0,0,0,0,0,0,0,0,0,0
ліквіднасць,0,0,0,0,0,0,0,0,0,0
лікёр,1,0,0,0,1,1,0,1,0,0
шепелявость,0,0,0,0,0,0,0,0,0,0
спіс,0,0,0,0,0,0,0,0,0,0
слухаць,0,0,0,0,0,0,0,0,0,0
слухач,0,0,0,0,0,0,0,0,0,0
лістынг,0,0,0,0,0,0,0,0,0,0
бязвольны,0,0,0,0,0,1,0,1,0,0
літанія,0,0,0,0,0,0,0,0,0,0
літаральна,0,0,0,0,0,0,0,0,0,0
літаратурны,0,0,0,0,0,0,0,0,0,0
літаратуры,0,0,0,0,0,0,0,0,0,0
гнуткі,0,0,0,0,0,0,1,0,0,0
літаграфія,0,0,0,0,0,0,0,0,0,0
літаграфія,0,0,0,0,0,0,0,0,0,0
літалогіі,0,0,0,0,0,0,0,0,0,0
літасфера,0,0,0,0,0,0,0,0,0,0
удзельнік судовага працэсу,0,0,0,0,0,1,0,0,0,0
судзіцца,1,1,1,1,0,1,0,1,0,0
судовы працэс,0,0,0,0,0,1,0,0,0,0
судовых,1,0,1,0,0,1,0,0,0,0
памёт,0,0,0,0,0,1,0,0,0,0
прыморскі,0,0,0,0,0,0,0,0,0,0
літургіі,0,0,0,0,0,0,0,0,0,0
сродкі да існавання,0,0,0,0,0,0,0,0,0,0
ліўрэя,0,0,0,0,0,0,0,0,0,0
лідавы,1,0,1,0,0,1,0,0,0,0
жыццё,0,0,0,0,0,0,0,0,0,0
лама,0,0,0,0,0,0,0,0,0,0
нагрузка,0,0,0,0,0,0,0,0,0,0
батон,0,0,0,0,0,1,0,0,0,0
лайдак,0,0,0,0,0,1,0,0,0,0
суглінак,0,0,0,0,0,0,0,0,0,0
крэдыт,0,0,0,0,0,0,0,0,0,0
нянавісць,1,0,0,0,0,1,0,0,0,0
ненавідзець,1,0,1,0,0,1,0,0,0,0
нянавісць,0,0,1,0,0,1,0,0,0,0
агідны,1,0,1,0,0,1,0,0,0,0
вестыбюль,0,0,0,0,0,0,0,0,0,0
лабіст,0,0,0,0,0,1,0,0,0,0
мочка,0,0,0,0,0,0,0,0,0,0
мясцовыя,0,0,0,0,0,0,0,0,0,0
лакаль,0,0,0,0,0,0,0,0,0,0
мясцовасць,0,0,0,0,0,0,0,0,0,0
лакалізацыя,0,0,0,0,0,0,0,0,0,0
лакалізаваць,0,1,0,0,0,0,0,0,0,0
знайсці,0,0,0,0,0,0,0,0,0,0
размяшчэнне,0,0,0,0,0,0,0,0,0,0
возера,0,0,0,0,0,0,0,0,0,0
замак,0,0,0,0,0,0,0,0,0,0
шафка,0,0,0,0,0,0,0,0,0,0
слесар,0,0,0,0,0,0,0,0,0,0
блакаванне,0,0,0,1,0,1,0,1,0,0
перамяшчэнне,0,0,0,0,0,0,0,0,0,0
лакаматыў,0,0,0,0,0,0,0,0,0,0
саранча,0,0,0,1,0,1,0,0,0,0
домік,0,0,0,0,0,0,0,0,0,0
кватарант,0,0,0,0,0,0,0,0,0,0
жыллё,0,0,0,0,0,0,0,0,0,1
гарышча,0,0,0,0,0,0,0,0,0,0
высокі,0,0,0,0,0,1,0,0,0,0
часопіс,0,0,0,0,0,0,0,0,0,0
лагарыфм,0,0,0,0,0,0,0,0,0,0
лагарыфмічны,0,0,0,0,0,0,0,0,0,0
логіка,0,0,0,0,0,0,0,0,0,0
лагічна,0,0,0,0,0,0,1,0,0,0
лагістыка,0,0,0,0,0,0,0,0,0,0
лагатып,0,0,0,0,0,0,0,0,0,0
карэйка,0,0,0,0,0,0,0,0,0,0
лядзяш,0,0,0,0,0,0,0,0,0,0
самотны,0,0,0,0,0,0,0,1,0,0
адзінота,0,0,0,1,0,1,0,1,0,0
самотны,1,0,1,1,0,1,0,1,0,0
самотны,0,0,0,0,0,1,0,1,0,0
доўгі,0,1,0,0,0,0,0,0,0,0
даўгалецце,0,0,0,0,0,0,1,0,0,0
туга,0,1,0,0,0,0,0,1,0,0
даўгата,0,0,0,0,0,0,0,0,0,0
падоўжныя,0,0,0,0,0,0,0,0,0,0
падоўжна,0,0,0,0,0,0,0,0,0,0
туалет,0,0,1,0,0,1,0,0,0,0
аглядальнік,0,0,0,0,0,0,0,0,0,0
ткацкі станок,0,1,0,1,0,1,0,0,0,0
насоўваецца,0,0,0,0,0,0,0,0,0,0
гагара,0,0,1,0,0,1,0,0,0,0
вар'яцкі,0,0,0,0,0,1,0,0,0,0
пятля,0,0,0,0,0,0,0,0,0,0
шчыліна,0,0,0,0,0,0,0,0,0,0
аслабіць,0,0,0,0,0,0,0,0,0,0
рыхленне,0,0,0,0,0,0,0,0,0,0
бабло,0,0,0,0,0,1,0,0,0,0
лапаць,0,0,0,0,0,0,0,0,0,0
аднабокі,0,0,0,0,0,0,0,0,0,0
спадар,0,0,1,0,0,1,1,0,0,1
лордаў,0,0,0,0,0,0,0,0,0,0
спадарства,0,0,0,0,0,0,1,0,0,0
веды,0,0,0,0,0,0,0,0,0,0
грузавік,0,0,0,0,0,0,0,0,0,0
страціць,1,0,1,1,0,1,0,1,1,0
страта,1,0,0,0,0,1,0,1,0,0
страта,1,0,0,1,0,1,0,1,0,0
страчаны,0,0,0,0,0,1,0,1,0,0
шмат,0,0,0,0,0,0,0,0,0,0
ласьён,0,0,0,0,0,0,0,0,0,0
шмат,0,0,0,0,0,0,0,0,0,0
латарэя,0,1,0,0,0,0,0,0,0,0
лато,0,0,0,0,0,0,0,0,0,0
гучна,0,0,0,0,0,0,0,0,0,0
гучна,0,0,0,0,0,0,0,0,0,0
гучнасць,1,0,0,0,0,1,0,0,0,0
пакой адпачынку,0,0,0,0,0,1,0,0,0,0
вош,0,0,1,0,0,1,0,0,0,0
мілы,0,0,0,0,1,0,1,0,0,1
каханне,0,0,0,0,1,0,1,0,0,0
выдатны,0,1,0,0,1,0,1,1,1,1
заняткі любоўю,0,0,0,0,1,0,1,0,0,1
палюбоўнік,0,1,0,0,1,0,1,0,0,1
кахаючы,0,0,0,0,1,0,1,0,0,1
ніжэй,0,0,0,0,0,1,0,1,0,0
паніжэнне,0,0,0,0,0,1,0,0,0,0
самы нізкі,0,0,0,0,0,1,0,1,0,0
нізіны,0,0,0,0,0,1,0,0,0,0
сціпла,0,0,0,0,0,1,0,1,0,0
лаяльны,0,0,0,1,1,0,1,0,1,1
лаяльнасць,0,0,0,0,0,0,1,0,0,1
змазваць,0,0,0,0,0,0,0,0,0,0
змазка,0,0,0,0,0,0,0,0,0,0
ўдача,0,1,0,0,1,0,1,0,1,0
пашанцавала,0,0,0,0,1,0,1,0,1,0
смешна,0,0,0,0,0,1,0,0,0,0
наканечнік,0,0,0,0,0,0,0,0,0,0
багажу,0,0,0,0,0,0,0,0,0,0
зацішша,0,1,0,0,0,0,0,0,0,0
калыханка,0,0,0,0,0,0,0,0,0,0
паяснічны,0,0,0,0,0,0,0,0,0,0
піламатэрыялы,0,0,0,0,0,0,0,0,0,0
лесапавал,0,0,0,0,0,1,0,0,0,0
люмінесцэнтныя,0,0,0,0,0,0,0,0,0,0
святлівы,0,0,0,0,0,0,0,0,0,0
камяк,0,0,0,0,0,1,0,0,0,0
камяком,0,0,1,0,0,1,0,0,0,0
вар'яцтва,1,0,1,1,0,1,0,1,0,0
месяцовы,0,0,0,0,0,0,0,0,0,0
вар'ят,1,0,1,1,0,1,0,0,0,0
абед,0,0,0,0,0,0,0,0,0,0
абед,0,0,0,0,0,0,0,0,0,0
выпад,0,0,0,0,0,0,0,0,1,0
лёгкіх,0,0,0,0,0,0,0,0,0,0
хістацца,0,0,0,0,0,1,0,0,0,0
прынада,0,0,0,0,0,1,0,0,0,0
змрочны,0,0,1,0,0,1,0,0,0,0
падпільноўваць,0,0,0,0,0,1,0,0,0,0
хаваецца,0,0,0,0,0,1,0,0,0,0
сакавіты,0,1,0,0,1,0,1,0,0,0
пышныя,0,0,1,0,0,1,0,1,0,0
пажадлівасць,0,1,0,0,0,1,0,0,0,0
бляск,0,0,0,0,1,0,1,0,0,0
пажадлівы,0,0,0,0,0,1,0,0,0,0
бліскучы,0,0,0,0,0,0,1,0,0,0
юрлівы,0,0,1,0,0,0,0,0,0,0
лютня,0,0,0,0,0,0,0,0,0,0
раскошны,0,0,0,0,0,0,1,0,0,0
раскошны,0,0,0,0,1,0,1,0,0,0
раскоша,0,0,0,0,1,0,1,0,0,0
хлуслівы,1,0,1,0,0,1,0,0,0,0
лімфа,0,0,0,0,0,0,0,0,0,0
лімфатычных,0,0,0,0,0,0,0,0,0,0
лінч,1,0,1,1,0,1,0,1,0,0
рысь,0,0,0,0,0,0,0,0,0,0
ліра,0,0,0,0,1,0,1,0,0,0
лірыка,0,0,0,0,0,0,0,0,0,0
лірычны,0,0,0,0,1,0,1,0,0,0
булава,0,0,0,1,0,1,0,0,0,0
машына,0,0,0,0,0,0,0,0,0,1
тэхніка,0,0,0,0,0,0,0,0,0,0
машыніст,0,0,0,0,0,0,0,0,0,0
скумбрыя,0,0,0,0,0,0,0,0,0,0
шалёны,1,0,1,1,0,1,0,1,0,0
спадарыня,0,0,0,0,0,0,0,0,0,0
мадам,0,0,0,0,0,0,0,0,0,0
звар'яцець,1,0,0,1,0,1,0,0,0,0
вар'ят,1,0,0,1,0,1,0,0,0,0
